LOCSF,MODIFIER,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,PHS,ABPHS~~~~~A
U,~~~~~,AB,A,POK,ABPOK~~~~~A
U,~~~~~,AB,A,AGS,ABAGS~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
H,~~~~~,AB,B,AGS,ABAGS~~~~~A
H,~~~~~,AB,B,RLV,ABRLV~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,MMO,ABMMO~~~~~A
U,~~~~~,AB,A,WKN,ABWKN~~~~~A
U,~~~~~,AB,A,AGS,ABAGS~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,MMO,ABMMO~~~~~A
U,~~~~~,AB,A,POK,ABPOK~~~~~A
U,~~~~~,AB,A,AGS,ABAGS~~~~~A
U,~~~~~,AB,A,DUG,ABDUG~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,AGS,ABAGS~~~~~A
U,~~~~~,AB,A,CMO,ABCMO~~~~~A
U,~~~~~,AB,A,HBM,ABHBM~~~~~A
U,~~~~~,AB,A,PHS,ABPHS~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,AGS,ABAGS~~~~~A
U,~~~~~,AB,A,POK,ABPOK~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,AGS,ABAGS~~~~~A
U,~~~~~,AB,A,CMO,ABCMO~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,DUG,ABDUG~~~~~A
U,~~~~~,AB,B,AGS,ABAGS~~~~~A
U,~~~~~,AB,A,RDW,ABRDW~~~~~A
U,~~~~~,AB,B,RLV,ABRLV~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,NRM,ABNRM~~~~~A
U,~~~~~,AB,A,CMO,ABCMO~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
M,~~~~~,AB,B,AGS,ABAGS~~~~~A
U,~~~~~,AB,A,HBM,ABHBM~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,AGS,ABAGS~~~~~A
H,~~~~~,AB,B,HLW,ABHLW~~~~~A
U,~~~~~,AB,A,GBL,ABGBL~~~~~N
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
M,~~~~~,AB,B,BVH,ABBVH~~~~~A
U,~~~~~,AB,A,FTH,ABFTH~~~~~A
M,~~~~~,AB,B,SLW,ABSLW~~~~~A
H,~~~~~,SK,C,ONA,SKONA~~~~~A
H,~~~~~,SK,C,ONI,SKONI~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,C,WSA,SKWSA~~~~~A
H,~~~~~,SK,B,HMA,SKHMA~~~~~A
U,~~~~~,AB,A,BVH,ABBVH~~~~~A
H,~~~~~,SK,B,LYA,SKLYA~~~~~A
U,~~~~~,AB,A,MDR,ABMDR~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,SK,A,GLX,SKGLX~~~~~N
H,~~~~~,SK,B,RWG,SKRWG~~~~~N
H,~~~~~,SK,B,MEA,SKMEA~~~~~A
H,~~~~~,AB,B,PHS,ABPHS~~~~~A
H,~~~~~,AB,B,BVH,ABBVH~~~~~A
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
H,~~~~~,SK,A,AVG,SKAVG~~~~~N
H,~~~~~,SK,B,EMD,SKEMD~~~~~N
D,~~~~~,SK,D,MFA,SKMFA~~~~~A
H,~~~~~,SK,C,MFA,SKMFA~~~~~A
H,~~~~~,SK,B,MEA,SKMEA~~~~~A
H,~~~~~,SK,C,MEA,SKMEA~~~~~A
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
D,~~~~~,SK,D,WSA,SKWSA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
D,~~~~~,SK,D,MFC,SKMFC~~~~~A
U,~~~~~,AB,A,EOR,ABEOR~~~~~A
U,~~~~~,SK,B,MFA,SKMFA~~~~~A
U,~~~~~,AB,A,BEL,ABBEL~~~~~A
U,~~~~~,SK,B,CFA,SKCFA~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,SK,B,CFE,SKCFE~~~~~A
U,~~~~~,SK,A,GLX,SKGLX~~~~~N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
D,~~~~~,SK,D,MFA,SKMFA~~~~~A
D,~~~~~,SK,D,MFC,SKMFC~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
D,~~~~~,SK,D,LZA,SKLZA~~~~~A
U,O~~~~,SK,A,GRG,SKGRGO~~~~N
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
D,~~~~~,SK,D,HWA,SKHWA~~~~~N
L,~~~~~,SK,A,AVG,SKAVG~~~~~N
L,~~~~~,SK,A,AVY,SKAVY~~~~~N
U,~~~~~,SK,A,CFA,SKCFA~~~~~A
H,~~~~~,SK,B,CFA,SKCFA~~~~~A
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
U,~~~~~,SK,A,MFA,SKMFA~~~~~A
U,~~~~~,SK,A,GLX,SKGLX~~~~~N
H,~~~~~,SK,D,MFA,SKMFA~~~~~A
U,~~~~~,SK,B,MFA,SKMFA~~~~~A
U,~~~~~,SK,B,MEA,SKMEA~~~~~A
U,~~~~~,SK,B,CFA,SKCFA~~~~~A
U,~~~~~,SK,B,HMA,SKHMA~~~~~A
U,~~~~~,SK,B,BBA,SKBBA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
U,~~~~~,SK,B,KAA,SKKAA~~~~~A
H,~~~~~,SK,D,MFA,SKMFA~~~~~A
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
I,~~~~~,AB,E,ZUN,ABZUN~~~~~N
D,~~~~~,SK,D,HWA,SKHWA~~~~~N
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
U,~~~~~,AB,A,AMT,ABAMT~~~~~N
L,~~~~~,SK,A,AVG,SKAVG~~~~~N
L,~~~~~,SK,A,AVY,SKAVY~~~~~N
H,~~~~~,SK,B,CFA,SKCFA~~~~~A
U,~~~~~,SK,A,GLX,SKGLX~~~~~N
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,IRM,ABIRM~~~~~A
U,~~~~~,AB,B,EOR,ABEOR~~~~~A
U,~~~~~,AB,B,BEL,ABBEL~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,SK,B,BBA,SKBBA~~~~~A
U,~~~~~,SK,B,CFA,SKCFA~~~~~A
U,~~~~~,SK,B,HMA,SKHMA~~~~~A
H,~~~~~,SK,C,MEA,SKMEA~~~~~A
U,~~~~~,SK,B,MFA,SKMFA~~~~~A
H,~~~~~,SK,B,CFA,SKCFA~~~~~A
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
U,~~~~~,SK,A,CFA,SKCFA~~~~~A
H,~~~~~,SK,D,MFA,SKMFA~~~~~A
U,~~~~~,SK,A,MFA,SKMFA~~~~~A
U,N~~~~,SK,A,FKG,SKFKGN~~~~N
U,~~~~~,SK,A,CFA,SKCFA~~~~~A
U,~~~~~,SK,B,CFA,SKCFA~~~~~A
U,~~~~~,SK,A,BBA,SKBBA~~~~~A
U,~~~~~,SK,A,MFA,SKMFA~~~~~A
U,~~~~~,SK,B,MFA,SKMFA~~~~~A
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
H,~~~~~,SK,D,MFA,SKMFA~~~~~A
H,~~~~~,SK,B,CFA,SKCFA~~~~~A
H,~~~~~,SK,D,LZA,SKLZA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,D,MFD,SKMFD~~~~~A
H,~~~~~,AB,C,HND,ABHND~~~~~A
U,~~~~~,SK,A,HMA,SKHMA~~~~~A
H,~~~~~,SK,B,HMA,SKHMA~~~~~A
H,~~~~~,SK,D,MFA,SKMFA~~~~~A
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
H,~~~~~,AB,C,PRO,ABPRO~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,D,HMA,SKHMA~~~~~A
H,~~~~~,SK,D,CFA,SKCFA~~~~~A
H,~~~~~,AB,B,CNN,ABCNN~~~~~A
H,~~~~~,SK,B,MEA,SKMEA~~~~~A
U,~~~~~,SK,A,CFA,SKCFA~~~~~A
U,~~~~~,SK,A,MFA,SKMFA~~~~~A
U,~~~~~,SK,B,MFA,SKMFA~~~~~A
U,~~~~~,SK,B,CFA,SKCFA~~~~~A
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
U,~~~~~,SK,B,RWG,SKRWG~~~~~N
H,~~~~~,SK,B,CFA,SKCFA~~~~~A
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
H,~~~~~,SK,B,BBA,SKBBA~~~~~A
H,~~~~~,SK,B,HMA,SKHMA~~~~~A
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
H,~~~~~,SK,B,MEA,SKMEA~~~~~A
U,GN~~~,SK,A,FKA,SKFKAGN~~~N
U,~~~~~,SK,B,MEA,SKMEA~~~~~A
R,~~~~~,SK,C,MFA,SKMFA~~~~~A
U,~~~~~,SK,A,MEA,SKMEA~~~~~A
R,~~~~~,SK,B,HMA,SKHMA~~~~~A
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
R,~~~~~,SK,C,WSA,SKWSA~~~~~A
R,S~~~~,SK,B,HMB,SKHMBS~~~~A
U,~~~~~,SK,B,CFA,SKCFA~~~~~A
R,~~~~~,SK,B,MFA,SKMFA~~~~~A
U,~~~~~,SK,A,CFA,SKCFA~~~~~A
U,~~~~~,SK,A,MFA,SKMFA~~~~~A
U,GN~~~,SK,A,FKA,SKFKAGN~~~N
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
H,~~~~~,SK,B,MTA,SKMTA~~~~~A
H,~~~~~,SK,B,MTD,SKMTD~~~~~A
D,~~~~~,SK,D,HWF,SKHWF~~~~~N
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
H,~~~~~,SK,B,LZA,SKLZA~~~~~A
H,~~~~~,SK,B,KAA,SKKAA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
U,~~~~~,SK,B,CFA,SKCFA~~~~~A
H,~~~~~,SK,D,MFA,SKMFA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
D,~~~~~,SK,B,MEA,SKMEA~~~~~A
H,~~~~~,SK,B,MFC,SKMFC~~~~~A
U,GO~~~,SK,A,FKA,SKFKAGO~~~N
H,~~~~~,SK,C,MFA,SKMFA~~~~~A
H,~~~~~,SK,C,LZA,SKLZA~~~~~A
H,~~~~~,SK,C,MFC,SKMFC~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,D,LZA,SKLZA~~~~~A
H,~~~~~,AB,B,AGS,ABAGS~~~~~A
H,~~~~~,AB,B,SLW,ABSLW~~~~~A
H,~~~~~,AB,B,UCS,ABUCS~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
M,~~~~~,AB,B,AGS,ABAGS~~~~~A
H,~~~~~,AB,B,MDR,ABMDR~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
M,~~~~~,AB,B,AGS,ABAGS~~~~~A
M,~~~~~,AB,B,BVH,ABBVH~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,EOR,ABEOR~~~~~A
U,~~~~~,AB,A,IRM,ABIRM~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
H,~~~~~,AB,C,EOR,ABEOR~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
M,~~~~~,AB,B,EOR,ABEOR~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,B,IRM,ABIRM~~~~~A
U,~~~~~,AB,B,CPL,ABCPL~~~~~A
U,~~~~~,AB,B,EOR,ABEOR~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
I,~~~~~,AB,E,ZUN,ABZUN~~~~~N
U,~~~~~,AB,A,AMT,ABAMT~~~~~N
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,B,EOR,ABEOR~~~~~A
U,~~~~~,AB,A,ACE,ABACE~~~~~A
U,~~~~~,AB,A,IRM,ABIRM~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
M,~~~~~,AB,B,EOR,ABEOR~~~~~A
U,~~~~~,AB,A,IRM,ABIRM~~~~~A
U,~~~~~,AB,A,RED,ABRED~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
H,~~~~~,AB,C,EOR,ABEOR~~~~~A
H,er~~~,AB,D,EOR,ABEORer~~~A
H,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,CMO,ABCMO~~~~~A
U,~~~~~,AB,A,AGS,ABAGS~~~~~A
U,sa~~~,AB,A,ZGW,ABZGWsa~~~N
U,~~~~~,AB,A,CMO,ABCMO~~~~~A
U,~~~~~,AB,A,NRM,ABNRM~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,CMO,ABCMO~~~~~A
U,~~~~~,AB,B,AGS,ABAGS~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,KLM,ABKLM~~~~~A
U,~~~~~,AB,A,SHS,ABSHS~~~~~A
U,sa~~~,AB,A,ZGW,ABZGWsa~~~N
U,~~~~~,AB,A,KLM,ABKLM~~~~~A
U,~~~~~,AB,A,HER,ABHER~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
I,~~~~~,AB,A,ZUN,ABZUN~~~~~N
U,~~~~~,AB,A,AMT,ABAMT~~~~~N
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,AGS,ABAGS~~~~~A
U,~~~~~,AB,A,POK,ABPOK~~~~~A
U,~~~~~,AB,A,PHS,ABPHS~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,KLM,ABKLM~~~~~A
U,~~~~~,AB,A,HER,ABHER~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,HER,ABHER~~~~~A
U,~~~~~,AB,A,KLM,ABKLM~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,AGS,ABAGS~~~~~A
U,~~~~~,AB,A,CMO,ABCMO~~~~~A
U,~~~~~,AB,A,KLM,ABKLM~~~~~A
U,~~~~~,AB,A,EOR,ABEOR~~~~~A
U,~~~~~,AB,A,IRM,ABIRM~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,IRM,ABIRM~~~~~A
U,~~~~~,AB,A,KLM,ABKLM~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,KLM,ABKLM~~~~~A
U,~~~~~,AB,A,GDB,ABGDB~~~~~N
U,~~~~~,AB,A,HER,ABHER~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,HKR,ABHKR~~~~~A
U,~~~~~,AB,A,WES,ABWES~~~~~A
U,~~~~~,AB,A,TLA,ABTLA~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,ROS,ABROS~~~~~N
U,~~~~~,AB,B,AGS,ABAGS~~~~~A
U,~~~~~,AB,A,KLM,ABKLM~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,MET,ABMET~~~~~A
U,~~~~~,AB,B,HKR,ABHKR~~~~~A
U,~~~~~,AB,A,SUL,ABSUL~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
H,~~~~~,AB,B,COA,ABCOA~~~~~A
H,~~~~~,AB,B,UCS,ABUCS~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
H,~~~~~,SK,B,WAA,SKWAA~~~~~A
H,~~~~~,SK,B,HMA,SKHMA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
D,~~~~~,SK,D,MFA,SKMFA~~~~~A
H,~~~~~,SK,B,WSA,SKWSA~~~~~A
H,~~~~~,SK,B,BBA,SKBBA~~~~~A
U,GN~~~,SK,A,FKA,SKFKAGN~~~N
H,~~~~~,SK,B,MEA,SKMEA~~~~~A
H,~~~~~,SK,B,WAA,SKWAA~~~~~A
D,~~~~~,SK,D,WSA,SKWSA~~~~~A
U,~~~~~,SK,A,BBA,SKBBA~~~~~A
U,~~~~~,SK,A,MEA,SKMEA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
D,~~~~~,SK,B,LZA,SKLZA~~~~~A
D,~~~~~,SK,B,MFA,SKMFA~~~~~A
D,~~~~~,SK,D,MFA,SKMFA~~~~~A
D,~~~~~,SK,D,LZA,SKLZA~~~~~A
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
D,~~~~~,SK,B,WSA,SKWSA~~~~~A
D,~~~~~,SK,D,RWG,SKRWG~~~~~N
D,~~~~~,SK,D,WSA,SKWSA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
D,~~~~~,SK,A,MFA,SKMFA~~~~~A
D,~~~~~,SK,A,LZA,SKLZA~~~~~A
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
D,~~~~~,SK,D,MFA,SKMFA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
H,~~~~~,SK,A,MFA,SKMFA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
R,~~~~~,SK,C,MFA,SKMFA~~~~~A
H,~~~~~,SK,A,LZA,SKLZA~~~~~A
H,~~~~~,SK,B,MFC,SKMFC~~~~~A
H,~~~~~,SK,B,MEA,SKMEA~~~~~A
D,~~~~~,SK,D,MFA,SKMFA~~~~~A
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
H,~~~~~,SK,B,WSA,SKWSA~~~~~A
H,~~~~~,SK,B,HMA,SKHMA~~~~~A
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
U,GN~~~,SK,A,FKA,SKFKAGN~~~N
D,~~~~~,SK,D,MEA,SKMEA~~~~~A
H,~~~~~,SK,B,KRA,SKKRA~~~~~A
H,~~~~~,SK,C,KRA,SKKRA~~~~~A
H,~~~~~,SK,C,HMA,SKHMA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,B,MFA,SKMFA~~~~~A
H,~~~~~,SK,C,SDA,SKSDA~~~~~A
U,~~~~~,SK,A,BBA,SKBBA~~~~~A
U,~~~~~,SK,A,CMA,SKCMA~~~~~A
H,~~~~~,SK,B,HMA,SKHMA~~~~~A
U,~~~~~,SK,A,HMA,SKHMA~~~~~A
