LOCSF,MODIFIER,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID
B14,~~~~~,BC,A,KEZ,BCKEZ~~~~~N
H,~~~~~,BC,B,SUC,BCSUC~~~~~A
I,~~~~~,BC,C,MLY,BCMLY~~~~~A
U,~~~~~,BC,A,SIP,BCSIP~~~~~A
I,~~~~~,BC,C,BYL,BCBYL~~~~~A
S,~~~~~,BC,E,SEM,BCSEM~~~~~N
I,~~~~~,BC,B,ALC,BCALC~~~~~A
I,~~~~~,BC,B,CDE,BCCDE~~~~~A
I,~~~~~,BC,B,DON,BCDON~~~~~A
U,~~~~~,BC,A,SIP,BCSIP~~~~~A
U,~~~~~,BC,B,ALC,BCALC~~~~~A
U,~~~~~,BC,B,CDE,BCCDE~~~~~A
U,~~~~~,BC,B,DON,BCDON~~~~~A
L,~~~~~,AB,A,FAL,ABFAL~~~~~A
L,~~~~~,AB,A,NMA,ABNMA~~~~~A
U,~~~~~,AB,A,DON,ABDON~~~~~A
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
H,~~~~~,BC,C,MLY,BCMLY~~~~~A
H,~~~~~,BC,B,BYL,BCBYL~~~~~A
B14,~~~~~,BC,A,KEZ,BCKEZ~~~~~N
S,~~~~~,BC,E,ZON,BCZON~~~~~N
I,~~~~~,BC,B,CDE,BCCDE~~~~~A
I,~~~~~,BC,B,DON,BCDON~~~~~A
U,~~~~~,BC,A,CTM,BCCTM~~~~~A
I,~~~~~,BC,B,SLO,BCSLO~~~~~A
L,~~~~~,BC,A,WMK,BCWMK~~~~~A
L,ca~~~,BC,A,CUI,BCCUIca~~~A
B14,~~~~~,BC,A,KEZ,BCKEZ~~~~~N
U,~~~~~,BC,B,SUC,BCSUC~~~~~A
U,~~~~~,BC,B,OTC,BCOTC~~~~~A
I,~~~~~,BC,A,BYL,BCBYL~~~~~A
I,~~~~~,BC,B,MLY,BCMLY~~~~~A
I,~~~~~,BC,B,LYX,BCLYX~~~~~A
L,~~~~~,BC,A,GOS,BCGOS~~~~~A
L,~~~~~,BC,A,EAG,BCEAG~~~~~A
S,~~~~~,BC,E,SEM,BCSEM~~~~~N
U,~~~~~,BC,B,DVU,BCDVU~~~~~A
U,~~~~~,BC,A,CTM,BCCTM~~~~~A
U,~~~~~,BC,B,DVU,BCDVU~~~~~A
U,~~~~~,BC,B,SLO,BCSLO~~~~~A
L,~~~~~,BC,A,ALV,BCALV~~~~~A
L,~~~~~,BC,A,CTM,BCCTM~~~~~A
S,~~~~~,BC,E,SEM,BCSEM~~~~~N
L,~~~~~,BC,A,EAG,BCEAG~~~~~A
U,~~~~~,AB,A,FAL,ABFAL~~~~~A
L,~~~~~,AB,A,NMA,ABNMA~~~~~A
U,~~~~~,BC,B,FLH,BCFLH~~~~~A
U,~~~~~,AB,A,JUH,ABJUH~~~~~A
U,~~~~~,BC,B,DVU,BCDVU~~~~~A
U,~~~~~,BC,B,JUH,BCJUH~~~~~A
U,~~~~~,BC,A,ROL,BCROL~~~~~A
U,~~~~~,AB,A,GOS,ABGOS~~~~~N
U,~~~~~,BC,A,NMP,BCNMP~~~~~A
U,~~~~~,BC,A,CTM,BCCTM~~~~~A
U,~~~~~,BC,B,RYO,BCRYO~~~~~A
U,~~~~~,BC,A,GOS,BCGOS~~~~~A
I,~~~~~,BC,B,ALC,BCALC~~~~~A
L,~~~~~,BC,A,SIP,BCSIP~~~~~A
I,~~~~~,BC,B,CDE,BCCDE~~~~~A
I,~~~~~,BC,B,DON,BCDON~~~~~A
U,~~~~~,BC,B,SUC,BCSUC~~~~~A
U,~~~~~,BC,A,CTM,BCCTM~~~~~A
S,~~~~~,BC,E,ATT,BCATT~~~~~N
U,~~~~~,BC,B,LYX,BCLYX~~~~~A
S,~~~~~,BC,E,SEM,BCSEM~~~~~N
M,~~~~~,BC,C,DVS,BCDVS~~~~~A
B14,~~~~~,BC,A,KEZ,BCKEZ~~~~~N
L,~~~~~,AB,A,FAL,ABFAL~~~~~A
L,~~~~~,AB,A,NMA,ABNMA~~~~~A
U,~~~~~,AB,A,JUH,ABJUH~~~~~A
L,~~~~~,BC,A,FLH,BCFLH~~~~~A
L,~~~~~,AB,A,GOS,ABGOS~~~~~N
L,~~~~~,BC,A,NMP,BCNMP~~~~~A
S,~~~~~,BC,E,ATT,BCATT~~~~~N
U,~~~~~,BC,B,ESH,BCESH~~~~~A
L,~~~~~,BC,A,GOS,BCGOS~~~~~A
S,~~~~~,BC,E,SEM,BCSEM~~~~~N
I,~~~~~,BC,B,SLO,BCSLO~~~~~A
I,~~~~~,BC,B,ALC,BCALC~~~~~A
I,~~~~~,BC,B,CDE,BCCDE~~~~~A
L,~~~~~,BC,A,CTM,BCCTM~~~~~A
L,~~~~~,BC,A,EAG,BCEAG~~~~~A
I,~~~~~,BC,A,BYL,BCBYL~~~~~A
I,~~~~~,BC,B,MLY,BCMLY~~~~~A
L,~~~~~,BC,A,ALV,BCALV~~~~~A
U,~~~~~,BC,B,NUN,BCNUN~~~~~A
U,~~~~~,BC,B,ESH,BCESH~~~~~A
M,~~~~~,BC,B,MUD,BCMUD~~~~~A
U,~~~~~,BC,B,POA,BCPOA~~~~~A
U,~~~~~,BC,B,DON,BCDON~~~~~A
L,~~~~~,BC,A,GOS,BCGOS~~~~~A
U,~~~~~,AB,A,KTH,ABKTH~~~~~A
L,~~~~~,AB,A,NMA,ABNMA~~~~~A
L,~~~~~,AB,A,NST,ABNST~~~~~A
U,~~~~~,AB,A,CYY,ABCYY~~~~~N
I,~~~~~,BC,C,DVU,BCDVU~~~~~A
I,~~~~~,BC,C,HNH,BCHNH~~~~~A
I,~~~~~,BC,D,ZON,BCZON~~~~~N
B14,~~~~~,BC,A,KEZ,BCKEZ~~~~~N
U,~~~~~,AB,A,HRT,ABHRT~~~~~N
U,~~~~~,AB,A,DVS,ABDVS~~~~~A
U,~~~~~,AB,A,EGL,ABEGL~~~~~N
U,~~~~~,AB,A,JUH,ABJUH~~~~~A
U,~~~~~,AB,A,PAK,ABPAK~~~~~N
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
U,~~~~~,AB,A,TAG,ABTAG~~~~~A
U,~~~~~,AB,A,BWV,ABBWV~~~~~N
U,~~~~~,AB,A,ESH,ABESH~~~~~A
U,~~~~~,AB,A,WNK,ABWNK~~~~~N
U,~~~~~,AB,A,BWV,ABBWV~~~~~N
U,~~~~~,AB,A,DON,ABDON~~~~~A
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
U,~~~~~,AB,A,NMA,ABNMA~~~~~A
U,~~~~~,AB,A,DON,ABDON~~~~~A
U,~~~~~,AB,A,FAL,ABFAL~~~~~A
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,DVS,ABDVS~~~~~A
R,~~~~~,AB,B,HRT,ABHRT~~~~~N
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
U,~~~~~,AB,A,DON,ABDON~~~~~A
U,~~~~~,AB,A,ESH,ABESH~~~~~A
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
U,~~~~~,AB,A,DON,ABDON~~~~~A
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
U,~~~~~,AB,A,ESH,ABESH~~~~~A
L,~~~~~,AB,A,HPE,ABHPE~~~~~A
L,~~~~~,AB,A,END,ABEND~~~~~N
L,~~~~~,AB,A,SUK,ABSUK~~~~~N
U,~~~~~,AB,A,VVW,ABVVW~~~~~A
U,~~~~~,AB,A,ESH,ABESH~~~~~A
F13,~~~~~,AB,A,CGA,ABCGA~~~~~N
U,~~~~~,AB,A,GOS,ABGOS~~~~~N
U,~~~~~,AB,A,END,ABEND~~~~~N
U,~~~~~,AB,A,HPE,ABHPE~~~~~A
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
B14,~~~~~,AB,A,KNZ,ABKNZ~~~~~N
L,~~~~~,AB,A,GOS,ABGOS~~~~~N
L,~~~~~,AB,A,END,ABEND~~~~~N
L,~~~~~,AB,A,NST,ABNST~~~~~A
L,~~~~~,AB,A,CLL,ABCLL~~~~~A
U,~~~~~,AB,A,GOS,ABGOS~~~~~N
U,~~~~~,AB,A,JUH,ABJUH~~~~~A
L,~~~~~,AB,A,CLL,ABCLL~~~~~A
L,~~~~~,AB,A,FAL,ABFAL~~~~~A
U,~~~~~,AB,A,KTH,ABKTH~~~~~A
L,~~~~~,AB,A,RYF,ABRYF~~~~~A
L,~~~~~,AB,A,ESH,ABESH~~~~~A
U,~~~~~,AB,A,DON,ABDON~~~~~A
U,~~~~~,AB,A,PCV,ABPCV~~~~~A
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
M,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
U,~~~~~,AB,A,SST,ABSST~~~~~A
U,~~~~~,AB,A,ESH,ABESH~~~~~A
U,~~~~~,AB,A,DON,ABDON~~~~~A
U,~~~~~,AB,A,SAD,ABSAD~~~~~N
L,~~~~~,AB,A,PER,ABPER~~~~~A
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,DON,ABDON~~~~~A
U,~~~~~,AB,A,CST,ABCST~~~~~N
U,~~~~~,AB,A,ESH,ABESH~~~~~A
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,DON,ABDON~~~~~A
U,~~~~~,AB,A,ESH,ABESH~~~~~A
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,B,SLV,ABSLV~~~~~N
U,~~~~~,AB,A,DON,ABDON~~~~~A
U,~~~~~,AB,A,ESH,ABESH~~~~~A
M,~~~~~,AB,B,BUD,ABBUD~~~~~N
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,DON,ABDON~~~~~A
U,~~~~~,AB,A,ESH,ABESH~~~~~A
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,BRY,ABBRY~~~~~N
U,~~~~~,AB,A,ECY,ABECY~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
L,~~~~~,AB,A,FAL,ABFAL~~~~~A
L,~~~~~,AB,A,NMA,ABNMA~~~~~A
L,~~~~~,AB,A,WNK,ABWNK~~~~~N
I,~~~~~,AB,E,ZUN,ABZUN~~~~~N
U,~~~~~,AB,A,LIH,ABLIH~~~~~N
U,~~~~~,AB,A,FAL,ABFAL~~~~~A
U,~~~~~,AB,A,NMA,ABNMA~~~~~A
U,~~~~~,AB,A,DVS,ABDVS~~~~~A
U,~~~~~,AB,A,GOS,ABGOS~~~~~N
I,~~~~~,AB,E,ZUN,ABZUN~~~~~N
U,~~~~~,AB,A,LIH,ABLIH~~~~~N
H,~~~~~,AB,B,KTH,ABKTH~~~~~A
U,~~~~~,AB,A,DVS,ABDVS~~~~~A
U,~~~~~,AB,A,DUN,ABDUN~~~~~A
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,KTH,ABKTH~~~~~A
H,~~~~~,AB,B,DVS,ABDVS~~~~~A
U,~~~~~,AB,A,DUN,ABDUN~~~~~A
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,DVS,ABDVS~~~~~A
U,~~~~~,AB,A,KTH,ABKTH~~~~~A
U,~~~~~,AB,A,WHM,ABWHM~~~~~N
U,~~~~~,AB,A,DVS,ABDVS~~~~~A
U,~~~~~,AB,A,JUH,ABJUH~~~~~A
U,~~~~~,AB,A,CTE,ABCTE~~~~~A
U,~~~~~,AB,B,CUL,ABCUL~~~~~N
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
U,~~~~~,AB,A,NMA,ABNMA~~~~~A
H,~~~~~,AB,A,JUH,ABJUH~~~~~A
U,~~~~~,AB,A,GOS,ABGOS~~~~~N
I,~~~~~,AB,E,ZUN,ABZUN~~~~~N
U,~~~~~,AB,A,LIH,ABLIH~~~~~N
H,~~~~~,AB,B,CUL,ABCUL~~~~~N
U,~~~~~,AB,A,DVS,ABDVS~~~~~A
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
H,~~~~~,AB,C,HRT,ABHRT~~~~~N
U,~~~~~,AB,B,CUL,ABCUL~~~~~N
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
H,~~~~~,AB,B,CUL,ABCUL~~~~~N
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
H,~~~~~,AB,B,HRT,ABHRT~~~~~N
I,~~~~~,AB,E,ZUN,ABZUN~~~~~N
U,~~~~~,AB,A,LIH,ABLIH~~~~~N
U,~~~~~,AB,A,SAD,ABSAD~~~~~N
U,~~~~~,AB,A,BNT,ABBNT~~~~~N
U,~~~~~,AB,A,GDN,ABGDN~~~~~N
U,~~~~~,AB,A,DON,ABDON~~~~~A
U,~~~~~,AB,A,ESH,ABESH~~~~~A
U,~~~~~,AB,B,DBO,ABDBO~~~~~A
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,DVS,ABDVS~~~~~A
U,~~~~~,AB,B,COS,ABCOS~~~~~A
U,~~~~~,AB,A,PER,ABPER~~~~~A
U,~~~~~,AB,A,WBY,ABWBY~~~~~N
U,~~~~~,AB,A,DON,ABDON~~~~~A
U,~~~~~,AB,A,HZM,ABHZM~~~~~A
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,HZM,ABHZM~~~~~A
U,~~~~~,AB,A,ESH,ABESH~~~~~A
U,~~~~~,AB,A,GMW,ABGMW~~~~~A
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,WBB,ABWBB~~~~~A
U,~~~~~,AB,A,LAD,ABLAD~~~~~A
U,~~~~~,AB,A,GMW,ABGMW~~~~~A
U,~~~~~,AB,A,GOS,ABGOS~~~~~N
M,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,A,ESH,ABESH~~~~~A
U,~~~~~,AB,A,ESH,ABESH~~~~~A
U,~~~~~,AB,A,AGH,ABAGH~~~~~A
U,~~~~~,AB,A,JUH,ABJUH~~~~~A
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,HZM,ABHZM~~~~~A
U,~~~~~,AB,A,AGH,ABAGH~~~~~A
U,~~~~~,AB,A,GOS,ABGOS~~~~~N
U,~~~~~,AB,A,LAD,ABLAD~~~~~A
U,~~~~~,AB,A,ESH,ABESH~~~~~A
L,~~~~~,AB,A,RYF,ABRYF~~~~~A
U,~~~~~,AB,A,GMW,ABGMW~~~~~A
U,~~~~~,AB,A,GOS,ABGOS~~~~~N
L,~~~~~,AB,A,KKN,ABKKN~~~~~A
L,~~~~~,AB,A,GOS,ABGOS~~~~~N
L,~~~~~,AB,A,LAD,ABLAD~~~~~A
U,~~~~~,AB,B,TAG,ABTAG~~~~~A
U,~~~~~,AB,A,PER,ABPER~~~~~A
U,~~~~~,AB,A,WBY,ABWBY~~~~~N
I,~~~~~,AB,D,ZUN,ABZUN~~~~~N
U,~~~~~,AB,A,LIH,ABLIH~~~~~N
U,~~~~~,AB,A,DVS,ABDVS~~~~~A
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
U,~~~~~,AB,B,HRT,ABHRT~~~~~N
U,~~~~~,AB,A,WHM,ABWHM~~~~~N
R,~~~~~,AB,B,HRT,ABHRT~~~~~N
U,~~~~~,AB,A,CUL,ABCUL~~~~~N
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
B13,~~~~~,AB,A,KNZ,ABKNZ~~~~~N
U,~~~~~,AB,A,DON,ABDON~~~~~A
U,~~~~~,AB,B,COS,ABCOS~~~~~A
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
H,~~~~~,AB,B,HRT,ABHRT~~~~~N
U,~~~~~,AB,A,CUL,ABCUL~~~~~N
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
B13,~~~~~,AB,A,KNZ,ABKNZ~~~~~N
D,~~~~~,AB,D,BKN,ABBKN~~~~~N
U,~~~~~,AB,B,STP,ABSTP~~~~~N
M,~~~~~,AB,C,LGD,ABLGD~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
M,~~~~~,AB,B,LGD,ABLGD~~~~~N
U,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
D,~~~~~,AB,C,SRT,ABSRT~~~~~N
D,~~~~~,AB,D,BKN,ABBKN~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
D,~~~~~,AB,D,ZRB,ABZRB~~~~~N
U,~~~~~,AB,B,LGD,ABLGD~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
H,~~~~~,AB,B,RUT,ABRUT~~~~~N
H,~~~~~,AB,B,FIR,ABFIR~~~~~N
H,~~~~~,AB,B,LGD,ABLGD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
M,~~~~~,AB,B,LGD,ABLGD~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
M,~~~~~,AB,B,LGD,ABLGD~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
H,~~~~~,AB,C,LGD,ABLGD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
M,~~~~~,AB,B,LGD,ABLGD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,LGD,ABLGD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
H,~~~~~,AB,B,LGD,ABLGD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
M,~~~~~,AB,C,LGD,ABLGD~~~~~N
U,gl~~~,AB,A,LGD,ABLGDgl~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
D,~~~~~,AB,D,BKN,ABBKN~~~~~N
D,~~~~~,AB,D,SRT,ABSRT~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
D,~~~~~,AB,D,BKN,ABBKN~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
H,~~~~~,AB,B,LGD,ABLGD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
F11,~~~~~,AB,A,MLD,ABMLD~~~~~N
H,~~~~~,AB,B,LGD,ABLGD~~~~~N
U,gl~~~,AB,A,LGD,ABLGDgl~~~N
B07,~~~~~,AB,A,MKW,ABMKW~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
H,~~~~~,AB,C,FIR,ABFIR~~~~~N
H,~~~~~,AB,B,LGD,ABLGD~~~~~N
B07,~~~~~,AB,A,MKW,ABMKW~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,LGD,ABLGD~~~~~N
B07,~~~~~,AB,A,MKW,ABMKW~~~~~N
U,gl~~~,AB,A,LGD,ABLGDgl~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
D,~~~~~,AB,A,LGD,ABLGD~~~~~N
B07,~~~~~,AB,A,MKW,ABMKW~~~~~N
