LOCSF,MODIFIER,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID,STONE
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
M,5~~~~,NS,B,HFX,NSHFX5~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
L,~~~~~,NS,A,ZCB,NSZCB~~~~~N,U
M,5~~~~,NS,B,HFX,NSHFX5~~~~N,V
M,5~~~~,NS,B,HTN,NSHTN5~~~~N,V
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,S
M,5~~~~,NS,B,BWT,NSBWT5~~~~N,V
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,3~~~~,NS,C,BWT,NSBWT3~~~~N,S
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,S
L,~~~~~,NS,A,ZCB,NSZCB~~~~~N,U
L,7~~~~,NS,A,ZSM,NSZSM7~~~~N,N
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,S
M,5~~~~,NS,B,WFV,NSWFV5~~~~A,S
M,3~~~~,NS,C,BWT,NSBWT3~~~~N,S
M,6~~~~,NS,B,APG,NSAPG6~~~~N,V
M,3~~~~,NS,B,HFX,NSHFX3~~~~N,V
M,3~~~~,NS,C,HWL,NSHWL3~~~~N,S
M,5~~~~,NS,B,HWL,NSHWL5~~~~N,S
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,C,GIB,NSGIB3~~~~N,V
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,5~~~~,NS,B,GIB,NSGIB5~~~~N,V
M,5~~~~,NS,B,HTN,NSHTN5~~~~N,V
M,6~~~~,NS,B,APG,NSAPG6~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,V
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
B13,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,B,GIB,NSGIB3~~~~N,V
M,3~~~~,NS,B,HFX,NSHFX3~~~~N,V
M,3~~~~,NS,B,HTN,NSHTN3~~~~N,V
M,3~~~~,NS,C,BWT,NSBWT3~~~~N,S
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,S
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,B,BWT,NSBWT3~~~~N,S
M,3~~~~,NS,C,BWT,NSBWT3~~~~N,S
M,3~~~~,NS,B,BWT,NSBWT3~~~~N,S
M,3~~~~,NS,C,BWT,NSBWT3~~~~N,S
M,3~~~~,NS,B,HWL,NSHWL3~~~~N,V
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,D,RAY,NSRAY3~~~~N,V
M,3~~~~,NS,D,HWL,NSHWL3~~~~N,V
M,5~~~~,NS,C,RAY,NSRAY5~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,6~~~~,NS,B,RAY,NSRAY6~~~~N,V
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
U,3~~~~,NS,B,HFX,NSHFX3~~~~N,V
U,3~~~~,NS,B,HTN,NSHTN3~~~~N,V
U,5~~~~,NS,B,HFX,NSHFX5~~~~N,V
U,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
U,5~~~~,NS,B,HFX,NSHFX5~~~~N,S
M,2~~~~,NS,C,HBT,NSHBT2~~~~A,S
U,5~~~~,NS,B,HTN,NSHTN5~~~~N,S
U,6~~~~,NS,B,APG,NSAPG6~~~~N,S
U,3~~~~,NS,B,HFX,NSHFX3~~~~N,V
U,5~~~~,NS,B,HBT,NSHBT5~~~~A,S
U,5~~~~,NS,B,HFX,NSHFX5~~~~N,V
U,5~~~~,NS,B,HTN,NSHTN5~~~~N,V
U,3~~~~,NS,B,HFX,NSHFX3~~~~N,V
U,3~~~~,NS,B,HTN,NSHTN3~~~~N,V
U,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
M,5~~~~,NS,B,PHB,NSPHB5~~~~N,V
M,4~~~~,NS,C,PHB,NSPHB4~~~~N,V
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,5~~~~,NS,B,HTN,NSHTN5~~~~N,V
M,6~~~~,NS,B,PHB,NSPHB6~~~~N,V
L,~~~~~,NS,A,ZCB,NSZCB~~~~~N,U
U,5~~~~,NS,B,BWT,NSBWT5~~~~N,S
U,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
U,3~~~~,NS,C,BWT,NSBWT3~~~~N,S
U,6~~~~,NS,A,BWT,NSBWT6~~~~N,S
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,5~~~~,NS,B,HBT,NSHBT5~~~~A,S
U,6~~~~,NS,A,HBT,NSHBT6~~~~A,S
U,5~~~~,NS,B,YUH,NSYUH5~~~~A,S
U,6~~~~,NS,A,YUH,NSYUH6~~~~N,S
U,5~~~~,NS,B,PHB,NSPHB5~~~~N,V
U,6~~~~,NS,B,PHB,NSPHB6~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,5~~~~,NS,B,HTN,NSHTN5~~~~N,V
U,6~~~~,NS,B,HTN,NSHTN6~~~~N,V
U,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
M,5~~~~,NS,B,YUH,NSYUH5~~~~A,V
M,5~~~~,NS,B,HFX,NSHFX5~~~~N,S
M,3~~~~,NS,D,YUH,NSYUH3~~~~A,V
M,5~~~~,NS,B,HTN,NSHTN5~~~~N,V
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,S
L,7~~~~,NS,A,ZSM,NSZSM7~~~~N,N
M,6~~~~,NS,A,YUH,NSYUH6~~~~N,S
M,5~~~~,NS,B,PHB,NSPHB5~~~~N,V
M,5~~~~,NS,B,HTN,NSHTN5~~~~N,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,4~~~~,NS,C,PHB,NSPHB4~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
U,4~~~~,NS,B,YUH,NSYUH4~~~~A,S
U,5~~~~,NS,B,YUH,NSYUH5~~~~A,S
U,6~~~~,NS,A,APG,NSAPG6~~~~N,S
U,5~~~~,NS,B,HFX,NSHFX5~~~~N,S
U,6~~~~,NS,A,YUH,NSYUH6~~~~N,S
M,3~~~~,NS,B,YUH,NSYUH3~~~~A,S
M,3~~~~,NS,D,HWL,NSHWL3~~~~N,V
M,5~~~~,NS,B,YUH,NSYUH5~~~~A,S
M,6~~~~,NS,A,YUH,NSYUH6~~~~N,S
M,~~~~~,NS,D,ZRL,NSZRL~~~~~N,U
U,6~~~~,NS,B,APG,NSAPG6~~~~N,V
U,5~~~~,NS,B,YUH,NSYUH5~~~~A,V
U,6~~~~,NS,B,YUH,NSYUH6~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,5~~~~,NS,B,HTN,NSHTN5~~~~N,V
U,5~~~~,NS,B,HFX,NSHFX5~~~~N,V
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
U,6~~~~,NS,B,APG,NSAPG6~~~~N,S
U,6~~~~,NS,B,HTN,NSHTN6~~~~N,S
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,S
M,5~~~~,NS,C,HFX,NSHFX5~~~~N,S
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
L,7~~~~,NS,A,ZSM,NSZSM7~~~~N,N
U,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
L,7~~~~,NS,A,ZSM,NSZSM7~~~~N,N
U,5~~~~,NS,B,YUH,NSYUH5~~~~A,S
U,6~~~~,NS,B,YUH,NSYUH6~~~~N,S
U,5~~~~,NS,B,YUH,NSYUH5~~~~A,S
U,6~~~~,NS,A,APG,NSAPG6~~~~N,V
U,5~~~~,NS,B,HFX,NSHFX5~~~~N,V
U,6~~~~,NS,A,YUH,NSYUH6~~~~N,S
U,5~~~~,NS,B,BWT,NSBWT5~~~~N,S
M,4~~~~,NS,C,YUH,NSYUH4~~~~A,S
U,5~~~~,NS,B,HTN,NSHTN5~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,6~~~~,NS,B,PHB,NSPHB6~~~~N,V
U,6~~~~,NS,B,HTN,NSHTN6~~~~N,V
U,2~~~~,NS,B,HBT,NSHBT2~~~~A,V
U,5~~~~,NS,B,PHB,NSPHB5~~~~N,V
L,7~~~~,NS,A,ZSM,NSZSM7~~~~N,N
M,4~~~~,NS,C,YUH,NSYUH4~~~~A,S
U,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
U,6~~~~,NS,A,YUH,NSYUH6~~~~N,S
U,6~~~~,NS,B,APG,NSAPG6~~~~N,V
U,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
U,2~~~~,NS,B,TBO,NSTBO2~~~~A,S
U,6~~~~,NS,B,YUH,NSYUH6~~~~N,V
U,5~~~~,NS,B,BWT,NSBWT5~~~~N,S
U,5~~~~,NS,B,YUH,NSYUH5~~~~A,S
L,7~~~~,NS,A,ZSM,NSZSM7~~~~N,N
M,3~~~~,NS,C,GIB,NSGIB3~~~~N,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,6~~~~,NS,B,APG,NSAPG6~~~~N,V
M,5~~~~,NS,B,GIB,NSGIB5~~~~N,V
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
U,5~~~~,NS,B,PHB,NSPHB5~~~~N,V
U,5~~~~,NS,B,HTN,NSHTN5~~~~N,V
M,4~~~~,NS,C,PHB,NSPHB4~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,6~~~~,NS,B,PHB,NSPHB6~~~~N,V
U,6~~~~,NS,B,PHB,NSPHB6~~~~N,V
U,5~~~~,NS,B,PHB,NSPHB5~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,6~~~~,NS,B,HTN,NSHTN6~~~~N,V
L,~~~~~,NS,A,ZCB,NSZCB~~~~~N,U
L,7~~~~,NS,A,ZSM,NSZSM7~~~~N,N
M,5~~~~,NS,B,WOB,NSWOB5~~~~A,S
M,4~~~~,NS,B,WOB,NSWOB4~~~~A,S
M,4~~~~,NS,C,WOB,NSWOB4~~~~A,S
M,6~~~~,NS,A,WOB,NSWOB6~~~~A,S
M,5~~~~,NS,C,WOB,NSWOB5~~~~A,S
M,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
M,5~~~~,NS,B,HBT,NSHBT5~~~~A,S
M,6~~~~,NS,A,HBT,NSHBT6~~~~A,S
M,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
M,5~~~~,NS,C,QUE,NSQUE5~~~~A,S
M,6~~~~,NS,A,QUE,NSQUE6~~~~A,S
M,5~~~~,NS,B,PGW,NSPGW5~~~~A,S
L,5~~~~,NS,A,STW,NSSTW5~~~~A,N
L,6~~~~,NS,A,STW,NSSTW6~~~~A,N
L,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
L,5~~~~,NS,A,STW,NSSTW5~~~~A,N
M,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
M,5~~~~,NS,B,HBT,NSHBT5~~~~A,S
M,6~~~~,NS,A,QUE,NSQUE6~~~~A,S
U,3~~~~,NS,B,HFD,NSHFD3~~~~A,S
U,5~~~~,NS,B,PGW,NSPGW5~~~~A,S
U,4~~~~,NS,B,PGW,NSPGW4~~~~A,S
U,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
U,5~~~~,NS,B,HFD,NSHFD5~~~~A,S
U,6~~~~,NS,A,QUE,NSQUE6~~~~A,S
U,5~~~~,NS,B,WOV,NSWOV5~~~~A,S
L,6~~~~,NS,A,STW,NSSTW6~~~~A,N
U,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
L,6~~~~,NS,A,FSH,NSFSH6~~~~A,N
U,6~~~~,NS,A,QUE,NSQUE6~~~~A,S
M,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
U,4~~~~,NS,B,HTP,NSHTP4~~~~A,S
M,5~~~~,NS,B,HTP,NSHTP5~~~~A,S
U,6~~~~,NS,A,HTP,NSHTP6~~~~A,S
M,4~~~~,NS,B,QUE,NSQUE4~~~~A,S
M,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
M,6~~~~,NS,A,QUE,NSQUE6~~~~A,S
L,6~~~~,NS,A,STW,NSSTW6~~~~A,N
M,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
L,5~~~~,NS,A,ACA,NSACA5~~~~A,N
U,5~~~~,NS,A,FSH,NSFSH5~~~~A,N
M,5~~~~,NS,B,HBT,NSHBT5~~~~A,S
L,5~~~~,NS,A,STW,NSSTW5~~~~A,N
M,3~~~~,NS,B,HFD,NSHFD3~~~~A,S
M,5~~~~,NS,B,HFD,NSHFD5~~~~A,S
M,6~~~~,NS,A,HFD,NSHFD6~~~~A,S
M,3~~~~,NS,B,HWL,NSHWL3~~~~N,V
U,4~~~~,NS,B,PGW,NSPGW4~~~~A,S
M,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
M,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
U,4~~~~,NS,B,QUE,NSQUE4~~~~A,S
M,6~~~~,NS,A,QUE,NSQUE6~~~~A,S
L,3~~~~,NS,A,CBR,NSCBR3~~~~A,N
M,3~~~~,NS,B,HFD,NSHFD3~~~~A,S
U,6~~~~,NS,A,QUE,NSQUE6~~~~A,S
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
S04,7~~~~,NS,A,DFN,NSDFN7~~~~N,N
M,3~~~~,NS,B,HFD,NSHFD3~~~~A,S
M,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
M,5~~~~,NS,B,HFD,NSHFD5~~~~A,S
L,3~~~~,NS,A,CBR,NSCBR3~~~~A,N
M,6~~~~,NS,A,HFD,NSHFD6~~~~A,S
M,4~~~~,NS,B,WFV,NSWFV4~~~~A,S
M,3~~~~,NS,B,HFD,NSHFD3~~~~A,S
M,5~~~~,NS,B,HFD,NSHFD5~~~~A,S
M,3~~~~,NS,B,HWL,NSHWL3~~~~N,V
M,5~~~~,NS,B,HTP,NSHTP5~~~~A,S
M,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
M,5~~~~,NS,B,WFV,NSWFV5~~~~A,S
M,5~~~~,NS,B,WFV,NSWFV5~~~~A,S
U,5~~~~,NS,C,WFV,NSWFV5~~~~A,S
M,6~~~~,NS,A,WFV,NSWFV6~~~~A,S
L,3~~~~,NS,A,CBR,NSCBR3~~~~A,N
M,5~~~~,NS,B,HWL,NSHWL5~~~~N,V
M,4~~~~,NS,B,WFV,NSWFV4~~~~A,S
M,4~~~~,NS,B,QUE,NSQUE4~~~~A,S
L,5~~~~,NS,A,ACA,NSACA5~~~~A,N
L,4~~~~,NS,A,STW,NSSTW4~~~~A,N
M,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
M,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
M,3~~~~,NS,C,BWT,NSBWT3~~~~N,V
M,3~~~~,NS,C,HWL,NSHWL3~~~~N,V
M,5~~~~,NS,B,BWT,NSBWT5~~~~N,S
U,3~~~~,NS,B,WOV,NSWOV3~~~~A,N
U,5~~~~,NS,B,KTV,NSKTV5~~~~A,N
L,5~~~~,NS,A,ACA,NSACA5~~~~A,N
U,2~~~~,NS,B,CNG,NSCNG2~~~~A,N
I,3~~~~,NS,C,PLT,NSPLT3~~~~A,N
M,3~~~~,NS,B,SME,NSSME3~~~~A,N
L,7~~~~,NS,A,ZSM,NSZSM7~~~~N,N
L,5~~~~,NS,A,ACA,NSACA5~~~~A,N
U,3~~~~,NS,A,WOV,NSWOV3~~~~A,N
L,7~~~~,NS,A,ZSM,NSZSM7~~~~N,N
U,5~~~~,NS,B,WFV,NSWFV5~~~~A,N
M,2~~~~,NS,B,TBO,NSTBO2~~~~A,S
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,S
U,3~~~~,NS,B,BWK,NSBWK3~~~~A,N
L,5~~~~,NS,A,ACA,NSACA5~~~~A,N
U,5~~~~,NS,B,AVP,NSAVP5~~~~A,N
L,3~~~~,NS,A,CBR,NSCBR3~~~~A,N
L,2~~~~,NS,A,CNW,NSCNW2~~~~A,N
U,2~~~~,NS,B,CNW,NSCNW2~~~~A,N
U,3~~~~,NS,B,SME,NSSME3~~~~A,N
U,3~~~~,NS,B,BWK,NSBWK3~~~~A,N
U,2~~~~,NS,B,CNG,NSCNG2~~~~A,N
U,5~~~~,NS,A,KGP,NSKGP5~~~~A,N
M,2~~~~,NS,B,TBO,NSTBO2~~~~A,S
L,5~~~~,NS,A,CBR,NSCBR5~~~~A,N
U,3~~~~,NS,B,WOV,NSWOV3~~~~A,N
L,5~~~~,NS,A,ACA,NSACA5~~~~A,N
U,5~~~~,NS,B,KTV,NSKTV5~~~~A,N
U,2~~~~,NS,B,CNG,NSCNG2~~~~A,N
L,7~~~~,NS,A,ZSM,NSZSM7~~~~N,N
D,3~~~~,NS,B,PLT,NSPLT3~~~~A,N
D,3~~~~,NS,B,WOV,NSWOV3~~~~A,N
D,5~~~~,NS,B,WOV,NSWOV5~~~~A,N
L,5~~~~,NS,A,CBR,NSCBR5~~~~A,N
L,5~~~~,NS,A,KGP,NSKGP5~~~~A,N
L,5~~~~,NS,A,ACA,NSACA5~~~~A,N
L,4~~~~,NS,A,ACA,NSACA4~~~~A,N
L,6~~~~,NS,A,ACA,NSACA6~~~~A,N
M,3~~~~,NS,B,MRW,NSMRW3~~~~A,S
M,3~~~~,NS,B,HWL,NSHWL3~~~~N,S
S,~~~~~,NS,F,ZER,NSZER~~~~~N,U
U,5~~~~,NS,B,KTV,NSKTV5~~~~A,N
U,6~~~~,NS,A,LWR,NSLWR6~~~~A,N
D,5~~~~,NS,B,MDD,NSMDD5~~~~A,N
L,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,5~~~~,NS,A,DRT,NSDRT5~~~~A,N
U,3~~~~,NS,B,SME,NSSME3~~~~A,N
