LOCSF,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID,STONE
U,AB,A,DOV,ABDOV~~~~~N,N
U,AB,A,ALG,ABALG~~~~~N,N
L,AB,A,CHT,ABCHT~~~~~N,N
U,AB,A,SLT,ABSLT~~~~~N,N
U,AB,A,JSN,ABJSN~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,DOV,ABDOV~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,ALG,ABALG~~~~~N,N
U,AB,A,JSN,ABJSN~~~~~N,N
L,AB,A,CHT,ABCHT~~~~~N,N
F13,AB,A,MLD,ABMLDxc~~~N,N
U,AB,A,ALG,ABALG~~~~~N,N
U,AB,B,COS,ABCOS~~~~~A,S
U,AB,A,MER,ABMER~~~~~N,S
U,AB,B,RUT,ABRUT~~~~~N,S
D,AB,C,ZBR,ABZBR~~~~~N,S
L,AB,A,CHT,ABCHT~~~~~N,N
U,AB,A,MMW,ABMMW~~~~~N,N
L,AB,A,ZGW,ABZGWsa~~~N,N
U,AB,A,ALG,ABALG~~~~~N,N
D,AB,A,DOV,ABDOV~~~~~N,N
F13,AB,A,MLD,ABMLDxc~~~N,N
U,AB,A,DOV,ABDOV~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,ALG,ABALG~~~~~N,N
U,AB,A,JSN,ABJSN~~~~~N,N
U,AB,A,ALG,ABALG~~~~~N,N
U,AB,A,DOV,ABDOV~~~~~N,N
U,AB,A,JSN,ABJSN~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,KEG,ABKEGpt~~~N,N
U,AB,A,LRC,ABLRC~~~~~A,S
U,AB,A,MER,ABMER~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,DOV,ABDOV~~~~~N,N
U,AB,A,ALG,ABALG~~~~~N,N
F13,AB,A,MLD,ABMLDxc~~~N,N
T,AB,A,MMY,ABMMY~~~~~N,N
U,AB,A,MMW,ABMMW~~~~~N,N
U,AB,A,LRC,ABLRC~~~~~A,S
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,DOV,ABDOV~~~~~N,N
U,AB,A,ALG,ABALG~~~~~N,N
U,AB,A,COS,ABCOS~~~~~A,S
F13,AB,A,MLD,ABMLDxc~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,DOV,ABDOV~~~~~N,N
B14,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,PEA,ABPEA~~~~~N,N
U,AB,A,HKS,ABHKS~~~~~A,S
U,AB,A,MNS,ABMNS~~~~~N,S
U,AB,A,SEN,ABSEN~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,DOV,ABDOV~~~~~N,N
U,AB,A,ALG,ABALG~~~~~N,N
U,AB,A,COS,ABCOS~~~~~A,S
F13,AB,A,MLD,ABMLDxc~~~N,N
M,AB,C,HZM,ABHZM~~~~~A,S
M,AB,C,BUD,ABBUD~~~~~N,S
U,AB,B,MNS,ABMNS~~~~~N,S
U,AB,A,DOV,ABDOV~~~~~N,N
U,AB,A,CHT,ABCHT~~~~~N,N
F13,AB,A,MRN,ABMRN~~~~~N,N
U,AB,A,NAM,ABNAM~~~~~N,N
U,AB,A,CAL,ABCAL~~~~~N,S
U,AB,B,COS,ABCOS~~~~~A,S
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,SIP,ABSIPpt~~~N,N
T,AB,A,HPE,ABHPE~~~~~A,N
U,AB,A,MNS,ABMNSpt~~~N,S
U,AB,A,BRY,ABBRY~~~~~N,S
M,AB,B,BUD,ABBUD~~~~~N,S
U,AB,A,MNS,ABMNS~~~~~N,S
F13,AB,A,CGA,ABCGA~~~~~N,N
U,AB,A,DXV,ABDXV~~~~~N,S
U,AB,A,MNS,ABMNS~~~~~N,S
F13,AB,A,CGA,ABCGAxt~~~N,N
B13,AB,A,MSR,ABMSR~~~~~N,N
M,AB,B,DXV,ABDXV~~~~~N,S
F13,AB,A,CGA,ABCGAxt~~~N,N
U,AB,A,MNS,ABMNS~~~~~N,S
B13,AB,A,MSR,ABMSR~~~~~N,N
U,AB,A,DXV,ABDXV~~~~~N,S
U,AB,A,MNS,ABMNS~~~~~N,S
F13,AB,A,CGA,ABCGAxt~~~N,N
B13,AB,A,MSR,ABMSR~~~~~N,N
B14,AB,A,MSR,ABMSR~~~~~N,N
F13,AB,A,CGA,ABCGAxt~~~N,N
U,AB,A,DXV,ABDXV~~~~~N,S
U,AB,A,SIP,ABSIP~~~~~N,N
B14,AB,A,MSR,ABMSR~~~~~N,N
F13,AB,A,CGA,ABCGAxt~~~N,N
U,AB,A,DXV,ABDXV~~~~~N,S
U,AB,A,SIP,ABSIP~~~~~N,N
M,AB,B,DXV,ABDXV~~~~~N,S
F11,AB,A,CGA,ABCGAxt~~~N,N
U,AB,A,MNS,ABMNS~~~~~N,S
B13,AB,A,MSR,ABMSR~~~~~N,N
B07,AB,A,DZY,ABDZY~~~~~N,N
U,AB,A,PCM,ABPCM~~~~~N,S
F13,AB,A,WEN,ABWEN~~~~~N,N
U,AB,A,SVY,ABSVY~~~~~N,S
D,AB,A,BUF,ABBUFgl~~~N,U
U,AB,A,KEG,ABKEG~~~~~N,N
F11,AB,A,MLD,ABMLD~~~~~N,N
D,AB,B,LGD,ABLGD~~~~~N,S
U,AB,A,STP,ABSTP~~~~~N,S
F11,AB,A,MLD,ABMLD~~~~~N,N
B07,AB,A,DZY,ABDZY~~~~~N,N
U,AB,A,PCM,ABPCM~~~~~N,S
F11,AB,A,WEN,ABWEN~~~~~N,N
B07,AB,A,DZY,ABDZY~~~~~N,N
U,AB,A,PCM,ABPCM~~~~~N,S
U,AB,A,SVY,ABSVY~~~~~N,S
F13,AB,A,WEN,ABWEN~~~~~N,N
B07,AB,A,DZY,ABDZY~~~~~N,N
U,AB,A,PCM,ABPCM~~~~~N,S
F13,AB,A,WEN,ABWEN~~~~~N,N
U,AB,A,SVY,ABSVY~~~~~N,S
D,AB,B,PCM,ABPCM~~~~~N,S
U,AB,A,STP,ABSTP~~~~~N,S
F11,AB,A,WEN,ABWEN~~~~~N,N
B07,AB,A,DZY,ABDZY~~~~~N,N
U,AB,A,PCM,ABPCM~~~~~N,S
U,AB,A,SVY,ABSVY~~~~~N,S
F13,AB,A,WEN,ABWEN~~~~~N,N
U,AB,A,PCM,ABPCM~~~~~N,S
B07,AB,A,DZY,ABDZY~~~~~N,N
U,AB,A,SVY,ABSVY~~~~~N,S
F13,AB,A,WEN,ABWEN~~~~~N,N
M,AB,B,PCM,ABPCM~~~~~N,S
B07,AB,A,DZY,ABDZY~~~~~N,N
U,AB,A,SVY,ABSVY~~~~~N,S
F13,AB,A,WEN,ABWEN~~~~~N,N
D,AB,B,LGD,ABLGD~~~~~N,S
U,AB,A,STP,ABSTP~~~~~N,S
F11,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,PCM,ABPCM~~~~~N,S
B07,AB,A,DZY,ABDZY~~~~~N,N
U,AB,A,SVY,ABSVY~~~~~N,S
F13,AB,A,WEN,ABWEN~~~~~N,N
D,AB,B,LGD,ABLGD~~~~~N,S
U,AB,A,STP,ABSTP~~~~~N,S
F11,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,PCM,ABPCM~~~~~N,S
B07,AB,A,DZY,ABDZY~~~~~N,N
U,AB,A,SVY,ABSVY~~~~~N,S
F13,AB,A,WEN,ABWEN~~~~~N,N
B07,AB,A,DZY,ABDZY~~~~~N,N
U,AB,A,PCM,ABPCM~~~~~N,S
F13,AB,A,WEN,ABWEN~~~~~N,N
U,AB,A,SVY,ABSVY~~~~~N,S
D,AB,B,LGD,ABLGD~~~~~N,S
F11,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
D,AB,D,BKN,ABBKN~~~~~N,N
D,AB,D,STP,ABSTP~~~~~N,S
D,AB,C,SRT,ABSRT~~~~~N,S
U,AB,A,ANZ,ABANZ~~~~~N,S
F11,AB,A,MLD,ABMLD~~~~~N,N
U,AB,B,LGD,ABLGD~~~~~N,S
U,AB,A,LRC,ABLRC~~~~~A,S
U,AB,A,KEG,ABKEGpt~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
D,AB,C,SRT,ABSRT~~~~~N,S
U,AB,A,ANZ,ABANZ~~~~~N,S
B14,AB,A,MUS,ABMUS~~~~~N,N
U,AB,B,LGD,ABLGD~~~~~N,S
F11,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
D,AB,B,LGD,ABLGD~~~~~N,S
U,AB,A,KEG,ABKEGpt~~~N,N
F11,AB,A,MLD,ABMLD~~~~~N,N
M,AB,C,PCM,ABPCM~~~~~N,S
B07,AB,A,DZY,ABDZY~~~~~N,N
U,AB,B,SVY,ABSVY~~~~~N,S
F11,AB,A,WEN,ABWEN~~~~~N,N
B07,AB,A,DZY,ABDZY~~~~~N,N
U,AB,B,PCM,ABPCM~~~~~N,S
F11,AB,A,WEN,ABWEN~~~~~N,N
U,AB,B,SVY,ABSVY~~~~~N,S
M,AB,C,PCM,ABPCM~~~~~N,S
B07,AB,A,DZY,ABDZY~~~~~N,N
U,AB,A,SVY,ABSVY~~~~~N,S
F11,AB,A,WEN,ABWEN~~~~~N,N
B07,AB,A,DZY,ABDZY~~~~~N,N
F11,AB,A,WEN,ABWEN~~~~~N,N
U,AB,B,PCM,ABPCM~~~~~N,S
M,AB,C,ZBR,ABZBR~~~~~N,S
U,AB,A,MIL,ABMIL~~~~~N,N
B13,AB,A,MUS,ABMUS~~~~~N,N
M,AB,C,ZBR,ABZBR~~~~~N,S
U,AB,A,MIL,ABMIL~~~~~N,N
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,MIL,ABMIL~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
M,AB,B,ZBR,ABZBR~~~~~N,S
U,AB,A,MIL,ABMIL~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,NOR,ABNOR~~~~~N,N
U,AB,A,MMY,ABMMY~~~~~N,N
M,AB,C,ZBR,ABZBR~~~~~N,S
U,AB,B,CPN,ABCPN~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
B14,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,MIL,ABMIL~~~~~N,N
U,AB,A,BMT,ABBMT~~~~~N,N
H,AB,B,MAR,ABMAR~~~~~N,N
U,AB,A,BMT,ABBMT~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,FIR,ABFIR~~~~~N,S
U,AB,A,BMT,ABBMT~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
B13,AB,A,MUS,ABMUS~~~~~N,N
H,AB,B,FIR,ABFIR~~~~~N,S
U,AB,A,BMT,ABBMT~~~~~N,N
U,AB,B,MAR,ABMAR~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
H,MB,B,SLB,MBSLB~~~~~A,S
H,MB,B,SDI,MBSDI~~~~~A,S
H,MB,B,WOG,MBWOG~~~~~A,S
H,MB,A,LSD,MBLSD~~~~~A,N
L,MB,A,WMP,MBWMP~~~~~A,N
L,MB,A,FYL,MBFYLp~~~~A,N
H,MB,A,MNT,MBMNTp~~~~A,N
B14,MB,A,OKO,MBOKO~~~~~N,N
L,MB,A,THG,MBTHG~~~~~A,N
U,MB,A,THG,MBTHG~~~~~A,N
U,MB,A,PIY,MBPIY~~~~~A,V
U,MB,A,WHU,MBWHU~~~~~A,N
L,MB,A,FYL,MBFYLpd~~~A,N
F13,MB,A,KMK,MBKMK~~~~~N,N
B14,MB,A,OOK,MBOOK~~~~~N,N
U,MB,A,CIO,MBCIO~~~~~A,S
U,MB,B,LTI,MBLTI~~~~~A,N
U,MB,A,WGE,MBWGE~~~~~A,N
U,MB,B,WOG,MBWOG~~~~~A,S
F13,MB,A,CAY,MBCAYd~~~~A,N
B14,MB,A,OKO,MBOKO~~~~~N,N
B14,MB,A,WKW,MBWKW~~~~~N,N
F13,MB,A,STD,MBSTD~~~~~A,N
L,MB,A,THG,MBTHG~~~~~A,N
L,MB,A,FYL,MBFYLd~~~~A,N
F13,MB,A,KMK,MBKMK~~~~~N,N
B14,MB,A,OOK,MBOOK~~~~~N,N
B14,MB,A,BYH,MBBYH~~~~~A,N
F13,MB,A,CAY,MBCAY~~~~~A,N
L,MB,A,FYL,MBFYLp~~~~A,N
F13,MB,A,STD,MBSTD~~~~~A,N
L,MB,A,THG,MBTHG~~~~~A,N
B14,MB,A,OKO,MBOKO~~~~~N,N
L,MB,A,MEB,MBMEBp~~~~A,S
F13,MB,A,CAY,MBCAY~~~~~A,N
M,MB,B,LTI,MBLTI~~~~~A,N
M,MB,A,MTG,MBMTG~~~~~A,N
H,MB,A,PIY,MBPIY~~~~~A,V
H,MB,C,$AR,MB$AR~~~~~N,V
H,MB,A,CRK,MBCRK~~~~~A,V
L,MB,A,FYL,MBFYL~~~~~A,N
L,MB,A,FYL,MBFYLp~~~~A,V
L,MB,A,GOO,MBGOOd~~~~A,N
L,MB,A,SFT,MBSFTd~~~~A,N
L,MB,A,FYL,MBFYLd~~~~A,N
L,MB,A,DCS,MBDCS~~~~~A,N
L,MB,A,RIV,MBRIV~~~~~A,N
L,MB,A,TRO,MBTROpd~~~A,N
F13,MB,A,CAY,MBCAY~~~~~A,N
B14,MB,A,BYH,MBBYH~~~~~A,N
B14,MB,A,OOK,MBOOK~~~~~N,N
F13,MB,A,KMK,MBKMK~~~~~N,N
F13,MB,A,CAY,MBCAY~~~~~A,N
F13,MB,A,STD,MBSTD~~~~~A,N
L,MB,A,FYL,MBFYLp~~~~A,N
L,MB,A,FYL,MBFYLpd~~~A,N
L,MB,A,THG,MBTHG~~~~~A,N
H,MB,A,CIO,MBCIO~~~~~A,S
H,MB,A,SDI,MBSDI~~~~~A,N
H,MB,B,WOG,MBWOG~~~~~A,S
L,MB,A,FOY,MBFOYp~~~~N,N
H,MB,A,CRK,MBCRK~~~~~A,V
L,MB,A,FYL,MBFYLp~~~~A,N
H,MB,B,SDI,MBSDI~~~~~A,V
L,MB,A,WMP,MBWMP~~~~~A,N
B14,MB,A,BYH,MBBYH~~~~~A,N
F13,MB,A,KMK,MBKMK~~~~~N,N
F13,MB,A,STD,MBSTD~~~~~A,N
F13,MB,A,CAY,MBCAY~~~~~A,N
L,MB,A,FYL,MBFYLp~~~~A,N
B14,MB,A,OOK,MBOOK~~~~~N,N
B14,MB,A,BYH,MBBYH~~~~~A,N
B14,MB,A,OOK,MBOOK~~~~~N,N
F13,MB,A,CAY,MBCAY~~~~~A,N
F13,MB,A,KMK,MBKMK~~~~~N,N
F13,MB,A,STD,MBSTD~~~~~A,N
L,MB,A,FYL,MBFYLp~~~~A,N
L,MB,A,FYL,MBFYLpd~~~A,N
L,MB,A,SFT,MBSFTpd~~~A,N
B14,MB,A,BYH,MBBYH~~~~~A,N
F13,MB,A,KMK,MBKMK~~~~~N,N
F13,MB,A,STD,MBSTD~~~~~A,N
F13,MB,A,CAY,MBCAY~~~~~A,N
B14,MB,A,OOK,MBOOK~~~~~N,N
L,MB,A,FYL,MBFYLp~~~~A,N
R,MB,A,MNT,MBMNTp~~~~A,N
R,MB,A,WOG,MBWOG~~~~~A,S
U,MB,A,WOG,MBWOG~~~~~A,V
U,MB,A,SDI,MBSDI~~~~~A,V
U,MB,A,CIO,MBCIO~~~~~A,V
U,MB,A,KRY,MBKRYp~~~~A,N
U,MB,A,WGE,MBWGE~~~~~A,N
F13,MB,A,CAY,MBCAY~~~~~A,N
B14,MB,A,OOK,MBOOK~~~~~N,N
L,MB,A,MNT,MBMNTp~~~~A,N
F13,MB,A,KIC,MBKIC~~~~~A,N
F13,MB,A,RTV,MBRTV~~~~~N,N
R,MB,A,BYD,MBBYD~~~~~N,S
R,MB,B,WOG,MBWOG~~~~~A,S
R,MB,A,SUW,MBSUWp~~~~N,S
R,MB,A,PAN,MBPAN~~~~~A,N
L,MB,A,MDK,MBMDK~~~~~A,N
B14,MB,A,BYH,MBBYH~~~~~A,N
F13,MB,A,STD,MBSTD~~~~~A,N
F13,MB,A,CAY,MBCAY~~~~~A,N
F13,MB,A,KMK,MBKMK~~~~~N,N
F13,MB,A,KIC,MBKIC~~~~~A,N
B14,MB,A,RTV,MBRTV~~~~~N,N
R,MB,A,WOG,MBWOG~~~~~A,S
R,MB,A,MEB,MBMEBp~~~~A,S
H,MB,C,$AR,MB$AR~~~~~N,V
B14,MB,A,BYH,MBBYH~~~~~A,N
F13,MB,A,KMK,MBKMK~~~~~N,N
H,MB,B,LTI,MBLTI~~~~~A,N
H,MB,B,NOL,MBNOL~~~~~N,V
H,MB,C,$AR,MB$AR~~~~~N,V
H,MB,B,LTI,MBLTI~~~~~A,N
B14,MB,A,BYH,MBBYH~~~~~A,N
H,MB,B,NOL,MBNOL~~~~~N,V
H,MB,C,CAD,MBCAD~~~~~N,N
H,MB,A,FYL,MBFYLp~~~~A,N
F13,MB,A,KMK,MBKMK~~~~~N,N
H,MB,A,THG,MBTHG~~~~~A,N
H,MB,C,$AR,MB$AR~~~~~N,V
B14,MB,A,BYH,MBBYH~~~~~A,N
F13,MB,A,KMK,MBKMK~~~~~N,N
H,MB,B,NOL,MBNOL~~~~~N,V
F13,MB,A,CAY,MBCAY~~~~~A,N
H,MB,A,FYL,MBFYLp~~~~A,N
H,MB,B,HUT,MBHUT~~~~~N,S
H,MB,B,LTI,MBLTI~~~~~A,N
B14,MB,A,OOK,MBOOK~~~~~N,N
H,MB,A,PIY,MBPIY~~~~~A,V
H,MB,A,MEB,MBMEBp~~~~A,S
F13,MB,A,KMK,MBKMK~~~~~N,N
B14,MB,A,BYH,MBBYH~~~~~A,N
H,MB,A,CRK,MBCRK~~~~~A,V
H,MB,C,$AR,MB$AR~~~~~N,V
H,MB,A,CIO,MBCIO~~~~~A,S
L,MB,A,PGE,MBPGEp~~~~N,N
H,MB,A,WOG,MBWOG~~~~~A,S
H,MB,C,$AR,MB$AR~~~~~N,V
H,MB,C,NOL,MBNOL~~~~~N,V
B14,MB,B,WKW,MBWKW~~~~~N,N
F13,MB,A,KMK,MBKMK~~~~~N,N
F13,MB,A,STD,MBSTD~~~~~A,N
H,MB,A,TFD,MBTFD~~~~~N,V
L,MB,A,FYL,MBFYLp~~~~A,N
H,MB,B,LTI,MBLTI~~~~~A,N
H,MB,A,SDI,MBSDI~~~~~A,N
L,ON,B,SUX,ONSUX~~~~~N,N
L,ON,A,ABM,ONABM~~~~~A,N
L,ON,A,EAK,ONEAK~~~~~N,N
M,ON,D,ZAR,ONZAR~~~~~A,V
B14,MB,A,BYH,MBBYH~~~~~A,N
F13,MB,A,KMK,MBKMK~~~~~N,N
F13,MB,A,STD,MBSTD~~~~~A,N
B14,MB,A,OOK,MBOOK~~~~~N,N
H,MB,A,CIO,MBCIO~~~~~A,S
H,MB,A,PIY,MBPIY~~~~~A,V
R,MB,A,WOG,MBWOG~~~~~A,S
R,MB,A,FYL,MBFYLp~~~~A,S
B14,MB,A,BYH,MBBYH~~~~~A,N
F13,MB,A,KIC,MBKIC~~~~~A,N
L,MB,A,KRY,MBKRYp~~~~A,N
F13,MB,A,KMK,MBKMK~~~~~N,N
F13,MB,A,RTV,MBRTV~~~~~N,N
F13,MB,A,STD,MBSTD~~~~~A,N
L,MB,A,LSD,MBLSD~~~~~A,N
L,MB,A,MNT,MBMNTd~~~~A,N
L,MB,A,FYL,MBFYLp~~~~A,N
U,MB,A,LSD,MBLSD~~~~~A,N
U,MB,A,PIY,MBPIY~~~~~A,V
U,MB,A,CIO,MBCIO~~~~~A,S
U,MB,A,KRY,MBKRYp~~~~A,N
U,MB,A,MEB,MBMEB~~~~~A,V
B14,MB,A,BYH,MBBYH~~~~~A,N
U,MB,A,CRK,MBCRK~~~~~A,V
R,MB,B,WOG,MBWOG~~~~~A,S
F13,MB,A,CAY,MBCAY~~~~~A,N
U,MB,A,CIO,MBCIO~~~~~A,S
U,MB,A,LSD,MBLSD~~~~~A,N
U,MB,A,WOG,MBWOG~~~~~A,S
B14,MB,A,BYH,MBBYH~~~~~A,N
U,MB,A,ELM,MBELM~~~~~A,N
F13,MB,A,KMK,MBKMK~~~~~N,N
L,MB,A,BAM,MBBAM~~~~~A,N
B14,MB,A,OOK,MBOOK~~~~~N,N
U,MB,A,SDI,MBSDI~~~~~A,N
U,MB,B,WOG,MBWOG~~~~~A,S
U,MB,A,LSD,MBLSD~~~~~A,N
U,MB,A,KRY,MBKRYp~~~~A,N
F13,MB,A,CAY,MBCAY~~~~~A,N
F13,MB,A,RTV,MBRTV~~~~~N,N
U,MB,A,VSS,MBVSS~~~~~A,S
U,MB,A,CIO,MBCIO~~~~~A,S
U,MB,B,CRK,MBCRK~~~~~A,V
B14,MB,A,GDT,MBGDT~~~~~N,N
B14,MB,A,BYH,MBBYH~~~~~A,N
F13,MB,A,KMK,MBKMK~~~~~N,N
U,MB,A,MNT,MBMNTp~~~~A,N
U,MB,A,MEB,MBMEBp~~~~A,S
U,MB,A,PIY,MBPIY~~~~~A,V
B14,MB,A,OKO,MBOKO~~~~~N,N
U,MB,A,LSD,MBLSD~~~~~A,N
U,MB,A,LSD,MBLSD~~~~~A,N
U,MB,A,SDI,MBSDI~~~~~A,N
U,MB,A,KRY,MBKRYp~~~~A,N
U,MB,A,CIO,MBCIO~~~~~A,S
B14,MB,A,BYH,MBBYH~~~~~A,N
U,MB,A,CRK,MBCRK~~~~~A,V
F13,MB,A,KMK,MBKMK~~~~~N,N
U,MB,A,WOG,MBWOG~~~~~A,S
U,MB,A,PIY,MBPIY~~~~~A,V
U,MB,A,CRK,MBCRK~~~~~A,V
B14,MB,A,OKO,MBOKO~~~~~N,N
U,MB,A,PIY,MBPIY~~~~~A,V
U,MB,A,MEB,MBMEB~~~~~A,V
L,MB,A,MTG,MBMTG~~~~~A,S
L,MB,A,PGE,MBPGEpd~~~A,N
L,MB,A,BAM,MBBAMpd~~~A,N
R,MB,A,LSD,MBLSD~~~~~A,N
L,MB,A,MNT,MBMNTp~~~~A,N
L,MB,A,WMP,MBWMP~~~~~A,N
R,MB,A,WOG,MBWOG~~~~~A,S
L,MB,A,BAM,MBBAMpd~~~A,N
L,MB,A,MNT,MBMNTp~~~~A,N
U,MB,A,PIY,MBPIY~~~~~A,V
F13,MB,A,CAY,MBCAY~~~~~A,N
L,MB,A,MNT,MBMNTpd~~~N,N
L,MB,A,PGU,MBPGU~~~~~A,S
L,MB,A,FOY,MBFOYd~~~~A,N
L,MB,A,FYL,MBFYLpd~~~A,N
U,MB,A,LSD,MBLSD~~~~~A,N
U,MB,A,SDI,MBSDI~~~~~A,N
R,MB,B,WOG,MBWOG~~~~~A,S
B14,MB,A,BYH,MBBYH~~~~~A,N
B14,MB,A,OKO,MBOKO~~~~~N,N
B14,MB,A,WKW,MBWKW~~~~~N,N
F13,MB,A,RTV,MBRTV~~~~~N,N
F13,MB,A,SMY,MBSMY~~~~~N,N
L,MB,A,FOY,MBFOYpd~~~A,N
L,MB,A,MNT,MBMNT~~~~~A,N
F13,MB,A,STD,MBSTD~~~~~A,N
M,ON,D,ZAR,ONZAR~~~~~A,S
L,ON,A,CZR,ONCZR~~~~~A,N
L,ON,A,EMO,ONEMO~~~~~A,N
L,ON,A,INK,ONINK~~~~~N,N
L,ON,A,NOU,ONNOU~~~~~A,S
L,ON,A,JVS,ONJVS~~~~~A,N
L,ON,A,OKD,ONOKD~~~~~A,N
S04,ON,A,ZOR,ONZOR~~~~~A,N
L,ON,A,NOU,ONNOU~~~~~A,S
U,ON,B,ZRL,ONZRL~~~~~N,V
L,ON,A,JVS,ONJVS~~~~~A,N
I,ON,A,CNE,ONCNE~~~~~A,N
I,QC,A,PML,QCPML60000A,N
L,ON,A,ZOR,ONZOR~~~~~A,N
I,ON,B,ELC,ONELC~~~~~A,S
B13,QC,A,TNH,QCTNH90000N,N
I,QC,A,PML,QCPML60000A,N
D,QC,A,ROQ,QCROQ60000A,N
B13,QC,A,TNM,QCTNM80000N,N
L,ON,B,CGG,ONCGG~~~~~A,N
