LOCSF,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID,STONE
L,BC,A,EAG,BCEAG~~~~~A,N
U,AB,B,HZM,ABHZM~~~~~A,S
U,AB,B,ALC,ABALC~~~~~N,S
U,AB,A,SIP,ABSIP~~~~~N,N
U,BC,A,ALC,BCALC~~~~~A,S
U,BC,A,DON,BCDON~~~~~A,N
U,AB,A,ESH,ABESH~~~~~A,S
B14,BC,A,KEZ,BCKEZ~~~~~N,N
L,AB,A,FAL,ABFAL~~~~~A,N
H,BC,B,FLH,BCFLH~~~~~A,N
L,AB,A,NMA,ABNMA~~~~~A,N
H,BC,B,JUH,BCJUH~~~~~A,N
U,AB,A,JUH,ABJUH~~~~~A,N
H,BC,B,KHE,BCKHE~~~~~A,N
H,BC,B,NMP,BCNMP~~~~~A,N
U,AB,A,GOS,ABGOS~~~~~N,S
U,BC,B,GOS,BCGOS~~~~~A,N
D,BC,E,SEM,BCSEM~~~~~N,S
F13,AB,A,EGL,ABEGL~~~~~N,N
B14,AB,A,KNZ,ABKNZ~~~~~N,N
U,AB,A,HZM,ABHZM~~~~~A,S
U,AB,B,ALC,ABALC~~~~~N,S
M,BC,D,MLY,BCMLY~~~~~A,S
M,BC,D,MLY,BCMLYli~~~N,S
L,BC,A,COD,BCCODp~~~~A,N
I,BC,E,ZON,BCZON~~~~~N,S
B14,BC,A,KEZ,BCKEZ~~~~~N,N
M,BC,C,MLY,BCMLY~~~~~A,S
M,BC,D,MLY,BCMLYli~~~N,S
L,BC,A,COD,BCCODp~~~~A,N
T,BC,B,CYU,BCCYU~~~~~A,N
S,BC,E,ZON,BCZON~~~~~N,S
U,AB,A,AGH,ABAGH~~~~~A,S
U,AB,A,HZM,ABHZM~~~~~A,S
U,AB,A,ESH,ABESH~~~~~A,S
U,AB,A,SIP,ABSIP~~~~~N,N
U,BC,B,SUC,BCSUC~~~~~A,N
U,BC,B,BYL,BCBYL~~~~~A,N
B14,BC,A,KEZ,BCKEZ~~~~~N,N
L,BC,A,EAG,BCEAG~~~~~A,N
D,BC,E,SEM,BCSEM~~~~~N,S
I,AB,E,ZUN,ABZUN~~~~~N,S
D,BC,E,SEM,BCSEM~~~~~N,S
U,AB,A,LIH,ABLIH~~~~~N,N
D,BC,E,ATT,BCATT~~~~~N,S
U,BC,B,BEA,BCBEA~~~~~A,N
U,BC,B,TYO,BCTYO~~~~~A,N
U,BC,B,CYU,BCCYU~~~~~A,N
U,AB,A,ESH,ABESH~~~~~A,S
U,AB,A,NST,ABNST~~~~~A,N
U,AB,A,HZM,ABHZM~~~~~A,S
U,AB,A,CYY,ABCYY~~~~~N,N
D,BC,E,SEM,BCSEM~~~~~N,S
U,BC,B,SUC,BCSUC~~~~~A,N
L,BC,A,ALV,BCALV~~~~~A,N
B14,BC,A,KEZ,BCKEZ~~~~~N,N
H,BC,B,DVS,BCDVS~~~~~A,N
H,BC,B,LYX,BCLYX~~~~~A,N
B14,BC,A,KEZ,BCKEZ~~~~~N,N
H,BC,B,SUC,BCSUC~~~~~A,N
I,BC,C,MLY,BCMLY~~~~~A,S
U,BC,A,SIP,BCSIP~~~~~A,N
I,BC,C,BYL,BCBYL~~~~~A,N
S,BC,E,SEM,BCSEM~~~~~N,S
I,BC,B,ALC,BCALC~~~~~A,S
I,BC,B,CDE,BCCDE~~~~~A,N
I,BC,B,DON,BCDON~~~~~A,N
U,BC,A,SIP,BCSIP~~~~~A,N
U,BC,B,ALC,BCALC~~~~~A,S
U,BC,B,CDE,BCCDE~~~~~A,N
U,BC,B,DON,BCDON~~~~~A,N
L,AB,A,FAL,ABFAL~~~~~A,N
L,AB,A,NMA,ABNMA~~~~~A,N
U,AB,A,DON,ABDON~~~~~A,S
F13,AB,A,EGL,ABEGL~~~~~N,N
H,BC,C,MLY,BCMLY~~~~~A,S
H,BC,B,BYL,BCBYL~~~~~A,N
B14,BC,A,KEZ,BCKEZ~~~~~N,N
S,BC,E,ZON,BCZON~~~~~N,S
I,BC,B,CDE,BCCDE~~~~~A,N
I,BC,B,DON,BCDON~~~~~A,N
U,BC,A,CTM,BCCTM~~~~~A,N
I,BC,B,SLO,BCSLO~~~~~A,N
L,BC,A,WMK,BCWMK~~~~~A,N
L,BC,A,CUI,BCCUIca~~~A,N
B14,BC,A,KEZ,BCKEZ~~~~~N,N
U,BC,B,SUC,BCSUC~~~~~A,N
U,BC,B,OTC,BCOTC~~~~~A,N
I,BC,A,BYL,BCBYL~~~~~A,N
I,BC,B,MLY,BCMLY~~~~~A,S
I,BC,B,LYX,BCLYX~~~~~A,N
L,BC,A,GOS,BCGOS~~~~~A,N
L,BC,A,EAG,BCEAG~~~~~A,N
S,BC,E,SEM,BCSEM~~~~~N,S
U,BC,B,DVU,BCDVU~~~~~A,N
U,BC,A,CTM,BCCTM~~~~~A,N
U,BC,B,DVU,BCDVU~~~~~A,N
U,BC,B,SLO,BCSLO~~~~~A,N
L,BC,A,ALV,BCALV~~~~~A,N
L,BC,A,CTM,BCCTM~~~~~A,N
S,BC,E,SEM,BCSEM~~~~~N,S
L,BC,A,EAG,BCEAG~~~~~A,N
U,AB,A,FAL,ABFAL~~~~~A,N
L,AB,A,NMA,ABNMA~~~~~A,N
U,BC,B,FLH,BCFLH~~~~~A,N
U,AB,A,JUH,ABJUH~~~~~A,N
U,BC,B,DVU,BCDVU~~~~~A,N
U,BC,B,JUH,BCJUH~~~~~A,N
U,BC,A,ROL,BCROL~~~~~A,N
U,AB,A,GOS,ABGOS~~~~~N,S
U,BC,A,NMP,BCNMP~~~~~A,N
U,BC,A,CTM,BCCTM~~~~~A,N
U,BC,B,RYO,BCRYO~~~~~A,N
U,BC,A,GOS,BCGOS~~~~~A,N
I,BC,B,ALC,BCALC~~~~~A,S
L,BC,A,SIP,BCSIP~~~~~A,N
I,BC,B,CDE,BCCDE~~~~~A,N
I,BC,B,DON,BCDON~~~~~A,N
U,BC,B,SUC,BCSUC~~~~~A,N
U,BC,A,CTM,BCCTM~~~~~A,N
S,BC,E,ATT,BCATT~~~~~N,S
U,BC,B,LYX,BCLYX~~~~~A,N
S,BC,E,SEM,BCSEM~~~~~N,S
M,BC,C,DVS,BCDVS~~~~~A,N
B14,BC,A,KEZ,BCKEZ~~~~~N,N
L,AB,A,FAL,ABFAL~~~~~A,N
L,AB,A,NMA,ABNMA~~~~~A,N
U,AB,A,JUH,ABJUH~~~~~A,N
L,BC,A,FLH,BCFLH~~~~~A,N
L,AB,A,GOS,ABGOS~~~~~N,S
L,BC,A,NMP,BCNMP~~~~~A,N
S,BC,E,ATT,BCATT~~~~~N,S
U,BC,B,ESH,BCESH~~~~~A,N
L,BC,A,GOS,BCGOS~~~~~A,N
S,BC,E,SEM,BCSEM~~~~~N,S
I,BC,B,SLO,BCSLO~~~~~A,N
I,BC,B,ALC,BCALC~~~~~A,S
I,BC,B,CDE,BCCDE~~~~~A,N
L,BC,A,CTM,BCCTM~~~~~A,N
L,BC,A,EAG,BCEAG~~~~~A,N
I,BC,A,BYL,BCBYL~~~~~A,N
I,BC,B,MLY,BCMLY~~~~~A,S
L,BC,A,ALV,BCALV~~~~~A,N
U,BC,B,NUN,BCNUN~~~~~A,N
U,BC,B,ESH,BCESH~~~~~A,N
M,BC,B,MUD,BCMUD~~~~~A,S
U,BC,B,POA,BCPOA~~~~~A,N
U,BC,B,DON,BCDON~~~~~A,N
L,BC,A,GOS,BCGOS~~~~~A,N
U,AB,A,KTH,ABKTH~~~~~A,N
L,AB,A,NMA,ABNMA~~~~~A,N
L,AB,A,NST,ABNST~~~~~A,N
U,AB,A,CYY,ABCYY~~~~~N,N
I,BC,C,DVU,BCDVU~~~~~A,N
I,BC,C,HNH,BCHNH~~~~~A,N
I,BC,D,ZON,BCZON~~~~~N,S
B14,BC,A,KEZ,BCKEZ~~~~~N,N
U,AB,A,HRT,ABHRT~~~~~N,N
U,AB,A,DVS,ABDVS~~~~~A,N
U,AB,A,EGL,ABEGL~~~~~N,N
U,AB,A,JUH,ABJUH~~~~~A,N
U,AB,A,PAK,ABPAK~~~~~N,S
F13,AB,A,EGL,ABEGL~~~~~N,N
U,AB,A,TAG,ABTAG~~~~~A,N
U,AB,A,BWV,ABBWV~~~~~N,S
U,AB,A,ESH,ABESH~~~~~A,S
U,AB,A,WNK,ABWNK~~~~~N,N
U,AB,A,BWV,ABBWV~~~~~N,S
U,AB,A,DON,ABDON~~~~~A,S
F13,AB,A,EGL,ABEGL~~~~~N,N
U,AB,A,NMA,ABNMA~~~~~A,N
U,AB,A,DON,ABDON~~~~~A,S
U,AB,A,FAL,ABFAL~~~~~A,N
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,DVS,ABDVS~~~~~A,N
R,AB,B,HRT,ABHRT~~~~~N,N
F13,AB,A,EGL,ABEGL~~~~~N,N
U,AB,A,DON,ABDON~~~~~A,S
U,AB,A,ESH,ABESH~~~~~A,S
F13,AB,A,EGL,ABEGL~~~~~N,N
U,AB,A,DON,ABDON~~~~~A,S
F13,AB,A,EGL,ABEGL~~~~~N,N
U,AB,A,ESH,ABESH~~~~~A,S
L,AB,A,HPE,ABHPE~~~~~A,N
L,AB,A,END,ABEND~~~~~N,N
L,AB,A,SUK,ABSUK~~~~~N,S
U,AB,A,VVW,ABVVW~~~~~A,N
U,AB,A,ESH,ABESH~~~~~A,S
F13,AB,A,CGA,ABCGA~~~~~N,N
U,AB,A,GOS,ABGOS~~~~~N,S
U,AB,A,END,ABEND~~~~~N,N
U,AB,A,HPE,ABHPE~~~~~A,N
F13,AB,A,EGL,ABEGL~~~~~N,N
B14,AB,A,KNZ,ABKNZ~~~~~N,N
L,AB,A,GOS,ABGOS~~~~~N,S
L,AB,A,END,ABEND~~~~~N,N
L,AB,A,NST,ABNST~~~~~A,N
L,AB,A,CLL,ABCLL~~~~~A,N
U,AB,A,GOS,ABGOS~~~~~N,S
U,AB,A,JUH,ABJUH~~~~~A,N
L,AB,A,CLL,ABCLL~~~~~A,N
L,AB,A,FAL,ABFAL~~~~~A,N
U,AB,A,KTH,ABKTH~~~~~A,N
L,AB,A,RYF,ABRYF~~~~~A,N
L,AB,A,ESH,ABESH~~~~~A,S
U,AB,A,DON,ABDON~~~~~A,S
U,AB,A,PCV,ABPCV~~~~~A,N
U,AB,A,SIP,ABSIP~~~~~N,N
M,AB,B,BBN,ABBBN~~~~~A,S
U,AB,A,CAL,ABCAL~~~~~N,S
U,AB,A,SST,ABSST~~~~~A,S
U,AB,A,ESH,ABESH~~~~~A,S
U,AB,A,DON,ABDON~~~~~A,S
U,AB,A,SAD,ABSAD~~~~~N,S
L,AB,A,PER,ABPER~~~~~A,N
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,DON,ABDON~~~~~A,S
U,AB,A,CST,ABCST~~~~~N,S
U,AB,A,ESH,ABESH~~~~~A,S
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,DON,ABDON~~~~~A,S
U,AB,A,ESH,ABESH~~~~~A,S
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,B,SLV,ABSLV~~~~~N,S
U,AB,A,DON,ABDON~~~~~A,S
U,AB,A,ESH,ABESH~~~~~A,S
M,AB,B,BUD,ABBUD~~~~~N,S
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,DON,ABDON~~~~~A,S
U,AB,A,ESH,ABESH~~~~~A,S
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,BRY,ABBRY~~~~~N,S
U,AB,A,ECY,ABECY~~~~~N,N
U,AB,A,MNS,ABMNS~~~~~N,S
L,AB,A,FAL,ABFAL~~~~~A,N
L,AB,A,NMA,ABNMA~~~~~A,N
L,AB,A,WNK,ABWNK~~~~~N,N
I,AB,E,ZUN,ABZUN~~~~~N,S
U,AB,A,LIH,ABLIH~~~~~N,N
U,AB,A,FAL,ABFAL~~~~~A,N
U,AB,A,NMA,ABNMA~~~~~A,N
U,AB,A,DVS,ABDVS~~~~~A,N
U,AB,A,GOS,ABGOS~~~~~N,S
I,AB,E,ZUN,ABZUN~~~~~N,S
U,AB,A,LIH,ABLIH~~~~~N,N
H,AB,B,KTH,ABKTH~~~~~A,N
U,AB,A,DVS,ABDVS~~~~~A,N
U,AB,A,DUN,ABDUN~~~~~A,N
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,KTH,ABKTH~~~~~A,N
H,AB,B,DVS,ABDVS~~~~~A,N
U,AB,A,DUN,ABDUN~~~~~A,N
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,DVS,ABDVS~~~~~A,N
U,AB,A,KTH,ABKTH~~~~~A,N
U,AB,A,WHM,ABWHM~~~~~N,N
U,AB,A,DVS,ABDVS~~~~~A,N
U,AB,A,JUH,ABJUH~~~~~A,N
U,AB,A,CTE,ABCTE~~~~~A,N
U,AB,B,CUL,ABCUL~~~~~N,N
F13,AB,A,EGL,ABEGL~~~~~N,N
U,AB,A,NMA,ABNMA~~~~~A,N
H,AB,A,JUH,ABJUH~~~~~A,N
U,AB,A,GOS,ABGOS~~~~~N,S
I,AB,E,ZUN,ABZUN~~~~~N,S
U,AB,A,LIH,ABLIH~~~~~N,N
H,AB,B,CUL,ABCUL~~~~~N,N
U,AB,A,DVS,ABDVS~~~~~A,N
F13,AB,A,EGL,ABEGL~~~~~N,N
H,AB,C,HRT,ABHRT~~~~~N,N
U,AB,B,CUL,ABCUL~~~~~N,N
F13,AB,A,EGL,ABEGL~~~~~N,N
H,AB,B,CUL,ABCUL~~~~~N,N
F13,AB,A,EGL,ABEGL~~~~~N,N
H,AB,B,HRT,ABHRT~~~~~N,N
I,AB,E,ZUN,ABZUN~~~~~N,S
U,AB,A,LIH,ABLIH~~~~~N,N
U,AB,A,SAD,ABSAD~~~~~N,S
U,AB,A,BNT,ABBNT~~~~~N,S
U,AB,A,GDN,ABGDN~~~~~N,S
U,AB,A,DON,ABDON~~~~~A,S
U,AB,A,ESH,ABESH~~~~~A,S
U,AB,B,DBO,ABDBO~~~~~A,S
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,DVS,ABDVS~~~~~A,N
U,AB,B,COS,ABCOS~~~~~A,S
U,AB,A,PER,ABPER~~~~~A,N
U,AB,A,WBY,ABWBY~~~~~N,N
U,AB,A,DON,ABDON~~~~~A,S
U,AB,A,HZM,ABHZM~~~~~A,S
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,HZM,ABHZM~~~~~A,S
U,AB,A,ESH,ABESH~~~~~A,S
U,AB,A,GMW,ABGMW~~~~~A,S
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,WBB,ABWBB~~~~~A,S
U,AB,A,LAD,ABLAD~~~~~A,S
U,AB,A,GMW,ABGMW~~~~~A,S
U,AB,A,GOS,ABGOS~~~~~N,S
M,AB,B,BBN,ABBBN~~~~~A,S
U,AB,A,ESH,ABESH~~~~~A,S
U,AB,A,ESH,ABESH~~~~~A,S
U,AB,A,AGH,ABAGH~~~~~A,S
U,AB,A,JUH,ABJUH~~~~~A,N
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,HZM,ABHZM~~~~~A,S
U,AB,A,AGH,ABAGH~~~~~A,S
U,AB,A,GOS,ABGOS~~~~~N,S
U,AB,A,LAD,ABLAD~~~~~A,S
U,AB,A,ESH,ABESH~~~~~A,S
L,AB,A,RYF,ABRYF~~~~~A,N
U,AB,A,GMW,ABGMW~~~~~A,S
U,AB,A,GOS,ABGOS~~~~~N,S
L,AB,A,KKN,ABKKN~~~~~A,N
L,AB,A,GOS,ABGOS~~~~~N,S
L,AB,A,LAD,ABLAD~~~~~A,S
U,AB,B,TAG,ABTAG~~~~~A,N
U,AB,A,PER,ABPER~~~~~A,N
U,AB,A,WBY,ABWBY~~~~~N,N
I,AB,D,ZUN,ABZUN~~~~~N,S
U,AB,A,LIH,ABLIH~~~~~N,N
U,AB,A,DVS,ABDVS~~~~~A,N
F13,AB,A,EGL,ABEGL~~~~~N,N
U,AB,B,HRT,ABHRT~~~~~N,N
U,AB,A,WHM,ABWHM~~~~~N,N
R,AB,B,HRT,ABHRT~~~~~N,N
U,AB,A,CUL,ABCUL~~~~~N,N
F13,AB,A,EGL,ABEGL~~~~~N,N
B13,AB,A,KNZ,ABKNZ~~~~~N,N
U,AB,A,DON,ABDON~~~~~A,S
U,AB,B,COS,ABCOS~~~~~A,S
U,AB,A,SIP,ABSIP~~~~~N,N
F13,AB,A,EGL,ABEGL~~~~~N,N
H,AB,B,HRT,ABHRT~~~~~N,N
U,AB,A,CUL,ABCUL~~~~~N,N
F13,AB,A,EGL,ABEGL~~~~~N,N
B13,AB,A,KNZ,ABKNZ~~~~~N,N
D,AB,D,BKN,ABBKN~~~~~N,N
U,AB,B,STP,ABSTP~~~~~N,S
M,AB,C,LGD,ABLGD~~~~~N,S
U,AB,A,STP,ABSTP~~~~~N,S
M,AB,B,LGD,ABLGD~~~~~N,S
U,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,U
D,AB,C,SRT,ABSRT~~~~~N,S
D,AB,D,BKN,ABBKN~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
D,AB,D,ZRB,ABZRB~~~~~N,S
U,AB,B,LGD,ABLGD~~~~~N,S
U,AB,A,STP,ABSTP~~~~~N,S
B13,AB,A,MUS,ABMUS~~~~~N,N
H,AB,B,RUT,ABRUT~~~~~N,S
H,AB,B,FIR,ABFIR~~~~~N,S
H,AB,B,LGD,ABLGD~~~~~N,S
B13,AB,A,MUS,ABMUS~~~~~N,N
M,AB,B,LGD,ABLGD~~~~~N,S
U,AB,A,MNS,ABMNS~~~~~N,S
B13,AB,A,MUS,ABMUS~~~~~N,N
M,AB,B,LGD,ABLGD~~~~~N,S
U,AB,A,STP,ABSTP~~~~~N,U
B13,AB,A,MUS,ABMUS~~~~~N,N
H,AB,C,LGD,ABLGD~~~~~N,S
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
M,AB,B,LGD,ABLGD~~~~~N,S
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,LGD,ABLGD~~~~~N,S
B13,AB,A,MUS,ABMUS~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
H,AB,B,LGD,ABLGD~~~~~N,S
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
M,AB,C,LGD,ABLGD~~~~~N,S
U,AB,A,LGD,ABLGDgl~~~N,S
U,AB,A,STP,ABSTP~~~~~N,S
B13,AB,A,MUS,ABMUS~~~~~N,N
D,AB,D,BKN,ABBKN~~~~~N,N
D,AB,D,SRT,ABSRT~~~~~N,S
U,AB,A,STP,ABSTP~~~~~N,S
D,AB,D,BKN,ABBKN~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
H,AB,B,LGD,ABLGD~~~~~N,S
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
F11,AB,A,MLD,ABMLD~~~~~N,N
H,AB,B,LGD,ABLGD~~~~~N,S
U,AB,A,LGD,ABLGDgl~~~N,S
B07,AB,A,MKW,ABMKW~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
H,AB,C,FIR,ABFIR~~~~~N,S
H,AB,B,LGD,ABLGD~~~~~N,S
B07,AB,A,MKW,ABMKW~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,LGD,ABLGD~~~~~N,S
B07,AB,A,MKW,ABMKW~~~~~N,N
U,AB,A,LGD,ABLGDgl~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
D,AB,A,LGD,ABLGD~~~~~N,S
B07,AB,A,MKW,ABMKW~~~~~N,N
F11,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
B07,AB,A,MKW,ABMKW~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,LGD,ABLGD~~~~~N,S
U,AB,A,STP,ABSTP~~~~~N,S
M,AB,B,LGD,ABLGD~~~~~N,S
B07,AB,A,MKW,ABMKW~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
M,AB,B,LGD,ABLGD~~~~~N,S
B07,AB,A,MKW,ABMKW~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
M,AB,B,LGD,ABLGD~~~~~N,S
B07,AB,A,MKW,ABMKW~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
D,AB,D,ZRB,ABZRB~~~~~N,S
T,AB,A,ZAV,ABZAV~~~~~N,S
U,AB,A,HRR,ABHRR~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,SIP,ABSIP~~~~~N,N
D,AB,B,HRR,ABHRR~~~~~N,S
F11,AB,A,MLD,ABMLD~~~~~N,N
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
B14,AB,A,MUS,ABMUS~~~~~N,N
U,AB,B,HRR,ABHRR~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,SIP,ABSIP~~~~~N,N
D,AB,A,HRR,ABHRR~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,SIP,ABSIP~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
B14,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,HRR,ABHRR~~~~~N,S
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,HRR,ABHRR~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,HRR,ABHRR~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,BRY,ABBRY~~~~~N,S
U,AB,A,CAL,ABCAL~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,MNS,ABMNS~~~~~N,S
H,AB,B,HRR,ABHRR~~~~~N,S
H,AB,B,HVN,ABHVN~~~~~N,S
B07,AB,A,MKW,ABMKW~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,B,HRR,ABHRR~~~~~N,S
U,AB,B,HVN,ABHVN~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,HRR,ABHRR~~~~~N,S
B07,AB,A,MKW,ABMKW~~~~~N,N
U,AB,A,LVK,ABLVK~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
B14,AB,A,MUS,ABMUS~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
H,AB,B,FIR,ABFIR~~~~~N,S
U,AB,A,HRR,ABHRR~~~~~N,S
U,AB,A,HRR,ABHRR~~~~~N,S
U,AB,A,ALG,ABALG~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,HVN,ABHVN~~~~~N,S
U,AB,A,HRR,ABHRR~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,HVN,ABHVN~~~~~N,S
