LOCSF,MODIFIER,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID
T,~~~~~,AB,A,HPE,ABHPE~~~~~A
U,pt~~~,AB,A,MNS,ABMNSpt~~~N
U,~~~~~,AB,A,BRY,ABBRY~~~~~N
M,~~~~~,AB,B,BUD,ABBUD~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
F13,~~~~~,AB,A,CGA,ABCGA~~~~~N
U,~~~~~,AB,A,DXV,ABDXV~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
F13,xt~~~,AB,A,CGA,ABCGAxt~~~N
B13,~~~~~,AB,A,MSR,ABMSR~~~~~N
M,~~~~~,AB,B,DXV,ABDXV~~~~~N
F13,xt~~~,AB,A,CGA,ABCGAxt~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
B13,~~~~~,AB,A,MSR,ABMSR~~~~~N
U,~~~~~,AB,A,DXV,ABDXV~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
F13,xt~~~,AB,A,CGA,ABCGAxt~~~N
B13,~~~~~,AB,A,MSR,ABMSR~~~~~N
B14,~~~~~,AB,A,MSR,ABMSR~~~~~N
F13,xt~~~,AB,A,CGA,ABCGAxt~~~N
U,~~~~~,AB,A,DXV,ABDXV~~~~~N
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
B14,~~~~~,AB,A,MSR,ABMSR~~~~~N
F13,xt~~~,AB,A,CGA,ABCGAxt~~~N
U,~~~~~,AB,A,DXV,ABDXV~~~~~N
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
M,~~~~~,AB,B,DXV,ABDXV~~~~~N
F11,xt~~~,AB,A,CGA,ABCGAxt~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
B13,~~~~~,AB,A,MSR,ABMSR~~~~~N
B07,~~~~~,AB,A,DZY,ABDZY~~~~~N
U,~~~~~,AB,A,PCM,ABPCM~~~~~N
F13,~~~~~,AB,A,WEN,ABWEN~~~~~N
U,~~~~~,AB,A,SVY,ABSVY~~~~~N
D,gl~~~,AB,A,BUF,ABBUFgl~~~N
U,~~~~~,AB,A,KEG,ABKEG~~~~~N
F11,~~~~~,AB,A,MLD,ABMLD~~~~~N
D,~~~~~,AB,B,LGD,ABLGD~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
F11,~~~~~,AB,A,MLD,ABMLD~~~~~N
B07,~~~~~,AB,A,DZY,ABDZY~~~~~N
U,~~~~~,AB,A,PCM,ABPCM~~~~~N
F11,~~~~~,AB,A,WEN,ABWEN~~~~~N
B07,~~~~~,AB,A,DZY,ABDZY~~~~~N
U,~~~~~,AB,A,PCM,ABPCM~~~~~N
U,~~~~~,AB,A,SVY,ABSVY~~~~~N
F13,~~~~~,AB,A,WEN,ABWEN~~~~~N
B07,~~~~~,AB,A,DZY,ABDZY~~~~~N
U,~~~~~,AB,A,PCM,ABPCM~~~~~N
F13,~~~~~,AB,A,WEN,ABWEN~~~~~N
U,~~~~~,AB,A,SVY,ABSVY~~~~~N
D,~~~~~,AB,B,PCM,ABPCM~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
F11,~~~~~,AB,A,WEN,ABWEN~~~~~N
B07,~~~~~,AB,A,DZY,ABDZY~~~~~N
U,~~~~~,AB,A,PCM,ABPCM~~~~~N
U,~~~~~,AB,A,SVY,ABSVY~~~~~N
F13,~~~~~,AB,A,WEN,ABWEN~~~~~N
U,~~~~~,AB,A,PCM,ABPCM~~~~~N
B07,~~~~~,AB,A,DZY,ABDZY~~~~~N
U,~~~~~,AB,A,SVY,ABSVY~~~~~N
F13,~~~~~,AB,A,WEN,ABWEN~~~~~N
M,~~~~~,AB,B,PCM,ABPCM~~~~~N
B07,~~~~~,AB,A,DZY,ABDZY~~~~~N
U,~~~~~,AB,A,SVY,ABSVY~~~~~N
F13,~~~~~,AB,A,WEN,ABWEN~~~~~N
D,~~~~~,AB,B,LGD,ABLGD~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
F11,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,PCM,ABPCM~~~~~N
B07,~~~~~,AB,A,DZY,ABDZY~~~~~N
U,~~~~~,AB,A,SVY,ABSVY~~~~~N
F13,~~~~~,AB,A,WEN,ABWEN~~~~~N
D,~~~~~,AB,B,LGD,ABLGD~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
F11,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,PCM,ABPCM~~~~~N
B07,~~~~~,AB,A,DZY,ABDZY~~~~~N
U,~~~~~,AB,A,SVY,ABSVY~~~~~N
F13,~~~~~,AB,A,WEN,ABWEN~~~~~N
B07,~~~~~,AB,A,DZY,ABDZY~~~~~N
U,~~~~~,AB,A,PCM,ABPCM~~~~~N
F13,~~~~~,AB,A,WEN,ABWEN~~~~~N
U,~~~~~,AB,A,SVY,ABSVY~~~~~N
D,~~~~~,AB,B,LGD,ABLGD~~~~~N
F11,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
D,~~~~~,AB,D,BKN,ABBKN~~~~~N
D,~~~~~,AB,D,STP,ABSTP~~~~~N
D,~~~~~,AB,C,SRT,ABSRT~~~~~N
U,~~~~~,AB,A,ANZ,ABANZ~~~~~N
F11,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,B,LGD,ABLGD~~~~~N
U,~~~~~,AB,A,LRC,ABLRC~~~~~A
U,pt~~~,AB,A,KEG,ABKEGpt~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
D,~~~~~,AB,C,SRT,ABSRT~~~~~N
U,~~~~~,AB,A,ANZ,ABANZ~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,B,LGD,ABLGD~~~~~N
F11,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
D,~~~~~,AB,B,LGD,ABLGD~~~~~N
U,pt~~~,AB,A,KEG,ABKEGpt~~~N
F11,~~~~~,AB,A,MLD,ABMLD~~~~~N
M,~~~~~,AB,C,PCM,ABPCM~~~~~N
B07,~~~~~,AB,A,DZY,ABDZY~~~~~N
U,~~~~~,AB,B,SVY,ABSVY~~~~~N
F11,~~~~~,AB,A,WEN,ABWEN~~~~~N
B07,~~~~~,AB,A,DZY,ABDZY~~~~~N
U,~~~~~,AB,B,PCM,ABPCM~~~~~N
F11,~~~~~,AB,A,WEN,ABWEN~~~~~N
U,~~~~~,AB,B,SVY,ABSVY~~~~~N
M,~~~~~,AB,C,PCM,ABPCM~~~~~N
B07,~~~~~,AB,A,DZY,ABDZY~~~~~N
U,~~~~~,AB,A,SVY,ABSVY~~~~~N
F11,~~~~~,AB,A,WEN,ABWEN~~~~~N
B07,~~~~~,AB,A,DZY,ABDZY~~~~~N
F11,~~~~~,AB,A,WEN,ABWEN~~~~~N
U,~~~~~,AB,B,PCM,ABPCM~~~~~N
M,~~~~~,AB,C,ZBR,ABZBR~~~~~N
U,~~~~~,AB,A,MIL,ABMIL~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
M,~~~~~,AB,C,ZBR,ABZBR~~~~~N
U,~~~~~,AB,A,MIL,ABMIL~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,MIL,ABMIL~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
M,~~~~~,AB,B,ZBR,ABZBR~~~~~N
U,~~~~~,AB,A,MIL,ABMIL~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,NOR,ABNOR~~~~~N
U,~~~~~,AB,A,MMY,ABMMY~~~~~N
M,~~~~~,AB,C,ZBR,ABZBR~~~~~N
U,~~~~~,AB,B,CPN,ABCPN~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,MIL,ABMIL~~~~~N
U,~~~~~,AB,A,BMT,ABBMT~~~~~N
H,~~~~~,AB,B,MAR,ABMAR~~~~~N
U,~~~~~,AB,A,BMT,ABBMT~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,FIR,ABFIR~~~~~N
U,~~~~~,AB,A,BMT,ABBMT~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
H,~~~~~,AB,B,FIR,ABFIR~~~~~N
U,~~~~~,AB,A,BMT,ABBMT~~~~~N
U,~~~~~,AB,B,MAR,ABMAR~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
H,~~~~~,MB,B,SLB,MBSLB~~~~~A
H,~~~~~,MB,B,SDI,MBSDI~~~~~A
H,~~~~~,MB,B,WOG,MBWOG~~~~~A
H,~~~~~,MB,A,LSD,MBLSD~~~~~A
L,~~~~~,MB,A,WMP,MBWMP~~~~~A
L,p~~~~,MB,A,FYL,MBFYLp~~~~A
H,p~~~~,MB,A,MNT,MBMNTp~~~~A
B14,~~~~~,MB,A,OKO,MBOKO~~~~~N
L,~~~~~,MB,A,THG,MBTHG~~~~~A
U,~~~~~,MB,A,THG,MBTHG~~~~~A
U,~~~~~,MB,A,PIY,MBPIY~~~~~A
U,~~~~~,MB,A,WHU,MBWHU~~~~~A
L,pd~~~,MB,A,FYL,MBFYLpd~~~A
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N
B14,~~~~~,MB,A,OOK,MBOOK~~~~~N
U,~~~~~,MB,A,CIO,MBCIO~~~~~A
U,~~~~~,MB,B,LTI,MBLTI~~~~~A
U,~~~~~,MB,A,WGE,MBWGE~~~~~A
U,~~~~~,MB,B,WOG,MBWOG~~~~~A
F13,d~~~~,MB,A,CAY,MBCAYd~~~~A
B14,~~~~~,MB,A,OKO,MBOKO~~~~~N
B14,~~~~~,MB,A,WKW,MBWKW~~~~~N
F13,~~~~~,MB,A,STD,MBSTD~~~~~A
L,~~~~~,MB,A,THG,MBTHG~~~~~A
L,d~~~~,MB,A,FYL,MBFYLd~~~~A
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N
B14,~~~~~,MB,A,OOK,MBOOK~~~~~N
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A
F13,~~~~~,MB,A,CAY,MBCAY~~~~~A
L,p~~~~,MB,A,FYL,MBFYLp~~~~A
F13,~~~~~,MB,A,STD,MBSTD~~~~~A
L,~~~~~,MB,A,THG,MBTHG~~~~~A
B14,~~~~~,MB,A,OKO,MBOKO~~~~~N
L,p~~~~,MB,A,MEB,MBMEBp~~~~A
F13,~~~~~,MB,A,CAY,MBCAY~~~~~A
M,~~~~~,MB,B,LTI,MBLTI~~~~~A
M,~~~~~,MB,A,MTG,MBMTG~~~~~A
H,~~~~~,MB,A,PIY,MBPIY~~~~~A
H,~~~~~,MB,C,$AR,MB$AR~~~~~N
H,~~~~~,MB,A,CRK,MBCRK~~~~~A
L,~~~~~,MB,A,FYL,MBFYL~~~~~A
L,p~~~~,MB,A,FYL,MBFYLp~~~~A
L,d~~~~,MB,A,GOO,MBGOOd~~~~A
L,d~~~~,MB,A,SFT,MBSFTd~~~~A
L,d~~~~,MB,A,FYL,MBFYLd~~~~A
L,~~~~~,MB,A,DCS,MBDCS~~~~~A
L,~~~~~,MB,A,RIV,MBRIV~~~~~A
L,pd~~~,MB,A,TRO,MBTROpd~~~A
F13,~~~~~,MB,A,CAY,MBCAY~~~~~A
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A
B14,~~~~~,MB,A,OOK,MBOOK~~~~~N
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N
F13,~~~~~,MB,A,CAY,MBCAY~~~~~A
F13,~~~~~,MB,A,STD,MBSTD~~~~~A
L,p~~~~,MB,A,FYL,MBFYLp~~~~A
L,pd~~~,MB,A,FYL,MBFYLpd~~~A
L,~~~~~,MB,A,THG,MBTHG~~~~~A
H,~~~~~,MB,A,CIO,MBCIO~~~~~A
H,~~~~~,MB,A,SDI,MBSDI~~~~~A
H,~~~~~,MB,B,WOG,MBWOG~~~~~A
L,p~~~~,MB,A,FOY,MBFOYp~~~~N
H,~~~~~,MB,A,CRK,MBCRK~~~~~A
L,p~~~~,MB,A,FYL,MBFYLp~~~~A
H,~~~~~,MB,B,SDI,MBSDI~~~~~A
L,~~~~~,MB,A,WMP,MBWMP~~~~~A
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N
F13,~~~~~,MB,A,STD,MBSTD~~~~~A
F13,~~~~~,MB,A,CAY,MBCAY~~~~~A
L,p~~~~,MB,A,FYL,MBFYLp~~~~A
B14,~~~~~,MB,A,OOK,MBOOK~~~~~N
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A
B14,~~~~~,MB,A,OOK,MBOOK~~~~~N
F13,~~~~~,MB,A,CAY,MBCAY~~~~~A
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N
F13,~~~~~,MB,A,STD,MBSTD~~~~~A
L,p~~~~,MB,A,FYL,MBFYLp~~~~A
L,pd~~~,MB,A,FYL,MBFYLpd~~~A
L,pd~~~,MB,A,SFT,MBSFTpd~~~A
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N
F13,~~~~~,MB,A,STD,MBSTD~~~~~A
F13,~~~~~,MB,A,CAY,MBCAY~~~~~A
B14,~~~~~,MB,A,OOK,MBOOK~~~~~N
L,p~~~~,MB,A,FYL,MBFYLp~~~~A
R,p~~~~,MB,A,MNT,MBMNTp~~~~A
R,~~~~~,MB,A,WOG,MBWOG~~~~~A
U,~~~~~,MB,A,WOG,MBWOG~~~~~A
U,~~~~~,MB,A,SDI,MBSDI~~~~~A
U,~~~~~,MB,A,CIO,MBCIO~~~~~A
U,p~~~~,MB,A,KRY,MBKRYp~~~~A
U,~~~~~,MB,A,WGE,MBWGE~~~~~A
F13,~~~~~,MB,A,CAY,MBCAY~~~~~A
B14,~~~~~,MB,A,OOK,MBOOK~~~~~N
L,p~~~~,MB,A,MNT,MBMNTp~~~~A
F13,~~~~~,MB,A,KIC,MBKIC~~~~~A
F13,~~~~~,MB,A,RTV,MBRTV~~~~~N
R,~~~~~,MB,A,BYD,MBBYD~~~~~N
R,~~~~~,MB,B,WOG,MBWOG~~~~~A
R,p~~~~,MB,A,SUW,MBSUWp~~~~N
R,~~~~~,MB,A,PAN,MBPAN~~~~~A
L,~~~~~,MB,A,MDK,MBMDK~~~~~A
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A
F13,~~~~~,MB,A,STD,MBSTD~~~~~A
F13,~~~~~,MB,A,CAY,MBCAY~~~~~A
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N
F13,~~~~~,MB,A,KIC,MBKIC~~~~~A
B14,~~~~~,MB,A,RTV,MBRTV~~~~~N
R,~~~~~,MB,A,WOG,MBWOG~~~~~A
R,p~~~~,MB,A,MEB,MBMEBp~~~~A
H,~~~~~,MB,C,$AR,MB$AR~~~~~N
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N
H,~~~~~,MB,B,LTI,MBLTI~~~~~A
H,~~~~~,MB,B,NOL,MBNOL~~~~~N
H,~~~~~,MB,C,$AR,MB$AR~~~~~N
H,~~~~~,MB,B,LTI,MBLTI~~~~~A
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A
H,~~~~~,MB,B,NOL,MBNOL~~~~~N
H,~~~~~,MB,C,CAD,MBCAD~~~~~N
H,p~~~~,MB,A,FYL,MBFYLp~~~~A
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N
H,~~~~~,MB,A,THG,MBTHG~~~~~A
H,~~~~~,MB,C,$AR,MB$AR~~~~~N
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N
H,~~~~~,MB,B,NOL,MBNOL~~~~~N
F13,~~~~~,MB,A,CAY,MBCAY~~~~~A
H,p~~~~,MB,A,FYL,MBFYLp~~~~A
H,~~~~~,MB,B,HUT,MBHUT~~~~~N
H,~~~~~,MB,B,LTI,MBLTI~~~~~A
B14,~~~~~,MB,A,OOK,MBOOK~~~~~N
H,~~~~~,MB,A,PIY,MBPIY~~~~~A
H,p~~~~,MB,A,MEB,MBMEBp~~~~A
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A
H,~~~~~,MB,A,CRK,MBCRK~~~~~A
H,~~~~~,MB,C,$AR,MB$AR~~~~~N
H,~~~~~,MB,A,CIO,MBCIO~~~~~A
L,p~~~~,MB,A,PGE,MBPGEp~~~~N
H,~~~~~,MB,A,WOG,MBWOG~~~~~A
H,~~~~~,MB,C,$AR,MB$AR~~~~~N
H,~~~~~,MB,C,NOL,MBNOL~~~~~N
B14,~~~~~,MB,B,WKW,MBWKW~~~~~N
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N
F13,~~~~~,MB,A,STD,MBSTD~~~~~A
H,~~~~~,MB,A,TFD,MBTFD~~~~~N
L,p~~~~,MB,A,FYL,MBFYLp~~~~A
H,~~~~~,MB,B,LTI,MBLTI~~~~~A
H,~~~~~,MB,A,SDI,MBSDI~~~~~A
L,~~~~~,ON,B,SUX,ONSUX~~~~~N
L,~~~~~,ON,A,ABM,ONABM~~~~~A
L,~~~~~,ON,A,EAK,ONEAK~~~~~N
M,~~~~~,ON,D,ZAR,ONZAR~~~~~A
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N
F13,~~~~~,MB,A,STD,MBSTD~~~~~A
B14,~~~~~,MB,A,OOK,MBOOK~~~~~N
H,~~~~~,MB,A,CIO,MBCIO~~~~~A
H,~~~~~,MB,A,PIY,MBPIY~~~~~A
R,~~~~~,MB,A,WOG,MBWOG~~~~~A
R,p~~~~,MB,A,FYL,MBFYLp~~~~A
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A
F13,~~~~~,MB,A,KIC,MBKIC~~~~~A
L,p~~~~,MB,A,KRY,MBKRYp~~~~A
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N
F13,~~~~~,MB,A,RTV,MBRTV~~~~~N
F13,~~~~~,MB,A,STD,MBSTD~~~~~A
L,~~~~~,MB,A,LSD,MBLSD~~~~~A
L,d~~~~,MB,A,MNT,MBMNTd~~~~A
L,p~~~~,MB,A,FYL,MBFYLp~~~~A
U,~~~~~,MB,A,LSD,MBLSD~~~~~A
U,~~~~~,MB,A,PIY,MBPIY~~~~~A
U,~~~~~,MB,A,CIO,MBCIO~~~~~A
U,p~~~~,MB,A,KRY,MBKRYp~~~~A
U,~~~~~,MB,A,MEB,MBMEB~~~~~A
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A
U,~~~~~,MB,A,CRK,MBCRK~~~~~A
R,~~~~~,MB,B,WOG,MBWOG~~~~~A
F13,~~~~~,MB,A,CAY,MBCAY~~~~~A
U,~~~~~,MB,A,CIO,MBCIO~~~~~A
U,~~~~~,MB,A,LSD,MBLSD~~~~~A
U,~~~~~,MB,A,WOG,MBWOG~~~~~A
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A
U,~~~~~,MB,A,ELM,MBELM~~~~~A
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N
L,~~~~~,MB,A,BAM,MBBAM~~~~~A
