AtcoCode,CommonName,Landmark,ModificationDateTime,Notes,StopType
1800ED08421,Abbeyhills Rd,O/S HOUSE 13,2007-11-01T00:00:00,,BCT
1800ED08792,Abbeyhills Road,ABBEYHILLS ROAD,2006-05-24T00:00:00,,BCT
1800ED19141,Abbotsford Rd,HOUSE 102,2007-11-01T00:00:00,,BCT
1800EDH2522,Abbotsford Street,ABBOTSFORD ST,2007-11-01T00:00:00,,BCT
1800NE03401,Abbott St,HOUSE 560,2007-11-01T00:00:00,,BCT
1800NEH0231,Abbott St (NW bnd),Abbott St (NW bnd),2011-01-26T00:00:00,LOCATION AMENDED,BCT
1800NEH0102,Abbott Street,AJAX STREET,2007-11-01T00:00:00,,BCT
1800NEH0101,Abbott Street (SE bnd),AJAX STREET,2007-11-01T00:00:00,,BCT
1800NCH2062,Abden Street,ULUNDI STREET,2007-11-01T00:00:00,,BCT
1800NCH1891,Abden Street,WATER STREET,2007-11-01T00:00:00,,BCT
1800NCH1892,Abden Street,WATER STREET,2007-11-01T00:00:00,,BCT
1800NCH2061,Abden Street,ULUNDI STREET,2007-11-01T00:00:00,,BCT
1800NB40731,Abercarn Cl,HOUSE 330,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800WA12921,Abercorn Road,HOUSE 99,2007-11-01T00:00:00,,BCT
1800WA12931,Abercorn Road,HOUSE 107,2007-11-01T00:00:00,,BCT
1800NE00501,Aberley Fold,,2015-04-02T00:00:00,STOP LOCATION AMENDED,BCT
1800WA20421,Abernethy Street,PRIMARY SCHOOL,2014-05-15T00:00:00,indicator amended,BCT
1800WA20411,Abernethy Street,PRIMARY SCHOOL,2014-05-15T00:00:00,indicator amended,BCT
1800WK00711,Abingdon Dr,HOUSE 174,2013-05-18T00:00:00,INDICATOR AMENDED,BCT
1800WK00721,Abingdon Dr,HOUSE 162,2013-05-18T00:00:00,INDICATOR AMENDED,BCT
1800SJ47601,Abington Road,BAPTIST CHAPEL,2015-01-30T00:00:00,INDICATOR AMENDED,BCT
1800ZZMAABM1,Abraham Moss (Manchester Metrolink),,2011-03-04T00:00:00,,TMU
1800ZZMAABM2,Abraham Moss (Manchester Metrolink),,2011-03-04T00:00:00,,TMU
1800NB40881,Abraham Moss Ctr,CHURCH,2011-01-06T00:00:00,INDICATOR AMENDED,BCT
1800NB40871,Abraham Moss Ctr,RAILWAY BRIDGE,2007-11-01T00:00:00,,BCT
1800WK37781,Abram Council Offices,COUNCIL OFFICES,2007-11-01T00:00:00,,BCT
1800WK37801,Abram Labour Club,HOUSE 332,2014-02-18T00:00:00,indicator amended,BCT
1800WK37791,Abram PO,HOUSE 278,2007-11-01T00:00:00,,BCT
1800NF40641,Abram St,HOUSE 46,2015-11-22T00:00:00,STOP LOCATION AMENDED,BCT
1800NF40631,Abram St,LANGLEY MILL,2007-11-01T00:00:00,,BCT
1800WKH0702,Acacia Crescent,ACACIA CRESCENT,2010-05-26T00:00:00,REMOVED,BCT
1800WKH0701,Acacia Crescent,ACACIA CRESCENT,2010-05-26T00:00:00,REMOVED,BCT
1800ED28811,Acacia Rd,HOUSE 102,2007-11-01T00:00:00,,BCT
1800ED28821,Acacia Rd,HOUSE 123,2016-08-25T00:00:00,STOP LOCATION AMENDED,BCT
1800EB03871,Acacias Sch,PRIMARY SCH,2010-03-25T00:00:00,INDICATOR AMENDED,BCT
1800EB03861,Acacias Sch,HOUSE 42,2007-11-01T00:00:00,,BCT
1800SG12351,Ack Ln East,SHOPS,2014-02-18T00:00:00,INDICATOR AMENDED,BCT
1800SG05691,Ack Ln East,RESTAURANT,2014-02-18T00:00:00,INDICATOR AMENDED,BCT
1800SJ03571,Ackers Farm,,2014-09-30T00:00:00,INDICATOR AMENDED,BCT
1800SJ03561,Ackers Farm,FARM,2014-09-30T00:00:00,INDICATOR AMENDED,BCT
1800SJ48171,Ackers Lane,LINCO IMPLEX LD,2015-02-13T00:00:00,INDICATOR AMENDED,BCT
1800SJ48181,Ackers Lane,,2015-02-13T00:00:00,INDICATOR AMENDED,BCT
1800WK05121,Ackhurst Ln,COLLEGE,2016-10-06T00:00:00,STOP LOCATION AMENDED,BCT
1800WK05111,Ackhurst Ln,,2014-02-14T00:00:00,indicator amended,BCT
1800EBH0502,Ackroyd Street,ACKROYD STREET,2007-11-01T00:00:00,,BCT
1800SB31521,Acomb St,SHOPS,2007-11-01T00:00:00,,BCT
1800SG05661,Acre Ln,HOUSE 123,2014-02-18T00:00:00,INDICATOR AMENDED,BCT
1800SG05651,Acre Ln,ABBEYFIELD SOC,2014-02-18T00:00:00,INDICATOR AMENDED,BCT
1800EHH0072,Acre Street,VICTORIA STREET,2007-11-01T00:00:00,,BCT
1800EHH0071,Acre Street (SE Bnd),VICTORIA STREET,2010-10-14T00:00:00,DIRECTION AMENDED,BCT
1800NBH1101,Acre Top Rd (NW bnd),Acre Top Rd (NW bnd),2011-01-12T00:00:00,,BCT
1800NBH0262,Acre Top Road,MUNN ROAD,2007-11-01T00:00:00,,BCT
1800NBH0261,Acre Top Road (SE bnd),MUNN ROAD,2011-01-12T00:00:00,DIRECTION AMENDED,BCT
1800EH37171,Acres Ln,,2007-11-01T00:00:00,,BCT
1800NEH4331,Acresfield Rd (NE bnd),Acresfield Rd (NE bnd),2011-01-24T00:00:00,,BCT
1800NEH4321,Acresfield Rd (NE bnd),Acresfield Rd (NE bnd),2011-01-24T00:00:00,,BCT
1800NFH1002,Acresfield Road,BOLTON ROAD,2007-11-01T00:00:00,,BCT
1800EHH0902,Acresfield Road,ACRESFIELD ROAD,2007-11-01T00:00:00,,BCT
1800NFH1001,Acresfield Road,BOLTON ROAD,2007-11-01T00:00:00,,BCT
1800EHH0901,Acresfield Road,ACRESFIELD ROAD,2007-11-01T00:00:00,,BCT
1800NEH0382,Acresfield Road (Stanycliffe),GUILDFORD GROVE,2007-11-01T00:00:00,,BCT
1800NEH0381,Acresfield Road (SW bnd),GUILDFORD GROVE,2011-01-24T00:00:00,DIRECTION AMENDED,BCT
1800EB00831,Adair St,APARTMENTS,2013-01-30T00:00:00,INDICATOR AMENDED,BCT
1800WAH2312,Addington Road,SUTTON ROAD,2007-11-01T00:00:00,,BCT
1800WA04001,Addington Road,,2014-10-14T00:00:00,INDICATOR AMENDED,BCT
1800WA16731,Addington Road,,2007-11-01T00:00:00,,BCT
1800WAH2311,Addington Road (NWbnd),SUTTON ROAD,2010-05-11T00:00:00,DIRECTION REVISED,BCT
1800NF27481,Addison Rd,,2007-11-05T00:00:00,LOCATION AMENDED,BCT
1800NF27491,Addison Rd,HOUSE 18,2015-10-11T00:00:00,STOP LOCATION AMENDED,BCT
1800SJH0592,Addison Road,MANCHESTER RD,2007-11-01T00:00:00,,BCT
1800SJ48151,Addison Road,COMMUNITY CTR,2015-02-13T00:00:00,INDICATOR AMENDED,BCT
1800SJ48201,Addison Road,SHELL CHEMICALS,2015-02-13T00:00:00,INDICATOR AMENDED,BCT
1800SJH0591,Addison Road,MANCHESTER RD,2007-11-01T00:00:00,,BCT
1800NFH1811,Addison Road,Addison Road,2007-11-01T00:00:00,,BCT
1800NFH1812,Addison Road,Addison Road,2007-11-01T00:00:00,,BCT
1800NF29391,Adelaide St,NURSING HOME,2007-11-01T00:00:00,,BCT
1800NF02661,Adelaide St,FLATS,2015-11-24T00:00:00,STOP NAME AMENDED,BCT
1800WAH0852,Adelaide Street (to def route),ST HELENS ROAD,2008-07-10T00:00:00,INDICATOR AMENDED,BCT
1800WAH0851,Adelaide Street (to def route),ST HELENS ROAD,2008-07-10T00:00:00,INDICATOR AMENDED,BCT
1800EBH0881,Aden Close,ASHLAR DRIVE,2007-11-01T00:00:00,,BCT
1800EBH0882,Aden Close,ASHLAR DRIVE,2005-05-24T00:00:00,,BCT
1800WA08291,Adisham Drive,HOUSE 7,2007-11-01T00:00:00,,BCT
1800WA08281,Adisham Drive,PHARMACY,2007-11-01T00:00:00,,BCT
1800SG05991,Adswood Park,ADSWOOD PARK,2014-02-18T00:00:00,INDICATOR AMENDED,BCT
1800SG17271,Adswood Rd,UTD DAIRIES,2014-02-21T00:00:00,INDICATOR AMENDED,BCT
1800SG17261,Adswood Rd,UTD DAIRIES,2014-02-21T00:00:00,INDICATOR AMENDED,BCT
1800NC22301,Affetside Dr,HOUSE 85,2007-11-01T00:00:00,,BCT
1800WAH2272,Affleck Avenue,EAMES AVENUE,2007-11-01T00:00:00,,BCT
1800WAH0112,Affleck Avenue,PICKERING CLOSE,2007-11-01T00:00:00,,BCT
1800WAH0111,Affleck Avenue (NEbnd),PICKERING CLOSE,2010-05-13T00:00:00,DIRECTION AMENDED,BCT
1800WAH2271,Affleck Avenue (NWbnd),EAMES AVENUE,2010-05-13T00:00:00,DIRECTION AMENDED,BCT
1800EDH0361,Age Croft,AGE CROFT,2007-11-01T00:00:00,,BCT
1800EDH0362,Age Croft,AGE CROFT,2005-05-24T00:00:00,,BCT
1800NF17941,Agecroft Bridge,MILL,2007-11-01T00:00:00,,BCT
1800NF17951,Agecroft Bridge,PLAYING FIELDS,2007-11-01T00:00:00,,BCT
1800NF09851,Agecroft Park,ENTERPRISE PARK,2011-09-19T00:00:00,,BCT
1800NF40681,Agecroft Rd,,2007-11-01T00:00:00,,BCT
1800WF39051,Agecroft Rd,,2014-02-20T00:00:00,indicator amended,BCT
1800NF40691,Agecroft Rd,,2007-11-01T00:00:00,,BCT
1800WF39061,Agecroft Rd,GTR MCR FIRE HQ,2014-02-20T00:00:00,indicator amended,BCT
1800NC42401,Agecroft Rd West,HOUSE 19,2010-04-23T00:00:00,INDICATOR AMENDED,BCT
1800SJH2642,Aimson Road East Turning Circle,Aimson Road East Turning Circle,2010-05-13T00:00:00,REMOVED,BCT
1800SJH2641,Aimson Road East Turning Circle,Aimson Road East Turning Circle,2010-05-13T00:00:00,REMOVED,BCT
1800NC23081,Ainsworth Arms,AINSWORTH ARMS,2011-01-19T00:00:00,name amended,BCT
1800NC23151,Ainsworth Arms,THE MARNE,2007-11-01T00:00:00,,BCT
1800WA19101,Ainsworth Arms,AINSWORTH ARMS,2014-05-15T00:00:00,indicator amended,BCT
1800NC23161,Ainsworth Arms,HOUSE 70,2007-11-01T00:00:00,,BCT
1800WA19091,Ainsworth Arms,HOUSE 617,2014-05-15T00:00:00,indicator amended,BCT
1800NC23101,Ainsworth Arms,CAR PARK,2011-01-19T00:00:00,name amended,BCT
1800NC23091,Ainsworth Arms,AINSWORTH ARMS,2011-01-19T00:00:00,name amended,BCT
1800NC23111,Ainsworth Arms,HOUSE 2,2011-01-19T00:00:00,name amended,BCT
1800WA14701,Ainsworth Avenue,HOUSE 7,2007-11-01T00:00:00,,BCT
1800WA20461,Ainsworth Avenue,,2014-05-15T00:00:00,indicator amended,BCT
1800WA11491,Ainsworth Avenue,HOUSE 16,2007-11-01T00:00:00,,BCT
1800WA14702,Ainsworth Avenue,AINSWORTH AVE,2006-05-31T00:00:00,,BCT
1800WA08251,Ainsworth Court,,2007-11-01T00:00:00,,BCT
1800NC00121,Ainsworth Hall Rd,,2010-03-30T00:00:00,INDICATOR AMENDED,BCT
1800NC22241,Ainsworth Hall Rd,PARK,2010-04-23T00:00:00,INDICATOR AMENDED,BCT
1800NC00131,Ainsworth Hall Rd,,2007-11-01T00:00:00,,BCT
1800NC22251,Ainsworth Hall Rd,CHURCH,2014-10-10T00:00:00,STOP LOCATION AMENDED,BCT
1800WA25791,Ainsworth Lane,,2014-04-23T00:00:00,indicator amended,BCT
1800NC35231,Ainsworth Rd,HOUSE 91,2011-01-20T00:00:00,name & indicator amended,BCT
1800NC00601,Ainsworth Rd,NEWSAGENT,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800NC35241,Ainsworth Rd,HOUSE 110,2011-01-20T00:00:00,name & indicator amended,BCT
1800NC23141,Ainsworth Rd,GORSE HILL FARM,2010-04-23T00:00:00,INDICATOR AMENDED,BCT
1800NC00541,Ainsworth Rd,BLOCKBUSTER,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800NC00661,Ainsworth Rd,CAR PARK,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800NC35061,Ainsworth Rd,DERBY ARMS,2015-11-30T00:00:00,STOP LOCATION AMENDED,BCT
1800NCH1331,Ainsworth Road,AINSWORTH ROAD,2007-11-01T00:00:00,,BCT
1800NCH1332,Ainsworth Road,AINSWORTH ROAD,2007-11-01T00:00:00,,BCT
1800NE17301,Ainsworth St,PROPERTY 187,2007-11-01T00:00:00,,BCT
1800NE17291,Ainsworth St,SUB STATION,2010-04-26T00:00:00,INDICATOR AMENDED,BCT
1800WAH1351,Aintree Road,AINTREE ROAD,2007-11-01T00:00:00,,BCT
1800WAH1352,Aintree Road,AINTREE ROAD,2007-11-01T00:00:00,,BCT
1800WAH4141,Aintree Road (NE bnd),Aintree Road (NE bnd),2015-05-14T00:00:00,,BCT
1800SJ48141,Air Products,POWER STATION,2015-02-13T00:00:00,INDICATOR AMENDED,BCT
1800SJ48211,Air Products,POWER STN,2015-02-13T00:00:00,INDICATOR AMENDED,BCT
1800WA09971,Aire Drive,HOUSE 224,2007-11-01T00:00:00,,BCT
1800SBH1511,Airport (to def rte),OUTWOOD LANE,2008-08-22T00:00:00,NAME AMENDED,BCT
1800SBH1512,Airport (to def rte),OUTWOOD LANE,2008-08-22T00:00:00,NAME AMENDED,BCT
1800SB39711,Airport Hotel,HOTEL,2007-11-01T00:00:00,,BCT
1800SB39701,Airport Hotel,HOTEL,2007-11-01T00:00:00,,BCT
1800SBH1671,Airport Motorway (to def rte),Airport Motorway (to def rte),2010-03-29T00:00:00,NAME AMENDED,BCT
1800SBH1592,Airport Viewing Park,VIEWING PARK,2007-11-01T00:00:00,,BCT
1800SBH1591,Airport Viewing Park,VIEWING PARK,2007-11-01T00:00:00,,BCT
1800NEH0111,Ajax Street,IVOR STREET,2007-11-01T00:00:00,,BCT
1800NEH0112,Ajax Street,IVOR STREET,2007-11-01T00:00:00,,BCT
1800SJ12081,Akzo Nobel,COBRA COURT,2014-10-09T00:00:00,INDICATOR AMENDED,BCT
1800SGH0591,Alamein Dr (SWbd),CORCORAN DRIVE,2007-11-01T00:00:00,,BCT
1800SGH1481,Alamein Drive (NEbd),CHERRY TREE LA,2007-11-01T00:00:00,,BCT
1800SJ11321,Alan Drive,HOUSE 53,2014-10-09T00:00:00,INDICATOR AMENDED,BCT
1800SJ11481,Alan Drive,HOUSE 44,2014-10-09T00:00:00,INDICATOR AMENDED,BCT
1800SB14101,Alan Rd,HOUSE 30,2007-11-01T00:00:00,,BCT
1800EB32921,Alan Turing Way,STADIUM,2007-11-01T00:00:00,,BCT
1800EB33921,Alan Turing Way,FLATS,2010-09-09T00:00:00,INDICATOR AMENDED,BCT
1800EBH1271,Alan Turing Way (to def rte),ASHTON OLD ROAD,2008-07-30T00:00:00,NAME AMENDED,BCT
1800WF40601,Albany Cl,HOUSE 272,2014-02-18T00:00:00,indicator amended,BCT
1800NE21961,Albany Hotel,HOTEL,2010-04-26T00:00:00,INDICATOR AMENDED,BCT
1800NE21971,Albany Hotel,HOUSE 38,2007-11-01T00:00:00,,BCT
1800NCH3171,Albert Avenue,MOWBREY AVE,2008-03-19T00:00:00,LOCATION AMENDED,BCT
1800NCH3172,Albert Avenue,MOWBREY AVE,2008-03-19T00:00:00,LOCATION AMENDED,BCT
1800SB04191,Albert Hall,ALBERT HALL,2007-11-01T00:00:00,,BCT
1800SG05301,Albert R,THORNFIELD HSE,2014-02-17T00:00:00,INDICATOR AMENDED,BCT
1800EB03811,Albert Rd,BOWLING GRN,2010-03-25T00:00:00,INDICATOR AMENDED,BCT
1800WA42131,Albert Rd,HOUSE 13A,2014-02-26T00:00:00,indicator amended,BCT
1800WA41891,Albert Rd,,2014-02-27T00:00:00,indicator amended,BCT
1800WA06951,Albert Rd,HOUSE 8,2015-11-22T00:00:00,STOP LOCATION AMENDED,BCT
1800EB03611,Albert Rd,SHOP,2010-03-25T00:00:00,INDICATOR AMENDED,BCT
1800WA42071,Albert Rd,FACTORY,2014-02-26T00:00:00,indicator amended,BCT
1800EB03601,Albert Rd,FURNITURE SHOP,2010-03-25T00:00:00,INDICATOR AMENDED,BCT
1800WA42141,Albert Rd,CHIP SHOP,2014-02-26T00:00:00,indicator amended,BCT
1800WAH3571,Albert Rd (to def rte),Albert Rd (to def rte),2008-07-30T00:00:00,NAME AMENDED,BCT
1800WA15381,Albert Road,DIY CENTRE,2007-11-01T00:00:00,,BCT
1800WA17101,Albert Road,HOUSE 287,2007-11-01T00:00:00,,BCT
1800WA17111,Albert Road,HOUSE 289,2007-11-01T00:00:00,,BCT
1800WA17481,Albert Road,CHURCH,2007-11-01T00:00:00,,BCT
1800WA42072,Albert Road           Qs,ALBERT ROAD,2006-05-19T00:00:00,,BCT
1800NFH1661,Albert Road (to define route),Albert Road (to define route),2007-11-01T00:00:00,,BCT
1800WA14081,Albert Road West,HOUSE 154,2007-11-01T00:00:00,,BCT
1800WA17501,Albert Road West,HOUSE 99,2007-11-01T00:00:00,,BCT
1800WAH2191,Albert Road West,Albert Road West,2009-01-05T00:00:00,INDICATOR AMENDED,BCT
1800WAH2192,Albert Road West,Albert Road West,2009-01-05T00:00:00,INDICATOR AMENDED,BCT
1800NE23831,Albert Royds St,HOUSE 46,2011-03-01T00:00:00,INDICATOR AMENDED,BCT
1800NE33201,Albert Royds St,HOUSE 225,2011-03-01T00:00:00,INDICATOR AMENDED,BCT
1800NE33211,Albert Royds St,HOUSE 164,2011-03-01T00:00:00,INDICATOR AMENDED,BCT
1800SB45391,Albert Square,TOWN HALL,2007-11-01T00:00:00,,BCT
1800SBT0111,Albert Square,BRAZENNOSE ST,2004-09-14T00:00:00,,TXR
1800SB45371,Albert Square,TOWN HALL,2007-11-01T00:00:00,,BCT
1800NF27181,Albert St,HOUSE 31,2007-11-01T00:00:00,,BCT
1800ED00441,Albert St,STANLEY RD CLUB,2010-10-15T00:00:00,NAME AMENDED,BCT
1800WK00501,Albert St,PHONE EXCHANGE,2013-05-18T00:00:00,INDICATOR AMENDED,BCT
1800WK32811,Albert St,CHURCH,2013-05-18T00:00:00,INDICATOR AMENDED,BCT
1800NF27171,Albert St,KINGDOM HALL,2007-11-01T00:00:00,,BCT
1800WK00491,Albert St,CAR PARK,2013-05-18T00:00:00,INDICATOR AMENDED,BCT
1800EDH3371,Albert Street,Albert Street,2007-11-01T00:00:00,,BCT
1800EDH3372,Albert Street,Albert Street,2007-11-01T00:00:00,,BCT
1800EDH1051,Albert Street,Albert Street,2007-11-01T00:00:00,,BCT
1800WA19831,Albert Street,CHURCH,2014-05-15T00:00:00,indicator amended,BCT
1800NF03621,Albion H.S.,SCHOOL,2010-03-29T00:00:00,NAME AMENDED,BCT
1800EH39391,Albion Hotel,HOUSE 38,2009-02-26T00:00:00,INDICATOR AMENDED,BCT
1800EH39401,Albion Hotel,CHURCH,2007-11-01T00:00:00,,BCT
1800NC33911,Albion St,HOUSE 131,2007-11-01T00:00:00,,BCT
1800NE49901,Albion St,PUBLIC HOUSE,2007-11-01T00:00:00,,BCT
1800NC33921,Albion St,HOUSE 98,2007-11-01T00:00:00,,BCT
1800WK35441,Albion St,OP BANK,2007-11-01T00:00:00,,BCT
1800NEH4681,Albion St (NWbnd),Albion St (NWbnd),2011-02-04T00:00:00,,BCT
1800NCH2982,Albion Street,JOHNSON STREET,2007-11-01T00:00:00,,BCT
1800NEH0162,Albion Street,LEANDER STREET,2007-11-01T00:00:00,,BCT
1800NCH2981,Albion Street,JOHNSON STREET,2007-11-01T00:00:00,,BCT
1800NEH0161,Albion Street (NWbnd),LEANDER STREET,2007-11-01T00:00:00,,BCT
1800NEH4691,Albion Street (SEbnd),Albion Street (SEbnd),2011-02-04T00:00:00,,BCT
1800NEH4671,Albion Street (SEbnd),Albion Street (SEbnd),2011-02-04T00:00:00,,BCT
1800NFH1561,Albion Way (to define route),Albion Way (to define route),2008-07-30T00:00:00,NAME AMENDED,BCT
1800NFH1611,Albion Way (to define route),Albion Way (to define route),2007-11-01T00:00:00,,BCT
1800NB43891,Albyns Ave,SUPERMARKET,2010-03-30T00:00:00,INDICATOR AMENDED,BCT
1800SG39371,Alden Walk,HOUSE 107,2014-02-24T00:00:00,INDICATOR AMENDED,BCT
1800SG39361,Alden Walk,HOUSE 64,2014-02-24T00:00:00,INDICATOR AMENDED,BCT
1800NCH3821,Alder Ave (Nbd - to define route),M66/Alder Ave (Nbd - to define route),2008-08-01T00:00:00,NAME AMENDED,BCT
1800NCH3711,Alder Ave (Sbd - to define route),M66/Alder Ave (Sbd - to define route),2008-08-01T00:00:00,NAME AMENDED,BCT
1800EHH2341,Alder Community High School,Alder Community High School,2014-01-28T00:00:00,,BCT
1800EH37031,Alder H.S.,SCHOOL,2010-11-16T00:00:00,INDICATOR AMENDED,BCT
1800EH37041,Alder H.S.,HOUSE 162,2010-11-16T00:00:00,INDICATOR AMENDED,BCT
1800EDH0541,Alder Rd (Nbnd),WARWICK RD,2010-04-29T00:00:00,DIRECTION AMENDED,BCT
1800EDH4051,Alder Road,PUBLIC HOUSE,2011-03-10T00:00:00,LANDMARK AMENDED,BCT
1800EDH4071,Alder Road,ALDER ROAD,2011-03-04T00:00:00,,BCT
1800EDH2492,Alder Road,CLOUGH ROAD,2007-11-01T00:00:00,,BCT
1800EDH4061,Alder Road,ALDER ROAD,2011-03-04T00:00:00,,BCT
1800NEH0201,Alder Road,ALDER ROAD,2007-11-01T00:00:00,,BCT
1800EDH4081,Alder Road,ALDER ROAD,2011-03-04T00:00:00,,BCT
1800EDH0542,Alder Road,WARWICK ROAD,2007-11-01T00:00:00,,BCT
1800EDH2491,Alder Road (Sbd),CLOUGH ROAD,2010-04-29T00:00:00,DIRECTION AMENDED,BCT
1800WF40121,Alderbrook Rd,HOUSE 2,2014-02-19T00:00:00,indicator amended,BCT
1800WA25571,Aldercroft Avenue,HOUSE 91,2014-05-14T00:00:00,indicator amended,BCT
1800WA25581,Aldercroft Avenue,HOUSE 104,2014-05-14T00:00:00,indicator amended,BCT
1800SB32351,Alderfield Rd,HOUSE 67,2007-11-01T00:00:00,,BCT
1800WA18541,Alderley Avenue,HOUSE 202,2014-05-16T00:00:00,indicator amended,BCT
1800WA18531,Alderley Avenue,HOUSE 217,2014-05-16T00:00:00,indicator amended,BCT
1800EH21891,Alderley St,ODDFELLOWS ARMS,2010-04-19T00:00:00,INDICATOR AMENDED,BCT
1800EH21901,Alderley St,HOUSE 97,2010-04-19T00:00:00,INDICATOR AMENDED,BCT
1800SB33441,Aldermary Rd,CEMETERY,2007-11-01T00:00:00,,BCT
1800SB33431,Aldermary Rd,LODGE 210,2007-11-01T00:00:00,,BCT
1800SBH0102,Aldermary Road,BARLOW MOOR RD,2007-11-01T00:00:00,,BCT
1800SBH0101,Aldermary Road,BARLOW MOOR RD,2007-11-01T00:00:00,,BCT
1800WF40671,Alderminster Ave,,2014-02-18T00:00:00,indicator amended,BCT
1800WF40661,Alderminster Ave,,2014-02-18T00:00:00,indicator amended,BCT
1800SB42821,Alders Rd,HOUSE 16,2010-09-16T00:00:00,LOCATION AMENDED,BCT
1800SG36491,Alders Rd,LARCHFIELD,2014-02-25T00:00:00,indicator amended,BCT
