AtcoCode,ModificationDateTime,NaptanCode,NptgLocalityCode,ShortCommonName
1800NBH0252,2007-11-01T00:00:00,,E0028798,
1800NBH0251,2011-01-13T00:00:00,,E0028798,
1800NBH1111,2011-01-13T00:00:00,,E0028798,
1800NF40121,2011-03-11T00:00:00,MANGPAGD,E0029003,Muriel St
1800SJ11851,2014-10-09T00:00:00,MANJTAJA,E0028730,Murieston Road
1800SJ11281,2014-10-09T00:00:00,MANJPWPD,E0028730,Murieston Road
1800NF40071,2011-03-11T00:00:00,MANGPADM,E0028800,Murray Street
1800NF40081,2011-03-11T00:00:00,MANGPADP,E0028800,Murray Street
1800NE02491,2015-04-06T00:00:00,MANDWDWJ,E0028508,Murrayfield
1800NB35021,2007-11-01T00:00:00,MANDJTPJ,N0074933,Museum
1800SBH1771,2009-05-20T00:00:00,,E0028715,
1800SBH1772,2009-05-20T00:00:00,,E0028715,
1800NEH1351,2011-02-10T00:00:00,,E0028791,
1800NEH1371,2011-02-10T00:00:00,,N0074925,
1800NEH1352,2007-11-01T00:00:00,,E0028791,
1800NC42501,2008-11-14T00:00:00,MANDTPWT,N0075032,Myrtle Bank
1800NC05261,2010-04-21T00:00:00,MANTGMGP,N0075032,Myrtle Bank
1800NC42502,2006-05-19T00:00:00,,N0075032,
1800EBH0922,2005-05-24T00:00:00,,E0028544,
1800EBH0921,2007-11-01T00:00:00,,E0028544,
1800WA12111,2007-11-01T00:00:00,MANPADJW,E0028752,Nab Gate
1800WA12101,2007-11-01T00:00:00,MANPADJT,E0028752,Nab Gate
1800NC22801,2007-11-01T00:00:00,MANDPWPJ,E0028476,Nabbs Way
1800NC22811,2010-01-12T00:00:00,MANDPWPM,E0028476,Nabbs Way
1800WA15541,2007-11-01T00:00:00,MANPATDP,E0028979,Nandywell
1800SG08301,2014-02-17T00:00:00,MANJDAGJ,E0029163,Nangreave Rd
1800SG40001,2014-02-13T00:00:00,MANJGWTM,E0028783,Nangreave Rd
1800SG40541,2014-02-13T00:00:00,MANJMATJ,E0028783,Nangreave Rd
1800SB30971,2007-11-01T00:00:00,MANGTMPA,N0074979,Nantwich Rd
1800SB30961,2007-11-01T00:00:00,MANGTMJW,N0074979,Nantwich Rd
1800ED08631,2010-03-30T00:00:00,MANAMDTM,E0029224,Napier St East
1800NF29091,2011-03-03T00:00:00,MANGMGDA,E0028378,Narbonne Ave
1800SJ03221,2014-09-26T00:00:00,MANJPDWA,E0029470,Nash Road
1800SJ04171,2014-09-26T00:00:00,MANJPJPW,E0029470,Nash Road
1800SB12311,2007-11-01T00:00:00,MANGPTWJ,E0029594,Nathans Rd
1800SB12321,2007-11-01T00:00:00,MANGPTWM,E0029594,Nathans Rd
1800NEH1641,2007-11-01T00:00:00,,N0074880,
1800NEH1642,2007-11-01T00:00:00,,N0074880,
1800WK13291,2014-02-12T00:00:00,MANTPWTD,E0028762,Navenby Rd
1800SG35831,2007-11-01T00:00:00,MANJGDPG,E0029038,Navigation
1800SG35821,2007-11-01T00:00:00,MANJGDPD,E0029038,Navigation
1800SG35841,2007-11-01T00:00:00,MANJGDPJ,E0029038,Navigation
1800ED13471,2010-04-15T00:00:00,MANAPAPG,E0029045,Navigation Inn
1800ED13481,2010-04-15T00:00:00,MANAPAPJ,E0029045,Navigation Inn
1800SJE1851,2004-09-14T00:00:00,,N0075095,
1800SJE1841,2004-09-14T00:00:00,,N0075095,
1800SJR4921,2005-05-24T00:00:00,,N0075095,
1800SJR0331,2005-05-24T00:00:00,,N0075095,
1800ZZMANAV1,2004-09-14T00:00:00,,N0075095,
1800ZZMANAV2,2004-09-14T00:00:00,,N0075095,
1800NAVGTNR0,2014-01-16T00:00:00,,N0075095,
1800SJ49371,2007-11-01T00:00:00,MANJWATD,N0075095,Navigation Rd Stn
1800SJ49421,2007-11-01T00:00:00,MANJWATW,N0075095,Navigation Rd Stn
1800WK00151,2013-05-18T00:00:00,MANPMDTD,E0028447,Naylor Ave
1800WK00141,2013-05-18T00:00:00,MANPMDTA,E0028447,Naylor Ave
1800EB32261,2007-11-01T00:00:00,MANAGPWP,E0029063,Naylor St
1800EB32271,2010-04-15T00:00:00,MANAGPWT,E0029063,Naylor St
1800EBH1192,2007-11-01T00:00:00,,E0029063,
1800EBH1191,2007-11-01T00:00:00,,E0029063,
1800EDH3462,2007-11-01T00:00:00,,E0029510,
1800EDH3461,2007-11-01T00:00:00,,E0029510,
1800SB42921,2007-11-01T00:00:00,MANGWPDJ,E0029594,Nearbrook Rd
1800SB42881,2007-11-01T00:00:00,MANGWPAT,E0029594,Nearbrook Rd
1800SBH0481,2007-11-01T00:00:00,,E0028505,
1800SB46001,2007-11-01T00:00:00,MANGWTJG,E0028505,Hearcoft Rd
1800SB45991,2010-05-11T00:00:00,MANGWTJD,E0028505,Nearcroft Rd
1800NB43871,2010-04-20T00:00:00,MANDMDGD,E0028704,Neighbourhood Ctr
1800SB08721,2007-11-01T00:00:00,MANGPMGA,E0028505,Neilson Court
1800SBH1581,2007-11-01T00:00:00,,E0028713,
1800SBH0151,2010-06-03T00:00:00,,N0076717,
1800SBH1271,2010-06-03T00:00:00,,N0076717,
1800SBH1272,2007-11-01T00:00:00,,N0076717,
1800SB32901,2007-11-01T00:00:00,MANGWAJT,N0076717,Nell Ln
1800SB33831,2008-02-15T00:00:00,MANGWGAG,E0029519,Nell Ln
1800SB33581,2007-11-01T00:00:00,MANGWDPA,E0029519,Nell Ln
1800SB32891,2007-11-01T00:00:00,MANGWAJP,N0076717,Nell Ln
1800SB33181,2007-11-01T00:00:00,MANGWATM,E0029519,Nell Ln
1800SB08931,2008-02-15T00:00:00,MANGPMJG,E0029519,Nell Ln
1800NF40331,2007-11-01T00:00:00,MANGPAMW,E0029003,Nelson St
1800NF40321,2007-11-01T00:00:00,MANGPAMT,E0029003,Nelson St
1800EH48231,2007-11-01T00:00:00,MANDJDPD,N0074964,Nelson St
1800ED35311,2007-11-01T00:00:00,MANATPJA,E0028385,Nelson Tavern
1800ED35301,2007-11-01T00:00:00,MANATPGW,E0028385,Nelson Tavern
1800SG39321,2014-02-24T00:00:00,MANJGWDJ,E0028777,Nelstrop Cres
1800SG39331,2014-02-24T00:00:00,MANJGWDM,E0028777,Nelstrop Cres
1800NC08651,2007-11-01T00:00:00,MANDPDMD,E0029324,Nero St
1800NC08661,2007-11-01T00:00:00,MANDPDMG,E0029324,Nero St
1800NE32581,2007-11-01T00:00:00,MANGDGMD,E0029475,Neston Rd
1800NE32571,2007-11-01T00:00:00,MANGDGMA,E0029475,Neston Rd
1800NCH4321,2007-11-01T00:00:00,,E0029495,
1800NCH4323,2005-05-24T00:00:00,,E0028659,
1800NCH4322,2007-11-01T00:00:00,,E0029495,
1800WAH0592,2007-11-01T00:00:00,,E0028954,
1800WAH0591,2010-05-12T00:00:00,,E0028954,
1800EDH0982,2007-11-01T00:00:00,,E0029277,
1800EDH0981,2010-10-09T00:00:00,,E0029277,
1800EDH0682,2005-05-24T00:00:00,,E0028793,
1800EDH0681,2007-11-01T00:00:00,,E0028793,
1800EB09581,2010-03-30T00:00:00,MANADWPM,E0028743,Nethervale Dr
1800EB09591,2007-11-01T00:00:00,MANADWPT,E0028743,Nethervale Dr
1800NF05331,2015-06-03T00:00:00,MANTGMPW,E0028902,Nevile Rd
1800NF00441,2015-06-03T00:00:00,MANGJDTA,E0028902,Nevile Rd
1800NFH0261,2007-11-01T00:00:00,,E0028902,
1800NFH0931,2007-11-01T00:00:00,,N0075031,
1800NFH0932,2015-10-19T00:00:00,,N0075031,
1800SG06711,2014-02-18T00:00:00,MANJAPAG,N0074909,Nevill Rd
1800WK00851,2013-05-21T00:00:00,MANPMGWG,E0029211,Neville St
1800WK00841,2013-05-21T00:00:00,MANPMGWD,E0029211,Neville St
1800WK45981,2007-11-01T00:00:00,MANTDPTJ,E0029211,Neville St
1800EB32251,2007-11-01T00:00:00,MANAGPWM,E0029063,New Allen St
1800EB17701,2010-04-15T00:00:00,MANAGJPW,E0028994,New Bank St
1800NE00381,2007-11-01T00:00:00,MANDTWTP,E0028364,New Barn Farm
1800NE05391,2007-11-01T00:00:00,MANTGTAM,E0028364,New Barn Farm
1800NE00382,2006-05-31T00:00:00,,E0028364,
1800NEH0932,2007-11-01T00:00:00,,E0029381,
1800NEH0931,2007-11-01T00:00:00,,E0029381,
1800ED41601,2010-04-16T00:00:00,MANATPJG,E0029334,New Barn Rd
1800ED12411,2007-11-01T00:00:00,MANAMTMG,E0029334,New Barn Rd
1800EDH2802,2007-11-01T00:00:00,,E0028406,
1800EDH2801,2007-11-01T00:00:00,,E0028406,
1800NBH1081,2011-01-12T00:00:00,,E0057786,
1800NBH0091,2011-01-12T00:00:00,,E0057786,
1800NBH0092,2008-08-06T00:00:00,,E0057786,
1800NBH0351,2007-11-01T00:00:00,,E0057786,
1800NBH0352,2007-11-01T00:00:00,,E0057786,
1800WA08891,2007-11-01T00:00:00,MANTGPDT,E0052667,New Chapel Lane
1800WA17401,2007-11-01T00:00:00,MANPDGDT,E0052667,New Chapel Lane
1800WA17402,2006-05-24T00:00:00,,E0052667,
1800EBH2091,2014-04-02T00:00:00,,E0029338,
1800EH21071,2010-07-07T00:00:00,MANDAGTA,E0028965,New Charter
1800EH24141,2010-11-17T00:00:00,MANDAMJW,E0028766,New Charter
1800EHH2361,2014-04-02T00:00:00,,E0029338,
1800WA20081,2014-05-15T00:00:00,MANPDTMD,E0028348,New Church Road
1800WA20071,2014-05-15T00:00:00,MANPDTMA,E0028348,New Church Road
1800NEH0171,2007-11-01T00:00:00,,E0028690,
1800NEH0172,2007-11-01T00:00:00,,E0028690,
1800EB06781,2010-10-15T00:00:00,MANADTWJ,E0057786,New Cross
1800EDH3471,2007-11-01T00:00:00,,N0074962,
1800EDH3472,2007-11-01T00:00:00,,N0074962,
1800WAH2591,2010-01-18T00:00:00,,E0028309,
1800WA10991,2008-04-23T00:00:00,MANJWTDW,E0028309,New Drake Green
1800WAH2592,2010-01-18T00:00:00,,E0028309,
1800ED30901,2010-04-16T00:00:00,MANATPDP,E0029290,New Earth St
1800EH07181,2007-11-01T00:00:00,MANAWJMD,E0029479,New Earth St
1800EH07171,2007-11-01T00:00:00,MANAWJMA,E0029479,New Earth St
1800ED30891,2010-04-16T00:00:00,MANATPDM,E0029290,New Earth St
1800EDH1441,2010-04-29T00:00:00,,E0029290,
1800EDH1442,2007-11-01T00:00:00,,E0029290,
1800NB02141,2008-07-14T00:00:00,MANDJMAM,N0074933,New Elm Rd
1800NC09621,2010-04-22T00:00:00,MANTPAGJ,E0029572,New George St
1800NF05041,2007-11-01T00:00:00,MANGJPDJ,E0029195,New Hall Ave
1800WA20101,2014-05-15T00:00:00,MANPDTMJ,E0028348,New Hall Lane
1800WA14011,2007-11-01T00:00:00,MANPAJWD,E0029036,New Hall Lane
1800WA20111,2014-05-15T00:00:00,MANPDTMP,E0028348,New Hall Lane
1800WA17491,2007-11-01T00:00:00,MANPDGJT,E0028776,New Hall Lane
1800WA14021,2007-11-01T00:00:00,MANPAJWG,E0029036,New Hall Lane
1800NC48171,2007-11-01T00:00:00,MANDTWGP,E0028890,New Hall Rd
1800NFH1721,2007-11-01T00:00:00,,E0028630,
1800NFH1722,2007-11-01T00:00:00,,E0028630,
1800NER0531,2005-05-24T00:00:00,,E0029132,
1800NHEY0,2005-02-02T00:00:00,,E0029132,
1800NHEY1,2005-02-02T00:00:00,,E0029132,
1800WAH2401,2007-11-01T00:00:00,,E0028594,
1800WAH2402,2007-11-01T00:00:00,,E0028594,
1800NC08961,2010-04-21T00:00:00,MANDPGAM,E0029493,New Inn
1800EH14811,2010-10-22T00:00:00,MANTPDJT,E0028756,New Inn
1800NC08951,2007-11-01T00:00:00,MANDPGAJ,E0029493,New Inn
1800EH14831,2010-10-22T00:00:00,MANTPDJW,E0028756,New Inn
1800NEH1911,2007-11-01T00:00:00,,E0028701,
1800NEH4011,2007-11-01T00:00:00,,E0028701,
1800ZZMANIS2,2012-10-09T00:00:00,,N0080417,
1800ZZMANIS1,2012-10-09T00:00:00,,N0080417,
1800ZZMANIS3,2012-10-09T00:00:00,,N0080417,
1800EB32411,2013-01-30T00:00:00,MANAGTDP,N0080417,Tram Stop
1800EB32421,2013-01-30T00:00:00,MANAGTDT,N0080417,Tram Stop
1800WAH3062,2007-11-01T00:00:00,,E0029452,
1800WA07711,2014-02-04T00:00:00,MANJWMAD,E0029452,New Lane
1800WAH3061,2007-11-01T00:00:00,,E0029452,
1800EH21911,2010-04-19T00:00:00,MANDAMGM,E0028873,New Lees St
1800NE26421,2010-04-26T00:00:00,MANGAWGW,E0029060,New Ln
1800NE26411,2010-04-26T00:00:00,MANGAWGT,E0029060,New Ln
1800WKH4021,2007-11-01T00:00:00,,E0029095,
1800WK06201,2014-02-13T00:00:00,MANPTMWP,E0057846,New Market St
1800WK21691,2014-02-12T00:00:00,MANPWMAG,E0057846,New Market St
1800WKH2031,2007-11-01T00:00:00,,E0057846,
1800EH46581,2007-11-01T00:00:00,MANDJATP,E0028357,New Mill
1800EH46591,2007-11-01T00:00:00,MANDJATW,E0028357,New Mill
1800NF27151,2007-11-01T00:00:00,MANGJTDP,E0028666,New Moss Rd
1800EB48311,2010-10-15T00:00:00,MANAJMWP,E0029125,New Moston Jnrs
1800EB48321,2010-10-15T00:00:00,MANAJMWT,E0029125,New Moston Jnrs
1800EB48271,2010-10-15T00:00:00,MANAJMWD,E0029125,New Moston Shops
1800NBH0971,2010-06-03T00:00:00,,N0077372,
1800NBH0972,2007-11-01T00:00:00,,N0077372,
1800EH06501,2007-11-01T00:00:00,MANAWJAD,E0029105,New Scout Mill
1800EH09651,2010-04-19T00:00:00,MANAWPWJ,E0029105,New Scout Mill
1800WK03291,2014-02-18T00:00:00,MANPTADT,E0028939,New Seven Stars
1800WK03261,2014-02-18T00:00:00,MANPTADJ,E0028939,New Seven Stars
1800WK00101,2013-05-17T00:00:00,MANPMDPJ,E0028491,New St
1800EDH2892,2007-11-01T00:00:00,,E0029480,
1800EDH2891,2010-10-13T00:00:00,,E0029480,
1800SJH1701,2010-09-08T00:00:00,,E0029443,
1800SJH1702,2007-11-01T00:00:00,,E0029443,
1800SJH2811,2010-09-08T00:00:00,,E0029443,
1800SG44791,2014-02-14T00:00:00,MANJMGDW,E0057819,New Zealand Rd
1800SG44781,2014-02-17T00:00:00,MANJMGDT,N0075203,New Zealand Rd
1800SG44721,2015-11-22T00:00:00,MANJMGAW,N0075203,New Zealand Rd
1800SGH0211,2007-11-01T00:00:00,,E0057819,
1800SGH2661,2007-11-01T00:00:00,,N0075203,
1800SGH2662,2007-11-01T00:00:00,,N0075203,
1800SGH0212,2007-11-01T00:00:00,,E0057819,
1800SB45581,2007-11-01T00:00:00,MANGWPMT,E0029129,Newall Green PO
1800SB45621,2007-11-01T00:00:00,MANGWPTD,E0029129,Newall Green PO
1800SB45681,2007-11-01T00:00:00,MANGWPWA,E0029129,Newall Green Sch
1800SB45671,2007-11-01T00:00:00,MANGWPTW,E0029129,Newall Green Sch
1800EDH1122,2007-11-01T00:00:00,,E0029172,
1800EDH1121,2010-10-09T00:00:00,,E0029172,
1800EDH3691,2010-10-09T00:00:00,,E0029172,
1800SG39091,2014-02-17T00:00:00,MANJGTPD,E0029245,Newark Rd
1800NE33411,2008-03-26T00:00:00,MANGDMAW,E0029412,Newark Rd
1800NE33421,2007-11-01T00:00:00,MANGDMDA,E0029412,Newark Rd
1800NEH1022,2007-11-01T00:00:00,,E0029011,
1800NEH1032,2007-11-01T00:00:00,,E0029412,
1800NEH1031,2011-02-09T00:00:00,,E0029412,
1800NEH2611,2011-02-09T00:00:00,,E0029412,
1800WK23361,2014-02-12T00:00:00,MANPWPTW,E0029356,Newark St
1800WK23371,2014-02-12T00:00:00,MANPWPWA,E0057846,Newark St
1800ZZMANBD2,2012-09-26T00:00:00,,E0029130,
1800ZZMANBD1,2012-09-26T00:00:00,,E0029130,
1800NE20961,2013-02-06T00:00:00,MANGAGJT,E0029130,Post Office
1800NE20951,2013-02-06T00:00:00,MANGAGJP,E0029130,Post Office
1800SG15561,2014-02-25T00:00:00,MANJDTMJ,E0057819,Newbridge Ln
1800SG15571,2014-02-14T00:00:00,MANJDTMP,E0057819,Millgate
1800NE31681,2008-02-08T00:00:00,MANGDAPA,E0028938,Newby Dr
1800SJ47751,2015-02-13T00:00:00,MANJTPDA,N0075139,Newby Drive
1800SJ47731,2015-02-13T00:00:00,MANJTPAT,N0075139,Newby Drive
1800SG07111,2014-02-18T00:00:00,MANJAPTW,E0028763,Newby Road
1800SG07121,2014-02-18T00:00:00,MANJAPWA,E0028763,Newby Road
1800WA12161,2007-11-01T00:00:00,MANPADMJ,E0029452,Newby Road
1800WAH0811,2007-11-01T00:00:00,,E0029559,
1800WA12151,2007-11-01T00:00:00,MANPADMG,E0029452,Newby Road
1800NE01301,2007-11-01T00:00:00,MANDWDAJ,E0028690,Newchurch St
1800NB43291,2011-01-11T00:00:00,MANDMAPT,E0028798,Newcliffe Rd
1800NB43281,2007-11-01T00:00:00,MANDMAPM,E0028798,Newcliffe Rd
1800EBH1681,2010-04-23T00:00:00,,E0028798,
1800EBH1682,2010-04-23T00:00:00,,E0028798,
1800WFH0302,2007-11-01T00:00:00,,N0077436,
1800WFH0301,2010-10-15T00:00:00,,N0077436,
1800NC22551,2016-06-10T00:00:00,MANDPWDW,E0028828,Newcombe Rd
1800NC22561,2007-11-01T00:00:00,MANDPWGA,E0028828,Newcombe Rd
1800NC21381,2014-10-10T00:00:00,MANDPMJG,E0029397,Newcombe Rd
1800WK15481,2016-03-23T00:00:00,MANTWPDG,E0028377,Newearth Rd
1800WK15471,2016-03-23T00:00:00,MANTWPDA,E0028377,Newearth Rd
1800WF12511,2008-09-12T00:00:00,MANTJTWD,E0028576,Newearth Rd
1800WF21311,2014-02-21T00:00:00,MANPJMDW,E0029484,Newhart Gr
1800WF41021,2014-02-18T00:00:00,MANPMATG,E0029484,Newhart Gr
1800WK32471,2007-11-01T00:00:00,MANTAMGW,N0077437,Newhaven Ave
1800WK32481,2007-11-01T00:00:00,MANTAMJA,N0077437,Newhaven Ave
1800ZZMANHY2,2012-09-12T00:00:00,,E0029132,
1800ZZMANHY1,2012-09-12T00:00:00,,E0029132,
1800NE01481,2014-06-04T00:00:00,MANDWDJA,E0029132,Metrolink Stop
1800NE02521,2014-06-04T00:00:00,MANDWDWT,E0029132,Metrolink Stop
1800NE25061,2009-09-02T00:00:00,MANGAMTD,E0029132,Newhey P.O.
1800NE25071,2009-09-02T00:00:00,MANGAMTG,E0029132,Newhey P.O.
1800NEH0692,2007-11-01T00:00:00,,E0029132,
1800NEH0672,2007-11-01T00:00:00,,E0029132,
1800NE25011,2013-02-15T00:00:00,MANGAMPJ,E0029132,Newhey Terminus
1800NE25021,2013-02-15T00:00:00,MANGAMPM,E0029132,Newhey Terminus
1800NE26131,2007-11-01T00:00:00,MANGATPT,E0029325,Newhouse Rd
1800NE26121,2007-11-01T00:00:00,MANGATPM,E0029325,Newhouse Rd
1800NEH2752,2007-11-01T00:00:00,,E0028791,
1800NEH1062,2007-11-01T00:00:00,,E0029325,
1800NEH1061,2011-02-09T00:00:00,,E0029325,
1800NEH2751,2011-02-09T00:00:00,,E0028791,
1800NCH1312,2007-11-01T00:00:00,,N0077929,
1800NCH1311,2007-11-01T00:00:00,,N0077929,
1800WA34251,2014-04-23T00:00:00,MANPGJAJ,E0029181,Newland Dr
1800WA34241,2014-04-23T00:00:00,MANPGJAG,E0029181,Newland Dr
1800SG05471,2014-02-18T00:00:00,MANJAGWJ,E0029341,Newlands Ave
1800SG05461,2014-02-18T00:00:00,MANJAGWG,E0029341,Newlands Ave
1800NEH4901,2011-02-09T00:00:00,,E0028644,
1800NEH3141,2011-02-09T00:00:00,,E0029412,
1800NEH2612,2007-11-01T00:00:00,,E0029412,
1800WA34171,2014-04-23T00:00:00,MANPGDWM,E0029299,Newlands Dr
1800WA34181,2014-04-23T00:00:00,MANPGDWP,E0029299,Newlands Dr
1800ED19851,2015-11-17T00:00:00,MANATAMP,E0029425,Newman RC College
1800ED19861,2007-11-01T00:00:00,MANATAMT,E0029425,Newman RC College
1800EH36141,2010-04-19T00:00:00,MANDATGA,E0029421,Newmarket Gr
1800EH36151,2014-10-15T00:00:00,MANDATGD,E0029421,Newmarket Gr
1800WAH1382,2007-11-01T00:00:00,,E0029146,
1800WAH1381,2007-11-01T00:00:00,,E0029146,
1800WAH4161,2015-05-14T00:00:00,,E0029146,
1800EHR0811,2005-05-24T00:00:00,,N0075097,
1800NWTH0,2005-02-02T00:00:00,,N0075097,
1800NWTH1,2005-02-02T00:00:00,,N0075097,
1800ZZMANEW1,2012-03-26T00:00:00,,E0029135,
1800EB11891,2008-05-02T00:00:00,MANAGDGD,E0029135,Tram Stop
1800EB32811,2010-10-15T00:00:00,MANAGWAD,E0029135,Post Office
1800EB32801,2010-10-15T00:00:00,MANAGTWT,E0029135,Post Office
1800EB32761,2010-04-15T00:00:00,MANAGTWG,E0029135,Shops
1800EB32771,2010-10-15T00:00:00,MANAGTWJ,E0029135,Shops
1800EB07702,2005-05-24T00:00:00,,N0075088,
1800EB07701,2010-10-15T00:00:00,MANADWDA,E0029135,Youth Club
1800EB08061,2010-10-15T00:00:00,MANTGJMW,E0029135,Youth Club
1800WK38211,2014-02-18T00:00:00,MANTDMJG,E0028936,Newton Rd
1800WK38221,2014-02-18T00:00:00,MANTDMJM,E0028936,Newton Rd
1800WKH2321,2007-11-01T00:00:00,,E0028936,
1800WKH1161,2010-05-25T00:00:00,,E0029027,
1800SJ14921,2014-10-09T00:00:00,MANJTATJ,E0029481,Newton Road
1800WKH1351,2010-05-25T00:00:00,,E0029027,
1800WKH1162,2007-11-01T00:00:00,,E0029027,
1800WKH1352,2010-05-25T00:00:00,,E0029027,
1800EB01261,2010-10-15T00:00:00,MANADAWD,E0057786,Newton St
1800EH00581,2007-11-05T00:00:00,MANATWPG,E0028879,Newton St
1800EH38971,2010-04-20T00:00:00,MANDGJWP,E0028879,Newton St
1800EBH0382,2005-05-24T00:00:00,,N0075071,
1800EBH0381,2007-11-01T00:00:00,,N0075071,
1800SB08841,2007-11-01T00:00:00,MANGPMJA,E0028865,NIA Centre
1800SB30531,2007-11-01T00:00:00,MANGTMDM,E0028865,NIA Centre
1800EB06581,2010-03-26T00:00:00,MANTGAMT,E0028484,Nicholls College
1800WK45071,2007-11-01T00:00:00,MANTDPAM,E0028641,Nicol Mere Dr
1800WK45061,2007-11-01T00:00:00,MANTDPAJ,E0028641,Nicol Mere Dr
1800WK45021,2007-11-01T00:00:00,MANTDMWP,E0028641,Nicol Rd
1800WKH3172,2007-11-01T00:00:00,,E0028641,
1800WKH3171,2010-05-22T00:00:00,,E0028641,
1800WKH4321,2010-05-22T00:00:00,,E0028641,
1800SB32651,2007-11-01T00:00:00,MANGTWTG,E0028713,Nicolas Rd
1800EBH0592,2005-05-24T00:00:00,,N0076111,
1800EBH0591,2007-11-01T00:00:00,,E0028743,
1800WK10551,2007-11-01T00:00:00,MANPWJDA,E0052676,Nightingales Farm
1800WK10561,2007-11-01T00:00:00,MANPWJDG,E0052676,Nightingales Farm
1800ED15601,2007-11-01T00:00:00,MANAPGMP,E0028268,Nile St
1800NF30001,2007-11-01T00:00:00,MANGMJPW,E0029176,Nine Acre Dr
1800SJ03621,2014-09-30T00:00:00,MANJPGPM,E0029289,Nisa
1800SJ03631,2014-09-30T00:00:00,MANJPGPT,E0029289,Nisa
1800WA18381,2014-05-16T00:00:00,MANPDJTW,E0028320,Nixon Road
1800WA18371,2014-05-16T00:00:00,MANPDJTP,E0028320,Nixon Road
1800NE03391,2007-11-01T00:00:00,MANDWJDP,N0074934,Nixon St
1800NB05171,2013-02-07T00:00:00,MANTGMAT,E0028802,NMG Hospital
1800NB42841,2011-01-11T00:00:00,MANDMADG,E0028802,NMG Hospital
1800NB43451,2011-01-11T00:00:00,MANDMATA,E0028802,NMG Hospital
1800NB02041,2013-02-07T00:00:00,MANDJMAG,E0028802,NMG Hospital
1800NB42831,2011-01-11T00:00:00,MANDMADA,E0028802,NMG Hospital
1800NB00301,2010-03-30T00:00:00,MANDJGTG,E0028802,NMG Hospital
1800NB02042,2006-05-19T00:00:00,,E0028802,
1800EHH0751,2007-11-01T00:00:00,,E0028806,
1800EHH0752,2007-11-01T00:00:00,,E0028806,
1800WK12801,2014-02-12T00:00:00,MANTPDAT,E0029356,Norbreck Cres
1800WK23451,2014-02-12T00:00:00,MANPWTAG,E0029356,Norbreck Cres
1800SG40101,2007-11-05T00:00:00,MANJMADT,E0028763,Norbury Church
1800SGH3432,2015-10-12T00:00:00,,E0029038,
1800SGH3431,2007-11-01T00:00:00,,E0029038,
1800SG13371,2014-02-11T00:00:00,MANJDMTG,E0028763,Norbury Hollow Rd
1800SG13321,2014-02-11T00:00:00,MANJDMPM,E0028763,Norbury Hollow Rd
1800SGH0241,2007-11-01T00:00:00,,E0057819,
1800NEH0801,2011-02-08T00:00:00,,N0075146,
1800NEH4761,2011-02-08T00:00:00,,N0075146,
1800NEH4751,2011-02-08T00:00:00,,N0075146,
1800NEH4741,2011-02-08T00:00:00,,N0075146,
1800NE01041,2008-03-26T00:00:00,MANDWAWA,E0029149,Norden Cl
1800NEH2211,2009-05-18T00:00:00,,E0029149,
