AtcoCode,ModificationDateTime,NaptanCode,NptgLocalityCode,ShortCommonName
1800ED08791,2007-11-01T00:00:00,MANAMGAP,E0029209,Abbeyhills Rd
1800ED08421,2007-11-01T00:00:00,MANTGMPG,E0029209,Abbeyhills Rd
1800ED08792,2006-05-24T00:00:00,,E0029209,
1800ED19141,2007-11-01T00:00:00,MANAPWGD,E0028333,Abbotsford Rd
1800EDH2522,2007-11-01T00:00:00,,E0028333,
1800NE03401,2007-11-01T00:00:00,MANDWJDT,N0074934,Abbott St
1800NEH0231,2011-01-26T00:00:00,,N0074934,
1800NEH0102,2007-11-01T00:00:00,,N0074934,
1800NEH0101,2007-11-01T00:00:00,,N0074934,
1800NCH2062,2007-11-01T00:00:00,,E0029232,
1800NCH1891,2007-11-01T00:00:00,,E0029232,
1800NCH1892,2007-11-01T00:00:00,,E0029232,
1800NCH2061,2007-11-01T00:00:00,,E0029232,
1800NB40731,2010-04-20T00:00:00,MANDJTWA,E0028704,Abercarn Cl
1800WA12921,2007-11-01T00:00:00,MANPAGJD,N0075151,Abercorn Road
1800WA12931,2007-11-01T00:00:00,MANPAGJG,N0075151,Abercorn Road
1800NE00501,2015-04-02T00:00:00,MANDWADT,E0029322,Aberley Fold
1800WA20421,2014-05-15T00:00:00,MANPDWDP,E0052667,Abernethy Street
1800WA20411,2014-05-15T00:00:00,MANPDWDM,E0052667,Abernethy Street
1800WK00711,2013-05-18T00:00:00,MANPMGPG,E0029211,Abingdon Dr
1800WK00721,2013-05-18T00:00:00,MANPMGPJ,E0029211,Abingdon Dr
1800SJ47601,2015-01-30T00:00:00,MANJTMTW,E0028623,Abington Road
1800ZZMAABM1,2011-03-04T00:00:00,,E0028704,
1800ZZMAABM2,2011-03-04T00:00:00,,E0028704,
1800NB40881,2011-01-06T00:00:00,MANDJWDG,E0028704,Abraham Moss Ctr
1800NB40871,2007-11-01T00:00:00,MANDJWDA,E0028704,Abraham Moss Ctr
1800WK37781,2007-11-01T00:00:00,MANTDJTD,E0028244,Council Offices
1800WK37801,2014-02-18T00:00:00,MANTDJTJ,E0028244,Abram Labour Club
1800WK37791,2007-11-01T00:00:00,MANTDJTG,E0028244,Abram PO
1800NF40641,2015-11-22T00:00:00,MANGPDGD,E0029017,Abram St
1800NF40631,2007-11-01T00:00:00,MANGPDGA,E0029017,Abram St
1800WKH0702,2010-05-26T00:00:00,,E0028535,
1800WKH0701,2010-05-26T00:00:00,,E0028535,
1800ED28811,2007-11-01T00:00:00,MANATMAJ,E0028969,Acacia Rd
1800ED28821,2016-08-25T00:00:00,MANATMAM,E0028969,Acacia Rd
1800EB03871,2010-03-25T00:00:00,MANADMGP,E0028653,Acacias Sch
1800EB03861,2007-11-01T00:00:00,MANADMGM,E0028653,Acacias Sch
1800SG12351,2014-02-18T00:00:00,MANJDJTJ,E0028595,Ack Ln East
1800SG05691,2014-02-18T00:00:00,MANJAJGP,E0028595,Ack Ln East
1800SJ03571,2014-09-30T00:00:00,MANJPGMW,E0028489,Ackers Farm
1800SJ03561,2014-09-30T00:00:00,MANJPGMT,E0028489,Ackers Farm
1800SJ48171,2015-02-13T00:00:00,MANJTPWM,E0052672,Ackers Lane
1800SJ48181,2015-02-13T00:00:00,MANJTPWP,E0052672,Ackers Lane
1800WK05121,2016-10-06T00:00:00,MANPTJAP,E0028431,Ackhurst Ln
1800WK05111,2014-02-14T00:00:00,MANPTJAM,E0028431,Ackhurst Ln
1800EBH0502,2007-11-01T00:00:00,,E0028241,
1800SB31521,2007-11-01T00:00:00,MANGTPJW,E0029102,Acomb St
1800SG05661,2014-02-18T00:00:00,MANJAJGD,E0028595,Acre Ln
1800SG05651,2014-02-18T00:00:00,MANJAJGA,E0028595,Acre Ln
1800EHH0072,2007-11-01T00:00:00,,N0074964,
1800EHH0071,2010-10-14T00:00:00,,N0074964,
1800NBH1101,2011-01-12T00:00:00,,E0028798,
1800NBH0262,2007-11-01T00:00:00,,E0028798,
1800NBH0261,2011-01-12T00:00:00,,E0028798,
1800EH37171,2007-11-01T00:00:00,MANDAWTW,E0029366,Acres Ln
1800NEH4331,2011-01-24T00:00:00,,E0029371,
1800NEH4321,2011-01-24T00:00:00,,E0029371,
1800NFH1002,2007-11-01T00:00:00,,E0028886,
1800EHH0902,2007-11-01T00:00:00,,N0075097,
1800NFH1001,2007-11-01T00:00:00,,E0028886,
1800EHH0901,2007-11-01T00:00:00,,N0075097,
1800NEH0382,2007-11-01T00:00:00,,E0029371,
1800NEH0381,2011-01-24T00:00:00,,E0029371,
1800EB00831,2013-01-30T00:00:00,MANADAMT,N0074882,Adair St
1800WAH2312,2007-11-01T00:00:00,,E0028399,
1800WA04001,2014-10-14T00:00:00,MANJWGTA,E0028399,Addington Road
1800WA16731,2007-11-01T00:00:00,MANPAWTD,E0028399,Addington Road
1800WAH2311,2010-05-11T00:00:00,,E0028399,
1800NF27481,2007-11-05T00:00:00,MANGJTWG,E0028884,Addison Rd
1800NF27491,2015-10-11T00:00:00,MANGJTWJ,E0028884,Addison Rd
1800SJH0592,2007-11-01T00:00:00,,E0052672,
1800SJ48151,2015-02-13T00:00:00,MANJTPWG,E0052672,Addison Road
1800SJ48201,2015-02-13T00:00:00,MANJTWAD,E0052672,Addison Road
1800SJH0591,2007-11-01T00:00:00,,E0052672,
1800NFH1811,2007-11-01T00:00:00,,E0028884,
1800NFH1812,2007-11-01T00:00:00,,E0028884,
1800NF29391,2007-11-01T00:00:00,MANGMGPW,E0029193,Adelaide St
1800NF02661,2015-11-24T00:00:00,MANGJGWT,E0029193,Adelaide St
1800WAH0852,2008-07-10T00:00:00,,E0028320,
1800WAH0851,2008-07-10T00:00:00,,E0028320,
1800EBH0881,2007-11-01T00:00:00,,N0074882,
1800EBH0882,2005-05-24T00:00:00,,N0074882,
1800WA08291,2007-11-01T00:00:00,MANJWMGA,E0028738,Adisham Drive
1800WA08281,2007-11-01T00:00:00,MANJWMDW,E0028738,Adisham Drive
1800SG05991,2014-02-18T00:00:00,MANJAJPD,E0028247,Adswood Park
1800SG17271,2014-02-21T00:00:00,MANTMTDT,N0074972,Adswood Rd
1800SG17261,2014-02-21T00:00:00,MANTMTDP,N0074972,Adswood Rd
1800NC22301,2007-11-01T00:00:00,MANDPTPG,E0029372,Affetside Dr
1800WAH2272,2007-11-01T00:00:00,,E0029220,
1800WAH0112,2007-11-01T00:00:00,,E0029220,
1800WAH0111,2010-05-13T00:00:00,,E0029220,
1800WAH2271,2010-05-13T00:00:00,,E0029220,
1800EDH0361,2007-11-01T00:00:00,,E0028259,
1800EDH0362,2005-05-24T00:00:00,,E0028259,
1800NF17941,2007-11-01T00:00:00,MANGJPMD,E0028249,Agecroft Bridge
1800NF17951,2007-11-01T00:00:00,MANGJPMG,E0028249,Agecroft Bridge
1800NF09851,2011-09-19T00:00:00,MANTPGMJ,E0028249,Agecroft Park
1800NF40681,2007-11-01T00:00:00,MANGPDGT,E0028249,Agecroft Rd
1800WF39051,2014-02-20T00:00:00,MANPJMTM,E0029198,Agecroft Rd
1800NF40691,2007-11-01T00:00:00,MANGPDGW,E0028249,Agecroft Rd
1800WF39061,2014-02-20T00:00:00,MANPJMTP,E0029198,Agecroft Rd
1800NC42401,2010-04-23T00:00:00,MANDTPTP,E0029221,Agecroft Rd West
1800SJH2642,2010-05-13T00:00:00,,E0029443,
1800SJH2641,2010-05-13T00:00:00,,E0029443,
1800NC23081,2011-01-19T00:00:00,MANDTAJD,N0077929,Ainsworth Arms
1800NC23151,2007-11-01T00:00:00,MANDTAMD,N0077929,Ainsworth Arms
1800WA19101,2014-05-15T00:00:00,MANPDMWA,E0028738,Ainsworth Arms
1800NC23161,2007-11-01T00:00:00,MANDTAMG,N0077929,Ainsworth Arms
1800WA19091,2014-05-15T00:00:00,MANPDMTW,E0028738,Ainsworth Arms
1800NC23101,2011-01-19T00:00:00,MANDTAJM,N0077929,Ainsworth Arms
1800NC23091,2011-01-19T00:00:00,MANDTAJG,N0077929,Ainsworth Arms
1800NC23111,2011-01-19T00:00:00,MANDTAJP,N0077929,Ainsworth Arms
1800WA14701,2007-11-01T00:00:00,MANPAPGM,E0052667,Ainsworth Avenue
1800WA20461,2014-05-15T00:00:00,MANPDWGD,E0052667,Ainsworth Avenue
1800WA11491,2007-11-01T00:00:00,MANTGWMJ,E0052667,Ainsworth Avenue
1800WA14702,2006-05-31T00:00:00,,E0052667,
1800WA08251,2007-11-01T00:00:00,MANJWMDM,E0029447,Ainsworth Court
1800NC00121,2010-03-30T00:00:00,MANDMDWD,E0028592,Ainsworth Hall Rd
1800NC22241,2010-04-23T00:00:00,MANDPTMJ,E0028250,Ainsworth Hall Rd
1800NC00131,2007-11-01T00:00:00,MANDMDWG,E0028592,Ainsworth Hall Rd
1800NC22251,2014-10-10T00:00:00,MANDPTMP,E0028250,Ainsworth Hall Rd
1800WA25791,2014-04-23T00:00:00,MANPGAMG,E0029447,Ainsworth Lane
1800NC35231,2011-01-20T00:00:00,MANDTJPW,N0077929,Ainsworth Rd
1800NC00601,2010-04-20T00:00:00,MANDMGDP,E0029232,Ainsworth Rd
1800NC35241,2011-01-20T00:00:00,MANDTJTA,N0077929,Ainsworth Rd
1800NC23141,2010-04-23T00:00:00,MANDTAMA,E0029372,Ainsworth Rd
1800NC00541,2010-04-20T00:00:00,MANDMGDM,E0028380,Ainsworth Rd
1800NC00661,2010-04-20T00:00:00,MANDMGDW,E0029232,Ainsworth Rd
1800NC35061,2015-11-30T00:00:00,MANDTJGP,E0028380,Ainsworth Rd
1800NCH1331,2007-11-01T00:00:00,,E0028380,
1800NCH1332,2007-11-01T00:00:00,,E0028380,
1800NE17301,2007-11-01T00:00:00,MANGADAJ,E0057799,Ainsworth St
1800NE17291,2010-04-26T00:00:00,MANGADAG,E0057799,Ainsworth St
1800WAH1351,2007-11-01T00:00:00,,E0028351,
1800WAH1352,2007-11-01T00:00:00,,E0028351,
1800WAH4141,2015-05-14T00:00:00,,E0028351,
1800SJ48141,2015-02-13T00:00:00,MANJTPWD,E0052672,Air Products
1800SJ48211,2015-02-13T00:00:00,MANJTWAG,E0052672,Air Products
1800WA09971,2007-11-01T00:00:00,MANJWPGA,E0028594,Aire Drive
1800SBH1511,2008-08-22T00:00:00,,N0075057,
1800SBH1512,2008-08-22T00:00:00,,N0075057,
1800SB39711,2007-11-01T00:00:00,MANGWJMT,N0075057,Airport Hotel
1800SB39701,2007-11-01T00:00:00,MANGWJMP,N0075057,Airport Hotel
1800SBH1671,2010-03-29T00:00:00,,N0075057,
1800SBH1592,2007-11-01T00:00:00,,N0075057,
1800SBH1591,2007-11-01T00:00:00,,N0075057,
1800NEH0111,2007-11-01T00:00:00,,N0074934,
1800NEH0112,2007-11-01T00:00:00,,N0074934,
1800SJ12081,2014-10-09T00:00:00,MANJTAMT,E0029470,Akzo Nobel
1800SGH0591,2007-11-01T00:00:00,,E0028708,
1800SGH1481,2007-11-01T00:00:00,,E0028708,
1800SJ11321,2014-10-09T00:00:00,MANJPWPT,N0077434,Alan Drive
1800SJ11481,2014-10-09T00:00:00,MANJTAGA,N0077434,Alan Drive
1800SB14101,2007-11-01T00:00:00,MANGTAGA,N0074979,Alan Rd
1800EB32921,2007-11-01T00:00:00,MANAGWDM,N0075154,Alan Turing Way
1800EB33921,2010-09-09T00:00:00,MANAJAWP,E0028544,Alan Turing Way
1800EBH1271,2008-07-30T00:00:00,,E0028544,
1800WF40601,2014-02-18T00:00:00,MANPJWTJ,E0028978,Albany Cl
1800NE21961,2010-04-26T00:00:00,MANGAGTP,E0028791,Albany Hotel
1800NE21971,2007-11-01T00:00:00,MANGAGTW,E0028791,Albany Hotel
1800NCH3171,2008-03-19T00:00:00,,E0029302,
1800NCH3172,2008-03-19T00:00:00,,E0029302,
1800SB04191,2007-11-01T00:00:00,MANGPGWD,E0057786,Free Trade Hall
1800SG05301,2014-02-17T00:00:00,MANJAGPA,E0028700,Albert Rad
1800EB03811,2010-03-25T00:00:00,MANADMDT,E0028951,Albert Rd
1800WA42131,2014-02-26T00:00:00,MANPGTDT,E0028392,Albert Rd
1800WA41891,2014-02-27T00:00:00,MANPGPTD,E0028392,Albert Rd
1800WA06951,2015-11-22T00:00:00,MANTGMDJ,E0028392,Albert Rd
1800EB03611,2010-03-25T00:00:00,MANADJWA,E0028951,Albert Rd
1800WA42071,2014-02-26T00:00:00,MANPGTAW,E0028392,Albert Rd
1800EB03601,2010-03-25T00:00:00,MANADJTW,E0028951,Albert Rd
1800WA42141,2014-02-26T00:00:00,MANPGTDW,E0028392,Albert Rd
1800WAH3571,2008-07-30T00:00:00,,E0028392,
1800WA15381,2007-11-01T00:00:00,MANPATAT,E0028392,Albert Road
1800WA17101,2007-11-01T00:00:00,MANPDAPD,E0028776,Albert Road
1800WA17111,2007-11-01T00:00:00,MANPDAPG,E0028776,Albert Road
1800WA17481,2007-11-01T00:00:00,MANPDGJP,E0028776,Albert Road
1800WA42072,2006-05-19T00:00:00,,E0028392,
1800NFH1661,2007-11-01T00:00:00,,E0028369,
1800WA14081,2007-11-01T00:00:00,MANPAMAG,E0029036,Albert Road West
1800WA17501,2007-11-01T00:00:00,MANPDGJW,E0028776,Albert Road West
1800WAH2191,2009-01-05T00:00:00,,E0029036,
1800WAH2192,2009-01-05T00:00:00,,E0029036,
1800NE23831,2011-03-01T00:00:00,MANGAGWT,E0028536,Albert Royds St
1800NE33201,2011-03-01T00:00:00,MANGDJPW,E0028861,Albert Royds St
1800NE33211,2011-03-01T00:00:00,MANGDJTA,E0028861,Albert Royds St
1800SB45391,2007-11-01T00:00:00,MANGWPJA,N0075063,Albert Square
1800SBT0111,2004-09-14T00:00:00,,N0075063,
1800SB45371,2007-11-01T00:00:00,MANGWPGW,N0075063,Albert Square
1800NF27181,2007-11-01T00:00:00,MANGJTGA,E0028884,Albert St
1800ED00441,2010-10-15T00:00:00,MANAJPGW,E0028662,Albert St
1800WK00501,2013-05-18T00:00:00,MANPMGDJ,E0028822,Albert St
1800WK32811,2013-05-18T00:00:00,MANTAPDG,E0028822,Albert St
1800NF27171,2007-11-01T00:00:00,MANGJTDW,E0028884,Albert St
1800WK00491,2013-05-18T00:00:00,MANPMGDG,E0028822,Albert St
1800EDH3371,2007-11-01T00:00:00,,E0028839,
1800EDH3372,2007-11-01T00:00:00,,E0028839,
1800EDH1051,2007-11-01T00:00:00,,E0029278,
1800WA19831,2014-05-15T00:00:00,MANPDTAP,E0052667,Albert Street
1800NF03621,2010-03-29T00:00:00,MANGJMJA,E0029491,Albion H.S.
1800EH39391,2009-02-26T00:00:00,MANDGMPW,E0028357,Albion Hotel
1800EH39401,2007-11-01T00:00:00,MANDGMTA,E0028357,Albion Hotel
1800NC33911,2007-11-01T00:00:00,MANDTGMA,E0028694,Albion St
1800NE49901,2007-11-01T00:00:00,MANGJDPJ,E0028690,Albion St
1800NC33921,2007-11-01T00:00:00,MANDTGMD,E0028694,Albion St
1800WK35441,2007-11-01T00:00:00,MANTATPG,E0028950,Albion St
1800NEH4681,2011-02-04T00:00:00,,E0028690,
1800NCH2982,2007-11-01T00:00:00,,E0028694,
1800NEH0162,2007-11-01T00:00:00,,E0028690,
1800NCH2981,2007-11-01T00:00:00,,E0028694,
1800NEH0161,2007-11-01T00:00:00,,E0028690,
1800NEH4691,2011-02-04T00:00:00,,E0028690,
1800NEH4671,2011-02-04T00:00:00,,E0028690,
1800NFH1561,2008-07-30T00:00:00,,E0029128,
1800NFH1611,2007-11-01T00:00:00,,E0029128,
1800NB43891,2010-03-30T00:00:00,MANDMDGM,E0028704,Albyns Ave
1800SG39371,2014-02-24T00:00:00,MANJGWDW,E0028777,Alden Walk
1800SG39361,2014-02-24T00:00:00,MANJGWDT,E0028777,Alden Walk
1800NCH3821,2008-08-01T00:00:00,,E0028397,
1800NCH3711,2008-08-01T00:00:00,,E0028397,
1800EHH2341,2014-01-28T00:00:00,,E0028503,
1800EH37031,2010-11-16T00:00:00,MANDAWMW,E0028503,Alder H.S.
1800EH37041,2010-11-16T00:00:00,MANDAWPA,E0028503,Alder H.S.
1800EDH0541,2010-04-29T00:00:00,,E0028385,
1800EDH4051,2011-03-10T00:00:00,,E0028385,
1800EDH4071,2011-03-04T00:00:00,,E0028385,
1800EDH2492,2007-11-01T00:00:00,,E0028385,
1800EDH4061,2011-03-04T00:00:00,,E0028385,
1800NEH0201,2007-11-01T00:00:00,,E0028690,
1800EDH4081,2011-03-04T00:00:00,,E0028385,
1800EDH0542,2007-11-01T00:00:00,,E0028385,
1800EDH2491,2010-04-29T00:00:00,,E0028385,
1800WF40121,2014-02-19T00:00:00,MANPJTWT,E0029194,Alderbrook Rd
1800WA25571,2014-05-14T00:00:00,MANPGADG,E0029452,Aldercroft Avenue
1800WA25581,2014-05-14T00:00:00,MANPGADJ,E0029452,Aldercroft Avenue
1800SB32351,2007-11-01T00:00:00,MANGTWJD,E0028991,Alderfield Rd
1800WA18541,2014-05-16T00:00:00,MANPDMAW,E0028497,Alderley Avenue
1800WA18531,2014-05-16T00:00:00,MANPDMAT,E0028497,Alderley Avenue
1800EH21891,2010-04-19T00:00:00,MANDAMGD,E0028873,Alderley St
1800EH21901,2010-04-19T00:00:00,MANDAMGJ,E0028873,Alderley St
1800SB33441,2007-11-01T00:00:00,MANGWDJG,E0028713,Aldermary Rd
1800SB33431,2007-11-01T00:00:00,MANGWDJD,E0028713,Aldermary Rd
1800SBH0102,2007-11-01T00:00:00,,E0028713,
1800SBH0101,2007-11-01T00:00:00,,E0028713,
1800WF40671,2014-02-18T00:00:00,MANPMADM,E0028978,Alderminster Ave
1800WF40661,2014-02-18T00:00:00,MANPMADJ,E0028978,Alderminster Ave
1800SB42821,2010-09-16T00:00:00,MANGWMWT,E0028539,Alders Rd
1800SG36491,2014-02-25T00:00:00,MANJGJWP,E0028794,Alders Rd
1800SG36501,2014-02-25T00:00:00,MANJGJWT,E0028794,Alders Rd
1800SGH2432,2007-11-01T00:00:00,,E0028794,
1800SGH2431,2007-11-01T00:00:00,,E0028794,
1800WA17661,2007-11-01T00:00:00,MANPDGTD,E0029092,Aldersyde Street
1800WA17651,2014-02-04T00:00:00,MANPDGTA,E0029092,Aldersyde Street
1800WK11051,2014-02-13T00:00:00,MANTGTPW,E0028727,Aldford Dr
1800WK09891,2014-02-13T00:00:00,MANPWGMD,E0028727,Aldford Dr
1800WK09892,2006-05-31T00:00:00,,E0028727,
1800EB33211,2010-04-15T00:00:00,MANAGWMT,E0028720,Aldi
1800NC21721,2010-04-23T00:00:00,MANDPTDG,E0028659,Aldi
1800SG15721,2014-02-14T00:00:00,MANJDTPA,E0057819,Aldi
1800EB33221,2010-04-15T00:00:00,MANAGWMW,E0028720,Aldi
1800SG08791,2014-02-14T00:00:00,MANTGAGW,E0057819,Aldi
1800WK35391,2007-11-01T00:00:00,MANTATMT,E0028950,Aldi
1800NE04941,2007-11-01T00:00:00,MANDWMDA,E0029060,Aldi
1800NC21731,2010-04-23T00:00:00,MANDPTDJ,E0028659,Aldi
1800WK09571,2014-02-13T00:00:00,MANPWGAW,E0028950,Aldi
1800NF31471,2015-08-13T00:00:00,MANGMWJG,E0028886,Aldi
1800WA00261,2014-10-14T00:00:00,MANJWDGP,E0028320,Aldred Street
1800WA00271,2014-10-14T00:00:00,MANJWDGT,E0028320,Aldred Street
1800ED28161,2010-04-19T00:00:00,MANATGWA,E0028385,Alexander Ave
1800ED28171,2010-04-19T00:00:00,MANATGWD,E0028385,Alexander Ave
1800WA25551,2014-05-15T00:00:00,MANPDWTW,E0029262,Alexander Road
1800WA25741,2014-04-25T00:00:00,MANPGAJP,E0029449,Alexander Road
1800WA25561,2014-05-15T00:00:00,MANPGADA,E0029262,Alexander Road
1800WA25731,2014-04-25T00:00:00,MANPGAJM,E0029449,Alexander Road
1800SG46261,2014-02-17T00:00:00,MANJMGWA,E0028698,Alexandra Hos
1800SG46251,2014-02-17T00:00:00,MANJMGTW,E0028698,Alexandra Hos
1800WA02261,2014-10-14T00:00:00,MANJWDPW,E0028823,Alexandra Hotel
1800WA35991,2014-02-28T00:00:00,MANPGMWA,E0028823,Alexandra Hotel
1800NF27511,2007-11-08T00:00:00,MANGJTWP,E0029195,Alexandra House
1800SB31331,2007-11-01T00:00:00,MANGTPDG,E0029102,Alexandra Park
1800SB31341,2012-04-10T00:00:00,MANGTPDJ,E0029102,Alexandra Park
1800SG07831,2014-02-18T00:00:00,MANJAWGD,N0074972,Alexandra Park
1800WK05651,2014-02-14T00:00:00,MANPTJWG,N0075101,Alexandra Pk
1800WK05641,2014-02-14T00:00:00,MANPTJWD,N0075101,Alexandra Pk
1800SG10571,2014-02-21T00:00:00,MANJDJPD,E0028780,Alexandra Rd
1800SG10451,2014-02-21T00:00:00,MANJDJGP,E0028780,Alexandra Rd
1800SB31041,2007-11-01T00:00:00,MANGTMTA,E0028713,Alexandra Rd Sth
1800SB31901,2007-11-01T00:00:00,MANGTWDT,E0028255,Alexandra Rd Sth
1800SB32981,2007-11-01T00:00:00,MANGWAMW,E0028713,Alexandra Rd Sth
1800SB32971,2007-11-01T00:00:00,MANGWAMT,E0028713,Alexandra Rd Sth
1800SB31051,2007-11-01T00:00:00,MANGTMTD,E0028713,Alexandra Rd Sth
1800SJ47231,2015-01-30T00:00:00,MANJTMDW,N0075139,Alexandra Road
1800SJ47571,2015-01-30T00:00:00,MANJTMTJ,N0075139,Alexandra Road
1800WAH0072,2009-01-12T00:00:00,,E0029220,
1800WKH0711,2007-11-01T00:00:00,,E0028491,
1800WAH0071,2009-01-12T00:00:00,,E0029220,
1800WKH0712,2007-11-01T00:00:00,,E0028491,
1800WAH3981,2015-05-12T00:00:00,,E0029220,
1800WK37761,2007-11-01T00:00:00,MANTDJPW,E0028244,Alexandra St
1800WK08601,2014-02-13T00:00:00,MANPWDAM,E0028244,Alexandra St
1800ED30511,2007-11-01T00:00:00,MANATMJG,N0075085,Alexandra Terrace
1800EB11901,2010-04-14T00:00:00,MANAGDGJ,N0075088,Alexian Bros.
1800EB11941,2010-10-15T00:00:00,MANAGDGW,N0075088,Alexian Bros.
1800NC07171,2010-04-21T00:00:00,MANDPATJ,E0029236,Alfred St
1800ED19591,2010-10-18T00:00:00,MANATADM,E0029517,Alfred St
1800ED19601,2010-10-18T00:00:00,MANATADP,E0029517,Alfred St
1800ED24901,2010-04-19T00:00:00,MANATGDT,E0029517,Alfred St
1800WA03331,2007-11-01T00:00:00,MANJWGJT,E0029094,Alfred St
1800ED24891,2010-04-19T00:00:00,MANATGDP,E0029517,Alfred St
1800NC07181,2007-11-01T00:00:00,MANDPATM,E0029236,Alfred St
1800WK10371,2013-05-21T00:00:00,MANPWGTP,E0029211,Alfred St
1800NCH3412,2007-11-01T00:00:00,,E0029236,
1800NCH3411,2007-11-01T00:00:00,,E0029236,
1800NCH4081,2008-07-30T00:00:00,,E0028405,
1800NCH4082,2008-07-30T00:00:00,,E0028405,
1800SG16241,2014-02-18T00:00:00,MANJDWMD,E0029163,Alfreton Rd
1800SGH2412,2007-11-01T00:00:00,,E0029163,
1800SGH0542,2007-11-01T00:00:00,,E0029163,
1800SGH0541,2007-11-01T00:00:00,,E0029163,
1800SGH2411,2007-11-01T00:00:00,,E0029163,
1800SGH1511,2007-11-01T00:00:00,,E0029163,
1800SB04561,2008-07-10T00:00:00,MANGPGWM,E0028715,All Saints
1800SB04571,2007-11-01T00:00:00,MANGPGWP,E0028715,All Saints
1800SB04581,2007-11-01T00:00:00,MANGPGWT,E0028715,All Saints
1800SJ41361,2015-05-11T00:00:00,MANJTJPM,N0074997,All Saints Church
1800EB32751,2007-11-01T00:00:00,MANAGTWD,E0029135,All Saints Church
1800SG13211,2014-02-17T00:00:00,MANJDMJG,E0029245,All Saints Church
1800SG13201,2014-02-17T00:00:00,MANJDMJD,E0029245,All Saints Church
1800SG36332,2005-05-24T00:00:00,,E0028761,
1800SJ41371,2015-05-11T00:00:00,MANJTJPT,N0074997,All Saints Church
1800SG16701,2014-02-05T00:00:00,MANTGJGM,E0029038,All Saints Church
1800SG36331,2014-02-05T00:00:00,MANJGJPJ,E0029038,All Saints Church
1800EB35221,2010-04-15T00:00:00,MANAJMDG,E0029135,All Saints Church
1800EH02631,2010-04-19T00:00:00,MANAWAJT,E0028357,College
1800EH03161,2010-04-19T00:00:00,MANAWAMW,E0028357,College
1800EHH0612,2010-10-18T00:00:00,,E0028357,
1800EHH0611,2010-10-18T00:00:00,,E0028357,
1800EB35211,2007-11-01T00:00:00,MANAJMDA,E0029135,All Saints Sch
1800NE21941,2010-04-26T00:00:00,MANGAGTJ,N0074925,All Souls Church
1800NE21931,2010-04-26T00:00:00,MANGAGTG,N0074925,All Souls Church
1800NC20731,2010-04-22T00:00:00,MANDPJMD,E0029572,Allen St
1800NC20741,2007-11-01T00:00:00,MANDPJMG,E0029572,Allen St
1800WA21791,2014-05-15T00:00:00,MANPDWJP,E0028345,Allenby Grove
1800WA21801,2014-05-15T00:00:00,MANPDWJT,E0028345,Allenby Grove
