AtcoCode,Bearing,CreationDateTime,GrandParentLocalityName,Notes,NptgLocalityCode
1800NF29991,SW,2007-11-01T00:00:00,,,E0029176
1800NE32751,N,2011-03-01T00:00:00,,INDICATOR AMENDED,E0028649
1800NE32761,S,2011-03-01T00:00:00,,NAME/INDICATOR AMENDED,E0028649
1800NE02551,SE,2010-04-24T00:00:00,,INDICATOR AMENDED,E0028649
1800NE02561,SE,2010-04-24T00:00:00,,INDICATOR AMENDED,E0028649
1800NE02571,SE,2008-02-06T00:00:00,,STOP NAME ADDED,E0028649
1800NE02532,NW,2006-01-20T00:00:00,,,E0057799
1800NE02542,NW,2006-01-20T00:00:00,,,E0057799
1800NE02531,SE,2010-04-24T00:00:00,,INDICATOR AMENDED,E0028649
1800NE02541,SE,2007-11-01T00:00:00,,,E0028649
1800EHH2351,W,2014-01-28T00:00:00,,,E0028965
1800EH09331,S,2010-10-21T00:00:00,,NAME AMENDEDE,E0028965
1800EH09321,S,2010-10-21T00:00:00,,INDICATOR AMENDED,E0028965
1800EH09341,S,2010-10-21T00:00:00,,NAME AMENDED,E0028965
1800SJ11061,W,2014-10-09T00:00:00,,INDICATOR AMENDED,E0028730
1800SJ10951,E,2014-10-09T00:00:00,,INDICATOR AMENDED,E0028730
1800EH20631,W,2010-11-15T00:00:00,,NAME AMENDED,N0074998
1800WK14881,S,2014-02-12T00:00:00,,indicator amended,E0028494
1800WK14891,N,2014-02-12T00:00:00,,indicator amended,E0028494
1800WK08101,S,2014-02-13T00:00:00,,indicator amended,E0028491
1800EDH1501,S,2007-11-01T00:00:00,,,E0028946
1800EDH1502,N,2007-11-01T00:00:00,,,E0028946
1800WK33471,E,2007-11-01T00:00:00,,,E0028494
1800WK33461,S,2007-11-01T00:00:00,,,E0028494
1800WK33451,NW,2007-11-01T00:00:00,,,E0028494
1800WK07371,NE,2014-02-13T00:00:00,,indicator amended,E0028494
1800WK07391,SW,2014-02-13T00:00:00,,indicator amended,E0028494
1800NC01101,N,2010-04-20T00:00:00,,INDICATOR AMENDED,E0028659
1800NC01111,N,2007-11-01T00:00:00,,,E0028659
1800NC01121,N,2010-04-20T00:00:00,,INDICATOR AMENDED,E0028659
1800NC01122,S,2007-11-01T00:00:00,,,E0028659
1800NC01102,S,2007-11-01T00:00:00,,,E0028659
1800NC01112,S,2007-11-01T00:00:00,,,E0028659
1800WA02351,NW,2014-10-14T00:00:00,,INDICATOR AMENDED,E0057777
1800WKH3122,E,2007-11-01T00:00:00,,,E0028499
1800WKH3121,E,2010-05-22T00:00:00,,DIRECTION AMENDED,E0028499
1800WKH4331,W,2010-05-22T00:00:00,,DIRECTION AMENDED,E0028499
1800WAH2612,W,2010-05-13T00:00:00,,DIRECTION AMENDED,E0028309
1800WAH2611,E,2010-05-13T00:00:00,,DIRECTION AMENDED,E0028309
1800EB00071,E,2010-03-25T00:00:00,,INDICATOR AMENDED,N0075088
1800WKH1792,W,2008-07-14T00:00:00,,INDICATOR AMENDED,E0028499
1800WKH1791,W,2010-05-24T00:00:00,,DIRECTION AMENDED,E0028499
1800WK36341,W,2007-11-01T00:00:00,,,E0028950
1800WA34951,N,2014-02-28T00:00:00,,indicator amended,E0028868
1800WK36451,SE,2007-11-01T00:00:00,,,E0029200
1800WAH0881,SE,2010-05-12T00:00:00,,DIRECTION AMENDED,E0028320
1800WKH1021,S,2010-05-25T00:00:00,Leigh,DIRECTION AMENDED,E0029501
1800WKH1022,N,2007-11-01T00:00:00,Leigh,,E0029501
1800WA11671,E,2007-11-01T00:00:00,,,E0028603
1800WK06331,S,2014-02-13T00:00:00,,indicator amended,E0029215
1800NE10111,NE,2012-10-01T00:00:00,,,N0075167
1800WK06321,N,2014-02-13T00:00:00,,indicator amended,E0029215
1800SB05781,E,2007-11-01T00:00:00,,,E0057786
1800SB18741,W,2016-09-28T00:00:00,,,E0057786
1800WA41941,N,2015-11-22T00:00:00,,STOP LOCATION AMENDED,E0029119
1800NC20781,NW,2007-11-01T00:00:00,,,E0029572
1800NC20771,SE,2010-04-22T00:00:00,,INDICATOR AMENDED,E0029572
1800WA02591,SE,2014-10-14T00:00:00,,INDICATOR AMENDED,N0075010
1800WA02561,SE,2014-10-14T00:00:00,,INDICATOR AMENDED,N0075010
1800SG35011,W,2014-02-18T00:00:00,,INDICATOR AMENDED,E0028438
1800WKH3431,N,2007-11-01T00:00:00,,,E0029177
1800NFH0081,SE,2007-11-01T00:00:00,,,E0028818
1800NFH0031,NW,2007-11-01T00:00:00,,,E0028818
1800SGH2731,E,2007-11-01T00:00:00,,,E0028438
1800WKH4301,E,2010-05-21T00:00:00,,,E0029356
1800WKH3371,W,2010-05-21T00:00:00,,DIRECTION AMENDED,E0029356
1800WKH3372,W,2007-11-01T00:00:00,,,E0029356
1800NE00811,SE,2011-01-20T00:00:00,,name & indicator amended,E0029371
1800NE00821,NW,2011-01-20T00:00:00,,name amended,E0029371
1800WKH3742,S,2007-11-01T00:00:00,,,E0028431
1800WKH4251,N,2010-05-20T00:00:00,,DIRECTION AMENDED,E0028431
1800WKH3741,S,2010-05-20T00:00:00,,DIRECTION AMENDED,E0028431
1800EH39441,E,2010-04-20T00:00:00,,INDICATOR AMENDED,E0028357
1800ED00381,NE,2007-11-01T00:00:00,,,E0028946
1800EH39431,W,2010-04-20T00:00:00,,INDICATOR AMENDED,E0028357
1800SJ02701,W,2014-09-19T00:00:00,,INDICATOR AMENDED,E0028410
1800ED30701,S,2007-11-01T00:00:00,,,E0028293
1800ED30681,N,2007-11-01T00:00:00,,,E0028293
1800SG13721,E,2014-02-21T00:00:00,,INDICATOR AMENDED,E0029163
1800WK32781,NE,2014-02-25T00:00:00,,indicator amended,E0028822
1800SJ49481,NW,2010-03-29T00:00:00,,INDICATOR AMENDED,E0028623
1800SG07631,NE,2014-02-18T00:00:00,,INDICATOR AMENDED,E0028699
1800SG13711,W,2014-02-21T00:00:00,,INDICATOR AMENDED,E0029163
1800SG07641,SW,2014-02-18T00:00:00,,INDICATOR AMENDED,E0028699
1800WK32791,SW,2007-11-01T00:00:00,,,E0028822
1800WK01031,W,2013-05-21T00:00:00,Wigan,INDICATOR AMENDED,E0028823
1800WK01041,E,2013-05-21T00:00:00,Wigan,INDICATOR AMENDED,E0028823
1800WK14901,SE,2014-02-12T00:00:00,,indicator amended,E0028494
1800SJ09831,SW,2014-10-09T00:00:00,,INDICATOR AMENDED,E0028261
1800SJ32011,E,2014-10-13T00:00:00,,INDICATOR AMENDED,E0028403
1800SJ09841,NE,2014-10-09T00:00:00,,INDICATOR AMENDED,E0028261
1800SJ32001,W,2014-10-13T00:00:00,,INDICATOR AMENDED,E0028403
1800WA34601,NW,2014-03-03T00:00:00,,indicator amended,E0029555
1800WA34611,SE,2014-03-03T00:00:00,,indicator amended,E0029555
1800WA42741,E,2014-02-25T00:00:00,,indicator amended,N0075136
1800WA09291,W,2014-10-14T00:00:00,,INDICATOR AMENDED,N0075136
1800WA09281,E,2007-11-01T00:00:00,,,N0075136
1800ED16531,N,2010-09-08T00:00:00,,STOP NAME AMENDED,E0029313
1800ED16541,S,2010-04-16T00:00:00,,INDICATOR AMENDED,E0029313
1800NEH0621,S,2007-11-01T00:00:00,,,E0028791
1800NEH0622,N,2007-11-01T00:00:00,,,E0028791
1800WK12581,NE,2014-02-12T00:00:00,,indicator amended,E0029591
1800WAH2291,NE,2010-05-12T00:00:00,,DIRECTION AMENDED,E0028898
1800WA05541,SW,2014-10-14T00:00:00,,INDICATOR AMENDED,E0028898
1800WA15192,S,2005-05-24T00:00:00,,,E0028898
1800WA15191,NE,2014-10-14T00:00:00,,INDICATOR AMENDED,E0028898
1800WAH2292,NE,2008-07-10T00:00:00,,INDICATOR AMENDED,E0028898
1800EHH0032,S,2007-11-01T00:00:00,,,N0074964
1800EHH2161,E,2010-10-14T00:00:00,,,N0074964
1800EHH0031,S,2010-10-14T00:00:00,,DIRECTION AMENDED,N0074964
1800SG07661,NE,2014-02-18T00:00:00,,INDICATOR AMENDED,E0028699
1800SG07791,W,2007-11-01T00:00:00,,,N0074972
1800SG07651,SW,2014-02-18T00:00:00,,INDICATOR AMENDED,E0028699
1800SG07801,E,2014-02-18T00:00:00,,INDICATOR AMENDED,N0074972
1800SB18431,S,2014-10-03T00:00:00,Manchester,INDICATOR AMENDED,E0028539
1800SB18421,N,2014-10-03T00:00:00,Manchester,INDICATOR AMENDED,E0028539
1800SJ10751,W,2014-10-09T00:00:00,,INDICATOR AMENDED,N0074905
1800SJ10771,E,2014-10-09T00:00:00,,INDICATOR AMENDED,N0074905
1800WK37601,SE,2007-11-01T00:00:00,,,E0029026
1800WK37591,NW,2008-03-26T00:00:00,,INDICATOR AMENDED,E0029026
1800NC41901,SE,2010-04-23T00:00:00,,INDICATOR AMENDED,E0029221
1800SJ09611,W,2014-10-06T00:00:00,,INDICATOR AMENDED,E0028585
1800SJ09601,E,2014-10-06T00:00:00,,INDICATOR AMENDED,E0028585
1800SJH1592,S,2007-11-01T00:00:00,,,E0028585
1800SJH1591,N,2010-05-13T00:00:00,,DIRECTION AMENDED,E0028585
1800WK02051,NW,2014-02-18T00:00:00,,indicator amended,E0029368
1800NFH1411,W,2007-11-01T00:00:00,,,E0029590
1800NFH1412,E,2007-11-01T00:00:00,,,E0029590
1800SG37861,W,2014-02-17T00:00:00,,INDICATOR AMENDED,E0028600
1800SG11801,NE,2014-02-17T00:00:00,,INDICATOR AMENDED,E0028600
1800WK04211,SW,2014-02-17T00:00:00,,indicator amended,N0075101
1800SG37871,E,2014-02-17T00:00:00,,INDICATOR AMENDED,E0028600
1800WK03221,NE,2014-02-18T00:00:00,,indicator amended,N0075101
1800WK04212,NE,2006-01-20T00:00:00,,,E0057846
1800WA43031,NW,2007-11-01T00:00:00,,,E0028459
1800WK04131,NW,2014-02-17T00:00:00,Wigan,indicator amended,E0028923
1800WK04141,SE,2014-02-17T00:00:00,Wigan,indicator amended,E0028923
1800SB46551,E,2014-10-03T00:00:00,Manchester,INDICATOR AMENDED,E0029129
1800EH14391,NW,2010-04-19T00:00:00,,INDICATOR AMENDED,E0028477
1800SG35861,SW,2014-02-05T00:00:00,,INDICATOR AMENDED,E0029038
1800SG35871,NE,2014-02-05T00:00:00,,INDICATOR AMENDED,E0029038
1800ED04511,SE,2007-11-01T00:00:00,,,E0028406
1800WA34891,S,2014-02-28T00:00:00,,indicator amended,E0052667
1800EB07721,S,2010-09-09T00:00:00,,STOP NAME AMENDMENT,E0029284
1800SB14881,E,2011-08-03T00:00:00,,LOCATION AMENDED,E0028715
1800SB08921,S,2007-11-01T00:00:00,,,E0028715
1800SB18641,N,2016-05-06T00:00:00,,,E0029284
1800SB30701,N,2007-11-01T00:00:00,,,E0029284
1800ED27801,SE,2010-04-19T00:00:00,,INDICATOR AMENDED,E0028385
1800SG17291,SE,2014-02-14T00:00:00,,INDICATOR AMENDED,E0057819
1800ED27802,NW,2006-05-24T00:00:00,,,E0028385
1800ED09471,NW,2010-04-19T00:00:00,,INDICATOR AMENDED,E0028385
1800NE17361,NW,2015-04-30T00:00:00,,STOP NAME AMENDED,E0029464
1800NE09471,W,2010-04-24T00:00:00,,INDICATOR AMENDED,E0029464
1800NE33321,E,2015-05-18T00:00:00,,STOP NAME AMENDED,E0029464
1800EDH2982,E,2009-05-18T00:00:00,,INDICATOR AMENDED,E0028472
1800EDH2981,W,2009-05-18T00:00:00,,INDICATOR AMENDED,E0028472
1800NE17041,E,2010-04-24T00:00:00,,INDICATOR AMENDED,E0057799
1800NE10261,SW,2014-06-25T00:00:00,,NEW STOP,E0029464
1800NBT0481,,2004-09-14T00:00:00,,,E0057786
1800SB12551,S,2007-11-01T00:00:00,,,E0057786
1800NEH4072,W,2008-08-26T00:00:00,,NAME AMENDED,E0029464
1800NEH4071,E,2008-08-26T00:00:00,,NAME AMENDED,E0029464
1800WK32151,NE,2007-11-01T00:00:00,Leigh,,E0029465
1800WK32141,SW,2007-11-01T00:00:00,Leigh,,E0029465
1800WKH0301,NW,2007-11-01T00:00:00,Leigh,,E0029465
1800WKH0302,SE,2007-11-01T00:00:00,Leigh,,E0029465
1800WKH4831,NW,2015-05-11T00:00:00,Leigh,,E0029465
1800EB22131,W,2010-04-15T00:00:00,,INDICATOR AMENDED,N0075088
1800WK14911,NW,2014-02-12T00:00:00,,indicator amended,E0028494
1800NC42171,NW,2007-11-01T00:00:00,,,E0029221
1800EB22141,SE,2010-04-15T00:00:00,,INDICATOR AMENDED,N0075088
1800NCH3231,E,2007-11-01T00:00:00,,,E0029221
1800NCH3232,W,2007-11-01T00:00:00,,,E0029221
1800SGH2921,E,2007-11-01T00:00:00,,,E0029039
1800ED19311,S,2010-04-16T00:00:00,,INDICATOR AMENDED,E0057798
1800ED15031,E,2014-08-12T00:00:00,,STOP NAME AMENDED,E0057798
1800ED17491,E,2014-07-07T00:00:00,,,E0057798
1800SG13571,E,2014-02-14T00:00:00,,INDICATOR AMENDED,E0028783
1800SG08451,W,2014-02-14T00:00:00,,INDICATOR,E0057819
1800ED19321,N,2010-04-16T00:00:00,,INDICATOR AMENDED,E0057798
1800ED15011,E,2014-08-12T00:00:00,,STOP NAME AMENDED,E0057798
1800SG13561,W,2014-02-14T00:00:00,,INDICATOR AMENDED,E0028783
1800SG04621,W,2014-02-14T00:00:00,,INDICATOR AMENDED,E0057819
1800SG44831,NE,2014-02-14T00:00:00,,INDICATOR AMENDED,N0075203
1800EDH3322,E,2010-05-28T00:00:00,,REMOVED,E0057798
1800EDH3251,E,2010-05-28T00:00:00,,REMOVED,E0057798
1800EDH3252,W,2010-05-28T00:00:00,,REMOVED,E0057798
1800EDH3321,W,2010-05-28T00:00:00,,REMOVED,E0057798
1800NC42221,E,2007-11-01T00:00:00,,,E0029221
1800NC42231,W,2010-04-23T00:00:00,,INDICATOR AMENDED,E0029221
1800EH03271,E,2007-11-01T00:00:00,,,E0028353
1800SGH2711,N,2007-11-01T00:00:00,,,E0057819
1800SGH2712,S,2007-11-01T00:00:00,,,E0057819
1800ED15021,E,2007-11-01T00:00:00,,,E0057798
1800SGH2692,N,2007-11-01T00:00:00,,,E0057819
1800SGH2691,S,2007-11-01T00:00:00,,,E0057819
1800EB05561,E,2010-03-25T00:00:00,,INDICATOR AMENDED,N0075088
1800EBH0802,NW,2010-04-23T00:00:00,,REMOVED,N0075088
1800EBH0801,SE,2010-04-23T00:00:00,,REMOVED,N0075088
1800SGH0391,S,2007-11-01T00:00:00,,,N0074972
1800WK05791,E,2014-02-14T00:00:00,,indicator amended,E0028816
1800WK05781,W,2014-02-14T00:00:00,,indicator amended,E0028816
1800SJ01841,W,2014-05-20T00:00:00,,INDICATOR AMENDED,E0028410
1800SJ01561,E,2014-05-20T00:00:00,,INDICATOR AMENDED,E0028410
1800WK09301,SE,2014-02-13T00:00:00,,indicator amended,E0028863
1800SJ01391,SE,2014-05-20T00:00:00,,INDICATOR AMENDED,E0029470
1800SJ01381,NW,2014-05-20T00:00:00,,INDICATOR AMENDED,E0029470
1800NC41751,N,2010-04-23T00:00:00,,INDICATOR AMENDED,N0075005
1800NFH1951,N,2013-10-14T00:00:00,Salford,,E0029557
