AtcoCode,ModificationDateTime,NaptanCode,NptgLocalityCode,ShortCommonName
1800WK32131,2007-11-01T00:00:00,MANTAMAW,E0028559,St Ambrose
1800SJ41421,2015-01-21T00:00:00,MANJTJTM,N0074997,St Ambrose
1800SJ41411,2015-01-21T00:00:00,MANJTJTJ,N0074997,St Ambrose
1800SJH2831,2013-05-01T00:00:00,,N0074997,
1800SJH2821,2015-09-15T00:00:00,,N0074997,
1800SB33501,2008-07-14T00:00:00,MANGWDMD,N0075078,St Ambrose
1800WF13341,2014-02-21T00:00:00,MANTWAJA,E0029498,St Ambrose Sch
1800NCH0021,2008-07-14T00:00:00,,E0029236,
1800NCH0022,2008-07-14T00:00:00,,E0029236,
1800EB06761,2010-03-26T00:00:00,MANTGAPT,N0074882,St Andrews Square
1800SBT0471,2004-09-14T00:00:00,,E0057786,
1800SGH2272,2016-02-15T00:00:00,,N0075002,
1800NE25971,2007-11-01T00:00:00,MANGATJT,E0028401,St Ann's Rd
1800SG19411,2014-02-24T00:00:00,MANJGAPG,N0075002,St Ann's Rd
1800SG19421,2014-02-24T00:00:00,MANJGAPJ,N0075002,St Ann's Rd
1800NE25981,2007-11-01T00:00:00,MANGATJW,E0028401,St Ann's Rd
1800NC42371,2010-04-23T00:00:00,MANDTPTG,E0029221,St Ann's Rd
1800NC42161,2010-04-23T00:00:00,MANDTPGJ,E0029221,St Ann's Rd
1800NCH4681,2011-01-17T00:00:00,,E0029221,
1800SGH2282,2007-11-01T00:00:00,,N0075002,
1800SGH2281,2007-11-01T00:00:00,,N0075002,
1800NCH0182,2007-11-01T00:00:00,,E0029221,
1800NCH0181,2011-01-18T00:00:00,,E0029221,
1800SGH2271,2007-11-01T00:00:00,,N0075002,
1800SGH3801,2016-02-15T00:00:00,,N0075002,
1800NEH4931,2014-03-05T00:00:00,,N0075013,
1800WK07401,2014-02-13T00:00:00,MANPWADA,E0028535,St Anne's Church
1800WK09141,2014-02-13T00:00:00,MANPWDTM,E0028535,St Anne's Church
1800EH46451,2010-11-17T00:00:00,MANDJAMW,N0075160,St Anne's Est
1800EDH1331,2007-11-01T00:00:00,,E0028471,
1800EDH1332,2007-11-01T00:00:00,,E0028471,
1800EH46441,2010-11-17T00:00:00,MANDJAMT,N0075160,St. Anne's Rd
1800EH41341,2010-04-20T00:00:00,MANDGPGM,N0074964,St Anne's Rd
1800EH41511,2008-02-06T00:00:00,MANDGPJT,N0074964,St Anne's Rd
1800EHH0302,2007-11-01T00:00:00,,N0075160,
1800EHH0301,2010-10-14T00:00:00,,N0075160,
1800WK23291,2014-02-12T00:00:00,MANPWPMW,E0029369,St Anne's Sch
1800EHH2211,2010-10-14T00:00:00,,N0075160,
1800SJH2072,2007-11-01T00:00:00,,N0075023,
1800SJH2071,2010-05-13T00:00:00,,N0075023,
1800SJH1321,2013-02-15T00:00:00,,E0029481,
1800SB31931,2010-03-29T00:00:00,MANGTWGD,E0028255,St Bede's College
1800EB05871,2010-03-25T00:00:00,MANADPTM,E0029521,St Benedict's
1800EB05891,2007-11-01T00:00:00,MANADPTW,E0029521,St Benedict's
1800EB03941,2007-11-01T00:00:00,MANADMJP,E0028653,St Bernard's
1800EB33881,2007-11-01T00:00:00,MANAJAWD,E0028544,St Brigid's Sch
1800SG46401,2014-02-25T00:00:00,MANJMGWJ,N0075002,Church
1800NB09401,2007-11-01T00:00:00,MANDJPTW,E0029384,St Chad's Church
1800NB09391,2010-03-30T00:00:00,MANDJPTP,E0029384,St Chad's Church
1800ED28881,2007-11-01T00:00:00,MANATMDM,E0028969,St Chads Cres
1800ED28882,2006-01-20T00:00:00,,E0028969,
1800EH21091,2010-04-19T00:00:00,MANDAGTG,E0028806,St Christopher's
1800SGH2751,2007-11-01T00:00:00,,E0028600,
1800NF29991,2007-11-01T00:00:00,MANGMJPT,E0029176,St Clement's Dr
1800NE32751,2011-03-01T00:00:00,MANGDGTJ,E0028649,St Cuthbert's HS
1800NE32761,2011-03-01T00:00:00,MANGDGTM,E0028649,St Cuthbert's HS
1800NE02551,2010-04-24T00:00:00,MANDWGAT,E0028649,St Cuthberts RCHS
1800NE02561,2010-04-24T00:00:00,MANDWGDA,E0028649,St Cuthbert's HS
1800NE02571,2008-02-06T00:00:00,MANDWGDJ,E0028649,St Cuthbert's HS
1800NE02532,2006-01-20T00:00:00,,E0057799,
1800NE02542,2006-01-20T00:00:00,,E0057799,
1800NE02531,2010-04-24T00:00:00,MANDWGAG,E0028649,St Cuthberts RCHS
1800NE02541,2007-11-01T00:00:00,MANDWGAM,E0028649,St Cuthberts RCHS
1800EHH2351,2014-01-28T00:00:00,,E0028965,
1800EH09331,2010-10-21T00:00:00,MANAWPMA,E0028965,St Damians H.S.
1800EH09321,2010-10-21T00:00:00,MANAWPJW,E0028965,St Damians H.S.
1800EH09341,2010-10-21T00:00:00,MANAWPMD,E0028965,St Damians H.S.
1800SJ11061,2014-10-09T00:00:00,MANJPWGJ,E0028730,St David's
1800SJ10951,2014-10-09T00:00:00,MANJPWAT,E0028730,St David's
1800EH20631,2010-11-15T00:00:00,MANDADTW,N0074998,St David's Close
1800WK14881,2014-02-12T00:00:00,MANPWJMW,E0028494,St David's Cres
1800WK14891,2014-02-12T00:00:00,MANPWJPA,E0028494,St David's Cres
1800WK08101,2014-02-13T00:00:00,MANPWAPJ,E0028491,St Edmund Arrwsmt
1800EDH1501,2007-11-01T00:00:00,,E0028946,
1800EDH1502,2007-11-01T00:00:00,,E0028946,
1800WK33471,2007-11-01T00:00:00,MANTAPMW,E0028494,Church
1800WK33461,2007-11-01T00:00:00,MANTAPMT,E0028494,Church
1800WK33451,2007-11-01T00:00:00,MANTAPMP,E0028494,Church
1800WK07371,2014-02-13T00:00:00,MANPTWTP,E0028494,St Elizabeth's Rd
1800WK07391,2014-02-13T00:00:00,MANPTWTW,E0028494,St Elizabeth's Rd
1800NC01101,2010-04-20T00:00:00,MANDMGMD,E0028659,St Gabriels Sch
1800NC01111,2007-11-01T00:00:00,MANDMGMJ,E0028659,St Gabriels Sch
1800NC01121,2010-04-20T00:00:00,MANDMGMT,E0028659,St Gabriels Sch
1800NC01122,2007-11-01T00:00:00,,E0028659,St Gabriels Schl
1800NC01102,2007-11-01T00:00:00,,E0028659,St Gabriels Schl
1800NC01112,2007-11-01T00:00:00,,E0028659,St Gabriels Schl
1800WA02351,2014-10-14T00:00:00,MANJWDTD,E0057777,St. George Street
1800WKH3122,2007-11-01T00:00:00,,E0028499,
1800WKH3121,2010-05-22T00:00:00,,E0028499,
1800WKH4331,2010-05-22T00:00:00,,E0028499,
1800WAH2612,2010-05-13T00:00:00,,E0028309,
1800WAH2611,2010-05-13T00:00:00,,E0028309,
1800EB00071,2010-03-25T00:00:00,MANADAGW,N0075088,St Georges Dr
1800WKH1792,2008-07-14T00:00:00,,E0028499,
1800WKH1791,2010-05-24T00:00:00,,E0028499,
1800WK36341,2007-11-01T00:00:00,MANTAWTW,E0028950,St Helens Rd
1800WA34951,2014-02-28T00:00:00,MANPGMGW,E0028868,St Helens Rd
1800WK36451,2007-11-01T00:00:00,MANTDADW,E0029200,St Helens Rd
1800WAH0881,2010-05-12T00:00:00,,E0028320,
1800WKH1021,2010-05-25T00:00:00,,E0029501,
1800WKH1022,2007-11-01T00:00:00,,E0029501,
1800WA11671,2007-11-01T00:00:00,MANJWTMD,E0028603,St James Avenue
1800WK06331,2014-02-13T00:00:00,MANPTPDT,E0029215,St James Church
1800NE10111,2012-10-01T00:00:00,MANTWAGM,N0075167,St James Church
1800WK06321,2014-02-13T00:00:00,MANPTPDP,E0029215,St James Church
1800SB05781,2007-11-01T00:00:00,MANGPJTW,E0057786,St James Sq
1800SB18741,2016-09-28T00:00:00,MANTWTAG,E0057786,St James Square
1800WA41941,2015-11-22T00:00:00,MANPGPTW,E0029119,St James St
1800NC20781,2007-11-01T00:00:00,MANDPJMW,E0029572,St James' Church
1800NC20771,2010-04-22T00:00:00,MANDPJMT,E0029572,St James' Church
1800WA02591,2014-10-14T00:00:00,MANJWGAD,N0075010,St James' School
1800WA02561,2014-10-14T00:00:00,MANJWDWM,N0075010,St James' School
1800SG35011,2014-02-18T00:00:00,MANJGATW,E0028438,St James' Way
1800WKH3431,2007-11-01T00:00:00,,E0029177,
1800NFH0081,2007-11-01T00:00:00,,E0028818,
1800NFH0031,2007-11-01T00:00:00,,E0028818,
1800SGH2731,2007-11-01T00:00:00,,E0028438,
1800WKH4301,2010-05-21T00:00:00,,E0029356,
1800WKH3371,2010-05-21T00:00:00,,E0029356,
1800WKH3372,2007-11-01T00:00:00,,E0029356,
1800NE00811,2011-01-20T00:00:00,MANDWAMD,E0029371,St John FisherSch
1800NE00821,2011-01-20T00:00:00,MANDWAMG,E0029371,St John FisherSch
1800WKH3742,2007-11-01T00:00:00,,E0028431,
1800WKH4251,2010-05-20T00:00:00,,E0028431,
1800WKH3741,2010-05-20T00:00:00,,E0028431,
1800EH39441,2010-04-20T00:00:00,MANDGMTM,E0028357,St John St
1800ED00381,2007-11-01T00:00:00,MANAJPGD,E0028946,St John St
1800EH39431,2010-04-20T00:00:00,MANDGMTJ,E0028357,St John St
1800SJ02701,2014-09-19T00:00:00,MANJPATM,E0028410,St John's
1800ED30701,2007-11-01T00:00:00,MANATMTP,E0028293,St John's
1800ED30681,2007-11-01T00:00:00,MANATMTM,E0028293,St John's
1800SG13721,2014-02-21T00:00:00,MANJDPJD,E0029163,St John's Church
1800WK32781,2014-02-25T00:00:00,MANTAPAT,E0028822,St John's Church
1800SJ49481,2010-03-29T00:00:00,MANJWAWP,E0028623,St John's Church
1800SG07631,2014-02-18T00:00:00,MANJATWG,E0028699,St John's Church
1800SG13711,2014-02-21T00:00:00,MANJDPJA,E0029163,St John's Church
1800SG07641,2014-02-18T00:00:00,MANJATWJ,E0028699,St John's Church
1800WK32791,2007-11-01T00:00:00,MANTAPAW,E0028822,St John's Church
1800WK01031,2013-05-21T00:00:00,MANPMJGJ,E0028823,St John's Sch
1800WK01041,2013-05-21T00:00:00,MANPMJGM,E0028823,St John's Sch
1800WK14901,2014-02-12T00:00:00,MANPWJPD,E0028494,St John's Rd
1800SJ09831,2014-10-09T00:00:00,MANJPTGM,E0028261,St John's Road
1800SJ32011,2014-10-13T00:00:00,MANJTGDA,E0028403,St John's Road
1800SJ09841,2014-10-09T00:00:00,MANJPTGP,E0028261,St John's Road
1800SJ32001,2014-10-13T00:00:00,MANJTGAW,E0028403,St John's Road
1800WA34601,2014-03-03T00:00:00,MANPGJPT,E0029555,St Johns Ave
1800WA34611,2014-03-03T00:00:00,MANPGJPW,E0029555,St Johns Ave
1800WA42741,2014-02-25T00:00:00,MANPGWJD,N0075136,St Joseph's Sch
1800WA09291,2014-10-14T00:00:00,MANJWMWD,N0075136,St Joseph's Sch.
1800WA09281,2007-11-01T00:00:00,MANJWMWA,N0075136,St Joseph's Sch.
1800ED16531,2010-09-08T00:00:00,MANAPMGM,E0029313,St Jospehs
1800ED16541,2010-04-16T00:00:00,MANAPMGP,E0029313,St Josephs
1800NEH0621,2007-11-01T00:00:00,,E0028791,
1800NEH0622,2007-11-01T00:00:00,,E0028791,
1800WK12581,2014-02-12T00:00:00,MANTMTJP,E0029591,St Jude's Sch
1800WAH2291,2010-05-12T00:00:00,,E0028898,
1800WA05541,2014-10-14T00:00:00,MANTGJGT,E0028898,St Kilda Avenue
1800WA15192,2005-05-24T00:00:00,,E0028898,
1800WA15191,2014-10-14T00:00:00,MANPAPTD,E0028898,St Kilda Avenue
1800WAH2292,2008-07-10T00:00:00,,E0028898,
1800EHH0032,2007-11-01T00:00:00,,N0074964,
1800EHH2161,2010-10-14T00:00:00,,N0074964,
1800EHH0031,2010-10-14T00:00:00,,N0074964,
1800SG07661,2014-02-18T00:00:00,MANJATWP,E0028699,St Lesmo Rd
1800SG07791,2007-11-01T00:00:00,MANJAWDP,N0074972,St Lesmo Rd
1800SG07651,2014-02-18T00:00:00,MANJATWM,E0028699,St Lesmo Rd
1800SG07801,2014-02-18T00:00:00,MANJAWDT,N0074972,St Lesmo Rd
1800SB18431,2014-10-03T00:00:00,MANGTJPM,E0028539,St Luke's
1800SB18421,2014-10-03T00:00:00,MANGTJPJ,E0028539,St Luke's
1800SJ10751,2014-10-09T00:00:00,MANJPTPA,N0074905,St Luke's Church
1800SJ10771,2014-10-09T00:00:00,MANJPTPG,N0074905,St Luke's Church
1800WK37601,2007-11-01T00:00:00,MANTDJGJ,E0029026,St Luke's School
1800WK37591,2008-03-26T00:00:00,MANTDJGD,E0029026,St Luke's School
1800NC41901,2010-04-23T00:00:00,MANDTPDA,E0029221,St Margaret's
1800SJ09611,2014-10-06T00:00:00,MANJPTDM,E0028585,St Margaret's Rd
1800SJ09601,2014-10-06T00:00:00,MANJPTDJ,E0028585,St Margaret's Rd
1800SJH1592,2007-11-01T00:00:00,,E0028585,
1800SJH1591,2010-05-13T00:00:00,,E0028585,
1800WK02051,2014-02-18T00:00:00,MANPMTGD,E0029368,St Marie's Church
1800NFH1411,2007-11-01T00:00:00,,E0029590,
1800NFH1412,2007-11-01T00:00:00,,E0029590,
1800SG37861,2014-02-17T00:00:00,MANJGPAJ,E0028600,St Mark's Church
1800SG11801,2014-02-17T00:00:00,MANJDJTA,E0028600,St Mark's Church
1800WK04211,2014-02-17T00:00:00,MANPTDMA,N0075101,St Mark's Church
1800SG37871,2014-02-17T00:00:00,MANJGPAM,E0028600,St Mark's Church
1800WK03221,2014-02-18T00:00:00,MANTDWDW,N0075101,St Mark's Church
1800WK04212,2006-01-20T00:00:00,,E0057846,
1800WA43031,2007-11-01T00:00:00,MANPGWTP,E0028459,St Mark's St
1800WK04131,2014-02-17T00:00:00,MANPTDGW,E0028923,St Marks Ave
1800WK04141,2014-02-17T00:00:00,MANPTDJA,E0028923,St Marks Ave
1800SB46551,2014-10-03T00:00:00,MANGWTMA,E0029129,St Martin's
1800EH14391,2010-04-19T00:00:00,MANTMWMJ,E0028477,St Martins Church
1800SG35861,2014-02-05T00:00:00,MANJGDPM,E0029038,St Martins Rd
1800SG35871,2014-02-05T00:00:00,MANJGDPT,E0029038,St Martins Rd
1800ED04511,2007-11-01T00:00:00,MANAMAJD,E0028406,St Martins Rd
1800WA34891,2014-02-28T00:00:00,MANPGMGA,E0052667,St Mary's
1800EB07721,2010-09-09T00:00:00,MANADWDJ,E0029284,St Mary's
1800SB14881,2011-08-03T00:00:00,MANTGJDG,E0028715,St Mary's
1800SB08921,2007-11-01T00:00:00,MANTGAMA,E0028715,St Mary's
1800SB18641,2016-05-06T00:00:00,MANTWPMD,E0029284,St Mary's
1800SB30701,2007-11-01T00:00:00,MANGTMJP,E0029284,St Mary's
1800ED27801,2010-04-19T00:00:00,MANATGMW,E0028385,St Mary's Church
1800SG17291,2014-02-14T00:00:00,MANTMWGW,E0057819,St Mary's Church
1800ED27802,2006-05-24T00:00:00,,E0028385,
1800ED09471,2010-04-19T00:00:00,MANTGPDG,E0028385,St Mary's Church
1800NE17361,2015-04-30T00:00:00,MANGADGD,E0029464,St Mary's Church
1800NE09471,2010-04-24T00:00:00,MANTMTGP,E0029464,St Mary's Church
1800NE33321,2015-05-18T00:00:00,MANGDJWM,E0029464,St Mary's Church
1800EDH2982,2009-05-18T00:00:00,,E0028472,
1800EDH2981,2009-05-18T00:00:00,,E0028472,
1800NE17041,2010-04-24T00:00:00,MANDWTJW,E0057799,St Mary's Gate
1800NE10261,2014-06-25T00:00:00,MANTWGMA,E0029464,St Mary's Gate
1800NBT0481,2004-09-14T00:00:00,,E0057786,
1800SB12551,2007-11-01T00:00:00,MANTGDWJ,E0057786,St Mary's Gate
1800NEH4072,2008-08-26T00:00:00,,E0029464,
1800NEH4071,2008-08-26T00:00:00,,E0029464,
1800WK32151,2007-11-01T00:00:00,MANTAMDG,E0029465,St Mary's HS
1800WK32141,2007-11-01T00:00:00,MANTAMDA,E0029465,St Mary's HS
1800WKH0301,2007-11-01T00:00:00,,E0029465,
1800WKH0302,2007-11-01T00:00:00,,E0029465,
1800WKH4831,2015-05-11T00:00:00,,E0029465,
1800EB22131,2010-04-15T00:00:00,MANAGMPJ,N0075088,St Mary's Rd
1800WK14911,2014-02-12T00:00:00,MANPWJPG,E0028494,St Mary's Rd
1800NC42171,2007-11-01T00:00:00,MANDTPGM,E0029221,St Mary's Rd
1800EB22141,2010-04-15T00:00:00,MANAGMPM,N0075088,St Mary's Rd
1800NCH3231,2007-11-01T00:00:00,,E0029221,
1800NCH3232,2007-11-01T00:00:00,,E0029221,
1800SGH2921,2007-11-01T00:00:00,,E0029039,
1800ED19311,2010-04-16T00:00:00,MANAPWMJ,E0057798,St Mary's Way
1800ED15031,2014-08-12T00:00:00,MANAPDPM,E0057798,St Marys Way
1800ED17491,2014-07-07T00:00:00,MANTWGMJ,E0057798,St Mary's Way
1800SG13571,2014-02-14T00:00:00,MANJDPDG,E0028783,St Mary's Way
1800SG08451,2014-02-14T00:00:00,MANJDAMD,E0057819,St Mary's Way
1800ED19321,2010-04-16T00:00:00,MANAPWMP,E0057798,St Mary's Way
1800ED15011,2014-08-12T00:00:00,MANAPDPG,E0057798,St Marys Way
1800SG13561,2014-02-14T00:00:00,MANJDPDA,E0028783,St Mary's Way
1800SG04621,2014-02-14T00:00:00,MANJADWD,E0057819,St Mary's Way
1800SG44831,2014-02-14T00:00:00,MANJMGJM,N0075203,St Marys Way
1800EDH3322,2010-05-28T00:00:00,,E0057798,
1800EDH3251,2010-05-28T00:00:00,,E0057798,
1800EDH3252,2010-05-28T00:00:00,,E0057798,
1800EDH3321,2010-05-28T00:00:00,,E0057798,
1800NC42221,2007-11-01T00:00:00,MANDTPJD,E0029221,St Marys Rd
1800NC42231,2010-04-23T00:00:00,MANDTPJG,E0029221,St Marys Rd
1800EH03271,2007-11-01T00:00:00,MANAWATJ,E0028353,St Marys School
1800SGH2711,2007-11-01T00:00:00,,E0057819,
1800SGH2712,2007-11-01T00:00:00,,E0057819,
1800ED15021,2007-11-01T00:00:00,MANAPDPJ,E0057798,St Marys Way
1800SGH2692,2007-11-01T00:00:00,,E0057819,
1800SGH2691,2007-11-01T00:00:00,,E0057819,
1800EB05561,2010-03-25T00:00:00,MANADPTA,N0075088,St Matthew's H.S.
1800EBH0802,2010-04-23T00:00:00,,N0075088,
