AtcoCode,CommonName,Landmark,ModificationDateTime,Notes,StopType
1800EH37021,Spring Ave,THE HOLLIES,2010-04-19T00:00:00,INDICATOR AMENDED,BCT
1800SB15411,Spring Gardens,HOUSE 46,2007-11-01T00:00:00,,BCT
1800SG08461,Spring Gardens,CHAPEL STUDIO,2014-02-14T00:00:00,INDICATOR AMENDED,BCT
1800SGH2502,Spring Gardens (to def route),Spring Gardens (to def route),2007-11-01T00:00:00,,BCT
1800SGH2501,Spring Gardens (to def route),Spring Gardens (to def route),2007-11-01T00:00:00,,BCT
1800EDH1181,Spring Lane,SPRING CLOSE,2007-11-01T00:00:00,,BCT
1800EDH1191,Spring Lane,SPRING LANE,2007-11-01T00:00:00,,BCT
1800EDH1192,Spring Lane,SPRING LANE,2007-11-01T00:00:00,,BCT
1800EDH1182,Spring Lane,SPRING CLOSE,2007-11-01T00:00:00,,BCT
1800NC05841,Spring Ln,KWIK FIT,2010-04-21T00:00:00,INDICATOR AMENDED,BCT
1800WK05191,Spring Rd,HOUSE 68,2014-02-14T00:00:00,indicator amended,BCT
1800WK05201,Spring Rd,HOUSE 61,2014-02-14T00:00:00,indicator amended,BCT
1800EH05751,Spring Rise,FLATS,2007-11-01T00:00:00,,BCT
1800WKH2462,Spring Road,SPRING ROAD,2007-11-01T00:00:00,,BCT
1800WKH2461,Spring Road (SE bound),SPRING ROAD,2010-05-05T00:00:00,DIRECTION REVISED,BCT
1800ED30551,Spring St,NR OPEN LAND,2007-11-01T00:00:00,,BCT
1800WK02481,Spring St,,2014-02-18T00:00:00,indicator amended,BCT
1800ED30541,Spring St,OS FLATS 1-69,2007-11-01T00:00:00,,BCT
1800NE08471,Spring Vale,GARAGE,2010-04-24T00:00:00,INDICATOR AMENDED,BCT
1800NE08481,Spring Vale,SORTING OFFICE,2010-04-24T00:00:00,INDICATOR AMENDED,BCT
1800ED16631,Spring Vale Way,HOUSE 491,2007-11-01T00:00:00,,BCT
1800ED16641,Spring Vale Way,HOUSE 388B,2010-04-16T00:00:00,INDICATOR AMENDED,BCT
1800WK00881,Springbank Ind. Est,HOUSE 493,2013-05-21T00:00:00,INDICATOR AMENDED,BCT
1800WK00891,Springbank Ind. Est,,2013-05-21T00:00:00,INDICATOR AMENDED,BCT
1800NE25901,Springbank Ln,HOUSE 2,2007-11-01T00:00:00,,BCT
1800NE25891,Springbank Ln,HOUSE 164,2007-11-01T00:00:00,,BCT
1800SB31031,Springbridge Rd,SCHOOL,2010-10-12T00:00:00,STOP MOVED,BCT
1800SB31021,Springbridge Rd,SCHOOL,2007-11-01T00:00:00,,BCT
1800SBH0332,Springbridge Road,WILBRAHAM ROAD,2007-11-01T00:00:00,,BCT
1800SBH0331,Springbridge Road,WILBRAHAM ROAD,2007-11-01T00:00:00,,BCT
1800SG43911,Springfield Ave,M & S,2014-02-13T00:00:00,INDICATOR AMENDED,BCT
1800SG43921,Springfield Ave,CAR PARK,2014-02-13T00:00:00,INDICATOR AMENDED,BCT
1800WA41491,Springfield Gdns,,2014-02-28T00:00:00,indicator amended,BCT
1800ED01471,Springfield Ln,HOUSE 731,2007-11-01T00:00:00,,BCT
1800ED16981,Springfield Ln,BUILDING 728,2010-04-16T00:00:00,INDICATOR AMENDED,BCT
1800EH04801,Springfield Rd,HOUSE 211,2008-03-26T00:00:00,INDICATOR AMENDED,BCT
1800EH36521,Springfield Rd,SPAR,2010-04-19T00:00:00,INDICATOR AMENDED,BCT
1800EH36441,Springfield Rd,OFF LICENCE,2007-11-01T00:00:00,,BCT
1800WA41471,Springfield Rd,,2014-02-28T00:00:00,indicator amended,BCT
1800EH36531,Springfield Rd,TAKE AWAY,2010-04-19T00:00:00,INDICATOR AMENDED,BCT
1800WA13711,Springfield Road,,2007-11-01T00:00:00,,BCT
1800SGH2352,Springfield Road,SPRINGFIELD RD,2007-11-01T00:00:00,,BCT
1800SJH2571,Springfield Road,School Road/Springfield Road,2008-08-22T00:00:00,NAME AMENDED,BCT
1800EDH3241,Springfield Road,ROCHDALE ROAD,2007-11-01T00:00:00,,BCT
1800SGH2351,Springfield Road,SPRINGFIELD RD,2007-11-01T00:00:00,,BCT
1800WA15181,Springfield Road,HOUSE 53,2007-11-01T00:00:00,,BCT
1800EH14481,Springfield St,HOUSE 245,2010-04-19T00:00:00,INDICATOR AMENDED,BCT
1800WAH0901,Springfld Rd (Wbd - to def rte),HOLCOMBE CRES,2007-11-01T00:00:00,,BCT
1800ED30801,Springhead P.O.,POST OFFICE,2007-11-01T00:00:00,,BCT
1800ED06461,Springhead P.O.,HOUSE 113,2010-10-15T00:00:00,INDICATOR AMENDED,BCT
1800WK05871,Springpool,HOUSE 32,2014-02-14T00:00:00,indicator amended,BCT
1800WK05861,Springpool,,2014-02-14T00:00:00,indicator amended,BCT
1800ED19721,Springs Rd,,2010-10-18T00:00:00,NAME AMENDED,BCT
1800ED19711,Springs Rd,CATERERS,2010-10-18T00:00:00,NAME/INDICATOR AMENDED,BCT
1800EH21321,Springs Rise,FLATS,2007-11-01T00:00:00,,BCT
1800SGH2522,Springside,SPRINGSIDE,2007-11-01T00:00:00,,BCT
1800SGH2521,Springside,SPRINGSIDE,2007-11-01T00:00:00,,BCT
1800NC22821,Springside View,FARM,2011-01-17T00:00:00,NAME & INDICATOR AMENDED,BCT
1800NCH0731,Springside View,BRANDLESHOLME R,2007-11-01T00:00:00,,BCT
1800NCH0732,Springside View,BRANDLESHOLME R,2007-11-01T00:00:00,,BCT
1800NC22831,Springside View,,2010-03-29T00:00:00,INDICATOR AMENDED,BCT
1800EH01441,Springvale Cl,,2007-11-01T00:00:00,,BCT
1800EH01442,Springvale Close,SPRINGDALE CL,2006-01-20T00:00:00,,BCT
1800ED28521,Springwood Hall Rd,HOUSE 103,2010-04-15T00:00:00,INDICATOR AMENDED,BCT
1800ED04531,Springwood Hall Rd,HOUSE 94,2010-10-15T00:00:00,INDICATOR AMENDED,BCT
1800EDH2581,Springwood Hall Road,FOLD VIEW,2007-11-01T00:00:00,,BCT
1800EDH2582,Springwood Hall Road,FOLD VIEW,2007-11-01T00:00:00,,BCT
1800WF39471,Springwood Sch,SCHOOL,2014-02-20T00:00:00,indicator amended,BCT
1800SB30391,Spruce St,HOUSE 164,2007-11-01T00:00:00,,BCT
1800ED05071,Spurn Ln,AMBROSE MOUNT,2007-11-01T00:00:00,,BCT
1800EB00861,St Agnes Church,CHURCH,2007-11-01T00:00:00,,BCT
1800EB06101,St Agnes Church,ST AGNES CHURCH,2010-03-25T00:00:00,INDICATOR AMENDED,BCT
1800NE18461,St Aidan's Church,DRY CLEANERS,2007-11-01T00:00:00,,BCT
1800NE02421,St Aidan's Church,CHURCH,2010-04-24T00:00:00,INDICATOR AMENDED,BCT
1800WK05951,St Aidan's Sch,PRIMARY SCHOOL,2014-02-14T00:00:00,indicator amended,BCT
1800WK05961,St Aidan's Sch,THE POACHER PUB,2014-02-14T00:00:00,indicator amended,BCT
1800SBH0411,St Aidans R.C Primary School,MOOR ROAD,2007-11-01T00:00:00,,BCT
1800SBH0412,St Aidans R.C Primary School,MOOR ROAD,2007-11-01T00:00:00,,BCT
1800SG08381,St Alban's Church,CHURCH,2014-02-17T00:00:00,INDICATOR AMENDED,BCT
1800EH14521,St Albans Ave,SCHOOL,2011-12-21T00:00:00,STOP RELOCATED,BCT
1800EH15241,St Albans Ave,OS SCHOOL,2012-02-01T00:00:00,NEW STOP,BCT
1800WK05061,St Ambrose,METH CHURCH,2014-02-14T00:00:00,indicator amended,BCT
1800WK32131,St Ambrose,HOUSE 273,2007-11-01T00:00:00,,BCT
1800SJ41421,St Ambrose,CRICKET CLUB,2015-01-21T00:00:00,INDICATOR AMENDED,BCT
1800SJ41411,St Ambrose,PARK,2015-01-21T00:00:00,INDICATOR AMENDED,BCT
1800SJH2831,St Ambrose College,St Ambrose College,2013-05-01T00:00:00,,BCT
1800SJH2821,St Ambrose College,St Ambrose College,2015-09-15T00:00:00,STOP LOCATION AMENDED,BCT
1800SB33501,St Ambrose Sch,ST AMBROSE SCH,2008-07-14T00:00:00,INDICATOR AMENDED,BCT
1800WF13341,St Ambrose Sch,SCHOOL GROUNDS,2014-02-21T00:00:00,indicator amended,BCT
1800NCH0021,St Andrews Close,NUTTALL LANE,2008-07-14T00:00:00,INDICATOR AMENDED,BCT
1800NCH0022,St Andrews Close,NUTTALL LANE,2008-07-14T00:00:00,INDICATOR AMENDED,BCT
1800EB06761,St Andrews Square,CAR PARK,2010-03-26T00:00:00,INDICATOR AMENDED,BCT
1800SBT0471,St Ann Square,ST ANN'S SQ,2004-09-14T00:00:00,,TXR
1800SGH2272,St Ann's Hospice,OAKDALE DRIVE,2016-02-15T00:00:00,,BCT
1800NE25971,St Ann's Rd,HOUSE 375,2007-11-01T00:00:00,,BCT
1800SG19411,St Ann's Rd,OPPOSITE HOUSE,2014-02-24T00:00:00,INDICATOR AMENDED,BCT
1800SG19421,St Ann's Rd,SHOPS,2014-02-24T00:00:00,INDICATOR AMENDED,BCT
1800NE25981,St Ann's Rd,HOUSE 376,2007-11-01T00:00:00,,BCT
1800NC42371,St Ann's Rd,ST MARYS PARK,2010-04-23T00:00:00,INDICATOR AMENDED,BCT
1800NC42161,St Ann's Rd,PARK,2010-04-23T00:00:00,INDICATOR AMENDED,BCT
1800NCH4681,St Ann's Rd (E bnd),St Ann's Rd (E bnd),2011-01-17T00:00:00,,BCT
1800SGH2282,St Ann's Rd Nth (to def rte),OAKDALE DRIVE,2007-11-01T00:00:00,,BCT
1800SGH2281,St Ann's Rd Nth (to def rte),OAKDALE DRIVE,2007-11-01T00:00:00,,BCT
1800NCH0182,St Ann's Road,PRSTWCH PK RD S,2007-11-01T00:00:00,,BCT
1800NCH0181,St Ann's Road (W bnd),PRSTWCH PK RD S,2011-01-18T00:00:00,DIRECTION AMENDED,BCT
1800SGH2271,St Ann's Road North (N-bnd),St Ann's Road North (N-bnd),2007-11-01T00:00:00,,BCT
1800SGH3801,St Ann's Road North (S-bd),St Ann's Road North (S-bd),2016-02-15T00:00:00,,BCT
1800NEH4931,St Anne's Academy,St Anne's Academy,2014-03-05T00:00:00,,BCT
1800WK07401,St Anne's Church,HOUSE 165,2014-02-13T00:00:00,indicator amended,BCT
1800WK09141,St Anne's Church,CHURCH,2014-02-13T00:00:00,indicator amended,BCT
1800EH46451,St Anne's Est,HOUSE 43,2010-11-17T00:00:00,INDICATOR AMENDED,BCT
1800EDH1331,St Anne's R C Primary School,HEAP STREET,2007-11-01T00:00:00,,BCT
1800EDH1332,St Anne's R C Primary School,HEAP STREET,2007-11-01T00:00:00,,BCT
1800EH46441,St Anne's Rd,FLATS 144-46,2010-11-17T00:00:00,INDICATOR AMENDED,BCT
1800EH41341,St Anne's Rd,HOUSE 265,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800EH41511,St Anne's Rd,,2008-02-06T00:00:00,STOP NAME ADDED,BCT
1800EHH0302,St Anne's Road,SANDBROOK WAY,2007-11-01T00:00:00,,BCT
1800EHH0301,St Anne's Road (NW Bnd),SANDBROOK WAY,2010-10-14T00:00:00,DIRECTION AMENDED,BCT
1800WK23291,St Anne's Sch,HOUSE 251,2014-02-12T00:00:00,indicator amended,BCT
1800EHH2211,St Annes Road (SE Bnd),St Annes Road (SE Bnd),2010-10-14T00:00:00,,BCT
1800SJH2072,St Anthonys RC High School,HILROSE AVE,2007-11-01T00:00:00,,BCT
1800SJH2071,St Anthonys RC High School (Wbnd),HILROSE AVE,2010-05-13T00:00:00,DIRECTION AMENDED,BCT
1800SJH1321,St Antony's College,SCHOOL,2013-02-15T00:00:00,NAME AMENDED,BCT
1800SB31931,St Bede's College,COLLEGE,2010-03-29T00:00:00,NAME AMENDED,BCT
1800EB05871,St Benedict's,CHURCH,2010-03-25T00:00:00,INDICATOR AMENDED,BCT
1800EB05891,St Benedict's,HOUSE 16,2007-11-01T00:00:00,,BCT
1800EB03941,St Bernard's,FLATS 359/361,2007-11-01T00:00:00,,BCT
1800EB33881,St Brigid's Sch,LIBRARY,2007-11-01T00:00:00,,BCT
1800SG46401,St Catherine's Church,CHURCH,2014-02-25T00:00:00,INDICATOR AMENDED,BCT
1800NB09401,St Chad's Church,CHIP SHOP,2007-11-01T00:00:00,,BCT
1800NB09391,St Chad's Church,ST CHADS CHURCH,2010-03-30T00:00:00,INDICATOR AMENDED,BCT
1800ED28881,St Chads Cres,POST OFFICE,2007-11-01T00:00:00,,BCT
1800ED28882,St Chads Crescent,ST CHADS CRES,2006-01-20T00:00:00,,BCT
1800EH21091,St Christopher's,CHURCH,2010-04-19T00:00:00,INDICATOR AMENDED,BCT
1800SGH2751,St Christopher's R.C.Primary School,St Christopher's R.C.Primary School,2007-11-01T00:00:00,,BCT
1800NF29991,St Clement's Dr,FLATS 1B-84B,2007-11-01T00:00:00,,BCT
1800NE32751,St Cuthbert's H.S.,YEWTREE INN,2011-03-01T00:00:00,INDICATOR AMENDED,BCT
1800NE32761,St Cuthbert's H.S.,SCHOOL,2011-03-01T00:00:00,NAME/INDICATOR AMENDED,BCT
1800NE02551,St Cuthbert's RCHS,HIGH SCHOOL,2010-04-24T00:00:00,INDICATOR AMENDED,BCT
1800NE02561,St Cuthbert's RCHS,HIGH SCHOOL,2010-04-24T00:00:00,INDICATOR AMENDED,BCT
1800NE02571,St Cuthbert's RCHS,HIGH SCHOOL,2008-02-06T00:00:00,STOP NAME ADDED,BCT
1800NE02532,St Cuthberts Rc High School,OLDHAM ROAD,2006-01-20T00:00:00,,BCT
1800NE02542,St Cuthberts Rc High School,OLDHAM ROAD,2006-01-20T00:00:00,,BCT
1800NE02531,St Cuthberts RCHS,HIGH SCHOOL,2010-04-24T00:00:00,INDICATOR AMENDED,BCT
1800NE02541,St Cuthberts RCHS,HIGH SCHOOL,2007-11-01T00:00:00,,BCT
1800EHH2351,St Damian's RC Science College,St Damian's RC Science College,2014-01-28T00:00:00,,BCT
1800EH09331,St Damians H.S.,SCHOOL,2010-10-21T00:00:00,NAME AMENDEDE,BCT
1800EH09321,St Damians H.S.,SCHOOL,2010-10-21T00:00:00,INDICATOR AMENDED,BCT
1800EH09341,St Damians H.S.,SCHOOL,2010-10-21T00:00:00,NAME AMENDED,BCT
1800SJ11061,St David's,SUB STATION,2014-10-09T00:00:00,INDICATOR AMENDED,BCT
1800SJ10951,St David's,HOUSE 91,2014-10-09T00:00:00,INDICATOR AMENDED,BCT
1800EH20631,St David's Cl,HOUSE 71,2010-11-15T00:00:00,NAME AMENDED,BCT
1800WK14881,St David's Cres,HOUSE 73,2014-02-12T00:00:00,indicator amended,BCT
1800WK14891,St David's Cres,HOUSE 66,2014-02-12T00:00:00,indicator amended,BCT
1800WK08101,St Edmund Arrowsmith,,2014-02-13T00:00:00,indicator amended,BCT
1800EDH1501,St Edwards R C Primary School,BECKETT STREET,2007-11-01T00:00:00,,BCT
1800EDH1502,St Edwards R C Primary School,BECKETT STREET,2007-11-01T00:00:00,,BCT
1800WK33471,St Elizabeth's Church,HOUSE 390,2007-11-01T00:00:00,,BCT
1800WK33461,St Elizabeth's Church,FARM,2007-11-01T00:00:00,,BCT
1800WK33451,St Elizabeth's Church,CHURCH,2007-11-01T00:00:00,,BCT
1800WK07371,St Elizabeth's Rd,,2014-02-13T00:00:00,indicator amended,BCT
1800WK07391,St Elizabeth's Rd,HOUSE 34,2014-02-13T00:00:00,indicator amended,BCT
1800NC01101,St Gabriels Sch,SCHOOL,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800NC01111,St Gabriels Sch,,2007-11-01T00:00:00,,BCT
1800NC01121,St Gabriels Sch,SCHOOL,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800NC01122,St Gabriels School,ST GABRIELS SCH,2007-11-01T00:00:00,,BCT
1800NC01102,St Gabriels School,ST GABRIELS SCH,2007-11-01T00:00:00,,BCT
1800NC01112,St Gabriels School,NR ST GABS SCH,2007-11-01T00:00:00,,BCT
1800WA02351,St George Street,ALL SAINTS HSE,2014-10-14T00:00:00,INDICATOR AMENDED,BCT
1800WKH3122,St George's Infant School,NELSON STREET,2007-11-01T00:00:00,,BCT
1800WKH3121,St George's Infant School (Ebnd),NELSON STREET,2010-05-22T00:00:00,DIRECTION AMENDED,BCT
1800WKH4331,St George's Infant School (Wbnd),St George's Infant School (Wbnd),2010-05-22T00:00:00,DIRECTION AMENDED,BCT
1800WAH2612,St Georges Avenue (NEbnd),THE PEWFIST,2010-05-13T00:00:00,DIRECTION AMENDED,BCT
1800WAH2611,St Georges Avenue (NEbnd),THE PEWFIST,2010-05-13T00:00:00,DIRECTION AMENDED,BCT
1800EB00071,St Georges Dr,DOCTORS SURGERY,2010-03-25T00:00:00,INDICATOR AMENDED,BCT
1800WKH1792,St Georges Infants School,NELSON ST,2008-07-14T00:00:00,INDICATOR AMENDED,BCT
1800WKH1791,St Georges Infants School (Wbnd),NELSON ST,2010-05-24T00:00:00,DIRECTION AMENDED,BCT
1800WK36341,St Helens Rd,HOUSE 12,2007-11-01T00:00:00,,BCT
1800WA34951,St Helens Rd,HOUSE 794,2014-02-28T00:00:00,indicator amended,BCT
1800WK36451,St Helens Rd,HOUSE 7,2007-11-01T00:00:00,,BCT
1800WAH0881,St Helens Rd (SEbnd),ST HELENS ROAD,2010-05-12T00:00:00,DIRECTION AMENDED,BCT
1800WKH1021,St Helens Rd (SEbnd),ST HELENS ROAD,2010-05-25T00:00:00,DIRECTION AMENDED,BCT
1800WKH1022,St Helens Road,ST HELENS ROAD,2007-11-01T00:00:00,,BCT
1800WA11671,St James Ave,HOUSE 647,2007-11-01T00:00:00,,BCT
1800WK06331,St James Church,,2014-02-13T00:00:00,indicator amended,BCT
1800NE10111,St James Church,CHURCH,2012-10-01T00:00:00,,BCT
1800WK06321,St James Church,ST JAMES CHURCH,2014-02-13T00:00:00,indicator amended,BCT
1800SB05781,St James Sq,ST JAMES HOUSE,2007-11-01T00:00:00,,BCT
1800SB18741,St James Square,HAIR SALON,2016-09-28T00:00:00,,BCT
1800WA41941,St James St,HOUSE 244,2015-11-22T00:00:00,STOP LOCATION AMENDED,BCT
1800NC20781,St James' Church,HOUSE 279,2007-11-01T00:00:00,,BCT
1800NC20771,St James' Church,ST JAMES CHURCH,2010-04-22T00:00:00,INDICATOR AMENDED,BCT
1800WA02591,St James' School,ST JAMES SCHOOL,2014-10-14T00:00:00,INDICATOR AMENDED,BCT
1800WA02561,St James' School,ST JAMES SCHOOL,2014-10-14T00:00:00,INDICATOR AMENDED,BCT
1800SG35011,St James' Way,,2014-02-18T00:00:00,INDICATOR AMENDED,BCT
1800WKH3431,St James's R.C. Primary School,St James's R.C. Primary School,2007-11-01T00:00:00,,BCT
1800NFH0081,St James's Rd (Ebd),HACKING ST OPP,2007-11-01T00:00:00,,BCT
1800NFH0031,St James's Rd (Wbd),HACKING STREET,2007-11-01T00:00:00,,BCT
1800SGH2731,St James's Way,STANLEY ROAD,2007-11-01T00:00:00,,BCT
1800WKH4301,St John Fisher High School (NWbnd),St John Fisher High School (NWbnd),2010-05-21T00:00:00,,BCT
1800WKH3371,St John Fisher R.C.H.S (SWbnd),CRANBERRY AVE,2010-05-21T00:00:00,DIRECTION AMENDED,BCT
1800WKH3372,St John Fisher R.C.H.School,CRANBERRY AVE,2007-11-01T00:00:00,,BCT
1800NE00811,St John Fisher Sch,HOUSE 108,2011-01-20T00:00:00,name & indicator amended,BCT
1800NE00821,St John Fisher Sch,,2011-01-20T00:00:00,name amended,BCT
1800WKH3742,St John Rigby R C College,GATHURST ROAD,2007-11-01T00:00:00,,BCT
1800WKH4251,St John Rigby R C College (NEbnd),GATHURST ROAD,2010-05-20T00:00:00,DIRECTION AMENDED,BCT
1800WKH3741,St John Rigby R C College (SWbnd),GATHURST ROAD,2010-05-20T00:00:00,DIRECTION AMENDED,BCT
1800EH39441,St John St,SUB STATION,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800ED00381,St John St,RESTAURANT,2007-11-01T00:00:00,,BCT
1800EH39431,St John St,MASONS ARMS,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800SJ02701,St John's,ST JOHNS CHURCH,2014-09-19T00:00:00,INDICATOR AMENDED,BCT
1800ED30701,St John's,HOUSE 1,2007-11-01T00:00:00,,BCT
1800ED30681,St John's,HOUSE 33,2007-11-01T00:00:00,,BCT
1800SG13721,St John's Church,CHURCH,2014-02-21T00:00:00,INDICATOR AMENDED,BCT
1800WK32781,St John's Church,SHOPS 32/34,2014-02-25T00:00:00,indicator amended,BCT
1800SJ49481,St John's Church,CHURCH,2010-03-29T00:00:00,INDICATOR AMENDED,BCT
1800SG07631,St John's Church,CHURCH,2014-02-18T00:00:00,INDICATOR AMENDED,BCT
1800SG13711,St John's Church,CHURCH,2014-02-21T00:00:00,INDICATOR AMENDED,BCT
1800SG07641,St John's Church,CHURCH,2014-02-18T00:00:00,INDICATOR AMENDED,BCT
1800WK32791,St John's Church,ESTATE AGENTS,2007-11-01T00:00:00,,BCT
1800WK01031,St John's Primary Sch,SCHOOL,2013-05-21T00:00:00,INDICATOR AMENDED,BCT
1800WK01041,St John's Primary Sch,SCHOOL,2013-05-21T00:00:00,INDICATOR AMENDED,BCT
1800WK14901,St John's Rd,HOUSE 125,2014-02-12T00:00:00,indicator amended,BCT
1800SJ09831,St John's Road,WINDLEHURST HSE,2014-10-09T00:00:00,INDICATOR AMENDED,BCT
1800SJ32011,St John's Road,HOUSE 60,2014-10-13T00:00:00,INDICATOR AMENDED,BCT
1800SJ09841,St John's Road,THORNFIELD HSE,2014-10-09T00:00:00,INDICATOR AMENDED,BCT
1800SJ32001,St John's Road,HOUSE 55,2014-10-13T00:00:00,INDICATOR AMENDED,BCT
1800WA34601,St Johns Ave,HOUSE 111,2014-03-03T00:00:00,indicator amended,BCT
1800WA34611,St Johns Ave,,2014-03-03T00:00:00,indicator amended,BCT
1800WA42741,St Joseph's Sch,SCHOOL,2014-02-25T00:00:00,indicator amended,BCT
1800WA09291,St Joseph's School,,2014-10-14T00:00:00,INDICATOR AMENDED,BCT
1800WA09281,St Joseph's School,SCHOOL,2007-11-01T00:00:00,,BCT
1800ED16531,St Josephs,CHURCH,2010-09-08T00:00:00,STOP NAME AMENDED,BCT
1800ED16541,St Josephs,HOUSE 170,2010-04-16T00:00:00,INDICATOR AMENDED,BCT
1800NEH0621,St Josephs High School,WORSLEY STREET,2007-11-01T00:00:00,,BCT
1800NEH0622,St Josephs High School,WORSLEY STREET,2007-11-01T00:00:00,,BCT
1800WK12581,St Jude's Jnr Sch,ST JUDES RC,2014-02-12T00:00:00,indicator amended,BCT
1800WAH2291,St Kilda Ave(NEbnd-def rt),ST KILDA AVENUE,2010-05-12T00:00:00,DIRECTION AMENDED,BCT
1800WA05541,St Kilda Avenue,HOUSE 39,2014-10-14T00:00:00,INDICATOR AMENDED,BCT
1800WA15192,St Kilda Avenue,ST KILDA AVENUE,2005-05-24T00:00:00,,BCT
1800WA15191,St Kilda Avenue,HOUSE 54,2014-10-14T00:00:00,INDICATOR AMENDED,BCT
1800WAH2292,St Kilda Avenue,ST KILDA AVENUE,2008-07-10T00:00:00,INDICATOR AMENDED,BCT
1800EHH0032,St Lawrence Road,WHITTLES AVENUE,2007-11-01T00:00:00,,BCT
