AtcoCode,CommonName,Landmark,ModificationDateTime,Notes,StopType
1800WA15641,Church Street,HANNON HOMES,2007-11-01T00:00:00,,BCT
1800SGH1042,Church Street,EMPRESS AVENUE,2007-11-01T00:00:00,,BCT
1800SJ17581,Church Street,PUB,2014-10-09T00:00:00,INDICATOR AMENDED,BCT
1800SJH2161,Church Street (southbound)(to def rte),OPP THE MOUNT,2007-11-01T00:00:00,,BCT
1800NE00322,Church Street (Stop C),CHURCH STREET,2006-01-20T00:00:00,,BCT
1800SJH1621,Church Street (to def rte),WOODLANDS ROAD,2007-11-01T00:00:00,,BCT
1800SJH1622,Church Street (to def rte),WOODLANDS ROAD,2007-11-01T00:00:00,,BCT
1800EBH1891,Church Street (to define route),Church Street (to define route),2007-11-01T00:00:00,,BCT
1800EH21381,Church Walk,CHURCH,2010-04-19T00:00:00,INDICATOR AMENDED,BCT
1800WAH2471,Churchill Drive,Churchill Drive,2007-11-01T00:00:00,,BCT
1800WAH1442,Churchill Drive,Churchill Drive,2007-11-01T00:00:00,,BCT
1800WAH1441,Churchill Drive,Churchill Drive,2007-11-01T00:00:00,,BCT
1800WAH2462,Churchill Drive,NR. WINSTON AVE,2008-06-02T00:00:00,INDICATOR AMENDED,BCT
1800WAH2472,Churchill Drive,Churchill Drive,2007-11-01T00:00:00,,BCT
1800WAH2461,Churchill Drive,NR. WINSTON AVE,2008-06-02T00:00:00,INDICATOR AMENDED,BCT
1800WAH1451,Churchill Drive,CHURCHILL DRIVE,2007-11-01T00:00:00,,BCT
1800WAH1452,Churchill Drive,CHURCHILL DRIVE,2007-11-01T00:00:00,,BCT
1800WAH4201,Churchill Drive (N bnd),Churchill Drive (N bnd),2015-05-14T00:00:00,,BCT
1800WAH4221,Churchill Drive (S bnd),Churchill Drive (S bnd),2015-05-18T00:00:00,,BCT
1800ED15771,Churchill St,EASTERN FASHION,2007-11-01T00:00:00,,BCT
1800NE48831,Churchill St,PROPERTY 223,2007-11-01T00:00:00,,BCT
1800NE48751,Churchill St,HOUSE 99,2007-11-01T00:00:00,,BCT
1800NE48761,Churchill St,HOUSE 72,2007-11-01T00:00:00,,BCT
1800NE01341,Churchill St,GARAGE,2010-04-24T00:00:00,INDICATOR AMENDED,BCT
1800NE48821,Churchill St,,2007-11-01T00:00:00,,BCT
1800ED00021,Churchill Street,FLATS 103-07,2007-11-01T00:00:00,,BCT
1800NE01342,Churchill Street,CHURCHILL ST,2006-01-20T00:00:00,,BCT
1800WKH4031,Churchlands La (SEbnd),CHURCHLANDS LA,2010-05-14T00:00:00,DIRECTION AMENDED,BCT
1800WA09751,Churchside,HOUSE 97,2007-11-01T00:00:00,,BCT
1800WA10061,Churchside,HOUSE 60,2007-11-01T00:00:00,,BCT
1800WA10062,Churchside,HOUSE OP 95,2006-05-31T00:00:00,,BCT
1800SB10421,Churton Ave,HOUSE 260,2007-11-01T00:00:00,,BCT
1800WA19761,Cinder Lane,HOUSE 32,2014-05-15T00:00:00,indicator amended,BCT
1800WA19691,Cinder Lane,HOUSE 40,2014-05-15T00:00:00,indicator amended,BCT
1800SB34381,Circular Rd,KERBCOURT,2007-11-01T00:00:00,,BCT
1800SBH0061,Circular Rd,CIRCULAR RD OPP,2007-11-01T00:00:00,,BCT
1800NB20971,CIS,C.I.S. BLDG.,2011-01-06T00:00:00,NAME/INDICATOR AMENDED,BCT
1800SJ01121,Ciss Lane,HOUSE 56,2014-05-20T00:00:00,INDICATOR AMENDED,BCT
1800SJ01231,Ciss Lane,NEWSAGENTS,2014-05-20T00:00:00,INDICATOR AMENDED,BCT
1800EB32951,City Academy,CITY ACADEMY,2007-11-01T00:00:00,,BCT
1800SBT0121,City Centre - Brown Street,KING ST,2004-09-14T00:00:00,,TXR
1800NBT0141,City Centre - Byrom Street,ATKINSON ST,2004-09-14T00:00:00,,TXR
1800SBT0151,City Centre - Chorlton Street,MAJOR ST,2004-09-14T00:00:00,,TXR
1800NBT0161,City Centre - Deansgate,BOOTLE ST,2004-09-14T00:00:00,,TXR
1800SBT0641,City Centre - High Street,CANNON ST,2004-09-14T00:00:00,,TXR
1800NBT0211,City Centre - Liverpool Road,POTATO WHARF,2004-09-14T00:00:00,,TXR
1800NBT0221,City Centre - Lower Byrom Street,LIVERPOOL RD,2004-09-14T00:00:00,,TXR
1800EBT0271,City Centre - Newton Street,BACK PICCADILLY,2004-09-14T00:00:00,,TXR
1800EBT0311,City Centre - Oldham Street,PICCADILLY,2004-09-14T00:00:00,,TXR
1800EBT0321,City Centre - Oldham Street,DALE ST,2004-09-14T00:00:00,,TXR
1800EBT0331,City Centre - Oldham Street,THOMAS ST,2004-09-14T00:00:00,,TXR
1800SBT0351,City Centre - Peter Street,SOUTHMILL ST,2004-09-14T00:00:00,,TXR
1800SBT0361,City Centre - Peter Street (Midland Hotel),MOUNT ST,2004-09-14T00:00:00,,TXR
1800SBT0401,City Centre - Portland Street,PICCADILLY,2004-09-14T00:00:00,,TXR
1800SBT0411,City Centre - Portland Street,AYTOUN ST,2004-09-14T00:00:00,,TXR
1800SBT0421,City Centre - Princess Street,FAULKNER ST,2004-09-14T00:00:00,,TXR
1800SBT0431,City Centre - Princess Street,BOMBAY ST,2004-09-14T00:00:00,,TXR
1800SBT0451,City Centre - Sackville Street, MAJOR ST,2004-09-14T00:00:00,,TXR
1800SBT0511,City Centre - Southgate,BACK SOUTH PARADE,2004-09-14T00:00:00,,TXR
1800SBT0521,City Centre - Spring Gardens,KING ST,2004-09-14T00:00:00,,TXR
1800EBT0531,City Centre - Stevenson Square,SPEAR ST,2004-09-14T00:00:00,,TXR
1800SBT0541,City Centre - Trafford Street,ALBION ST,2004-09-14T00:00:00,,TXR
1800SBT0601,City Centre - Whitworth Street West,ALBION ST,2004-09-14T00:00:00,,TXR
1800SBT0591,City Centre - Whitworth Street West,ALBION ST,2004-09-14T00:00:00,,TXR
1800SBT0611,City Centre - Whitworth Street West,OXFORD ST,2004-09-14T00:00:00,,TXR
1800SBT0631,City Centre - Windmill Street,G-MEX,2004-09-14T00:00:00,,TXR
1800EB32941,City Football Academy,BANK,2010-04-15T00:00:00,INDICATOR AMENDED,BCT
1800SB30321,City Rd,FLATS,2007-11-01T00:00:00,,BCT
1800WK04501,City Rd,HOUSE 6,2014-02-17T00:00:00,indicator amended,BCT
1800WK04431,City Rd,HOUSE 14,2014-02-17T00:00:00,indicator amended,BCT
1800WK04441,City Rd,HOUSE 77,2014-02-17T00:00:00,indicator amended,BCT
1800WK01481,City Rd,SUB STATION,2013-05-21T00:00:00,INDICATOR AMENDED,BCT
1800SB09211,City Rd East,1ST STREET,2007-11-01T00:00:00,,BCT
1800SJ30281,City Road,BAYNES HOUSE,2014-10-13T00:00:00,INDICATOR AMENDED,BCT
1800SJ30271,City Road,EMPRESS COURT,2014-10-13T00:00:00,INDICATOR AMENDED,BCT
1800ED06991,Civic Centre (Stop JJ),CIVIC CENTRE,2007-11-01T00:00:00,,BCT
1800ED07011,Civic Centre (Stop KK),OP COURT,2007-11-01T00:00:00,,BCT
1800WKH2772,Clap Gate Lane,NEWSTEAD ROAD,2007-11-01T00:00:00,,BCT
1800WKH2771,Clap Gate Lane (South Bound),NEWSTEAD ROAD,2010-05-05T00:00:00,DIRECTION AMENDED,BCT
1800WK07841,Clap Gate Ln,,2014-02-13T00:00:00,indicator amended,BCT
1800WK07851,Clap Gate Ln,,2014-02-13T00:00:00,indicator amended,BCT
1800EB03701,Clare Rd,SCHOOL,2010-09-16T00:00:00,LOCATION AMENDED,BCT
1800WK32661,Claremont Ave,HOUSE 144,2007-11-01T00:00:00,,BCT
1800WK32671,Claremont Ave,HOUSE 155,2007-11-01T00:00:00,,BCT
1800WA19171,Claremont Church,SALVATION ARMY,2014-05-15T00:00:00,indicator amended,BCT
1800WA19161,Claremont Church,HOUSE 120,2014-05-15T00:00:00,indicator amended,BCT
1800WF40571,Claremont Dr,HOUSE 99,2014-02-18T00:00:00,indicator amended,BCT
1800NE44491,Claremont Rd,CARE HOME,2008-06-02T00:00:00,INDICATOR AMENDED,BCT
1800SB11961,Claremont Rd,SCHOOL,2007-11-01T00:00:00,,BCT
1800SB31361,Claremont Rd,CHEMIST,2007-11-01T00:00:00,,BCT
1800SB12361,Claremont Rd,,2007-11-01T00:00:00,,BCT
1800SB31851,Claremont Rd,HEALTH CENTRE,2010-04-22T00:00:00,NAME AMENDED,BCT
1800SB31651,Claremont Rd,,2007-11-01T00:00:00,,BCT
1800SB31661,Claremont Rd,,2007-11-01T00:00:00,,BCT
1800SB31911,Claremont Rd,PARK,2007-11-01T00:00:00,,BCT
1800NE44481,Claremont Rd,PEGASUS COURT,2007-11-01T00:00:00,,BCT
1800SB11971,Claremont Rd,SCHOOL,2008-07-14T00:00:00,INDICATOR AMENDED,BCT
1800SB12371,Claremont Rd,,2007-11-01T00:00:00,,BCT
1800SB31351,Claremont Rd,,2007-11-01T00:00:00,,BCT
1800NFH1271,Claremont Rd (Nbnd),RUDYARD RD,2007-11-01T00:00:00,,BCT
1800NFH1281,Claremont Rd (Nbnd),PARK LN,2007-11-01T00:00:00,,BCT
1800NFH0071,Claremont Rd (Sbnd),PENELOPE RD,2007-11-01T00:00:00,,BCT
1800NFH0061,Claremont Rd (Sbnd),QUEEN ST,2007-11-01T00:00:00,,BCT
1800SJ47381,Claremont Road,ORIEL COURT,2015-01-30T00:00:00,INDICATOR AMENDED,BCT
1800NF30801,Claremont Road,OPP HOUSE 129,2007-11-01T00:00:00,,BCT
1800NF30791,Claremont Road,HOUSE 133,2007-11-01T00:00:00,,BCT
1800EH21141,Claremont St,HOUSE 43/44,2008-04-23T00:00:00,INDICATOR AMENDED,BCT
1800EH21151,Claremont St,CAR PARK,2010-04-19T00:00:00,INDICATOR AMENDED,BCT
1800ED14511,Clarence Ave,HOUSE 160,2009-08-21T00:00:00,NEW STOP,BCT
1800EH38841,Clarence Hotel,CHURCH HALL,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800ED13561,Clarence Hotel,CLARENCE HOTEL,2010-10-18T00:00:00,INDICATOR AMENDED,BCT
1800EH38831,Clarence Hotel,FACTORY,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800ED45011,Clarence Hotel,HOUSE 3,2010-10-18T00:00:00,INDICATOR AMENDED,BCT
1800ED13551,Clarence Hotel,CLARENCE HOTEL,2010-10-18T00:00:00,INDICATOR AMENDED,BCT
1800EB04421,Clarence Rd,HOUSE 243,2015-11-24T00:00:00,STOP LOCATION AMENDED,BCT
1800EB01821,Clarence Rd,HOUSE 28,2010-03-25T00:00:00,INDICATOR AMENDED,BCT
1800EB04431,Clarence Rd,OAKLAND HOUSE,2010-03-25T00:00:00,INDICATOR AMENDED,BCT
1800EB01831,Clarence Rd,HOUSE 360,2010-03-25T00:00:00,INDICATOR AMENDED,BCT
1800EBH0762,Clarence Road,ALWYN DRIVE,2005-05-24T00:00:00,,BCT
1800EBH0761,Clarence Road,ALWYN DR,2007-11-01T00:00:00,,BCT
1800NE01811,Clarence St,,2010-04-24T00:00:00,INDICATOR AMENDED,BCT
1800NC07241,Clarence St,THRESHERS,2007-11-01T00:00:00,,BCT
1800WK31111,Clarence St,CHURCH,2007-11-01T00:00:00,,BCT
1800NE16481,Clarence St,HOUSE 106,2007-11-01T00:00:00,,BCT
1800WK31101,Clarence St,BOWLING GREEN,2007-11-01T00:00:00,,BCT
1800NFH0291,Clarendon Cr (Sbd - to def rte),HALF EDGE LANE,2007-11-01T00:00:00,,BCT
1800NF29081,Clarendon Cres,THE BEECHES,2010-03-30T00:00:00,INDICATOR AMENDED,BCT
1800WA43511,Clarendon Gr,,2014-02-21T00:00:00,indicator amended,BCT
1800WA43521,Clarendon Gr,HOUSE 65,2014-02-21T00:00:00,indicator amended,BCT
1800SG43871,Clarendon Rd,HOUSE 21,2014-02-25T00:00:00,INDICATOR AMENDED,BCT
1800EH38531,Clarendon Rd,,2007-11-01T00:00:00,,BCT
1800SG43881,Clarendon Rd,HOUSE 28,2014-02-25T00:00:00,INDICATOR AMENDED,BCT
1800NF00781,Clarendon Rd,CRANFORD HSE,2007-11-01T00:00:00,,BCT
1800NFH0301,Clarendon Rd (Nbd - to def rte),HALF EDGE LANE,2007-11-01T00:00:00,,BCT
1800SB02561,Clarendon Rd West,HOUSE 56,2010-03-29T00:00:00,INDICATOR AMENDED,BCT
1800EH41561,Clarendon Sq,PROPERTY 12,2007-11-01T00:00:00,,BCT
1800EH41571,Clarendon Sq,O/S SHOPS 29/31,2007-11-01T00:00:00,,BCT
1800EHH2021,Clarendon St,Clarendon St,2007-11-01T00:00:00,,BCT
1800EHH2022,Clarendon St,Clarendon St,2007-11-01T00:00:00,,BCT
1800EB33811,Claribel St,RAILWAY BRIDGE,2010-04-15T00:00:00,INDICATOR AMENDED,BCT
1800EHH2111,Clark Way (Northbound) to define rte,Clark Way (Northbound) to define rte,2009-11-06T00:00:00,,BCT
1800EH09061,Clarkes Arms,MILL,2010-04-19T00:00:00,INDICATOR AMENDED,BCT
1800NC48051,Clarkes Croft,HOUSE 37,2007-11-01T00:00:00,,BCT
1800NE19831,Clarkes Ln,FALINGE PARK,2014-01-07T00:00:00,STOP RELOCATED,BCT
1800NC33772,Clarks Hill,CLARK KENNELS,2006-05-19T00:00:00,,BCT
1800NC05281,Clarks Hill,,2010-04-23T00:00:00,INDICATOR AMENDED,BCT
1800NC33771,Clarks Hill,,2010-04-23T00:00:00,INDICATOR AMENDED,BCT
1800NC42211,Clarks Hill,FLATS 1-37,2007-11-01T00:00:00,,BCT
1800ED30911,Clarksfield Rd,,2007-11-07T00:00:00,LOCATION AMENDED,BCT
1800ED30931,Clarksfield Rd,HOUSE 311,2007-11-01T00:00:00,,BCT
1800EDH0211,Clarksfield Rd,CLARKSFIELD RD,2007-11-01T00:00:00,,BCT
1800EDH1451,Clarksfield Rd (Sbd),RONALD STREET,2010-04-29T00:00:00,DIRECTION AMENDED,BCT
1800EDH0212,Clarksfield Road,CLARKSFIELD RD,2005-05-24T00:00:00,,BCT
1800EDH1452,Clarksfield Road,RONALD STREET,2007-11-01T00:00:00,,BCT
1800SB45821,Claverton Rd,HOSPITAL,2007-11-01T00:00:00,,BCT
1800SB45831,Claverton Rd,,2007-11-01T00:00:00,,BCT
1800NE06261,Clay Bank St,,2012-06-28T00:00:00,STOP RELOCATED,BCT
1800NE04491,Clay Bank St,HOUSE 22,2012-06-28T00:00:00,STOP RELOCATED,BCT
1800NE04492,Clay Bank Street,OPP CLAY BANK,2006-05-31T00:00:00,,BCT
1800NEH2531,Clay Bank Street (to def rte),CEDAR AVENUE,2007-11-01T00:00:00,,BCT
1800NEH2532,Clay Bank Street (to def rte),CEDAR AVENUE,2007-11-01T00:00:00,,BCT
1800NEH1971,Clay Lane,FURBARN LANE,2007-11-01T00:00:00,,BCT
1800NEH0842,Clay Lane,CHEPSTOW CLOSE,2007-11-01T00:00:00,,BCT
1800NEH1972,Clay Lane,FURBARN LANE,2007-11-01T00:00:00,,BCT
1800NEH0841,Clay Lane (E bnd),CHEPSTOW CLOSE,2011-02-08T00:00:00,DIRECTION AMENDED,BCT
1800NEH4831,Clay Lane (W bnd),Clay Lane (W bnd),2011-02-08T00:00:00,,BCT
1800NE25921,Clay Ln,HOUSE 55,2007-11-01T00:00:00,,BCT
1800NE25911,Clay Ln,HOUSE 57,2007-11-01T00:00:00,,BCT
1800NEH2862,Clay Street (to def rte),FEATHERSTALL RD,2007-11-01T00:00:00,,BCT
1800NEH2861,Clay Street (to def rte),FEATHERSTALL RD,2007-11-01T00:00:00,,BCT
1800NCH1082,Claybank Drive,THORNFIELD DR,2008-06-02T00:00:00,INDICATOR AMENDED,BCT
1800NCH1081,Claybank Drive,THORNFIELD DR,2008-06-02T00:00:00,INDICATOR AMENDED,BCT
1800SB30361,Clayburn St,HULME CLINIC,2009-12-18T00:00:00,NAME AMENDED,BCT
1800NC23361,Claydon Dr,,2008-03-26T00:00:00,INDICATOR AMENDED,BCT
1800NC23351,Claydon Dr,,2013-10-28T00:00:00,INDICATOR AMENDED,BCT
1800WKH4891,Claydon Dr (NEbnd),Marlborough Ave/Claydon Dr (NEbnd),2016-04-04T00:00:00,,BCT
1800WKH4901,Claydon Dr (Wbnd),Marlborough Ave/Claydon Dr (Wbnd),2016-04-04T00:00:00,,BCT
1800EB04311,Clayton Ave,HOUSE 17,2008-11-24T00:00:00,LOCATION AMENDED,BCT
1800EB04321,Clayton Ave,HOUSE 38,2007-11-01T00:00:00,,BCT
1800ZZMACLN3,Clayton Hall (Manchester Metrolink),,2012-10-09T00:00:00,,TMU
1800ZZMACLN1,Clayton Hall (Manchester Metrolink),,2012-10-09T00:00:00,,TMU
1800ZZMACLN2,Clayton Hall (Manchester Metrolink),,2012-10-09T00:00:00,,TMU
1800ZZMACLN4,Clayton Hall (Manchester Metrolink),,2012-10-09T00:00:00,,TMU
1800EB33081,Clayton Hall Rd,HOUSE 145,2010-04-15T00:00:00,INDICATOR AMENDED,BCT
1800EB33271,Clayton Hall Tram Stop,CHURCH,2013-01-30T00:00:00,NAME AMENDED,BCT
1800EB14611,Clayton Hall Tram Stop,TRAM STOP,2013-01-30T00:00:00,NAME AMENDED,BCT
1800EB17981,Clayton Lane,CHURCH OPP,2007-11-01T00:00:00,,BCT
1800EB33041,Clayton Library,LIBRARY,2010-04-15T00:00:00,INDICATOR AMENDED,BCT
1800EB33031,Clayton Library,HOUSE 16,2007-11-01T00:00:00,,BCT
1800EB33941,Clayton Ln Sth,HOUSE 723,2007-11-01T00:00:00,,BCT
1800EB33931,Clayton Ln Sth,CLASS CATERING,2010-03-29T00:00:00,NAME AMENDED,BCT
1800EBH1031,Clayton St,CLAYTON ST,2007-11-01T00:00:00,,BCT
1800WK06051,Clayton St,,2014-02-13T00:00:00,indicator amended,BCT
1800EB33071,Clayton St,CHILDRENS CTR,2010-04-15T00:00:00,INDICATOR AMENDED,BCT
1800WK08121,Clayton St,GARAGE,2014-02-13T00:00:00,indicator amended,BCT
1800EBH1311,Clayton Street,HARTINGTON DR,2007-11-01T00:00:00,,BCT
1800EBH1032,Clayton Street,CLAYTON STREET,2005-05-24T00:00:00,,BCT
1800EBH1312,Clayton Street,HARTINGTON DR,2007-11-01T00:00:00,,BCT
1800EH35451,Clayton Vale,MEDLOCK VALLEY,2010-04-19T00:00:00,INDICATOR AMENDED,BCT
1800SB47491,Cleeve Rd,HOUSE 180,2007-11-01T00:00:00,,BCT
1800NEH4172,Clegg Hall,Clegg Hall,2010-10-22T00:00:00,HAIL & RIDE REMOVED,BCT
1800NEH4171,Clegg Hall,Clegg Hall,2010-10-22T00:00:00,HAIL & RIDE REMOVED,BCT
1800WF40591,Cleggs Ln,HOUSE 175,2014-02-18T00:00:00,indicator amended,BCT
1800WF40441,Cleggs Ln,,2014-02-18T00:00:00,indicator amended,BCT
1800NE49391,Cleggswood Ave,HOUSE 162,2011-03-03T00:00:00,name/indicator amended,BCT
1800NE49401,Cleggswood Ave,HOUSE 185,2011-03-03T00:00:00,name/indicator amended,BCT
1800NEH1542,Cleggswood Avenue,HR CLEGGSWOOD A,2007-11-01T00:00:00,,BCT
1800NEH1541,Cleggswood Avenue,HR CLEGGSWOOD A,2007-11-01T00:00:00,,BCT
1800SGH1171,Clement Street,BELMONT STREET,2007-11-01T00:00:00,,BCT
1800SGH1172,Clement Street,BELMONT STREET,2007-11-01T00:00:00,,BCT
1800NE31711,Cleworth Rd,HOUSE 39,2007-11-01T00:00:00,,BCT
1800NB09311,Clibran St,,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800NB09281,Clibran Street,TAKEAWAY,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800NCH3582,Cliff Avenue,CRAG LANE,2007-11-01T00:00:00,,BCT
1800NCH3581,Cliff Avenue (E bnd),CRAG LANE,2011-01-19T00:00:00,DIRECTION AMENDED,BCT
1800SG40471,Cliff Gr,NAPIER COURT,2014-02-17T00:00:00,INDICATOR AMENDED,BCT
1800SG40651,Cliff Gr,THORN BANK,2014-02-17T00:00:00,INDICATOR AMENDED,BCT
1800ED16101,Cliff Hill Rd,HOUSE 104A,2010-03-29T00:00:00,INDICATOR AMENDED,BCT
1800ED16111,Cliff Hill Rd,HOUSE 169,2013-02-20T00:00:00,NAME AMENDED,BCT
1800WFR0091,Clifton,RAKE LANE,2005-05-24T00:00:00,,RSE
1800CLTN2,Clifton (Manchester) Rail Station,,2005-02-02T00:00:00,,RSE
1800CLTN3,Clifton (Manchester) Rail Station,,2005-02-02T00:00:00,,RSE
1800CLTN0,Clifton (Manchester) Rail Station,,2005-02-02T00:00:00,,RSE
1800CLTN1,Clifton (Manchester) Rail Station,,2005-02-02T00:00:00,,RSE
1800WK03551,Clifton Cres,,2014-02-18T00:00:00,indicator amended,BCT
1800WF41401,Clifton Cricket Club,CRICKET CLUB,2014-02-18T00:00:00,indicator amended,BCT
1800SB09781,Clifton Dr,HOUSE 55,2007-11-01T00:00:00,,BCT
1800NC10221,Clifton Rd,BANK,2013-11-15T00:00:00,INDICATOR AMENDED,BCT
1800WA41671,Clifton St,HOUSE 1,2014-02-28T00:00:00,indicator amended,BCT
1800NE23901,Clifton St,HORSE & JOCKEY,2015-05-04T00:00:00,STOP NAME AMENDED,BCT
1800NE23891,Clifton St,ICELAND,2015-05-04T00:00:00,STOP NAME AMENDED,BCT
1800NC21211,Clifton St,HOUSE 271,2007-11-01T00:00:00,,BCT
1800NC21221,Clifton St,HOUSE 276,2007-11-01T00:00:00,,BCT
1800WF08861,Clifton Stn,,2014-02-21T00:00:00,indicator amended,BCT
1800WF41301,Clifton Stn,CLIFTON STATION,2014-02-18T00:00:00,indicator amended,BCT
1800WK05361,Clinic,CHURCHYARD,2014-02-14T00:00:00,indicator amended,BCT
1800EH05211,Clinic,BUNGALOWS,2007-11-01T00:00:00,,BCT
1800WK05371,Clinic,POST OFFICE,2014-02-14T00:00:00,indicator amended,BCT
1800EH46071,Clinic,HOUSE 14,2007-11-01T00:00:00,,BCT
1800EH05201,Clinic,HOUSE 41,2007-11-01T00:00:00,,BCT
1800EH46081,Clinic,CLINIC,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800NF01471,Clippers Quay,COPTHORNE HOTEL,2007-11-01T00:00:00,,BCT
1800ED10101,Clipsley Cres,HOUSE 27,2007-11-01T00:00:00,,BCT
1800EB00841,Clitheroe Rd,OS HOUSE 55,2007-11-01T00:00:00,,BCT
1800ED10261,Clive Rd,HAIR SALON,2007-11-01T00:00:00,,BCT
1800ED09461,Clive Rd,O/S H'DRESSERS,2007-11-01T00:00:00,,BCT
1800ED10262,Clive Road,CLIVE ROAD,2006-05-24T00:00:00,,BCT
1800EDH0551,Clive Road,PROPPS HALL DR,2010-05-14T00:00:00,REMOVED,BCT
1800EDH0552,Clive Road,PROPPS HALL DR,2010-05-14T00:00:00,REMOVED,BCT
1800EH36071,Clive St,HOUSE 93,2014-10-15T00:00:00,STOP NAME AMENDED,BCT
1800WFH0272,Cliveley Avenue,CLIVELEY AVENUE,2007-11-01T00:00:00,,BCT
1800WFH0602,Cliveley Avenue,COPELAND AVENUE,2007-11-01T00:00:00,,BCT
1800WFH0271,Cliveley Avenue,CLIVELEY AVENUE,2007-11-01T00:00:00,,BCT
1800WFH0601,Clively Avenue (Nth Bnd),COPELAND AVENUE,2010-10-15T00:00:00,DIRECTION AMENDED,BCT
1800EH36471,Clock House Ave,TERMINUS,2014-11-14T00:00:00,TOWARDS ADDED,BCT
1800WK07952,Close Lane,OPP SCHOOL,2006-05-31T00:00:00,,BCT
1800WK10221,Close Ln,SCHOOL,2014-02-13T00:00:00,indicator amended,BCT
1800WK07951,Close Ln,HOUSE 124,2014-02-13T00:00:00,indicator amended,BCT
