AtcoCode,ModificationDateTime,NaptanCode,NptgLocalityCode,ShortCommonName
1800EB33641,2010-04-15T00:00:00,MANAJAMG,E0028743,Bentworth Wk
1800SG13031,2014-02-14T00:00:00,MANJDMAT,E0028783,Hempshaw Ln
1800SG09321,2014-02-17T00:00:00,MANJDGDJ,E0029163,Hempshaw Ln
1800SG08331,2014-02-17T00:00:00,MANJDAGP,E0029163,Hempshaw Ln
1800EB02741,2010-03-25T00:00:00,MANADJDM,E0029286,Hemsworth Rd
1800EB02751,2007-11-01T00:00:00,MANADJDP,E0029286,Hemsworth Rd
1800SG09881,2014-02-21T00:00:00,MANJDGMD,N0074909,Hendham Cl
1800SJH0901,2007-11-01T00:00:00,,E0028403,
1800SJH0902,2007-11-01T00:00:00,,E0028403,
1800SJ30491,2014-10-13T00:00:00,MANJTGAP,E0029170,Henrietta Street
1800SJ30481,2014-10-13T00:00:00,MANJTGAM,E0029170,Henrietta Street
1800ED04671,2010-04-15T00:00:00,MANAMAMJ,E0028385,Henry St
1800SG08411,2014-02-17T00:00:00,MANJDAJT,N0075203,Henry St
1800ED04661,2007-11-01T00:00:00,MANAMAMG,E0028385,Henry St
1800SJ30471,2014-10-13T00:00:00,MANJTGAJ,E0029170,Henry Street
1800SG02091,2014-02-17T00:00:00,MANJADWA,N0075203,Henry Street
1800SJ30461,2014-10-13T00:00:00,MANJTGAG,E0029170,Henry Street
1800ED15581,2010-04-15T00:00:00,MANAPGMG,E0028268,Henshaw St
1800EBH0661,2007-11-01T00:00:00,,E0029125,
1800EBH0662,2005-05-24T00:00:00,,E0029125,
1800SJH1932,2007-11-01T00:00:00,,E0029481,
1800SJH1931,2007-11-01T00:00:00,,E0029481,
1800SGH0811,2007-11-01T00:00:00,,E0028605,
1800WK00791,2013-05-21T00:00:00,MANPMGTJ,N0074931,Hereford Rd
1800SG46151,2014-02-18T00:00:00,MANJMGPJ,E0028698,Hereford Rd
1800WK00781,2013-05-21T00:00:00,MANPMGTG,N0074931,Hereford Rd
1800NFH0342,2007-11-01T00:00:00,,E0028378,
1800NFH0341,2007-11-01T00:00:00,,E0028378,
1800NFH0351,2007-11-01T00:00:00,,E0028378,
1800NFH0352,2007-11-01T00:00:00,,E0028378,
1800NEH2791,2017-03-13T14:41:53,,E0028562,
1800NEH4871,2017-03-13T14:42:44,,E0028562,
1800NEH2942,2007-11-01T00:00:00,,E0028562,
1800NEH2792,2007-11-01T00:00:00,,E0028562,
1800NEH2952,2007-11-01T00:00:00,,E0028562,
1800NEH2951,2011-02-09T00:00:00,,E0028562,
1800NEH2941,2011-02-09T00:00:00,,E0028562,
1800SGH0592,2015-10-07T00:00:00,,E0028708,
1800EH03291,2015-07-27T00:00:00,MANAWATP,E0028357,Heron St
1800EH03301,2007-11-01T00:00:00,MANAWATW,E0028357,Heron Ave
1800NF27341,2007-11-01T00:00:00,MANGJTMG,E0028884,Heron Dr
1800SG08491,2014-02-14T00:00:00,MANJDAMW,E0057819,Heron House
1800SG08492,2006-01-20T00:00:00,,E0057819,
1800ED27161,2007-11-01T00:00:00,MANATGJP,E0029517,Heron St
1800ED24801,2010-04-19T00:00:00,MANATGAT,E0029517,Heron St
1800ED08541,2011-02-16T00:00:00,MANAMDPG,E0029517,Heron St
1800ED24811,2007-11-07T00:00:00,MANATGAW,E0029517,Heron St
1800EDH0462,2005-05-24T00:00:00,,E0029517,
1800EDH0461,2007-11-01T00:00:00,,E0029517,
1800SB34281,2007-11-01T00:00:00,MANGWGWD,E0028336,Hesketh Ave
1800SB34271,2007-11-01T00:00:00,MANGWGWA,E0028336,Hesketh Ave
1800WK37031,2007-11-01T00:00:00,MANTDGDP,N0075051,Hesketh Meadow Ln
1800SG39461,2014-02-24T00:00:00,MANJGWJD,E0029156,Heswall Rd
1800NC48071,2008-04-23T00:00:00,MANDTWDG,E0028397,Hewart Dr
1800SG08251,2014-02-21T00:00:00,MANJDADP,N0074909,Hexworth Walk
1800SG08261,2014-02-21T00:00:00,MANJDADT,N0074909,Hexworth Walk
1800EHH1261,2007-11-01T00:00:00,,N0075006,
1800EH07301,2010-10-19T00:00:00,MANAWJPW,N0075006,Hey Farm Terminus
1800NE10191,2013-04-05T00:00:00,MANTWAWM,N0075167,Hey Head Ln
1800WK37702,2006-05-24T00:00:00,,E0029210,
1800WK37701,2007-11-01T00:00:00,MANTDJPG,E0029210,Heybrook Farm
1800WK08791,2014-02-13T00:00:00,MANTGPAT,E0029210,Heybrook Farm
1800SJ49151,2007-11-01T00:00:00,MANJWAJG,N0079386,Heyes Lane
1800SJ49301,2007-11-01T00:00:00,MANJWAPG,N0079386,Heyes Lane
1800WK04671,2014-02-17T00:00:00,MANPTGJP,N0075110,Heyes Rd
1800WK04681,2014-02-17T00:00:00,MANPTGJT,N0075110,Heyes Rd
1800EH09701,2011-03-09T00:00:00,MANAWTAG,E0028789,Heyrod
1800EH09711,2011-03-09T00:00:00,MANAWTAJ,E0028789,Heyrod
1800NE31931,2010-04-26T00:00:00,MANGDATD,E0028791,Heys Ln
1800NE31921,2010-04-26T00:00:00,MANGDATA,E0028791,Heys Ln
1800NC41681,2010-04-23T00:00:00,MANDTMTW,E0029221,Heys Rd
1800EH21231,2007-11-01T00:00:00,MANDAJAJ,N0077788,Heys Rd
1800EH21221,2007-11-01T00:00:00,MANDAJAG,N0077788,Heys Rd
1800NC41691,2007-11-01T00:00:00,MANDTMWA,E0029221,Heys Rd
1800NCH4671,2011-01-17T00:00:00,,E0029221,
1800NCH0162,2007-11-01T00:00:00,,E0029221,
1800NCH0161,2011-01-17T00:00:00,,E0029221,
1800SB14151,2007-11-01T00:00:00,MANGTAGT,E0028653,Heyscroft Rd
1800WKH3291,2007-11-01T00:00:00,,E0028447,
1800WKH3281,2007-11-01T00:00:00,,E0028447,
1800NEH3841,2007-11-01T00:00:00,,N0074956,
1800NEH3831,2007-11-01T00:00:00,,N0074956,
1800NE00991,2007-11-01T00:00:00,MANDWATJ,N0074925,Heywood Cemetery
1800NE32151,2007-11-01T00:00:00,MANGDGAG,E0028848,Heywood Hall Rd
1800NE32141,2010-03-10T00:00:00,MANGDGAD,E0028848,Heywood Hall Rd
1800NEH0592,2007-11-01T00:00:00,,E0028848,
1800NEH0591,2007-11-01T00:00:00,,E0028848,
1800EDH1682,2007-11-01T00:00:00,,E0028501,
1800EDH1681,2011-01-05T00:00:00,,E0028501,
1800ED12071,2007-11-01T00:00:00,MANAMPWJ,E0028501,Heywood Ln
1800ED12061,2010-04-15T00:00:00,MANAMPWG,E0028501,Heywood Ln
1800NE26991,2008-03-26T00:00:00,MANGDAMT,N0074906,Heywood Old Road
1800NE26881,2007-11-01T00:00:00,MANGDAJM,E0029248,Heywood Old Road
1800NE26891,2007-11-01T00:00:00,MANGDAJP,E0029248,Heywood Old Road
1800NE26981,2007-11-01T00:00:00,MANGDAMP,N0074906,Heywood Old Road
1800NC42251,2010-04-23T00:00:00,MANDTPJP,E0029221,Heywood Rd
1800NCH3652,2007-11-01T00:00:00,,N0077411,
1800NC41471,2007-11-01T00:00:00,MANDTMGW,N0077411,Heywood Rd
1800NC42241,2010-04-23T00:00:00,MANDTPJM,E0029221,Heywood Rd
1800NC41711,2007-11-01T00:00:00,MANDTMWG,N0077411,Heywood Rd
1800NCH3141,2007-11-01T00:00:00,,E0029302,
1800NCH3142,2007-11-01T00:00:00,,E0029302,
1800ED30581,2010-10-18T00:00:00,MANATMPG,E0029506,Heywood St
1800NBH0362,2007-11-01T00:00:00,,E0028704,
1800NBH0102,2010-03-29T00:00:00,,E0028704,
1800WA25861,2014-04-23T00:00:00,MANPGAPA,E0057777,Heywood Street
1800NBH0361,2007-11-01T00:00:00,,E0028704,
1800NBH0101,2010-03-29T00:00:00,,E0028704,
1800NFH1181,2007-11-01T00:00:00,,N0076110,
1800SG09491,2014-02-21T00:00:00,MANJDGJD,E0029245,Hibbert St
1800SGH1061,2007-11-01T00:00:00,,E0029245,
1800ED05661,2010-04-15T00:00:00,MANAMATM,E0028792,Higginshaw Ln
1800ED19281,2010-10-18T00:00:00,MANAPWMA,N0075108,Higginshaw Rd
1800ED19271,2010-10-18T00:00:00,MANAPWJW,N0075108,Higginshaw Rd
1800EDH2951,2007-11-01T00:00:00,,E0028792,
1800SG12401,2014-02-17T00:00:00,MANTGDMJ,E0029241,Higginson Rd
1800EB34851,2010-04-15T00:00:00,MANAJGPM,E0028241,High Bank
1800EB34841,2011-03-02T00:00:00,MANAJGPJ,E0028241,High Bank
1800ED16651,2007-11-01T00:00:00,MANAPMPD,E0029031,High Barn Rd
1800ED17121,2007-11-01T00:00:00,MANAPTGP,E0029278,High Barn St
1800ED17111,2007-11-01T00:00:00,MANAPTGM,E0029278,High Barn St
1800ED14171,2010-10-18T00:00:00,MANAPDGT,E0028793,High Crompton PO
1800ED14251,2010-10-18T00:00:00,MANAPDJT,E0028793,High Crompton PO
1800ED14011,2010-10-18T00:00:00,MANAPAWJ,E0028793,High Crompton PO
1800SJH2752,2009-01-12T00:00:00,,E0029496,Ravenwood Dr
1800SJH2751,2009-01-12T00:00:00,,E0029496,Ravenwood Dr
1800SJ11391,2014-10-09T00:00:00,MANJPWTP,E0029496,High Elm Road
1800SJ00171,2014-02-25T00:00:00,MANJMJMW,E0029496,High Elm Road
1800SJ11351,2014-10-09T00:00:00,MANJPWTD,N0074997,High Elm Road
1800SJ11461,2014-10-09T00:00:00,MANJTADT,N0074997,High Elm Road
1800SG46741,2014-02-17T00:00:00,MANJMJDA,E0028698,High Grove Rd
1800SG19081,2014-02-17T00:00:00,MANJGAGM,E0028698,High Grove Rd
1800EDH2972,2008-06-03T00:00:00,,E0028426,
1800EDH2971,2010-05-14T00:00:00,,E0028426,
1800SBH0041,2007-11-01T00:00:00,,E0028713,
1800SBH0042,2007-11-01T00:00:00,,E0028713,
1800NE17281,2013-02-14T00:00:00,MANGADAD,E0057799,High Level Rd
1800NE17271,2013-02-14T00:00:00,MANDWTWT,E0057799,High Level Rd
1800WA13911,2007-11-01T00:00:00,MANPAJPD,E0029327,High Nook
1800WA13921,2007-11-01T00:00:00,MANPAJPG,E0029327,High Nook
1800SG37931,2014-02-17T00:00:00,MANJGPDJ,E0028748,High Sch
1800EH44191,2007-11-01T00:00:00,MANDGTWJ,N0074964,High Sch
1800SG02031,2014-09-29T00:00:00,MANJADTW,E0028748,High Sch
1800SG00581,2014-09-29T00:00:00,MANJADMA,E0028748,High School
1800SJ10971,2014-10-09T00:00:00,MANJPWDA,E0029443,High School
1800NE04102,2006-01-20T00:00:00,,E0029037,
1800SJ11041,2014-10-09T00:00:00,MANJPWGA,E0029443,High School
1800NE04101,2010-04-24T00:00:00,MANDWJMW,E0029037,High School
1800WA43311,2014-02-24T00:00:00,MANPJAMP,E0028320,High St
1800SG16651,2007-11-01T00:00:00,MANJDWTM,E0057819,High Street
1800ED02371,2007-11-01T00:00:00,MANAJWGP,E0029278,High St
1800EH39481,2008-03-26T00:00:00,MANDGMWD,E0029366,High St
1800EH06801,2007-11-01T00:00:00,MANAWJAW,E0029366,High St
1800ED02361,2007-11-01T00:00:00,MANAJWGM,E0029278,High St
1800EB06661,2010-09-01T00:00:00,MANTGAPD,E0057786,High St
1800WA43321,2014-02-24T00:00:00,MANPJAMT,E0028320,High St
1800SGH3521,2007-11-01T00:00:00,,E0057819,
1800EDH1992,2007-11-01T00:00:00,,E0029480,
1800WKH0832,2007-11-01T00:00:00,,E0029368,
1800EDH1591,2009-01-13T00:00:00,,E0028946,
1800EDH1592,2009-01-13T00:00:00,,E0028946,
1800WA18441,2014-05-16T00:00:00,MANPDJWP,E0028320,High Street
1800WKH0831,2007-11-01T00:00:00,,E0029368,
1800WA15531,2007-11-01T00:00:00,MANPATDM,E0028979,High Street
1800WA18451,2014-05-16T00:00:00,MANPDJWT,E0028320,High Street
1800EDH1991,2010-10-12T00:00:00,,E0029480,
1800NCH0101,2008-06-03T00:00:00,,E0029495,
1800EBH0471,2007-11-01T00:00:00,,E0057786,
1800WK33881,2007-11-01T00:00:00,MANTATGM,E0052676,Highbank House
1800WK11341,2014-02-12T00:00:00,MANTGWGJ,E0052676,Highbank House
1800NFH1471,2011-01-13T00:00:00,,E0028818,
1800NFH1462,2007-11-01T00:00:00,,E0028818,
1800NFH1472,2007-11-01T00:00:00,,E0028818,
1800SB45661,2011-05-18T00:00:00,MANGWPTP,E0029129,Highdales Rd
1800SB45751,2014-10-03T00:00:00,MANGWPWT,E0029129,Highdales Rd
1800SGH1361,2007-11-01T00:00:00,,E0028600,
1800SGH1362,2007-11-01T00:00:00,,E0028600,
1800ED11511,2013-01-29T00:00:00,MANTGWPT,E0028339,Higher Carr Farm
1800ED11441,2013-01-29T00:00:00,MANAMPMG,E0028339,Higher Carr Farm
1800NE49411,2011-03-03T00:00:00,MANGJAPM,N0075014,Higher Cleggswood
1800NE49421,2007-11-01T00:00:00,MANGJAPT,N0075014,Higher Cleggswood
1800NEH2811,2007-11-01T00:00:00,,E0029343,
1800NEH2812,2007-11-01T00:00:00,,E0029343,
1800NF28701,2008-04-23T00:00:00,MANGMDJM,E0029195,Higher Croft
1800NF28711,2016-01-22T00:00:00,MANGMDJP,E0029195,Higher Croft
1800WA11031,2008-06-02T00:00:00,MANJWTGJ,E0028309,Higher Drake Mead
1800WKH4141,2007-11-01T00:00:00,,N0075008,
1800WK03021,2014-02-18T00:00:00,MANPMWPA,N0075008,Higher End
1800WKH4142,2007-11-01T00:00:00,,N0075008,
1800WK03031,2014-02-18T00:00:00,MANPMWPD,N0075008,Higher End
1800WK32091,2017-02-21T14:40:27,MANTAMAJ,E0028805,Higher Green Ln
1800WK32101,2007-11-01T00:00:00,MANTAMAM,E0028805,Higher Grn
1800EHH1581,2007-11-01T00:00:00,,E0028879,
1800EHH1582,2007-11-01T00:00:00,,E0028879,
1800WK33701,2007-11-01T00:00:00,MANTATAD,E0029127,Higher Ln
1800NC06061,2010-04-21T00:00:00,MANDMTMD,E0029536,Higher Ln
1800NC01851,2010-04-20T00:00:00,MANDMGTG,E0029536,Higher Ln
1800WK33711,2007-11-01T00:00:00,MANTATAG,E0029127,Higher Ln
1800NEH0952,2007-11-01T00:00:00,,E0028791,
1800NEH0951,2007-11-01T00:00:00,,E0028791,
1800NEH2671,2007-11-01T00:00:00,,E0028791,
1800NEH2492,2007-11-01T00:00:00,,E0028791,
1800NEH2491,2007-11-01T00:00:00,,E0028791,
1800NEH2672,2007-11-01T00:00:00,,E0028791,
1800WAH2232,2007-11-01T00:00:00,,E0028392,
1800WAH2231,2007-11-01T00:00:00,,E0028392,
1800NE10101,2012-10-01T00:00:00,MANTWAGJ,E0028670,Higher Newgate
1800NC23121,2010-01-08T00:00:00,MANDTAJT,E0029372,Higher Pit Ln
1800NC23131,2007-11-01T00:00:00,MANDTAJW,E0029372,Higher Pit Ln
1800WA43441,2014-02-21T00:00:00,MANPJATJ,E0028954,Higher Swan Ln
1800ED12101,2010-10-18T00:00:00,MANAMPWT,E0028501,Higher Turf Ln
1800ED12111,2010-10-18T00:00:00,MANAMTAD,E0028501,Higher Turf Ln
1800SG36251,2014-02-11T00:00:00,MANJGJMD,E0029552,Higherfold Farm
1800SG36241,2014-02-11T00:00:00,MANJGJMA,E0029552,Higherfold Farm
1800SG37941,2014-02-17T00:00:00,MANJGPDM,E0028748,Highfield Ave
1800SGH2561,2007-11-01T00:00:00,,E0028600,
1800SGH3771,2015-10-07T00:00:00,,E0028600,
1800SGH2562,2015-10-07T00:00:00,,E0028600,
1800WK07861,2014-02-13T00:00:00,MANPWAJM,N0075076,Highfield Grange
1800WKH2781,2010-05-05T00:00:00,,N0075076,
1800WKH2791,2010-04-29T00:00:00,,N0075201,
1800WKH2792,2007-11-01T00:00:00,,N0075201,
1800WKH2782,2007-11-01T00:00:00,,N0075076,
1800NE25791,2011-03-01T00:00:00,MANGATDG,E0029381,Highfield Hos
1800NE25811,2011-03-01T00:00:00,MANGATDM,E0029381,Highfield Hos
1800SG08551,2007-11-01T00:00:00,MANJDAPG,E0028600,Highfield Park Rd
1800SG00461,2014-02-17T00:00:00,MANJADGT,E0028600,Highfield Park Rd
1800WA34721,2014-10-14T00:00:00,MANPGJWJ,E0052666,Highfield Rd
1800SG35961,2014-02-05T00:00:00,MANJGDWA,E0029039,Highfield Rd
1800SG09961,2014-02-21T00:00:00,MANJDGMP,E0029461,Highfield Rd
1800WF13381,2014-02-19T00:00:00,MANTWDGM,N0077436,Highfield Rd
1800SG35971,2015-05-07T00:00:00,MANJGDWD,E0029039,Highfield Rd
1800WF40341,2014-02-19T00:00:00,MANPJWGM,N0077436,Highfield Rd
1800SGH2012,2007-11-01T00:00:00,,E0029461,
1800SGH2011,2007-11-01T00:00:00,,E0029461,
1800NEH4811,2011-02-08T00:00:00,,N0074973,
1800WA03321,2014-10-14T00:00:00,MANJWGJP,E0052666,Highfield Road
1800WA10021,2007-11-01T00:00:00,MANJWPGP,N0075010,Highfield Road
1800WA10011,2007-11-01T00:00:00,MANJWPGM,N0075010,Highfield Road
1800ED11001,2007-11-01T00:00:00,MANAMPAJ,N0075085,Highfield Terrace
1800ED10991,2007-11-01T00:00:00,MANAMPAG,N0075085,Highfield Terrace
1800EBH1601,2007-11-01T00:00:00,,E0029286,
1800EBH1602,2005-05-24T00:00:00,,E0029286,
1800SJH0731,2007-11-01T00:00:00,,E0029171,
1800SJH0732,2007-11-01T00:00:00,,E0029171,
1800ED02421,2007-11-01T00:00:00,MANAJWJG,E0029278,Highlands Rd
1800NB40721,2011-01-06T00:00:00,MANDJTPW,E0028704,Hightown P.O.
1800WKH3922,2007-11-01T00:00:00,,E0029026,
1800WKH3921,2010-10-12T00:00:00,,E0029026,
1800SB16841,2007-11-01T00:00:00,MANGTGTW,E0029575,Hilary Rd
1800SB15161,2008-03-26T00:00:00,MANGTDPA,E0029575,Hilary Rd
1800SB15381,2007-11-01T00:00:00,MANGTDTJ,E0029575,Hilary R
1800EDH0811,2010-12-21T00:00:00,,N0074904,
1800EDH0971,2010-12-21T00:00:00,,N0074904,
1800NCH0421,2007-11-01T00:00:00,,E0029462,
1800NCH0422,2007-11-01T00:00:00,,E0029462,
1800EDH2782,2009-05-18T00:00:00,,E0028406,
1800EDH2781,2009-05-18T00:00:00,,E0028406,
1800NBH0732,2008-06-03T00:00:00,,E0028557,
1800NBH0741,2007-11-01T00:00:00,,E0028798,
1800WAH2762,2007-11-01T00:00:00,,E0052666,
1800NBH0742,2007-11-01T00:00:00,,E0028798,
1800NBH0731,2008-06-03T00:00:00,,E0028557,
1800WAH2761,2010-06-03T00:00:00,,E0052666,
1800WAH3911,2010-06-03T00:00:00,,E0052666,
1800NB43261,2014-10-15T00:00:00,MANDMAPG,E0028798,Hill Ln
1800ED30991,2010-04-14T00:00:00,MANATPGJ,E0028471,Hill St
1800WK04201,2014-02-17T00:00:00,MANTGDAT,E0028822,Hill St
1800WK32901,2008-04-23T00:00:00,MANTAPGA,E0028822,Hill St
1800NF09741,2010-02-05T00:00:00,MANTPAWT,E0029003,Hill St
1800ED18601,2007-11-08T00:00:00,MANAPWAG,E0028471,Hill St
1800ED31001,2007-11-01T00:00:00,MANATPGM,E0028471,Hill St
1800ED48071,2010-04-19T00:00:00,MANATWAJ,E0028471,Hill St
1800NE32111,2007-11-01T00:00:00,MANGDAWM,E0028791,Hill St
1800ED10901,2007-11-01T00:00:00,MANAMJTW,E0028471,Hill Stores
1800ED09521,2007-11-01T00:00:00,MANAMGPG,E0028471,Hill Stores
1800ED03521,2007-11-01T00:00:00,MANAJWTP,E0028471,Hill Stores
1800NCH0901,2007-11-01T00:00:00,,E0029397,
1800NCH0902,2007-11-01T00:00:00,,E0029397,
1800NE49671,2007-11-01T00:00:00,MANGJDGD,E0028910,Hill Top Dr
1800NE03831,2007-11-01T00:00:00,MANTDTWG,E0028910,Hill Top Dr
1800NEH3462,2007-11-01T00:00:00,,E0028910,
1800NEH3461,2007-11-01T00:00:00,,E0028910,
1800NEH3431,2007-11-01T00:00:00,,E0028910,
1800WF21271,2014-02-21T00:00:00,MANPJMDJ,E0028819,Hill Top Rd
1800WF40971,2014-02-18T00:00:00,MANPMAPM,E0028819,Hill Top Rd
1800WK05721,2014-02-14T00:00:00,MANPTMAJ,E0029197,Hillary Ave
1800WK05711,2014-02-14T00:00:00,MANPTMAG,E0029197,Hillary Ave
1800SG13751,2014-02-18T00:00:00,MANJDPJP,E0029163,Hillcrest Rd
1800NE19861,2010-04-26T00:00:00,MANGADWG,E0028690,Hillcrest Rd
1800SG16081,2014-02-17T00:00:00,MANJDWDW,E0029163,Hillcrest Rd
1800NE19851,2007-11-01T00:00:00,MANGADWD,E0028690,Hillcrest Rd
1800NEH0181,2007-11-01T00:00:00,,E0028690,
1800NEH0182,2007-11-01T00:00:00,,E0028690,
1800SJH1651,2007-11-01T00:00:00,,E0029171,
1800SJH1652,2007-11-01T00:00:00,,E0029171,
1800NB43931,2010-04-20T00:00:00,MANDMDJA,E0028798,Hilldale Ave
1800NB43921,2011-01-11T00:00:00,MANDMDGW,E0028798,Hilldale Ave
1800EHH1962,2007-11-01T00:00:00,,E0028610,
1800EHH1961,2007-11-01T00:00:00,,E0028610,
1800EB22051,2010-04-15T00:00:00,MANAGMJM,E0028743,Hillier St Nth
1800EB22041,2010-10-15T00:00:00,MANAGMJG,E0028743,Hillier St Nth
1800SJ32251,2014-10-13T00:00:00,MANJTGPG,N0075174,Hillingdon Road
1800SJ32261,2014-10-13T00:00:00,MANJTGPJ,N0075174,Hillingdon Road
1800SJ04231,2014-10-03T00:00:00,MANJPJTM,E0028489,Hillington Road
1800SJ04361,2014-10-03T00:00:00,MANJPMAJ,E0028489,Hillington Road
1800EB32491,2007-11-01T00:00:00,MANAGTGM,E0028544,Hillkirk St
1800WA17141,2007-11-01T00:00:00,MANPDAPT,E0028776,Hillside
1800WA17151,2007-11-01T00:00:00,MANPDAPW,E0028776,Hillside
1800ED13351,2007-11-01T00:00:00,MANAPAJT,E0028339,Hillside Ave
1800ED13361,2007-11-01T00:00:00,MANAPAJW,E0028339,Hillside Ave
1800WK30541,2007-11-01T00:00:00,MANTADAG,E0028727,Hillside Ave
1800ED16121,2010-10-18T00:00:00,MANAPJMT,N0074920,Hillside Ave
1800ED10221,2007-11-01T00:00:00,MANAMJAT,E0029278,Hillside Ave
1800ED16131,2014-10-15T00:00:00,MANAPJMW,N0074920,Hillside Ave
1800EDH0741,2010-05-27T00:00:00,,N0074920,
1800WKH1702,2007-11-01T00:00:00,,E0028727,
1800WAH2062,2007-11-01T00:00:00,,E0029119,
1800WK30542,2006-01-20T00:00:00,,E0028727,
1800WAH2061,2007-11-01T00:00:00,,E0029119,
1800WKH1701,2007-11-01T00:00:00,,E0028727,
1800WKH4481,2010-05-24T00:00:00,,E0028727,
1800EDH1471,2010-05-27T00:00:00,,N0074920,
1800EDH1472,2010-05-27T00:00:00,,N0074920,
1800EDH0742,2005-05-24T00:00:00,,N0074920,
1800WA13961,2007-11-01T00:00:00,MANPAJTD,E0029327,Hillside Farm
1800WA11441,2007-11-01T00:00:00,MANTGWJT,E0029327,Hillside Farm
1800WA13962,2006-05-31T00:00:00,,E0029327,
1800NCH0941,2007-11-01T00:00:00,,E0029236,
1800NCH0942,2007-11-01T00:00:00,,E0029236,
1800NE49841,2007-11-01T00:00:00,MANGJDMG,E0029059,Hillside Walk
1800NE08111,2007-11-01T00:00:00,MANTJADM,E0029059,Hillside Walk
1800NE49842,2006-06-07T00:00:00,,E0029011,
1800WAH0702,2007-11-01T00:00:00,,E0028979,
1800WAH0701,2007-11-01T00:00:00,,E0028979,
1800SG35711,2014-02-11T00:00:00,MANJGDJP,N0075134,Hilltop Dr
1800SJ00641,2014-02-25T00:00:00,MANJMPAW,N0075023,Hilrose Avenue
1800SJ17791,2014-02-25T00:00:00,MANTWAMJ,N0075023,Hilrose Avenue
1800WA20161,2014-05-15T00:00:00,MANPDTPG,E0052667,Hilton Avenue
1800WA19972,2006-05-24T00:00:00,,E0052667,
