AtcoCode,CommonName,Landmark,ModificationDateTime,Notes,StopType
1800SJ30491,Henrietta Street,HOUSE 6,2014-10-13T00:00:00,INDICATOR AMENDED,BCT
1800SJ30481,Henrietta Street,NURSERY,2014-10-13T00:00:00,INDICATOR AMENDED,BCT
1800ED04671,Henry St,TESCO CAR PARK,2010-04-15T00:00:00,INDICATOR AMENDED,BCT
1800SG08411,Henry St,CHIP SHOP,2014-02-17T00:00:00,INDICATOR AMENDED,BCT
1800ED04661,Henry St,HOUSE 194,2007-11-01T00:00:00,,BCT
1800SJ30471,Henry Street,CAR PARK,2014-10-13T00:00:00,INDICATOR AMENDED,BCT
1800SG02091,Henry Street,HAIRDRESSERS,2014-02-17T00:00:00,INDICATOR AMENDED,BCT
1800SJ30461,Henry Street,CAR PARK,2014-10-13T00:00:00,INDICATOR AMENDED,BCT
1800ED15581,Henshaw St,,2010-04-15T00:00:00,INDICATOR AMENDED,BCT
1800EBH0661,Heppleton Road,BROADWAY,2007-11-01T00:00:00,,BCT
1800EBH0662,Heppleton Road,BROADWAY,2005-05-24T00:00:00,,BCT
1800SJH1932,Hereford Grove,WYCLIFFE ROAD,2007-11-01T00:00:00,,BCT
1800SJH1931,Hereford Grove,WYCLIFFE ROAD,2007-11-01T00:00:00,,BCT
1800SGH0811,Hereford Rd,Hereford Rd,2007-11-01T00:00:00,,BCT
1800WK00791,Hereford Rd,SCHOOL,2013-05-21T00:00:00,INDICATOR AMENDED,BCT
1800SG46151,Hereford Rd,HOUSE 234,2014-02-18T00:00:00,INDICATOR AMENDED,BCT
1800WK00781,Hereford Rd,HOUSE 19,2013-05-21T00:00:00,INDICATOR AMENDED,BCT
1800NFH0342,Hereford Road,HEREFORD ROAD,2007-11-01T00:00:00,,BCT
1800NFH0341,Hereford Road,HEREFORD ROAD,2007-11-01T00:00:00,,BCT
1800NFH0351,Hereford Road,WELWYN DRIVE,2007-11-01T00:00:00,,BCT
1800NFH0352,Hereford Road,WELWYN DRIVE,2007-11-01T00:00:00,,BCT
1800NEH2791,Hereford Way ,BOARSHAW LANE,2017-03-13T14:41:53,DIRECTION AMENDED,BCT
1800NEH4871,Hereford Way,,2017-03-13T14:42:44,,BCT
1800NEH2942,Hereford Way,GLENWOOD DRIVE,2007-11-01T00:00:00,,BCT
1800NEH2792,Hereford Way (Higher Boarshaw),BOARSHAW LANE,2007-11-01T00:00:00,,BCT
1800NEH2952,Hereford Way (Little Green),Hereford Way (Little Green),2007-11-01T00:00:00,,BCT
1800NEH2951,Hereford Way (NE bnd),Hereford Way (NE bnd),2011-02-09T00:00:00,DIRECTION AMENDED,BCT
1800NEH2941,Hereford Way (SW bnd),GLENWOOD DRIVE,2011-02-09T00:00:00,DIRECTION AMENDED,BCT
1800SGH0592,Hermitage Avenue,CORCORAN DRIVE,2015-10-07T00:00:00,,BCT
1800EH03291,Heron Ave,HOUSE 245,2015-07-27T00:00:00,NAME AMENDED,BCT
1800EH03301,Heron Ave,HOUSE 266,2007-11-01T00:00:00,,BCT
1800NF27341,Heron Dr,SCHOOL,2007-11-01T00:00:00,,BCT
1800SG08491,Heron House,HERON HOUSE,2014-02-14T00:00:00,INDICATOR AMENDED,BCT
1800SG08492,Heron House (Stop AH),DUKE STREET,2006-01-20T00:00:00,,BCT
1800ED27161,Heron St,HOUSE 499,2007-11-01T00:00:00,,BCT
1800ED24801,Heron St,SMUT INN,2010-04-19T00:00:00,INDICATOR AMENDED,BCT
1800ED08541,Heron St,,2011-02-16T00:00:00,STOP RELOCATED,BCT
1800ED24811,Heron St,WERNETH HOUSE,2007-11-07T00:00:00,LOCATION AMENDED,BCT
1800EDH0462,Heron Street,Heron Street,2005-05-24T00:00:00,,BCT
1800EDH0461,Heron Street,Heron Street,2007-11-01T00:00:00,,BCT
1800SB34281,Hesketh Ave,CHURCH,2007-11-01T00:00:00,,BCT
1800SB34271,Hesketh Ave,CHURCH,2007-11-01T00:00:00,,BCT
1800WK37031,Hesketh Meadow Ln,,2007-11-01T00:00:00,,BCT
1800SG39461,Heswall Rd,HOUSE 18,2014-02-24T00:00:00,INDICATOR AMENDED,BCT
1800NC48071,Hewart Dr,HOUSE 62/64,2008-04-23T00:00:00,INDICATOR AMENDED,BCT
1800SG08251,Hexworth Walk,,2014-02-21T00:00:00,INDICATOR AMENDED,BCT
1800SG08261,Hexworth Walk,OS HOUSE 4,2014-02-21T00:00:00,INDICATOR AMENDED,BCT
1800EHH1261,Hey Farm,MOORLANDS DRIVE,2007-11-01T00:00:00,,BCT
1800EH07301,Hey Farm Terminus,,2010-10-19T00:00:00,NAME/INDICATOR AMENDED,BCT
1800NE10191,Hey Head Ln,COTTAGES,2013-04-05T00:00:00,,BCT
1800WK37702,Heybrook Farm,FIELD,2006-05-24T00:00:00,,BCT
1800WK37701,Heybrook Farm,FIELD,2007-11-01T00:00:00,,BCT
1800WK08791,Heybrook Farm,,2014-02-13T00:00:00,indicator amended,BCT
1800SJ49151,Heyes Lane,HOUSE 226,2007-11-01T00:00:00,,BCT
1800SJ49301,Heyes Lane,HOUSE 222,2007-11-01T00:00:00,,BCT
1800WK04671,Heyes Rd,HOUSE 256,2014-02-17T00:00:00,indicator amended,BCT
1800WK04681,Heyes Rd,HOUSE 321,2014-02-17T00:00:00,indicator amended,BCT
1800EH09701,Heyrod,FOOTBRIDGE,2011-03-09T00:00:00,INDICATOR AMENDED,BCT
1800EH09711,Heyrod,GRAPES HOTEL,2011-03-09T00:00:00,INDICATOR AMENDED,BCT
1800NE31931,Heys Ln,HOUSE 67,2010-04-26T00:00:00,INDICATOR AMENDED,BCT
1800NE31921,Heys Ln,FLATS 13-15,2010-04-26T00:00:00,INDICATOR AMENDED,BCT
1800NC41681,Heys Rd,HOUSE 163,2010-04-23T00:00:00,INDICATOR AMENDED,BCT
1800EH21231,Heys Rd,ASHTON COLLEGE,2007-11-01T00:00:00,,BCT
1800EH21221,Heys Rd,O/S HOUSE 32,2007-11-01T00:00:00,,BCT
1800NC41691,Heys Rd,HOUSE 150,2007-11-01T00:00:00,,BCT
1800NCH4671,Heys Road (E bnd),Heys Road (E bnd),2011-01-17T00:00:00,,BCT
1800NCH0162,Heys Road (Prestwich High Sch),Heys Road (Prestwich High Sch),2007-11-01T00:00:00,,BCT
1800NCH0161,Heys Road (W bnd),Heys Road (W bnd),2011-01-17T00:00:00,DIRECTION AMENDED,BCT
1800SB14151,Heyscroft Rd,SHOP PARADE,2007-11-01T00:00:00,,BCT
1800WKH3291,Heywood Avenue,LOWTON ROAD,2007-11-01T00:00:00,,BCT
1800WKH3281,Heywood Avenue,CHURCH STREET,2007-11-01T00:00:00,,BCT
1800NEH3841,Heywood Business Park,BROADLANDS WAY,2007-11-01T00:00:00,,BCT
1800NEH3831,Heywood Business Park,BROADLANDS CRES,2007-11-01T00:00:00,,BCT
1800NE00991,Heywood Cemetery,CEMETERY,2007-11-01T00:00:00,,BCT
1800NE32151,Heywood Hall Rd,HOUSE 7,2007-11-01T00:00:00,,BCT
1800NE32141,Heywood Hall Rd,HOUSE 178,2010-03-10T00:00:00,LOCATION AMENDED,BCT
1800NEH0592,Heywood Hall Road,BAMFORD ROAD,2007-11-01T00:00:00,,BCT
1800NEH0591,Heywood Hall Road,BAMFORD ROAD,2007-11-01T00:00:00,,BCT
1800EDH1682,Heywood Lane,COOPER STREET,2007-11-01T00:00:00,,BCT
1800EDH1681,Heywood Lane (NW Bnd),COOPER STREET,2011-01-05T00:00:00,DIRECTION AMENDED,BCT
1800ED12071,Heywood Ln,HOUSE 864,2007-11-01T00:00:00,,BCT
1800ED12061,Heywood Ln,HOUSE 847,2010-04-15T00:00:00,INDICATOR AMENDED,BCT
1800NE26991,Heywood Old Road,HOUSE 450,2008-03-26T00:00:00,INDICATOR AMENDED,BCT
1800NE26881,Heywood Old Road,HOUSE 103,2007-11-01T00:00:00,,BCT
1800NE26891,Heywood Old Road,HOUSE 105,2007-11-01T00:00:00,,BCT
1800NE26981,Heywood Old Road,HOUSE 438,2007-11-01T00:00:00,,BCT
1800NC42251,Heywood Rd,HOUSE 120,2010-04-23T00:00:00,INDICATOR AMENDED,BCT
1800NCH3652,Heywood Rd,HEYWOOD ROAD,2007-11-01T00:00:00,,BCT
1800NC41471,Heywood Rd,MEDICAL CENTRE,2007-11-01T00:00:00,,BCT
1800NC42241,Heywood Rd,HOUSE 131,2010-04-23T00:00:00,INDICATOR AMENDED,BCT
1800NC41711,Heywood Rd,HIGHBURY COURT,2007-11-01T00:00:00,,BCT
1800NCH3141,Heywood Road (to def rte),SCHOLES LANE,2007-11-01T00:00:00,,BCT
1800NCH3142,Heywood Road (to def rte),SCHOLES LANE,2007-11-01T00:00:00,,BCT
1800ED30581,Heywood St,SPRINGHILL CRT,2010-10-18T00:00:00,NAME AMENDED,BCT
1800NBH0362,Heywood Street,HUXLEY AVENUE,2007-11-01T00:00:00,,BCT
1800NBH0102,Heywood Street,HEYWOOD STREET,2010-03-29T00:00:00,INDICATOR AMENDED,BCT
1800WA25861,Heywood Street,GARAGE,2014-04-23T00:00:00,indicator amended,BCT
1800NBH0361,Heywood Street,HUXLEY AVENUE,2007-11-01T00:00:00,,BCT
1800NBH0101,Heywood Street,HEYWOOD STREET,2010-03-29T00:00:00,INDICATOR AMENDED,BCT
1800NFH1181,Heywood Way (to define route),FITZWARREN ST,2007-11-01T00:00:00,,BCT
1800SG09491,Hibbert St,TAMESIDE CARTON,2014-02-21T00:00:00,INDICATOR AMENDED,BCT
1800SGH1061,Hibbert Street,HAIGH AVENUE,2007-11-01T00:00:00,,BCT
1800ED05661,Higginshaw Ln,INDUSTRIAL EST,2010-04-15T00:00:00,INDICATOR AMENDED,BCT
1800ED19281,Higginshaw Rd,FLATS,2010-10-18T00:00:00,INDICATOR AMENDED,BCT
1800ED19271,Higginshaw Rd,SCHOOL GROUNDS,2010-10-18T00:00:00,INDICATOR AMENDED,BCT
1800EDH2951,Higginshaw Rd (opp ED1920) to def route,SHAW ROAD,2007-11-01T00:00:00,,BCT
1800SG12401,Higginson Rd,CHURCH,2014-02-17T00:00:00,INDICATOR AMENDED,BCT
1800EB34851,High Bank,SCHOOL FIELD,2010-04-15T00:00:00,INDICATOR AMENDED,BCT
1800EB34841,High Bank,FLATS,2011-03-02T00:00:00,INDICATOR AMENDED,BCT
1800ED16651,High Barn Rd,DALE SQUARE,2007-11-01T00:00:00,,BCT
1800ED17121,High Barn St,PLANT HIRE,2007-11-01T00:00:00,,BCT
1800ED17111,High Barn St,LAY-BY,2007-11-01T00:00:00,,BCT
1800ED14171,High Crompton P.O.,HOPWOOD COURT,2010-10-18T00:00:00,INDICATOR AMENDED,BCT
1800ED14251,High Crompton P.O.,SANDWICH SHOP,2010-10-18T00:00:00,NAME/INDICATOR AMENDED,BCT
1800ED14011,High Crompton P.O.,SUB STATION,2010-10-18T00:00:00,NAME/INDICATOR AMENDED,BCT
1800SJH2752,High Elm Rd,RAVENWOOD DR,2009-01-12T00:00:00,,BCT
1800SJH2751,High Elm Rd,RAVENWOOD DR,2009-01-12T00:00:00,,BCT
1800SJ11391,High Elm Road,HOUSE 45,2014-10-09T00:00:00,INDICATOR AMENDED,BCT
1800SJ00171,High Elm Road,HOUSE 440,2014-02-25T00:00:00,INDICATOR AMENDED,BCT
1800SJ11351,High Elm Road,HOUSE 21,2014-10-09T00:00:00,INDICATOR AMENDED,BCT
1800SJ11461,High Elm Road,TENNIS CLUB,2014-10-09T00:00:00,INDICATOR AMENDED,BCT
1800SG46741,High Grove Rd,HOUSE 89,2014-02-17T00:00:00,INDICATOR AMENDED,BCT
1800SG19081,High Grove Rd,HOUSE 36,2014-02-17T00:00:00,INDICATOR AMENDED,BCT
1800EDH2972,High Grove Road,HIGHBANK CRES,2008-06-03T00:00:00,INDICATOR AMENDED,BCT
1800EDH2971,High Grove Road (Sth Bnd),HIGHBANK CRES,2010-05-14T00:00:00,DIRECTION AMENDED,BCT
1800SBH0041,High Lane (Chorlton),ACRES ROAD,2007-11-01T00:00:00,,BCT
1800SBH0042,High Lane (Chorlton),ACRES ROAD,2007-11-01T00:00:00,,BCT
1800NE17281,High Level Rd,BRIDGE,2013-02-14T00:00:00,INDICATOR AMENDED,BCT
1800NE17271,High Level Rd,DIRECT HEATING,2013-02-14T00:00:00,INDICATOR AMENDED,BCT
1800WA13911,High Nook,HOUSE 252,2007-11-01T00:00:00,,BCT
1800WA13921,High Nook,HOUSE 255,2007-11-01T00:00:00,,BCT
1800SG37931,High Sch,SCHOOL,2014-02-17T00:00:00,INDICATOR AMENDED,BCT
1800EH44191,High Sch,SCHOOL,2007-11-01T00:00:00,,BCT
1800SG02031,High Sch,SCHOOL,2014-09-29T00:00:00,INTERCHANGE ID REMOVED,BCT
1800SG00581,High School,SCHOOL,2014-09-29T00:00:00,INTERCHANGE ID REMOVED,BCT
1800SJ10971,High School,SCHOOL,2014-10-09T00:00:00,INDICATOR AMENDED,BCT
1800NE04102,High School,CRESCENT ROAD,2006-01-20T00:00:00,,BCT
1800SJ11041,High School,HOUSE 27,2014-10-09T00:00:00,INDICATOR AMENDED,BCT
1800NE04101,High School,YOUTH CENTRE,2010-04-24T00:00:00,INDICATOR AMENDED,BCT
1800WA43311,High St,,2014-02-24T00:00:00,indicator amended,BCT
1800SG16651,High St,EGERTON ARMS,2007-11-01T00:00:00,,BCT
1800ED02371,High St,LIDL,2007-11-01T00:00:00,,BCT
1800EH39481,High St,HOUSE 17,2008-03-26T00:00:00,INDICATOR AMENDED,BCT
1800EH06801,High St,HOUSE 2,2007-11-01T00:00:00,,BCT
1800ED02361,High St,HAIRDRESSERS,2007-11-01T00:00:00,,BCT
1800EB06661,High St,OS HOUSE 12-16,2010-09-01T00:00:00,STOP REMOVED,BCT
1800WA43321,High St,HAIRDRESSERS,2014-02-24T00:00:00,indicator amended,BCT
1800SGH3521,High St (to def route),HIGH STREET,2007-11-01T00:00:00,,BCT
1800EDH1992,High Street,HIGH STREET,2007-11-01T00:00:00,,BCT
1800WKH0832,High Street,HIGH STREET,2007-11-01T00:00:00,,BCT
1800EDH1591,High Street,HIGH ST,2009-01-13T00:00:00,INDICATOR AMENDED,BCT
1800EDH1592,High Street,HIGH ST,2009-01-13T00:00:00,INDICATOR AMENDED,BCT
1800WA18441,High Street,FOOD STORE,2014-05-16T00:00:00,indicator amended,BCT
1800WKH0831,High Street,HIGH STREET,2007-11-01T00:00:00,,BCT
1800WA15531,High Street,QUEEN ANNE,2007-11-01T00:00:00,,BCT
1800WA18451,High Street,PHARMACY,2014-05-16T00:00:00,indicator amended,BCT
1800EDH1991,High Street (NEbnd-def rte),HIGH STREET,2010-10-12T00:00:00,DIRECTION AMENDED,BCT
1800NCH0101,High Street (opp NC2235),BANK ST,2008-06-03T00:00:00,INDICATOR AMENDED,BCT
1800EBH0471,High Street (to define route),MARKET STREET,2007-11-01T00:00:00,,BCT
1800WK33881,Highbank House,HIGHBANK HOUSE,2007-11-01T00:00:00,,BCT
1800WK11341,Highbank House,HOUSE 1,2014-02-12T00:00:00,indicator amended,BCT
1800NFH1471,Highclere Ave (S bnd),Highclere Ave (S bnd),2011-01-13T00:00:00,DIRECTION AMENDED,BCT
1800NFH1462,Highclere Avenue,HIGHCLERE AVE,2007-11-01T00:00:00,,BCT
1800NFH1472,Highclere Avenue,HIGHCLERE AVE,2007-11-01T00:00:00,,BCT
1800SB45661,Highdales Rd,HOUSE 121,2011-05-18T00:00:00,INDICATOR AMENDED,BCT
1800SB45751,Highdales Rd,HOUSE 2,2014-10-03T00:00:00,INDICATOR AMENDED,BCT
1800SGH1361,Higher Bents Lane (to def rte),Higher Bents Lane (to def rte),2007-11-01T00:00:00,,BCT
1800SGH1362,Higher Bents Lane (to def rte),Higher Bents Lane (to def rte),2007-11-01T00:00:00,,BCT
1800ED11511,Higher Carr Farm,,2013-01-29T00:00:00,LOCATION AMENDED,BCT
1800ED11441,Higher Carr Farm,CARR HOUSE,2013-01-29T00:00:00,LOCATION AMENDED,BCT
1800NE49411,Higher Cleggswood Ave,HOUSE 71,2011-03-03T00:00:00,name/indicator amended,BCT
1800NE49421,Higher Cleggswood Ave,LAKE,2007-11-01T00:00:00,,BCT
1800NEH2811,Higher Cleggswood Avenue,WOODBANK ROAD,2007-11-01T00:00:00,,BCT
1800NEH2812,Higher Cleggswood Avenue,WOODBANK ROAD,2007-11-01T00:00:00,,BCT
1800NF28701,Higher Croft,HOUSE 75A/B,2008-04-23T00:00:00,INDICATOR AMENDED,BCT
1800NF28711,Higher Croft,HOUSE 122,2016-01-22T00:00:00,STOP LOCATION AMENDED,BCT
1800WA11031,Higher Drake Meadow,ELEC SUB STN,2008-06-02T00:00:00,INDICATOR AMENDED,BCT
1800WKH4141,Higher End,Higher End,2007-11-01T00:00:00,,BCT
1800WK03021,Higher End,HOUSE 355,2014-02-18T00:00:00,indicator amended,BCT
1800WKH4142,Higher End,Higher End,2007-11-01T00:00:00,,BCT
1800WK03031,Higher End,HOUSE 306,2014-02-18T00:00:00,indicator amended,BCT
1800WK32091,Higher Green Ln,CAR PARK,2017-02-21T14:40:27,,BCT
1800WK32101,Higher Grn,TER INSTRUMENTS,2007-11-01T00:00:00,,BCT
1800EHH1581,Higher Henry Street,TOWER STREET,2007-11-01T00:00:00,,BCT
1800EHH1582,Higher Henry Street,TOWER STREET,2007-11-01T00:00:00,,BCT
1800WK33701,Higher Ln,HOUSE 281,2007-11-01T00:00:00,,BCT
1800NC06061,Higher Ln,CEMETERY,2010-04-21T00:00:00,INDICATOR AMENDED,BCT
1800NC01851,Higher Ln,CEMETERY,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800WK33711,Higher Ln,HOUSE 247,2007-11-01T00:00:00,,BCT
1800NEH0952,Higher Lomax Lane,THE MEDWAY,2007-11-01T00:00:00,,BCT
1800NEH0951,Higher Lomax Lane,THE MEDWAY,2007-11-01T00:00:00,,BCT
1800NEH2671,Higher Lomax Lane (to def rte),HIGHFIELD AVE,2007-11-01T00:00:00,,BCT
1800NEH2492,Higher Lomax Lane (to def rte),CHERWELL AVENUE,2007-11-01T00:00:00,,BCT
1800NEH2491,Higher Lomax Lane (to def rte),CHERWELL AVENUE,2007-11-01T00:00:00,,BCT
1800NEH2672,Higher Lomax Lane (to def rte),HIGHFIELD AVE,2007-11-01T00:00:00,,BCT
1800WAH2232,Higher Market Street,HR MARKET ST.,2007-11-01T00:00:00,,BCT
1800WAH2231,Higher Market Street,HR MARKET ST.,2007-11-01T00:00:00,,BCT
1800NE10101,Higher Newgate,HOUSE 2,2012-10-01T00:00:00,,BCT
1800NC23121,Higher Pit Ln,HOUSE 72,2010-01-08T00:00:00,LOCATION AMENDED,BCT
1800NC23131,Higher Pit Ln,HOUSE 73,2007-11-01T00:00:00,,BCT
1800WA43441,Higher Swan Ln,HOUSE 225,2014-02-21T00:00:00,indicator amended,BCT
1800ED12101,Higher Turf Ln,HOUSE 1001,2010-10-18T00:00:00,NAME/INDICATOR AMENDED,BCT
1800ED12111,Higher Turf Ln,HOUSE 999,2010-10-18T00:00:00,INDICATOR AMENDED,BCT
1800SG36251,Higherfold Farm,HIGHERFOLD FARM,2014-02-11T00:00:00,INDICATOR AMENDED,BCT
1800SG36241,Higherfold Farm,HIGHERFOLD OPP,2014-02-11T00:00:00,INDICATOR AMENDED,BCT
1800SG37941,Highfield Ave,HOUSE 1,2014-02-17T00:00:00,INDICATOR AMENDED,BCT
1800SGH2561,Highfield Ave (Ebd),Highfield Ave (Ebd),2007-11-01T00:00:00,,BCT
1800SGH3771,Highfield Ave (Wbd),Highfield Ave (Wbd),2015-10-07T00:00:00,,BCT
1800SGH2562,Highfield Avenue,GOYT VALLEY RD,2015-10-07T00:00:00,,BCT
1800WK07861,Highfield Grange Ave,HOUSE 36,2014-02-13T00:00:00,indicator amended,BCT
1800WKH2781,Highfield Grange Ave (Nbnd),HIGHFIELD GR AV,2010-05-05T00:00:00,DIRECTION AMENDED,BCT
1800WKH2791,Highfield Grange Ave(Nbnd),HIGHFIELD GRANG,2010-04-29T00:00:00,DIRECTION AMENDED,BCT
1800WKH2792,Highfield Grange Avenue,HIGHFIELD GRANG,2007-11-01T00:00:00,,BCT
1800WKH2782,Highfield Grange Avenue,HIGHFIELD GR AV,2007-11-01T00:00:00,,BCT
1800NE25791,Highfield Hospital,HOSPITAL,2011-03-01T00:00:00,INDICATOR AMENDED,BCT
1800NE25811,Highfield Hospital,HOUSE 221,2011-03-01T00:00:00,INDICATOR AMENDED,BCT
1800SG08551,Highfield Park Rd,HOUSE 39,2007-11-01T00:00:00,,BCT
1800SG00461,Highfield Park Road,HOUSE 34,2014-02-17T00:00:00,INDICATOR AMENDED,BCT
1800WA34721,Highfield Rd,HOUSE 5,2014-10-14T00:00:00,INDICATOR AMENDED,BCT
1800SG35961,Highfield Rd,BRIDGE,2014-02-05T00:00:00,INDICATOR AMENDED,BCT
1800SG09961,Highfield Rd,SHOPS,2014-02-21T00:00:00,INDICATOR AMENDED,BCT
1800WF13381,Highfield Rd,HOUSE 6,2014-02-19T00:00:00,indicator amended,BCT
1800SG35971,Highfield Rd,BRIDGE,2015-05-07T00:00:00,LOCATION AMENDED,BCT
1800WF40341,Highfield Rd,,2014-02-19T00:00:00,indicator amended,BCT
1800SGH2012,Highfield Rd (to def rte),WETHERBY DRIVE,2007-11-01T00:00:00,,BCT
1800SGH2011,Highfield Rd (to def rte),WETHERBY DRIVE,2007-11-01T00:00:00,,BCT
1800NEH4811,Highfield Rd (W bnd),Highfield Rd (W bnd),2011-02-08T00:00:00,,BCT
