AtcoCode,Bearing,CreationDateTime,GrandParentLocalityName,Notes,NptgLocalityCode
1800WK37971,SE,2007-11-01T00:00:00,,,E0028447
1800NF29261,NE,2007-11-01T00:00:00,,,E0028369
1800NCH0092,N,2007-11-01T00:00:00,,,E0029495
1800NCH0091,S,2007-11-01T00:00:00,,,E0029495
1800NEH1611,NW,2007-11-01T00:00:00,,,E0028791
1800NEH1612,SE,2007-11-01T00:00:00,,,E0028791
1800ED12011,E,2014-10-15T00:00:00,,STOP NAME AMENDED,E0029506
1800ED30611,W,2014-10-15T00:00:00,,STOP NAME AMENDED,E0029506
1800WAH2702,NE,2007-11-01T00:00:00,,,E0052666
1800EHH0511,SW,2007-11-01T00:00:00,,,E0028879
1800WK37951,NW,2007-11-01T00:00:00,,,E0028447
1800SGH1041,S,2007-11-01T00:00:00,,,E0029038
1800WAH2701,SW,2007-11-01T00:00:00,,,E0052666
1800WA15631,SE,2007-11-01T00:00:00,,,E0028979
1800SG17571,W,2011-02-10T00:00:00,,STOP REMOVED,E0029171
1800EHH0512,NE,2007-11-01T00:00:00,,,E0028879
1800WA15641,NW,2007-11-01T00:00:00,,,E0028979
1800SGH1042,N,2007-11-01T00:00:00,,,E0029038
1800SJ17581,E,2014-10-09T00:00:00,,INDICATOR AMENDED,E0029171
1800SJH2161,SE,2007-11-01T00:00:00,,,E0028261
1800NE00322,E,2006-01-20T00:00:00,,,E0028987
1800SJH1621,NW,2007-11-01T00:00:00,,,E0028261
1800SJH1622,SE,2007-11-01T00:00:00,,,E0028261
1800EBH1891,W,2007-11-01T00:00:00,,,E0057786
1800EH21381,W,2010-04-19T00:00:00,,INDICATOR AMENDED,E0029252
1800WAH2471,NE,2007-11-01T00:00:00,,,E0028979
1800WAH1442,SW,2007-11-01T00:00:00,,,E0028979
1800WAH1441,NE,2007-11-01T00:00:00,,,E0028979
1800WAH2462,NW,2008-06-02T00:00:00,,INDICATOR AMENDED,E0028979
1800WAH2472,SW,2007-11-01T00:00:00,,,E0028979
1800WAH2461,SE,2008-06-02T00:00:00,,INDICATOR AMENDED,E0028979
1800WAH1451,E,2007-11-01T00:00:00,,,E0028979
1800WAH1452,W,2007-11-01T00:00:00,,,E0028979
1800WAH4201,NE,2015-05-14T00:00:00,,,E0028979
1800WAH4221,SW,2015-05-18T00:00:00,,,E0028979
1800ED15771,NW,2007-11-01T00:00:00,,,E0057798
1800NE48831,W,2007-11-01T00:00:00,,,N0075155
1800NE48751,W,2007-11-01T00:00:00,,,N0075155
1800NE48761,E,2007-11-01T00:00:00,,,N0075155
1800NE01341,E,2010-04-24T00:00:00,,INDICATOR AMENDED,N0075155
1800NE48821,E,2007-11-01T00:00:00,,,N0075155
1800ED00021,SE,2007-11-01T00:00:00,,,E0057798
1800NE01342,SE,2006-01-20T00:00:00,,,E0057799
1800WKH4031,S,2010-05-14T00:00:00,,DIRECTION AMENDED,E0029368
1800WA09751,W,2007-11-01T00:00:00,,,E0029119
1800WA10061,E,2007-11-01T00:00:00,,,E0029119
1800WA10062,W,2006-05-31T00:00:00,,,E0029119
1800SB10421,NE,2007-11-01T00:00:00,,,E0029102
1800WA19761,E,2014-05-15T00:00:00,,indicator amended,E0028524
1800WA19691,NW,2014-05-15T00:00:00,,indicator amended,E0028524
1800SB34381,SW,2007-11-01T00:00:00,Manchester,,E0029519
1800SBH0061,SE,2007-11-01T00:00:00,Manchester,,N0074942
1800NB20971,S,2011-01-06T00:00:00,,NAME/INDICATOR AMENDED,E0057786
1800SJ01121,W,2014-05-20T00:00:00,,INDICATOR AMENDED,E0029481
1800SJ01231,E,2014-05-20T00:00:00,,INDICATOR AMENDED,E0029481
1800EB32951,E,2007-11-01T00:00:00,,,E0028720
1800SBT0121,,2004-09-14T00:00:00,,,E0057786
1800NBT0141,,2004-09-14T00:00:00,Manchester,,N0077372
1800SBT0151,,2004-09-14T00:00:00,,,E0057786
1800NBT0161,,2004-09-14T00:00:00,,,E0057786
1800SBT0641,,2004-09-14T00:00:00,,,E0057786
1800NBT0211,,2004-09-14T00:00:00,Manchester,,N0074933
1800NBT0221,,2004-09-14T00:00:00,Manchester,,N0074933
1800EBT0271,,2004-09-14T00:00:00,,,E0057786
1800EBT0311,,2004-09-14T00:00:00,,,E0057786
1800EBT0321,,2004-09-14T00:00:00,,,E0057786
1800EBT0331,,2004-09-14T00:00:00,,,E0057786
1800SBT0351,,2004-09-14T00:00:00,,,E0057786
1800SBT0361,,2004-09-14T00:00:00,,,E0057786
1800SBT0401,,2004-09-14T00:00:00,Manchester,,N0075071
1800SBT0411,,2004-09-14T00:00:00,Manchester,,N0075071
1800SBT0421,,2004-09-14T00:00:00,,,E0057786
1800SBT0431,,2004-09-14T00:00:00,,,E0057786
1800SBT0451,,2004-09-14T00:00:00,,,E0057786
1800SBT0511,,2004-09-14T00:00:00,,,E0057786
1800SBT0521,,2004-09-14T00:00:00,,,E0057786
1800EBT0531,,2004-09-14T00:00:00,,,E0057786
1800SBT0541,,2004-09-14T00:00:00,,,E0057786
1800SBT0601,,2004-09-14T00:00:00,,,E0057786
1800SBT0591,,2004-09-14T00:00:00,,,E0057786
1800SBT0611,,2004-09-14T00:00:00,,,E0057786
1800SBT0631,,2004-09-14T00:00:00,,,E0057786
1800EB32941,W,2010-04-15T00:00:00,,INDICATOR AMENDED,E0028720
1800SB30321,E,2007-11-01T00:00:00,Manchester,,E0029361
1800WK04501,N,2014-02-17T00:00:00,,indicator amended,E0028911
1800WK04431,N,2014-02-17T00:00:00,,indicator amended,E0029150
1800WK04441,S,2014-02-17T00:00:00,,indicator amended,E0029150
1800WK01481,W,2013-05-21T00:00:00,,INDICATOR AMENDED,E0028911
1800SB09211,S,2007-11-01T00:00:00,,,E0057786
1800SJ30281,N,2014-10-13T00:00:00,Manchester,INDICATOR AMENDED,E0029361
1800SJ30271,S,2014-10-13T00:00:00,Manchester,INDICATOR AMENDED,E0029361
1800ED06991,E,2007-11-01T00:00:00,,,E0057798
1800ED07011,E,2007-11-01T00:00:00,,,E0057798
1800WKH2772,NE,2007-11-01T00:00:00,,,E0028449
1800WKH2771,SW,2010-05-05T00:00:00,,DIRECTION AMENDED,E0028449
1800WK07841,N,2014-02-13T00:00:00,,indicator amended,E0028449
1800WK07851,S,2014-02-13T00:00:00,,indicator amended,E0028449
1800EB03701,S,2010-09-16T00:00:00,,LOCATION AMENDED,E0028951
1800WK32661,NW,2007-11-01T00:00:00,Wigan,,N0074931
1800WK32671,SE,2007-11-01T00:00:00,Wigan,,N0074931
1800WA19171,W,2014-05-15T00:00:00,,indicator amended,E0057777
1800WA19161,E,2014-05-15T00:00:00,,indicator amended,E0057777
1800WF40571,SE,2014-02-18T00:00:00,,indicator amended,E0028978
1800NE44491,E,2008-06-02T00:00:00,,INDICATOR AMENDED,E0028612
1800SB11961,N,2007-11-01T00:00:00,,,E0029102
1800SB31361,S,2007-11-01T00:00:00,,,E0029102
1800SB12361,S,2007-11-01T00:00:00,,,E0029102
1800SB31851,N,2010-04-22T00:00:00,Manchester,NAME AMENDED,E0028255
1800SB31651,S,2007-11-01T00:00:00,,,E0029102
1800SB31661,N,2007-11-01T00:00:00,,,E0029102
1800SB31911,S,2007-11-01T00:00:00,Manchester,,E0028255
1800NE44481,W,2007-11-01T00:00:00,,,E0028612
1800SB11971,S,2008-07-14T00:00:00,,INDICATOR AMENDED,E0029102
1800SB12371,N,2007-11-01T00:00:00,,,E0029102
1800SB31351,N,2007-11-01T00:00:00,,,E0029102
1800NFH1271,N,2007-11-01T00:00:00,,,E0028886
1800NFH1281,N,2007-11-01T00:00:00,,,E0028886
1800NFH0071,S,2007-11-01T00:00:00,,,E0028886
1800NFH0061,S,2007-11-01T00:00:00,,,E0028886
1800SJ47381,SE,2015-01-30T00:00:00,,INDICATOR AMENDED,E0029289
1800NF30801,W,2007-11-01T00:00:00,,,E0028886
1800NF30791,E,2007-11-01T00:00:00,,,E0028886
1800EH21141,N,2008-04-23T00:00:00,,INDICATOR AMENDED,E0028873
1800EH21151,S,2010-04-19T00:00:00,,INDICATOR AMENDED,E0028873
1800ED14511,NE,2009-08-21T00:00:00,,NEW STOP,E0028278
1800EH38841,E,2010-04-20T00:00:00,,INDICATOR AMENDED,N0075097
1800ED13561,NW,2010-10-18T00:00:00,,INDICATOR AMENDED,E0028472
1800EH38831,W,2010-04-20T00:00:00,,INDICATOR AMENDED,N0075097
1800ED45011,W,2010-10-18T00:00:00,,INDICATOR AMENDED,E0028472
1800ED13551,SE,2010-10-18T00:00:00,,INDICATOR AMENDED,E0028472
1800EB04421,E,2015-11-24T00:00:00,,STOP LOCATION AMENDED,E0028994
1800EB01821,E,2010-03-25T00:00:00,,INDICATOR AMENDED,E0028994
1800EB04431,W,2010-03-25T00:00:00,,INDICATOR AMENDED,E0028994
1800EB01831,W,2010-03-25T00:00:00,,INDICATOR AMENDED,E0028994
1800EBH0762,S,2005-05-24T00:00:00,,,E0028715
1800EBH0761,N,2007-11-01T00:00:00,,,E0028994
1800NE01811,SW,2010-04-24T00:00:00,,INDICATOR AMENDED,E0029314
1800NC07241,N,2007-11-01T00:00:00,,,E0029236
1800WK31111,NW,2007-11-01T00:00:00,Leigh,,E0028825
1800NE16481,NE,2007-11-01T00:00:00,,,E0029314
1800WK31101,SE,2007-11-01T00:00:00,Leigh,,E0028825
1800NFH0291,S,2007-11-01T00:00:00,Salford,,E0028378
1800NF29081,N,2010-03-30T00:00:00,Salford,INDICATOR AMENDED,E0028378
1800WA43511,NW,2014-02-21T00:00:00,,indicator amended,E0028318
1800WA43521,SE,2014-02-21T00:00:00,,indicator amended,E0028318
1800SG43871,S,2014-02-25T00:00:00,,INDICATOR AMENDED,E0028763
1800EH38531,N,2007-11-01T00:00:00,,,E0028879
1800SG43881,N,2014-02-25T00:00:00,,INDICATOR AMENDED,E0028763
1800NF00781,W,2007-11-01T00:00:00,Salford,,E0028378
1800NFH0301,N,2007-11-01T00:00:00,Salford,,E0028378
1800SB02561,S,2010-03-29T00:00:00,,INDICATOR AMENDED,E0029530
1800EH41561,W,2007-11-01T00:00:00,,,E0028879
1800EH41571,E,2007-11-01T00:00:00,,,E0028879
1800EHH2021,N,2007-11-01T00:00:00,,,E0028879
1800EHH2022,S,2007-11-01T00:00:00,,,E0028879
1800EB33811,W,2010-04-15T00:00:00,,INDICATOR AMENDED,E0028484
1800EHH2111,NE,2009-11-06T00:00:00,,,E0028879
1800EH09061,N,2010-04-19T00:00:00,,INDICATOR AMENDED,E0028879
1800NC48051,S,2007-11-01T00:00:00,,,E0028397
1800NE19831,SE,2014-01-07T00:00:00,,STOP RELOCATED,N0075155
1800NC33772,W,2006-05-19T00:00:00,Bury,,E0029367
1800NC05281,E,2010-04-23T00:00:00,Bury,INDICATOR AMENDED,E0029367
1800NC33771,W,2010-04-23T00:00:00,Bury,INDICATOR AMENDED,E0029367
1800NC42211,NW,2007-11-01T00:00:00,,,E0029221
1800ED30911,NW,2007-11-07T00:00:00,,LOCATION AMENDED,N0074944
1800ED30931,SE,2007-11-01T00:00:00,,,N0074944
1800EDH0211,NW,2007-11-01T00:00:00,,,E0028471
1800EDH1451,SW,2010-04-29T00:00:00,,DIRECTION AMENDED,N0074944
1800EDH0212,NW,2005-05-24T00:00:00,,,E0028471
1800EDH1452,SW,2007-11-01T00:00:00,,,N0074944
1800SB45821,S,2007-11-01T00:00:00,Manchester,,E0029129
1800SB45831,N,2007-11-01T00:00:00,Manchester,,E0029129
1800NE06261,N,2012-06-28T00:00:00,,STOP RELOCATED,E0028791
1800NE04491,S,2012-06-28T00:00:00,,STOP RELOCATED,E0028791
1800NE04492,W,2006-05-31T00:00:00,,,E0028791
1800NEH2531,N,2007-11-01T00:00:00,Rochdale,,E0028502
1800NEH2532,S,2007-11-01T00:00:00,Rochdale,,E0028502
1800NEH1971,E,2007-11-01T00:00:00,,,E0028508
1800NEH0842,E,2007-11-01T00:00:00,Rochdale,,N0074973
1800NEH1972,W,2007-11-01T00:00:00,,,E0028508
1800NEH0841,E,2011-02-08T00:00:00,Rochdale,DIRECTION AMENDED,N0074973
1800NEH4831,W,2011-02-08T00:00:00,Rochdale,,N0074973
1800NE25921,SW,2007-11-01T00:00:00,,,N0074887
1800NE25911,NE,2007-11-01T00:00:00,,,N0074887
1800NEH2862,SE,2007-11-01T00:00:00,,,E0028327
1800NEH2861,NW,2007-11-01T00:00:00,,,E0028327
1800NCH1082,NE,2008-06-02T00:00:00,,INDICATOR AMENDED,E0029462
1800NCH1081,SW,2008-06-02T00:00:00,,INDICATOR AMENDED,E0029462
1800SB30361,N,2009-12-18T00:00:00,,NAME AMENDED,E0028865
1800NC23361,S,2008-03-26T00:00:00,Bury,INDICATOR AMENDED,E0028592
1800NC23351,N,2013-10-28T00:00:00,Bury,INDICATOR AMENDED,E0028592
1800WKH4891,NE,2016-04-04T00:00:00,,,E0029354
1800WKH4901,W,2016-04-04T00:00:00,,,E0029354
1800EB04311,E,2008-11-24T00:00:00,,LOCATION AMENDED,E0028336
1800EB04321,W,2007-11-01T00:00:00,,,E0028336
1800ZZMACLN3,,2012-10-09T00:00:00,,,E0028720
1800ZZMACLN1,,2012-10-09T00:00:00,,,E0028720
1800ZZMACLN2,,2012-10-09T00:00:00,,,E0028720
1800ZZMACLN4,,2012-10-09T00:00:00,,,E0028720
1800EB33081,E,2010-04-15T00:00:00,,INDICATOR AMENDED,E0028720
1800EB33271,E,2013-01-30T00:00:00,,NAME AMENDED,E0028720
1800EB14611,S,2013-01-30T00:00:00,,NAME AMENDED,E0028720
1800EB17981,W,2007-11-01T00:00:00,,,E0028720
1800EB33041,S,2010-04-15T00:00:00,,INDICATOR AMENDED,E0028720
1800EB33031,N,2007-11-01T00:00:00,,,E0028720
1800EB33941,E,2007-11-01T00:00:00,,,E0029173
1800EB33931,W,2010-03-29T00:00:00,,NAME AMENDED,E0029173
1800EBH1031,W,2007-11-01T00:00:00,,,E0028720
1800WK06051,W,2014-02-13T00:00:00,,indicator amended,E0057846
1800EB33071,E,2010-04-15T00:00:00,,INDICATOR AMENDED,E0028720
1800WK08121,E,2014-02-13T00:00:00,,indicator amended,E0057846
1800EBH1311,N,2007-11-01T00:00:00,,,E0028720
1800EBH1032,W,2005-05-24T00:00:00,,,E0028720
1800EBH1312,S,2007-11-01T00:00:00,,,E0028720
1800EH35451,N,2010-04-19T00:00:00,,INDICATOR AMENDED,N0076732
1800SB47491,SE,2007-11-01T00:00:00,,,N0075104
1800NEH4172,E,2010-10-22T00:00:00,,HAIL & RIDE REMOVED,E0029343
1800NEH4171,W,2010-10-22T00:00:00,,HAIL & RIDE REMOVED,E0029343
1800WF40591,NW,2014-02-18T00:00:00,,indicator amended,E0028978
1800WF40441,SE,2014-02-18T00:00:00,,indicator amended,E0028978
1800NE49391,W,2011-03-03T00:00:00,,name/indicator amended,N0075014
1800NE49401,E,2011-03-03T00:00:00,,name/indicator amended,N0075014
1800NEH1542,S,2007-11-01T00:00:00,,,E0029343
1800NEH1541,N,2007-11-01T00:00:00,,,E0029343
1800SGH1171,N,2007-11-01T00:00:00,,,E0028780
1800SGH1172,S,2007-11-01T00:00:00,,,E0028780
1800NE31711,N,2007-11-01T00:00:00,,,N0075013
1800NB09311,W,2010-04-20T00:00:00,Manchester,INDICATOR AMENDED,E0029339
1800NB09281,E,2010-04-20T00:00:00,Manchester,INDICATOR AMENDED,E0029339
1800NCH3582,E,2007-11-01T00:00:00,,,E0029397
1800NCH3581,E,2011-01-19T00:00:00,,DIRECTION AMENDED,E0029397
1800SG40471,SW,2014-02-17T00:00:00,,INDICATOR AMENDED,E0028779
1800SG40651,NE,2014-02-17T00:00:00,,INDICATOR AMENDED,E0028779
1800ED16101,NW,2010-03-29T00:00:00,,INDICATOR AMENDED,N0074920
1800ED16111,SE,2013-02-20T00:00:00,,NAME AMENDED,N0074920
1800WFR0091,,2005-05-24T00:00:00,Salford,,N0074946
1800CLTN2,,2005-02-02T00:00:00,Salford,,N0074946
1800CLTN3,,2005-02-02T00:00:00,Salford,,N0074946
1800CLTN0,,2005-02-02T00:00:00,Salford,,N0074946
1800CLTN1,,2005-02-02T00:00:00,Salford,,N0074946
1800WK03551,N,2014-02-18T00:00:00,Wigan,indicator amended,N0075199
1800WF41401,NW,2014-02-18T00:00:00,,indicator amended,E0028726
1800SB09781,W,2007-11-01T00:00:00,,,E0028432
1800NC10221,NW,2013-11-15T00:00:00,,INDICATOR AMENDED,E0029221
1800WA41671,N,2014-02-28T00:00:00,,indicator amended,E0028898
1800NE23901,SE,2015-05-04T00:00:00,,STOP NAME AMENDED,E0029381
1800NE23891,NW,2015-05-04T00:00:00,,STOP NAME AMENDED,E0029381
1800NC21211,N,2007-11-01T00:00:00,,,E0028398
1800NC21221,S,2007-11-01T00:00:00,,,E0028398
1800WF08861,N,2014-02-21T00:00:00,Salford,indicator amended,N0074946
1800WF41301,S,2014-02-18T00:00:00,Salford,indicator amended,N0074946
1800WK05361,NE,2014-02-14T00:00:00,,indicator amended,E0029043
1800EH05211,N,2007-11-01T00:00:00,,,E0028849
1800WK05371,SW,2014-02-14T00:00:00,,indicator amended,E0029043
1800EH46071,E,2007-11-01T00:00:00,,,E0028357
1800EH05201,S,2007-11-01T00:00:00,,,E0028849
1800EH46081,W,2010-04-20T00:00:00,,INDICATOR AMENDED,E0028357
1800NF01471,N,2007-11-01T00:00:00,,,N0075140
1800ED10101,E,2007-11-01T00:00:00,,,E0029390
1800EB00841,S,2007-11-01T00:00:00,,,E0028994
1800ED10261,NE,2007-11-01T00:00:00,,,E0028385
1800ED09461,SW,2007-11-01T00:00:00,,,E0028385
1800ED10262,NE,2006-05-24T00:00:00,,,E0028385
1800EDH0551,SE,2010-05-14T00:00:00,,REMOVED,E0028385
1800EDH0552,NW,2010-05-14T00:00:00,,REMOVED,E0028385
1800EH36071,N,2014-10-15T00:00:00,,STOP NAME AMENDED,E0029507
1800WFH0272,S,2007-11-01T00:00:00,Salford,,N0074945
1800WFH0602,SW,2007-11-01T00:00:00,Salford,,N0074945
1800WFH0271,N,2007-11-01T00:00:00,Salford,,N0074945
1800WFH0601,NE,2010-10-15T00:00:00,Salford,DIRECTION AMENDED,N0074945
1800EH36471,SE,2014-11-14T00:00:00,,TOWARDS ADDED,E0028353
1800WK07952,N,2006-05-31T00:00:00,,,E0028822
1800WK10221,SE,2014-02-13T00:00:00,,indicator amended,E0028822
1800WK07951,NW,2014-02-13T00:00:00,,indicator amended,E0028822
1800WK32951,NE,2007-11-01T00:00:00,Wigan,,N0074931
1800WK10431,N,2013-05-21T00:00:00,,INDICATOR AMENDED,N0075210
1800WK07321,S,2013-05-21T00:00:00,,INDICATOR AMENDED,N0075210
1800NEH2701,NW,2007-11-01T00:00:00,,,E0028670
1800NEH2702,SE,2007-11-01T00:00:00,,,E0028670
1800WAH1992,W,2007-11-01T00:00:00,,,E0028309
1800WAH1991,E,2007-11-01T00:00:00,,,E0028309
1800WAH2001,NW,2007-11-01T00:00:00,,,E0052668
1800WAH2002,SE,2007-11-01T00:00:00,,,E0052668
1800WA01801,SW,2014-10-14T00:00:00,,INDICATOR AMENDED,E0052668
1800ED24061,W,2014-09-09T00:00:00,,LOCATION AMENDED,E0028456
1800SG37751,S,2014-02-17T00:00:00,,INDICATOR AMENDED,E0029581
1800SG37761,N,2014-02-17T00:00:00,,INDICATOR AMENDED,E0029581
1800NE08231,NE,2010-04-24T00:00:00,,INDICATOR AMENDED,E0028562
1800NE08241,SW,2008-11-14T00:00:00,,Stop Movement,E0028562
1800NE24431,S,2007-11-01T00:00:00,,,E0028670
1800NE07341,N,2007-11-01T00:00:00,,,E0028670
1800EDH4041,SW,2011-03-04T00:00:00,,,E0028385
1800NE24432,S,2006-05-31T00:00:00,,,E0028670
1800EDH0232,NE,2005-05-24T00:00:00,,,E0028385
1800EDH0132,NE,2007-11-01T00:00:00,,,E0028385
1800EDH4031,NE,2011-03-04T00:00:00,,,E0028385
1800NE33131,N,2010-04-26T00:00:00,,INDICATOR AMENDED,E0029497
1800SG13831,N,2014-02-17T00:00:00,,INDICATOR AMENDED,E0029377
1800SG13841,S,2014-02-17T00:00:00,,INDICATOR AMENDED,E0029377
1800SG07341,S,2014-02-18T00:00:00,,INDICATOR AMENDED,E0028247
1800SG07351,N,2014-02-18T00:00:00,,INDICATOR AMENDED,E0028247
1800EDH0401,SW,2007-11-01T00:00:00,,,E0028259
1800EDH0402,SW,2005-05-24T00:00:00,,,E0028259
1800WKH1281,S,2010-05-25T00:00:00,,DIRECTION AMENDED,E0028436
1800WKH1282,N,2007-11-01T00:00:00,,,E0028436
1800SJ49491,NW,2007-11-01T00:00:00,,,E0028623
1800NF32031,W,2011-03-11T00:00:00,,NAME/INDICATOR AMENDED,N0076110
1800ED24721,SW,2007-11-01T00:00:00,,,E0028839
1800EB34311,W,2010-04-15T00:00:00,,INDICATOR AMENDED,E0029521
1800ED24711,NE,2007-11-08T00:00:00,,LOCATION AMENDED,E0028839
1800EB34321,E,2007-11-01T00:00:00,,,E0029521
1800EB31621,W,2010-05-11T00:00:00,,ELS AMENDED,E0029521
1800EB38641,E,2010-04-15T00:00:00,,INDICATOR AMENDED,N0074959
1800EB38651,W,2007-11-01T00:00:00,,,N0074959
1800SG08991,S,2014-02-18T00:00:00,,INDICATOR AMENDED,E0029584
1800SG06581,N,2014-02-18T00:00:00,,INDICATOR AMENDED,E0029584
1800NC06911,S,2010-03-30T00:00:00,Bury,NAME AMENDED,N0075123
1800NC06901,N,2010-03-30T00:00:00,Bury,NAME AMENDED,E0028543
1800SB33701,SE,2010-09-16T00:00:00,Manchester,LOCATION AMENDED,E0029519
1800SB33841,SE,2007-11-01T00:00:00,Manchester,,E0029519
1800SB33711,NW,2007-11-01T00:00:00,Manchester,,E0029519
1800NC23261,E,2007-11-01T00:00:00,Bury,,E0028553
1800SB33851,NW,2007-11-01T00:00:00,Manchester,,E0029519
1800NC23251,W,2007-11-01T00:00:00,Bury,,E0028553
1800WK30761,W,2007-11-02T00:00:00,,LOCATION AMENDED,E0028499
1800EB33541,S,2007-11-01T00:00:00,,,N0075088
1800NF27131,N,2007-11-01T00:00:00,,,E0028666
1800NF27141,S,2007-11-01T00:00:00,,,E0028666
1800WK31371,S,2007-11-01T00:00:00,,,N0074884
1800WK11231,N,2014-02-12T00:00:00,,indicator amended,N0074884
1800WK07721,SW,2014-02-13T00:00:00,,indicator amended,E0028499
1800SB04801,SE,2007-11-01T00:00:00,,,E0057786
1800SB16721,SE,2007-11-01T00:00:00,,,E0057786
1800EDH2361,NE,2007-11-01T00:00:00,,,E0028385
1800EDH2362,SW,2007-11-01T00:00:00,,,E0028385
1800ED28601,N,2007-11-01T00:00:00,,,E0028516
1800ED28611,S,2007-11-01T00:00:00,,,E0028516
1800ED22491,W,2007-11-01T00:00:00,,,E0029538
1800WK04871,NW,2014-02-25T00:00:00,,indicator amended,N0075048
1800WK04881,SE,2014-02-25T00:00:00,,indicator amended,N0075048
1800ED30591,E,2010-04-16T00:00:00,,INDICATOR AMENDED,E0029506
1800NF40491,SW,2007-11-01T00:00:00,Salford,,E0028604
1800ED14491,W,2010-04-15T00:00:00,,INDICATOR AMENDED,E0029506
1800EH24031,W,2010-04-19T00:00:00,,INDICATOR AMENDED,N0077788
1800NF40501,NE,2007-11-01T00:00:00,Salford,,E0028604
1800EDH2912,N,2010-06-16T00:00:00,,DIRECTION AMENDED,E0028692
1800EDH2911,S,2010-06-16T00:00:00,,DIRECTION AMENDED,E0028692
1800EDH1711,N,2007-11-01T00:00:00,,,E0029506
1800EDH2941,S,2010-10-12T00:00:00,,DIRECTION AMENDED,E0029506
1800EH09791,W,2007-11-01T00:00:00,,,E0029366
1800EH09781,NE,2010-04-19T00:00:00,,INDICATOR AMENDED,E0029366
1800NC22171,E,2014-10-15T00:00:00,,STOP NAME AMENDED,E0029372
1800NC22181,W,2014-10-15T00:00:00,,STOP NAME AMENDED,E0029372
1800EH01811,SW,2014-10-15T00:00:00,,STOP NAME AMENDED,E0029057
1800EH01631,NE,2014-10-15T00:00:00,,STOP NAME AMENDED,E0029057
1800ED17291,S,2010-04-16T00:00:00,,INDICATOR AMENDED,E0028268
1800ED17281,N,2010-04-16T00:00:00,,INDICATOR AMENDED,E0028268
1800SB12711,S,2014-10-03T00:00:00,Manchester,INDICATOR AMENDED,E0029196
1800ED17331,NW,2010-04-16T00:00:00,,INDICATOR AMENDED,N0075015
1800NC35351,W,2010-04-23T00:00:00,,INDICATOR AMENDED,E0029232
1800NC35361,E,2007-11-01T00:00:00,,,E0029232
1800SB31121,W,2007-11-01T00:00:00,,,E0028715
1800SB31131,W,2007-11-01T00:00:00,,,E0028715
1800SB31141,E,2007-11-01T00:00:00,,,E0028715
1800SB30111,SW,2014-10-13T00:00:00,,INDICATOR AMENDED,E0029530
1800SJ30121,NE,2014-10-13T00:00:00,,INDICATOR AMENDED,E0029530
1800WA16541,W,2007-11-01T00:00:00,,,E0028439
1800WA16551,E,2007-11-01T00:00:00,,,E0028439
1800WAH3721,SE,2007-11-01T00:00:00,,,E0028439
1800WK07301,SW,2013-05-21T00:00:00,,INDICATOR AMENDED,E0029211
1800WK07291,NE,2013-05-21T00:00:00,,INDICATOR AMENDED,E0029211
1800EB06091,N,2010-03-25T00:00:00,,INDICATOR AMENDED,E0028951
1800NBH0712,NE,2007-11-01T00:00:00,,,E0028269
1800NBH0291,NE,2007-11-01T00:00:00,Manchester,,N0075098
1800NBH0702,NE,2007-11-01T00:00:00,,,E0028269
1800NBH0292,SW,2007-11-01T00:00:00,Manchester,,N0075098
1800NBH0701,SW,2007-11-01T00:00:00,,,E0028269
1800NBH0711,SW,2007-11-01T00:00:00,,,E0028269
