LOCSF,MODIFIER,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID,STONE
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
U,~~~~~,SK,B,ADA,SKADA~~~~~A,S
U,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
H,~~~~~,SK,D,ADC,SKADC~~~~~A,S
H,~~~~~,SK,C,HRC,SKHRC~~~~~A,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,CHA,SKCHA~~~~~A,S
H,~~~~~,SK,C,CHA,SKCHA~~~~~A,S
H,A~~~~,SK,B,WWD,SKWWDA~~~~A,N
D,~~~~~,SK,B,ADC,SKADC~~~~~A,S
H,~~~~~,SK,B,SCA,SKSCA~~~~~A,N
H,~~~~~,SK,C,ADA,SKADA~~~~~A,S
H,A~~~~,SK,B,WWA,SKWWAA~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
U,~~~~~,SK,A,AVA,SKAVA~~~~~A,U
U,HS~~~,SK,A,AVW,SKAVWHS~~~N,U
U,~~~~~,SK,A,HTA,SKHTA~~~~~A,N
U,HS~~~,SK,A,AVG,SKAVGHS~~~N,U
H,~~~~~,SK,A,HTA,SKHTA~~~~~A,N
H,~~~~~,SK,A,CHA,SKCHA~~~~~A,S
U,~~~~~,SK,A,CNF,SKCNF~~~~~A,U
H,~~~~~,SK,A,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,C,ADA,SKADA~~~~~A,S
H,~~~~~,SK,B,ADA,SKADA~~~~~A,S
H,~~~~~,SK,D,ADA,SKADA~~~~~A,S
H,~~~~~,SK,C,ADC,SKADC~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
H,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
H,~~~~~,SK,B,CHA,SKCHA~~~~~A,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
H,~~~~~,SK,A,ADA,SKADA~~~~~A,S
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
U,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
D,~~~~~,SK,C,ADA,SKADA~~~~~A,S
H,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
U,~~~~~,SK,A,WWA,SKWWA~~~~~A,N
U,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
H,~~~~~,SK,B,ADA,SKADA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
U,~~~~~,SK,B,FXA,SKFXA~~~~~A,N
U,~~~~~,SK,B,FXC,SKFXC~~~~~A,N
U,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
U,~~~~~,SK,B,WWA,SKWWA~~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
D,~~~~~,SK,B,FXA,SKFXA~~~~~A,N
D,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,B,HRC,SKHRC~~~~~A,S
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
U,~~~~~,SK,B,FXA,SKFXA~~~~~A,N
U,~~~~~,SK,B,FXC,SKFXC~~~~~A,N
U,O~~~~,SK,A,FKG,SKFKGO~~~~N,U
U,~~~~~,SK,A,BYA,SKBYA~~~~~A,N
U,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
U,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
U,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
U,~~~~~,AB,A,MAB,ABMAB~~~~~A,S
U,~~~~~,AB,A,ROL,ABROL~~~~~A,S
U,~~~~~,AB,A,HDY,ABHDY~~~~~A,S
I,~~~~~,AB,D,ZUN,ABZUN~~~~~N,S
U,~~~~~,AB,A,EXP,ABEXP~~~~~A,N
U,~~~~~,AB,A,HUK,ABHUK~~~~~A,S
U,~~~~~,AB,A,HDY,ABHDY~~~~~A,S
U,~~~~~,AB,A,ROL,ABROL~~~~~A,S
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N,S
U,~~~~~,AB,A,BVL,ABBVL~~~~~A,N
U,~~~~~,AB,A,CHN,ABCHN~~~~~A,N
U,~~~~~,AB,A,KBD,ABKBD~~~~~A,N
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N,S
U,~~~~~,AB,A,HUK,ABHUK~~~~~A,S
U,~~~~~,AB,B,HDY,ABHDY~~~~~A,S
U,~~~~~,AB,B,ROL,ABROL~~~~~A,S
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N,S
U,~~~~~,AB,A,ROL,ABROL~~~~~A,S
U,~~~~~,AB,A,HDY,ABHDY~~~~~A,S
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N,S
H,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
H,~~~~~,SK,B,APD,SKAPD~~~~~N,N
H,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
H,~~~~~,SK,C,HTA,SKHTA~~~~~A,N
H,~~~~~,SK,C,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,D,APA,SKAPA~~~~~N,N
H,~~~~~,SK,B,APD,SKAPD~~~~~N,N
H,~~~~~,SK,B,APA,SKAPA~~~~~N,N
H,~~~~~,SK,D,APD,SKAPD~~~~~N,N
H,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
U,~~~~~,SK,B,FXA,SKFXA~~~~~A,N
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
U,~~~~~,SK,B,FXC,SKFXC~~~~~A,N
U,~~~~~,SK,A,BYA,SKBYA~~~~~A,N
U,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
H,~~~~~,SK,C,FXA,SKFXA~~~~~A,N
H,~~~~~,SK,C,FXC,SKFXC~~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
H,~~~~~,SK,B,FXA,SKFXA~~~~~A,N
H,~~~~~,SK,C,HRA,SKHRA~~~~~A,S
H,~~~~~,SK,B,HRC,SKHRC~~~~~A,S
H,~~~~~,SK,B,ADA,SKADA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,C,HRC,SKHRC~~~~~A,S
D,~~~~~,SK,B,FXA,SKFXA~~~~~A,N
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,D,ADA,SKADA~~~~~A,S
D,~~~~~,SK,D,FXA,SKFXA~~~~~A,N
D,~~~~~,SK,B,FXC,SKFXC~~~~~A,N
D,~~~~~,SK,D,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,A,BYA,SKBYA~~~~~A,N
H,~~~~~,SK,B,FXA,SKFXA~~~~~A,N
U,O~~~~,SK,A,GRG,SKGRGO~~~~N,U
U,HS~~~,SK,A,AVG,SKAVGHS~~~N,U
U,HS~~~,SK,A,AVA,SKAVAHS~~~A,U
U,~~~~~,SK,A,HTA,SKHTA~~~~~A,N
U,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
U,~~~~~,SK,A,BYA,SKBYA~~~~~A,N
U,~~~~~,AB,B,CHN,ABCHN~~~~~A,N
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
U,~~~~~,AB,B,FMT,ABFMT~~~~~A,S
U,~~~~~,AB,B,BVL,ABBVL~~~~~A,N
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N,S
H,~~~~~,AB,B,CVD,ABCVD~~~~~A,N
H,~~~~~,AB,B,ATP,ABATP~~~~~N,N
H,~~~~~,AB,B,ANO,ABANO~~~~~A,S
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
H,~~~~~,AB,B,CFD,ABCFD~~~~~A,S
H,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
U,~~~~~,AB,A,FMT,ABFMT~~~~~A,S
U,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
H,~~~~~,AB,B,HMS,ABHMS~~~~~A,S
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,AB,B,MAB,ABMAB~~~~~A,S
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
H,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
H,~~~~~,AB,C,TVS,ABTVS~~~~~A,S
D,~~~~~,SK,C,HRA,SKHRA~~~~~A,S
U,O~~~~,SK,A,FKG,SKFKGO~~~~N,U
M,~~~~~,AB,B,MAB,ABMAB~~~~~A,S
U,~~~~~,AB,A,BUT,ABBUT~~~~~A,N
M,~~~~~,AB,B,FMT,ABFMT~~~~~A,S
I,~~~~~,AB,E,ZUN,ABZUN~~~~~N,S
U,GS~~~,SK,A,GRX,SKGRXGS~~~N,U
U,~~~~~,AB,A,WLH,ABWLH~~~~~A,N
U,~~~~~,AB,A,INS,ABINS~~~~~N,N
U,~~~~~,AB,A,KBD,ABKBD~~~~~A,N
U,~~~~~,AB,A,LYB,ABLYB~~~~~N,N
U,GS~~~,SK,A,GRX,SKGRXGS~~~N,U
U,~~~~~,AB,A,CVD,ABCVD~~~~~A,N
U,G~~~~,SK,A,GRX,SKGRXG~~~~N,U
D,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
D,S~~~~,SK,A,AVW,SKAVWS~~~~N,U
U,GS~~~,SK,A,CTX,SKCTXGS~~~N,U
D,~~~~~,SK,A,KNA,SKKNA~~~~~A,N
D,~~~~~,SK,A,KNC,SKKNC~~~~~A,N
D,~~~~~,SK,A,KNE,SKKNE~~~~~A,N
D,~~~~~,SK,B,RWG,SKRWG~~~~~N,U
D,~~~~~,SK,A,RWW,SKRWW~~~~~N,U
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
H,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
H,~~~~~,SK,B,CHA,SKCHA~~~~~A,S
H,~~~~~,SK,B,HRC,SKHRC~~~~~A,S
H,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
H,HS~~~,SK,A,AVA,SKAVAHS~~~A,U
U,~~~~~,AB,B,MAB,ABMAB~~~~~A,S
U,~~~~~,AB,A,HDY,ABHDY~~~~~A,S
I,~~~~~,AB,E,HMS,ABHMS~~~~~A,S
H,~~~~~,AB,B,ZUN,ABZUN~~~~~N,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,A,ADA,SKADA~~~~~A,S
D,~~~~~,SK,D,HWA,SKHWA~~~~~N,S
D,~~~~~,SK,A,ADC,SKADC~~~~~A,S
D,~~~~~,SK,D,HWW,SKHWW~~~~~N,S
D,~~~~~,SK,B,KNC,SKKNC~~~~~A,N
D,~~~~~,SK,B,KNE,SKKNE~~~~~A,N
D,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,D,ZBR,SKZBR~~~~~N,U
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,FXA,SKFXA~~~~~A,N
D,~~~~~,SK,D,ADA,SKADA~~~~~A,S
D,~~~~~,SK,D,FXA,SKFXA~~~~~A,N
D,~~~~~,SK,B,ADC,SKADC~~~~~A,S
D,~~~~~,SK,D,ADC,SKADC~~~~~A,S
U,~~~~~,SK,A,AVA,SKAVA~~~~~A,U
D,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,D,HWW,SKHWW~~~~~N,S
D,HS~~~,SK,A,AVG,SKAVGHS~~~N,U
H,~~~~~,SK,C,AMA,SKAMA~~~~~A,S
H,~~~~~,SK,C,AMC,SKAMC~~~~~A,S
H,~~~~~,SK,D,AMA,SKAMA~~~~~A,V
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,D,AMO,SKAMO~~~~~A,S
D,~~~~~,SK,A,ADA,SKADA~~~~~A,S
U,A~~~~,SK,A,WWA,SKWWAA~~~~A,N
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,A,KHC,SKKHC~~~~~A,S
D,~~~~~,SK,A,KHA,SKKHA~~~~~A,S
D,~~~~~,SK,A,ADC,SKADC~~~~~A,S
D,~~~~~,SK,B,ADC,SKADC~~~~~A,S
D,~~~~~,SK,A,HRA,SKHRA~~~~~A,S
U,A~~~~,SK,A,KDA,SKKDAA~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,D,AMA,SKAMA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,D,AMC,SKAMC~~~~~A,S
H,~~~~~,SK,D,AMO,SKAMO~~~~~A,S
U,~~~~~,SK,A,AMA,SKAMA~~~~~A,S
U,~~~~~,SK,A,CKK,SKCKK~~~~~A,S
U,~~~~~,SK,A,CKE,SKCKE~~~~~A,S
U,~~~~~,SK,A,BKA,SKBKA~~~~~A,S
U,GS~~~,SK,A,WCX,SKWCXGS~~~N,N
U,C~~~~,SK,A,AQA,SKAQAC~~~~A,N
H,~~~~~,SK,B,AQA,SKAQA~~~~~A,N
U,~~~~~,SK,A,BRA,SKBRA~~~~~A,N
H,~~~~~,SK,B,VRA,SKVRA~~~~~N,N
U,~~~~~,SK,A,AQA,SKAQA~~~~~A,N
D,~~~~~,SK,B,AMA,SKAMA~~~~~A,S
H,~~~~~,SK,D,AMA,SKAMA~~~~~A,S
D,~~~~~,SK,C,AMA,SKAMA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,D,AMC,SKAMC~~~~~A,S
D,~~~~~,SK,B,AMC,SKAMC~~~~~A,S
H,~~~~~,SK,C,AMA,SKAMA~~~~~A,S
H,~~~~~,SK,B,AMA,SKAMA~~~~~A,S
H,~~~~~,SK,C,AMC,SKAMC~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,B,BKA,SKBKA~~~~~A,S
U,~~~~~,AB,B,MAB,ABMAB~~~~~A,S
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
U,~~~~~,AB,A,HDY,ABHDY~~~~~A,S
U,~~~~~,AB,B,TVS,ABTVS~~~~~A,S
U,~~~~~,AB,B,MAB,ABMAB~~~~~A,S
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
U,~~~~~,AB,B,HMS,ABHMS~~~~~A,S
U,~~~~~,AB,A,CHN,ABCHN~~~~~A,N
U,~~~~~,AB,A,BVL,ABBVL~~~~~A,N
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
U,~~~~~,AB,A,CHN,ABCHN~~~~~A,N
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
U,~~~~~,AB,A,MAB,ABMAB~~~~~A,S
U,~~~~~,AB,A,LYB,ABLYB~~~~~N,N
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
U,~~~~~,AB,A,ANO,ABANO~~~~~A,S
U,~~~~~,AB,A,CHN,ABCHN~~~~~A,N
U,~~~~~,AB,A,LYB,ABLYB~~~~~N,N
U,~~~~~,AB,B,MAB,ABMAB~~~~~A,S
U,~~~~~,AB,A,CHN,ABCHN~~~~~A,N
U,~~~~~,AB,A,BVL,ABBVL~~~~~A,N
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
I,~~~~~,AB,A,BUT,ABBUT~~~~~A,N
I,~~~~~,AB,D,ZUN,ABZUN~~~~~N,S
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
U,~~~~~,AB,A,ANO,ABANO~~~~~A,S
U,~~~~~,AB,A,CHN,ABCHN~~~~~A,N
U,~~~~~,AB,B,MAB,ABMAB~~~~~A,S
U,~~~~~,SK,A,BYA,SKBYA~~~~~A,N
H,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
H,~~~~~,SK,D,HTA,SKHTA~~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
H,~~~~~,SK,D,FXA,SKFXA~~~~~A,N
H,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
U,~~~~~,SK,A,HTA,SKHTA~~~~~A,N
D,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,A,BYA,SKBYA~~~~~A,N
U,O~~~~,SK,A,CTG,SKCTGO~~~~N,U
H,~~~~~,SK,B,APD,SKAPD~~~~~N,N
H,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
H,~~~~~,SK,B,APA,SKAPA~~~~~N,N
H,~~~~~,SK,C,APA,SKAPA~~~~~N,N
H,~~~~~,SK,C,HTA,SKHTA~~~~~A,N
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
H,~~~~~,SK,B,APA,SKAPA~~~~~N,N
H,~~~~~,SK,B,APD,SKAPD~~~~~N,N
H,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
U,~~~~~,SK,B,FXA,SKFXA~~~~~A,N
U,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
D,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
D,~~~~~,SK,B,FXC,SKFXC~~~~~A,N
U,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
D,S~~~~,SK,A,AVG,SKAVGS~~~~N,U
D,~~~~~,SK,B,FXA,SKFXA~~~~~A,N
D,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
H,~~~~~,SK,C,FXA,SKFXA~~~~~A,N
D,~~~~~,SK,B,FXC,SKFXC~~~~~A,N
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
D,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
D,~~~~~,SK,D,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,FXA,SKFXA~~~~~A,N
D,~~~~~,SK,D,ADC,SKADC~~~~~A,S
U,S~~~~,SK,A,AVG,SKAVGS~~~~N,U
U,G~~~~,SK,A,AVS,SKAVSG~~~~A,U
U,GS~~~,SK,A,AVX,SKAVXGS~~~N,U
U,~~~~~,SK,A,AVA,SKAVA~~~~~A,U
U,~~~~~,SK,A,WWA,SKWWA~~~~~A,N
U,O~~~~,SK,A,GRA,SKGRAO~~~~N,U
U,O~~~~,SK,A,GRG,SKGRGO~~~~N,U
D,~~~~~,SK,B,FXA,SKFXA~~~~~A,N
D,~~~~~,SK,B,EAY,SKEAY~~~~~N,U
U,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
D,~~~~~,SK,B,WWA,SKWWA~~~~~A,N
U,~~~~~,SK,A,AVS,SKAVS~~~~~A,U
U,S~~~~,SK,A,AVW,SKAVWS~~~~N,U
H,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,C,ADA,SKADA~~~~~A,S
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,C,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,D,HWW,SKHWW~~~~~N,S
H,~~~~~,SK,B,ADC,SKADC~~~~~A,S
D,~~~~~,SK,C,ADC,SKADC~~~~~A,S
D,~~~~~,SK,C,HRC,SKHRC~~~~~A,S
H,~~~~~,SK,B,RWA,SKRWA~~~~~N,U
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
U,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
U,~~~~~,SK,A,CHA,SKCHA~~~~~A,S
U,A~~~~,SK,A,CHA,SKCHAA~~~~A,S
H,~~~~~,SK,B,FXA,SKFXA~~~~~A,N
U,~~~~~,SK,A,VAC,SKVAC~~~~~A,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,B,HRC,SKHRC~~~~~A,S
U,~~~~~,SK,A,HTA,SKHTA~~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
D,~~~~~,SK,A,SNA,SKSNA~~~~~A,S
D,~~~~~,SK,A,SNE,SKSNE~~~~~A,S
D,~~~~~,SK,D,HWW,SKHWW~~~~~N,S
U,~~~~~,SK,A,AVA,SKAVA~~~~~A,U
D,~~~~~,SK,D,HWA,SKHWA~~~~~N,S
U,~~~~~,SK,A,EAY,SKEAY~~~~~N,U
U,HS~~~,SK,A,AVA,SKAVAHS~~~A,U
H,A~~~~,SK,B,BYA,SKBYAA~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,D,ZBR,SKZBR~~~~~N,U
U,~~~~~,SK,A,SNA,SKSNA~~~~~A,S
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
H,~~~~~,SK,B,SNA,SKSNA~~~~~A,S
U,~~~~~,SK,A,SNE,SKSNE~~~~~A,S
U,~~~~~,SK,A,AVA,SKAVA~~~~~A,U
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,B,ADC,SKADC~~~~~A,S
D,~~~~~,SK,D,HWW,SKHWW~~~~~N,S
H,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,D,ADA,SKADA~~~~~A,S
D,~~~~~,SK,A,AVA,SKAVA~~~~~A,U
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
D,~~~~~,SK,A,WKA,SKWKA~~~~~A,S
D,~~~~~,SK,A,AMA,SKAMA~~~~~A,S
D,~~~~~,SK,A,WRA,SKWRA~~~~~A,S
D,~~~~~,SK,A,WKE,SKWKE~~~~~A,S
D,~~~~~,SK,A,SNA,SKSNA~~~~~A,S
D,~~~~~,SK,D,WMA,SKWMA~~~~~A,S
U,~~~~~,SK,A,SNA,SKSNA~~~~~A,S
H,~~~~~,SK,B,SNA,SKSNA~~~~~A,S
H,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,D,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,D,SNA,SKSNA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
D,~~~~~,SK,B,WKA,SKWKA~~~~~A,S
D,~~~~~,SK,B,AMA,SKAMA~~~~~A,S
D,~~~~~,SK,D,CYA,SKCYA~~~~~A,S
D,~~~~~,SK,B,WKA,SKWKA~~~~~A,S
D,~~~~~,SK,B,AMA,SKAMA~~~~~A,S
U,~~~~~,SK,A,WKA,SKWKA~~~~~A,S
U,~~~~~,SK,A,AMA,SKAMA~~~~~A,S
D,~~~~~,SK,B,SGA,SKSGA~~~~~A,S
U,~~~~~,SK,B,WKA,SKWKA~~~~~A,S
U,~~~~~,SK,A,WKA,SKWKA~~~~~A,S
U,~~~~~,SK,B,AMA,SKAMA~~~~~A,S
U,~~~~~,SK,A,AMA,SKAMA~~~~~A,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,D,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,B,ADC,SKADC~~~~~A,S
D,~~~~~,SK,A,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,RWG,SKRWG~~~~~N,U
D,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,A,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
U,GO~~~,SK,A,FKA,SKFKAGO~~~N,U
U,~~~~~,SK,A,BRA,SKBRA~~~~~A,N
H,~~~~~,SK,B,AMA,SKAMA~~~~~A,S
U,~~~~~,SK,B,WKA,SKWKA~~~~~A,S
U,~~~~~,SK,A,SGA,SKSGA~~~~~A,S
U,~~~~~,SK,B,SGA,SKSGA~~~~~A,S
H,~~~~~,SK,B,AMC,SKAMC~~~~~A,S
D,~~~~~,SK,B,AMA,SKAMA~~~~~A,S
D,~~~~~,SK,B,WKA,SKWKA~~~~~A,S
