LOCSF,MODIFIER,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
U,~~~~~,SK,B,ADA,SKADA~~~~~A
U,~~~~~,SK,B,VAA,SKVAA~~~~~A
H,~~~~~,SK,D,ADC,SKADC~~~~~A
H,~~~~~,SK,C,HRC,SKHRC~~~~~A
D,~~~~~,SK,B,ADA,SKADA~~~~~A
D,~~~~~,SK,B,CHA,SKCHA~~~~~A
H,~~~~~,SK,C,CHA,SKCHA~~~~~A
H,A~~~~,SK,B,WWD,SKWWDA~~~~A
D,~~~~~,SK,B,ADC,SKADC~~~~~A
H,~~~~~,SK,B,SCA,SKSCA~~~~~A
H,~~~~~,SK,C,ADA,SKADA~~~~~A
H,A~~~~,SK,B,WWA,SKWWAA~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
U,~~~~~,SK,A,AVA,SKAVA~~~~~A
U,HS~~~,SK,A,AVW,SKAVWHS~~~N
U,~~~~~,SK,A,HTA,SKHTA~~~~~A
U,HS~~~,SK,A,AVG,SKAVGHS~~~N
H,~~~~~,SK,A,HTA,SKHTA~~~~~A
H,~~~~~,SK,A,CHA,SKCHA~~~~~A
U,~~~~~,SK,A,CNF,SKCNF~~~~~A
H,~~~~~,SK,A,HRA,SKHRA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,C,ADA,SKADA~~~~~A
H,~~~~~,SK,B,ADA,SKADA~~~~~A
H,~~~~~,SK,D,ADA,SKADA~~~~~A
H,~~~~~,SK,C,ADC,SKADC~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,B,HTA,SKHTA~~~~~A
H,~~~~~,SK,A,SCA,SKSCA~~~~~A
H,~~~~~,SK,B,CHA,SKCHA~~~~~A
D,~~~~~,SK,B,ADA,SKADA~~~~~A
H,~~~~~,SK,A,ADA,SKADA~~~~~A
U,~~~~~,SK,A,FXA,SKFXA~~~~~A
U,~~~~~,SK,A,SCA,SKSCA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
D,~~~~~,SK,C,ADA,SKADA~~~~~A
H,~~~~~,SK,A,VAA,SKVAA~~~~~A
U,~~~~~,SK,A,WWA,SKWWA~~~~~A
U,~~~~~,SK,A,SCA,SKSCA~~~~~A
U,~~~~~,SK,A,FXA,SKFXA~~~~~A
H,~~~~~,SK,B,ADA,SKADA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
U,~~~~~,SK,B,FXA,SKFXA~~~~~A
U,~~~~~,SK,B,FXC,SKFXC~~~~~A
U,~~~~~,SK,B,BYA,SKBYA~~~~~A
U,~~~~~,SK,B,WWA,SKWWA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
D,~~~~~,SK,B,FXA,SKFXA~~~~~A
D,~~~~~,SK,B,HRA,SKHRA~~~~~A
D,~~~~~,SK,B,HRC,SKHRC~~~~~A
U,~~~~~,SK,A,FXA,SKFXA~~~~~A
U,~~~~~,SK,B,FXA,SKFXA~~~~~A
U,~~~~~,SK,B,FXC,SKFXC~~~~~A
U,O~~~~,SK,A,FKG,SKFKGO~~~~N
U,~~~~~,SK,A,BYA,SKBYA~~~~~A
U,~~~~~,SK,B,BYA,SKBYA~~~~~A
U,~~~~~,SK,A,VAA,SKVAA~~~~~A
U,~~~~~,SK,B,VAA,SKVAA~~~~~A
U,~~~~~,AB,A,MAB,ABMAB~~~~~A
U,~~~~~,AB,A,ROL,ABROL~~~~~A
U,~~~~~,AB,A,HDY,ABHDY~~~~~A
I,~~~~~,AB,D,ZUN,ABZUN~~~~~N
U,~~~~~,AB,A,EXP,ABEXP~~~~~A
U,~~~~~,AB,A,HUK,ABHUK~~~~~A
U,~~~~~,AB,A,HDY,ABHDY~~~~~A
U,~~~~~,AB,A,ROL,ABROL~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,BVL,ABBVL~~~~~A
U,~~~~~,AB,A,CHN,ABCHN~~~~~A
U,~~~~~,AB,A,KBD,ABKBD~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,HUK,ABHUK~~~~~A
U,~~~~~,AB,B,HDY,ABHDY~~~~~A
U,~~~~~,AB,B,ROL,ABROL~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,AB,A,ROL,ABROL~~~~~A
U,~~~~~,AB,A,HDY,ABHDY~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
H,~~~~~,SK,B,HTA,SKHTA~~~~~A
H,~~~~~,SK,B,APD,SKAPD~~~~~N
H,~~~~~,SK,B,BYA,SKBYA~~~~~A
H,~~~~~,SK,C,HTA,SKHTA~~~~~A
H,~~~~~,SK,C,HRA,SKHRA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,D,APA,SKAPA~~~~~N
H,~~~~~,SK,B,APD,SKAPD~~~~~N
H,~~~~~,SK,B,APA,SKAPA~~~~~N
H,~~~~~,SK,D,APD,SKAPD~~~~~N
H,~~~~~,SK,B,HTA,SKHTA~~~~~A
U,~~~~~,SK,B,FXA,SKFXA~~~~~A
U,~~~~~,SK,A,FXA,SKFXA~~~~~A
U,~~~~~,SK,B,FXC,SKFXC~~~~~A
U,~~~~~,SK,A,BYA,SKBYA~~~~~A
U,~~~~~,SK,B,BYA,SKBYA~~~~~A
H,~~~~~,SK,C,FXA,SKFXA~~~~~A
H,~~~~~,SK,C,FXC,SKFXC~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,B,HRA,SKHRA~~~~~A
H,~~~~~,SK,B,FXA,SKFXA~~~~~A
H,~~~~~,SK,C,HRA,SKHRA~~~~~A
H,~~~~~,SK,B,HRC,SKHRC~~~~~A
H,~~~~~,SK,B,ADA,SKADA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,C,HRC,SKHRC~~~~~A
D,~~~~~,SK,B,FXA,SKFXA~~~~~A
H,~~~~~,SK,B,HRA,SKHRA~~~~~A
D,~~~~~,SK,D,ADA,SKADA~~~~~A
D,~~~~~,SK,D,FXA,SKFXA~~~~~A
D,~~~~~,SK,B,FXC,SKFXC~~~~~A
D,~~~~~,SK,D,HRA,SKHRA~~~~~A
D,~~~~~,SK,B,BYA,SKBYA~~~~~A
U,~~~~~,SK,A,FXA,SKFXA~~~~~A
H,~~~~~,SK,B,HRA,SKHRA~~~~~A
U,~~~~~,SK,A,BYA,SKBYA~~~~~A
H,~~~~~,SK,B,FXA,SKFXA~~~~~A
U,O~~~~,SK,A,GRG,SKGRGO~~~~N
U,HS~~~,SK,A,AVG,SKAVGHS~~~N
U,HS~~~,SK,A,AVA,SKAVAHS~~~A
U,~~~~~,SK,A,HTA,SKHTA~~~~~A
U,~~~~~,SK,A,SCA,SKSCA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
U,~~~~~,SK,A,BYA,SKBYA~~~~~A
U,~~~~~,AB,B,CHN,ABCHN~~~~~A
U,~~~~~,SK,A,FXA,SKFXA~~~~~A
U,~~~~~,AB,B,FMT,ABFMT~~~~~A
U,~~~~~,AB,B,BVL,ABBVL~~~~~A
H,~~~~~,SK,B,HRA,SKHRA~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
H,~~~~~,AB,B,CVD,ABCVD~~~~~A
H,~~~~~,AB,B,ATP,ABATP~~~~~N
H,~~~~~,AB,B,ANO,ABANO~~~~~A
H,~~~~~,SK,B,HRA,SKHRA~~~~~A
H,~~~~~,AB,B,CFD,ABCFD~~~~~A
H,~~~~~,SK,B,VAA,SKVAA~~~~~A
U,~~~~~,SK,A,FXA,SKFXA~~~~~A
U,~~~~~,AB,A,FMT,ABFMT~~~~~A
U,~~~~~,SK,A,VAA,SKVAA~~~~~A
H,~~~~~,AB,B,HMS,ABHMS~~~~~A
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,AB,B,MAB,ABMAB~~~~~A
H,~~~~~,SK,B,HRA,SKHRA~~~~~A
H,~~~~~,SK,B,VAA,SKVAA~~~~~A
U,~~~~~,AB,A,CFD,ABCFD~~~~~A
H,~~~~~,AB,C,TVS,ABTVS~~~~~A
D,~~~~~,SK,C,HRA,SKHRA~~~~~A
U,O~~~~,SK,A,FKG,SKFKGO~~~~N
M,~~~~~,AB,B,MAB,ABMAB~~~~~A
U,~~~~~,AB,A,BUT,ABBUT~~~~~A
M,~~~~~,AB,B,FMT,ABFMT~~~~~A
I,~~~~~,AB,E,ZUN,ABZUN~~~~~N
U,GS~~~,SK,A,GRX,SKGRXGS~~~N
U,~~~~~,AB,A,WLH,ABWLH~~~~~A
U,~~~~~,AB,A,INS,ABINS~~~~~N
U,~~~~~,AB,A,KBD,ABKBD~~~~~A
U,~~~~~,AB,A,LYB,ABLYB~~~~~N
U,GS~~~,SK,A,GRX,SKGRXGS~~~N
U,~~~~~,AB,A,CVD,ABCVD~~~~~A
U,G~~~~,SK,A,GRX,SKGRXG~~~~N
D,~~~~~,SK,A,FXA,SKFXA~~~~~A
D,S~~~~,SK,A,AVW,SKAVWS~~~~N
U,GS~~~,SK,A,CTX,SKCTXGS~~~N
D,~~~~~,SK,A,KNA,SKKNA~~~~~A
D,~~~~~,SK,A,KNC,SKKNC~~~~~A
D,~~~~~,SK,A,KNE,SKKNE~~~~~A
D,~~~~~,SK,B,RWG,SKRWG~~~~~N
D,~~~~~,SK,A,RWW,SKRWW~~~~~N
H,~~~~~,SK,B,HRA,SKHRA~~~~~A
H,~~~~~,SK,B,HTA,SKHTA~~~~~A
H,~~~~~,SK,B,CHA,SKCHA~~~~~A
H,~~~~~,SK,B,HRC,SKHRC~~~~~A
H,~~~~~,SK,B,BYA,SKBYA~~~~~A
H,HS~~~,SK,A,AVA,SKAVAHS~~~A
U,~~~~~,AB,B,MAB,ABMAB~~~~~A
U,~~~~~,AB,A,HDY,ABHDY~~~~~A
I,~~~~~,AB,E,HMS,ABHMS~~~~~A
H,~~~~~,AB,B,ZUN,ABZUN~~~~~N
D,~~~~~,SK,B,ADA,SKADA~~~~~A
D,~~~~~,SK,A,ADA,SKADA~~~~~A
D,~~~~~,SK,D,HWA,SKHWA~~~~~N
D,~~~~~,SK,A,ADC,SKADC~~~~~A
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
D,~~~~~,SK,B,KNC,SKKNC~~~~~A
D,~~~~~,SK,B,KNE,SKKNE~~~~~A
D,~~~~~,SK,A,VAA,SKVAA~~~~~A
D,~~~~~,SK,D,ZBR,SKZBR~~~~~N
D,~~~~~,SK,B,ADA,SKADA~~~~~A
D,~~~~~,SK,B,FXA,SKFXA~~~~~A
D,~~~~~,SK,D,ADA,SKADA~~~~~A
D,~~~~~,SK,D,FXA,SKFXA~~~~~A
D,~~~~~,SK,B,ADC,SKADC~~~~~A
D,~~~~~,SK,D,ADC,SKADC~~~~~A
U,~~~~~,SK,A,AVA,SKAVA~~~~~A
D,~~~~~,SK,B,HRA,SKHRA~~~~~A
D,~~~~~,SK,B,VAA,SKVAA~~~~~A
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
D,HS~~~,SK,A,AVG,SKAVGHS~~~N
H,~~~~~,SK,C,AMA,SKAMA~~~~~A
H,~~~~~,SK,C,AMC,SKAMC~~~~~A
H,~~~~~,SK,D,AMA,SKAMA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,D,AMO,SKAMO~~~~~A
D,~~~~~,SK,A,ADA,SKADA~~~~~A
U,A~~~~,SK,A,WWA,SKWWAA~~~~A
D,~~~~~,SK,B,ADA,SKADA~~~~~A
D,~~~~~,SK,A,KHC,SKKHC~~~~~A
D,~~~~~,SK,A,KHA,SKKHA~~~~~A
D,~~~~~,SK,A,ADC,SKADC~~~~~A
D,~~~~~,SK,B,ADC,SKADC~~~~~A
D,~~~~~,SK,A,HRA,SKHRA~~~~~A
U,A~~~~,SK,A,KDA,SKKDAA~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,D,AMA,SKAMA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,D,AMC,SKAMC~~~~~A
H,~~~~~,SK,D,AMO,SKAMO~~~~~A
U,~~~~~,SK,A,AMA,SKAMA~~~~~A
U,~~~~~,SK,A,CKK,SKCKK~~~~~A
U,~~~~~,SK,A,CKE,SKCKE~~~~~A
U,~~~~~,SK,A,BKA,SKBKA~~~~~A
U,GS~~~,SK,A,WCX,SKWCXGS~~~N
U,C~~~~,SK,A,AQA,SKAQAC~~~~A
H,~~~~~,SK,B,AQA,SKAQA~~~~~A
U,~~~~~,SK,A,BRA,SKBRA~~~~~A
H,~~~~~,SK,B,VRA,SKVRA~~~~~N
U,~~~~~,SK,A,AQA,SKAQA~~~~~A
D,~~~~~,SK,B,AMA,SKAMA~~~~~A
H,~~~~~,SK,D,AMA,SKAMA~~~~~A
D,~~~~~,SK,C,AMA,SKAMA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,D,AMC,SKAMC~~~~~A
D,~~~~~,SK,B,AMC,SKAMC~~~~~A
H,~~~~~,SK,C,AMA,SKAMA~~~~~A
H,~~~~~,SK,B,AMA,SKAMA~~~~~A
H,~~~~~,SK,C,AMC,SKAMC~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,B,BKA,SKBKA~~~~~A
U,~~~~~,AB,B,MAB,ABMAB~~~~~A
U,~~~~~,AB,A,CFD,ABCFD~~~~~A
U,~~~~~,AB,A,HDY,ABHDY~~~~~A
U,~~~~~,AB,B,TVS,ABTVS~~~~~A
U,~~~~~,AB,B,MAB,ABMAB~~~~~A
U,~~~~~,AB,A,CFD,ABCFD~~~~~A
U,~~~~~,AB,B,HMS,ABHMS~~~~~A
U,~~~~~,AB,A,CHN,ABCHN~~~~~A
U,~~~~~,AB,A,BVL,ABBVL~~~~~A
U,~~~~~,AB,A,CFD,ABCFD~~~~~A
U,~~~~~,AB,A,CHN,ABCHN~~~~~A
U,~~~~~,AB,A,CFD,ABCFD~~~~~A
U,~~~~~,AB,A,MAB,ABMAB~~~~~A
U,~~~~~,AB,A,LYB,ABLYB~~~~~N
U,~~~~~,AB,A,CFD,ABCFD~~~~~A
U,~~~~~,AB,A,ANO,ABANO~~~~~A
U,~~~~~,AB,A,CHN,ABCHN~~~~~A
U,~~~~~,AB,A,LYB,ABLYB~~~~~N
U,~~~~~,AB,B,MAB,ABMAB~~~~~A
U,~~~~~,AB,A,CHN,ABCHN~~~~~A
U,~~~~~,AB,A,BVL,ABBVL~~~~~A
U,~~~~~,AB,A,CFD,ABCFD~~~~~A
I,~~~~~,AB,A,BUT,ABBUT~~~~~A
I,~~~~~,AB,D,ZUN,ABZUN~~~~~N
U,~~~~~,AB,A,CFD,ABCFD~~~~~A
U,~~~~~,AB,A,ANO,ABANO~~~~~A
U,~~~~~,AB,A,CHN,ABCHN~~~~~A
U,~~~~~,AB,B,MAB,ABMAB~~~~~A
U,~~~~~,SK,A,BYA,SKBYA~~~~~A
H,~~~~~,SK,B,BYA,SKBYA~~~~~A
H,~~~~~,SK,D,HTA,SKHTA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
U,~~~~~,SK,A,FXA,SKFXA~~~~~A
H,~~~~~,SK,D,FXA,SKFXA~~~~~A
H,~~~~~,SK,B,HTA,SKHTA~~~~~A
H,~~~~~,SK,B,HRA,SKHRA~~~~~A
U,~~~~~,SK,B,HTA,SKHTA~~~~~A
U,~~~~~,SK,A,HTA,SKHTA~~~~~A
D,~~~~~,SK,B,BYA,SKBYA~~~~~A
H,~~~~~,SK,B,HRA,SKHRA~~~~~A
U,~~~~~,SK,A,BYA,SKBYA~~~~~A
U,O~~~~,SK,A,CTG,SKCTGO~~~~N
H,~~~~~,SK,B,APD,SKAPD~~~~~N
H,~~~~~,SK,B,HTA,SKHTA~~~~~A
H,~~~~~,SK,B,APA,SKAPA~~~~~N
H,~~~~~,SK,C,APA,SKAPA~~~~~N
H,~~~~~,SK,C,HTA,SKHTA~~~~~A
H,~~~~~,SK,B,HRA,SKHRA~~~~~A
H,~~~~~,SK,B,APA,SKAPA~~~~~N
H,~~~~~,SK,B,APD,SKAPD~~~~~N
H,~~~~~,SK,B,HTA,SKHTA~~~~~A
U,~~~~~,SK,B,FXA,SKFXA~~~~~A
U,~~~~~,SK,B,BYA,SKBYA~~~~~A
D,~~~~~,SK,A,FXA,SKFXA~~~~~A
D,~~~~~,SK,B,FXC,SKFXC~~~~~A
U,~~~~~,SK,B,ADA,SKADA~~~~~A
D,~~~~~,SK,B,VAA,SKVAA~~~~~A
D,S~~~~,SK,A,AVG,SKAVGS~~~~N
D,~~~~~,SK,B,FXA,SKFXA~~~~~A
D,~~~~~,SK,B,BYA,SKBYA~~~~~A
H,~~~~~,SK,C,FXA,SKFXA~~~~~A
D,~~~~~,SK,B,FXC,SKFXC~~~~~A
D,~~~~~,SK,B,ADA,SKADA~~~~~A
D,~~~~~,SK,A,FXA,SKFXA~~~~~A
D,~~~~~,SK,B,BYA,SKBYA~~~~~A
D,~~~~~,SK,D,ADA,SKADA~~~~~A
D,~~~~~,SK,B,HRA,SKHRA~~~~~A
D,~~~~~,SK,B,ADA,SKADA~~~~~A
D,~~~~~,SK,B,FXA,SKFXA~~~~~A
D,~~~~~,SK,D,ADC,SKADC~~~~~A
U,S~~~~,SK,A,AVG,SKAVGS~~~~N
U,G~~~~,SK,A,AVS,SKAVSG~~~~A
U,GS~~~,SK,A,AVX,SKAVXGS~~~N
U,~~~~~,SK,A,AVA,SKAVA~~~~~A
U,~~~~~,SK,A,WWA,SKWWA~~~~~A
U,O~~~~,SK,A,GRA,SKGRAO~~~~N
U,O~~~~,SK,A,GRG,SKGRGO~~~~N
D,~~~~~,SK,B,FXA,SKFXA~~~~~A
D,~~~~~,SK,B,EAY,SKEAY~~~~~N
U,~~~~~,SK,A,SCA,SKSCA~~~~~A
D,~~~~~,SK,B,WWA,SKWWA~~~~~A
U,~~~~~,SK,A,AVS,SKAVS~~~~~A
U,S~~~~,SK,A,AVW,SKAVWS~~~~N
H,~~~~~,SK,B,ADA,SKADA~~~~~A
D,~~~~~,SK,C,ADA,SKADA~~~~~A
H,~~~~~,SK,B,HRA,SKHRA~~~~~A
D,~~~~~,SK,C,HRA,SKHRA~~~~~A
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
H,~~~~~,SK,B,ADC,SKADC~~~~~A
D,~~~~~,SK,C,ADC,SKADC~~~~~A
D,~~~~~,SK,C,HRC,SKHRC~~~~~A
H,~~~~~,SK,B,RWA,SKRWA~~~~~N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
U,~~~~~,SK,A,VAA,SKVAA~~~~~A
D,~~~~~,SK,B,VAA,SKVAA~~~~~A
U,~~~~~,SK,A,CHA,SKCHA~~~~~A
U,A~~~~,SK,A,CHA,SKCHAA~~~~A
H,~~~~~,SK,B,FXA,SKFXA~~~~~A
U,~~~~~,SK,A,VAC,SKVAC~~~~~A
D,~~~~~,SK,B,ADA,SKADA~~~~~A
D,~~~~~,SK,B,HRA,SKHRA~~~~~A
D,~~~~~,SK,B,HRC,SKHRC~~~~~A
U,~~~~~,SK,A,HTA,SKHTA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
D,~~~~~,SK,A,SNA,SKSNA~~~~~A
D,~~~~~,SK,A,SNE,SKSNE~~~~~A
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
U,~~~~~,SK,A,AVA,SKAVA~~~~~A
D,~~~~~,SK,D,HWA,SKHWA~~~~~N
U,~~~~~,SK,A,EAY,SKEAY~~~~~N
U,HS~~~,SK,A,AVA,SKAVAHS~~~A
H,A~~~~,SK,B,BYA,SKBYAA~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
H,~~~~~,SK,B,HRA,SKHRA~~~~~A
D,~~~~~,SK,D,ZBR,SKZBR~~~~~N
U,~~~~~,SK,A,SNA,SKSNA~~~~~A
H,~~~~~,SK,B,HRA,SKHRA~~~~~A
H,~~~~~,SK,B,SNA,SKSNA~~~~~A
U,~~~~~,SK,A,SNE,SKSNE~~~~~A
U,~~~~~,SK,A,AVA,SKAVA~~~~~A
D,~~~~~,SK,B,ADA,SKADA~~~~~A
D,~~~~~,SK,B,HRA,SKHRA~~~~~A
D,~~~~~,SK,B,ADC,SKADC~~~~~A
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
H,~~~~~,SK,B,VAA,SKVAA~~~~~A
D,~~~~~,SK,D,ADA,SKADA~~~~~A
D,~~~~~,SK,A,AVA,SKAVA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
D,~~~~~,SK,A,WKA,SKWKA~~~~~A
D,~~~~~,SK,A,AMA,SKAMA~~~~~A
D,~~~~~,SK,A,WRA,SKWRA~~~~~A
D,~~~~~,SK,A,WKE,SKWKE~~~~~A
D,~~~~~,SK,A,SNA,SKSNA~~~~~A
D,~~~~~,SK,D,WMA,SKWMA~~~~~A
U,~~~~~,SK,A,SNA,SKSNA~~~~~A
H,~~~~~,SK,B,SNA,SKSNA~~~~~A
H,~~~~~,SK,B,ADA,SKADA~~~~~A
D,~~~~~,SK,D,HRA,SKHRA~~~~~A
D,~~~~~,SK,D,SNA,SKSNA~~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
D,~~~~~,SK,B,WKA,SKWKA~~~~~A
D,~~~~~,SK,B,AMA,SKAMA~~~~~A
D,~~~~~,SK,D,CYA,SKCYA~~~~~A
D,~~~~~,SK,B,WKA,SKWKA~~~~~A
D,~~~~~,SK,B,AMA,SKAMA~~~~~A
U,~~~~~,SK,A,WKA,SKWKA~~~~~A
U,~~~~~,SK,A,AMA,SKAMA~~~~~A
D,~~~~~,SK,B,SGA,SKSGA~~~~~A
U,~~~~~,SK,B,WKA,SKWKA~~~~~A
U,~~~~~,SK,A,WKA,SKWKA~~~~~A
U,~~~~~,SK,B,AMA,SKAMA~~~~~A
U,~~~~~,SK,A,AMA,SKAMA~~~~~A
D,~~~~~,SK,B,ADA,SKADA~~~~~A
D,~~~~~,SK,D,ADA,SKADA~~~~~A
D,~~~~~,SK,B,VAA,SKVAA~~~~~A
D,~~~~~,SK,A,VAA,SKVAA~~~~~A
D,~~~~~,SK,B,ADC,SKADC~~~~~A
D,~~~~~,SK,A,ADA,SKADA~~~~~A
D,~~~~~,SK,B,RWG,SKRWG~~~~~N
D,~~~~~,SK,A,VAA,SKVAA~~~~~A
D,~~~~~,SK,B,ADA,SKADA~~~~~A
D,~~~~~,SK,A,ADA,SKADA~~~~~A
D,~~~~~,SK,B,VAA,SKVAA~~~~~A
D,~~~~~,SK,A,FXA,SKFXA~~~~~A
U,GO~~~,SK,A,FKA,SKFKAGO~~~N
U,~~~~~,SK,A,BRA,SKBRA~~~~~A
H,~~~~~,SK,B,AMA,SKAMA~~~~~A
U,~~~~~,SK,B,WKA,SKWKA~~~~~A
U,~~~~~,SK,A,SGA,SKSGA~~~~~A
U,~~~~~,SK,B,SGA,SKSGA~~~~~A
H,~~~~~,SK,B,AMC,SKAMC~~~~~A
D,~~~~~,SK,B,AMA,SKAMA~~~~~A
D,~~~~~,SK,B,WKA,SKWKA~~~~~A
D,~~~~~,SK,B,AMC,SKAMC~~~~~A
D,~~~~~,SK,D,AMA,SKAMA~~~~~A
D,~~~~~,SK,A,AMA,SKAMA~~~~~A
U,O~~~~,SK,A,FKG,SKFKGO~~~~N
D,~~~~~,SK,B,ADA,SKADA~~~~~A
U,~~~~~,SK,A,VAA,SKVAA~~~~~A
D,~~~~~,SK,B,VAA,SKVAA~~~~~A
U,~~~~~,SK,A,ADA,SKADA~~~~~A
D,~~~~~,SK,B,ADC,SKADC~~~~~A
D,~~~~~,SK,D,HWW,SKHWW~~~~~N
U,~~~~~,SK,A,ADA,SKADA~~~~~A
U,~~~~~,SK,A,KNC,SKKNC~~~~~A
U,~~~~~,SK,A,KHC,SKKHC~~~~~A
U,~~~~~,SK,A,VAA,SKVAA~~~~~A
U,~~~~~,SK,A,KHE,SKKHE~~~~~A
D,~~~~~,SK,B,RWA,SKRWA~~~~~N
U,O~~~~,SK,A,CTG,SKCTGO~~~~N
U,GO~~~,SK,A,FKA,SKFKAGO~~~N
U,~~~~~,SK,A,FXA,SKFXA~~~~~A
U,~~~~~,SK,A,AVA,SKAVA~~~~~A
U,~~~~~,SK,A,BYA,SKBYA~~~~~A
U,~~~~~,SK,A,VAA,SKVAA~~~~~A
U,~~~~~,SK,A,ADA,SKADA~~~~~A
U,~~~~~,SK,A,WWA,SKWWA~~~~~A
U,G~~~~,SK,A,AVS,SKAVSG~~~~A
U,~~~~~,SK,A,GXX,SKGXX~~~~~N
U,~~~~~,SK,A,SCA,SKSCA~~~~~A
U,~~~~~,SK,A,WWA,SKWWA~~~~~A
D,~~~~~,SK,B,FXA,SKFXA~~~~~A
D,~~~~~,SK,B,WWA,SKWWA~~~~~A
U,~~~~~,SK,A,AVS,SKAVS~~~~~A
U,~~~~~,SK,A,FXA,SKFXA~~~~~A
