ACC_INC_TYPE,COLLISION_TYPE
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
UNPROTECTED OVERLAP OF AUTHORITIES,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
R/S DAMAGE WITHOUT DERAIL./COLL.,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
EMPLOYEE,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
DERAILMENT INVOLVING TRACK UNIT,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
R/S COLL. WITH OBJECT,
MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN COLLISION,"REAR-END, ONE STANDING, OTHER MOVING"
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
R/S DAMAGE WITHOUT DERAIL./COLL.,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,"SIDE, ONE STANDING, OTHER MOVING"
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
COLLISION INVOLVING TRACK UNIT,"REAR-END, ONE STANDING, OTHER MOVING"
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
TRESPASSER,
TRESPASSER,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
CROSSING,
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK SWITCH IN ABNORMAL POSITION,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
COLLISION INVOLVING TRACK UNIT,"SIDE, ONE STANDING, OTHER MOVING"
MAIN-TRACK TRAIN COLLISION,"REAR-END, ONE STANDING, OTHER MOVING"
FIRE,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
FIRE,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK SWITCH IN ABNORMAL POSITION,
UNPROTECTED OVERLAP OF AUTHORITIES,
TRESPASSER,
MAIN-TRACK SWITCH IN ABNORMAL POSITION,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
CROSSING,
NON-MAIN-TRACK TRAIN COLLISION,"REAR-END, ONE STANDING, OTHER MOVING"
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
RUNAWAY ROLLING STOCK,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
COLLISION INVOLVING TRACK UNIT,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
CROSSING,
DG LEAKER,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
TRESPASSER,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
FIRE,
DG LEAKER,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
EMPLOYEE,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
TRESPASSER,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
FIRE,
MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
R/S DAMAGE WITHOUT DERAIL./COLL.,
NON-MAIN-TRACK TRAIN DERAILMENT,
EMPLOYEE,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
R/S DAMAGE WITHOUT DERAIL./COLL.,
CROSSING,
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
EMPLOYEE,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
DG LEAKER,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
CROSSING,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
COLLISION INVOLVING TRACK UNIT,"REAR-END, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
DG LEAKER,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
R/S COLL. WITH OBJECT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
COLLISION INVOLVING TRACK UNIT,"REAR-END, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
R/S COLL. WITH ABANDONED VEHICLE,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
COLLISION INVOLVING TRACK UNIT,"REAR-END, ONE STANDING, OTHER MOVING"
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
FIRE,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
COLLISION INVOLVING TRACK UNIT,"REAR-END, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
COLLISION INVOLVING TRACK UNIT,"REAR-END, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
DERAILMENT INVOLVING TRACK UNIT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
DG LEAKER,
MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
R/S DAMAGE WITHOUT DERAIL./COLL.,
CROSSING,
NON-MAIN-TRACK TRAIN COLLISION,"HEAD-ON, ONE STANDING, OTHER MOVING"
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
DG LEAKER,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
DERAILMENT INVOLVING TRACK UNIT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"REAR-END, ONE STANDING, OTHER MOVING"
CROSSING,
TRESPASSER,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
FIRE,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
CROSSING,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
DG LEAKER,
R/S DAMAGE WITHOUT DERAIL./COLL.,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
TRESPASSER,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
DG LEAKER,
NON-MAIN-TRACK TRAIN COLLISION,"HEAD-ON, ONE STANDING, OTHER MOVING"
TRESPASSER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
FIRE,
TRESPASSER,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
RUNAWAY ROLLING STOCK,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
R/S DAMAGE WITHOUT DERAIL./COLL.,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
EMPLOYEE,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
R/S COLL. WITH OBJECT,
CROSSING,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
CROSSING,
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
RUNAWAY ROLLING STOCK,
MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
R/S COLL. WITH ABANDONED VEHICLE,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK SWITCH IN ABNORMAL POSITION,
EMPLOYEE,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
CROSSING,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
